Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,83.896,14.224,14.224,0.403,0.7261,0.9805,-0.055
2,98.76,14.864,14.864,0.623,0.7545,0.0053,-0.055
3,110.932,12.171,12.171,-0.708,0.6569,0.0093,-0.005
4,107.812,-3.12,-3.12,0.847,0.1575,0.0119,-0.055
5,119.481,11.67,11.67,0.29,0.6102,0.987,-0.055
6,120.0,14.407,14.407,-0.168,0.7643,0.9515,-0.005
7,119.66,-0.34,-0.34,0.985,0.1414,0.9535,-0.055
8,120.0,13.563,13.563,0.729,0.6962,0.9398,-0.055
9,120.0,5.197,5.197,0.388,0.3276,0.9529,-0.055
10,120.0,13.673,13.673,0.45,0.7129,0.9448,-0.055
11,120.0,16.074,16.074,-0.877,0.8651,0.953,-0.005
12,120.0,7.301,7.301,0.426,0.4216,0.9542,-0.055
13,105.298,-14.702,-14.702,0.894,0.6071,0.9475,-0.055
14,120.0,19.17,19.17,0.366,0.961,0.9551,-0.055
15,113.068,-6.932,-6.932,0.532,0.3251,0.9554,-0.055
16,96.573,-16.494,-16.494,0.791,0.648,0.9641,-0.055
17,81.088,-15.485,-15.485,-0.316,0.5697,0.952,-0.005
18,94.216,13.127,13.127,0.35,0.6716,0.9458,-0.055
19,98.871,4.655,4.655,0.65,0.2616,0.992,-0.055
20,96.687,-2.184,-2.184,-0.784,0.0674,0.9805,-0.005
21,81.843,-14.844,-14.844,-0.847,0.574,0.9633,-0.005
22,71.962,-9.881,-9.881,0.342,0.3473,0.9461,-0.055
23,73.593,1.63,1.63,0.807,0.0926,0.9434,-0.055
24,92.496,18.903,18.903,-0.887,0.9813,0.9606,-0.005
25,83.287,-9.209,-9.209,0.649,0.4095,0.991,-0.055
26,91.9,8.612,8.612,0.223,0.4588,0.9477,-0.055
27,75.826,-16.074,-16.074,-0.062,0.67,0.9873,-0.005
28,91.479,15.653,15.653,0.77,0.7762,0.9446,-0.055
29,77.975,-13.505,-13.505,0.03,0.5791,0.991,-0.055
30,74.86,-3.114,-3.114,-0.316,0.076,0.9452,-0.005
31,93.541,18.68,18.68,0.046,0.9503,0.9529,-0.055
32,107.767,14.226,14.226,-0.557,0.7386,0.9917,-0.005
33,116.65,8.883,8.883,0.416,0.4715,0.9985,-0.055
34,119.199,2.548,2.548,-0.305,0.1873,0.9967,-0.005
35,120.0,11.949,11.949,-0.407,0.655,0.9418,-0.005
36,120.0,18.462,18.462,-0.607,0.9771,0.9518,-0.005
37,108.035,-11.965,-11.965,0.751,0.5229,0.9554,-0.055
38,96.783,-11.252,-11.252,0.095,0.4048,0.9567,-0.055
39,114.768,17.985,17.985,0.084,0.9135,0.9522,-0.055
40,98.902,-15.866,-15.866,0.971,0.6752,1.002,-0.055
