Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,49.698,-19.974,-19.974,-0.674,-1.0846,0.2445,-0.005,move
2,67.606,17.908,17.908,-0.61,-1.1297,0.5041,-0.005,move
3,87.233,19.627,19.627,-0.042,-1.0951,0.1701,-0.005,move
4,67.925,-19.308,-19.308,-0.888,-1.1323,0.1727,-0.005,move
5,48.706,-19.219,-19.219,-1.0,-1.1501,0.4256,-0.005,move
6,28.846,-19.86,-19.86,-0.999,-1.0905,0.4634,-0.005,move
7,46.303,17.457,17.457,-0.276,-1.073,0.4808,-0.005,move
8,66.07,19.768,19.768,-0.993,-1.0712,0.1656,-0.005,move
9,72.012,5.941,5.941,0.283,-1.0713,0.1485,-0.015,nose_poke
10,52.476,-19.535,-19.535,-0.816,-1.0627,0.1899,-0.005,move
11,32.736,-19.74,-19.74,-0.823,-1.0684,0.4396,-0.005,move
12,41.51,8.774,8.774,-0.907,-1.0479,0.4509,-0.005,move
13,59.146,17.636,17.636,-0.735,-1.0503,0.1848,-0.005,move
14,41.477,-17.669,-17.669,-0.78,-1.0679,0.1538,-0.005,move
15,21.545,-19.933,-19.933,0.526,-1.046,0.4191,-0.055,lick
16,6.597,-14.948,-14.948,-0.544,-1.0111,0.4357,-0.005,move
17,23.035,16.438,16.438,-0.066,-0.9743,0.3818,-0.005,move
18,20.614,-2.422,-2.422,-0.933,-1.0163,0.1427,-0.005,move
19,40.084,19.47,19.47,-0.89,-0.9835,0.2565,-0.005,move
20,21.099,-18.985,-18.985,-0.977,-1.0333,0.1316,-0.005,move
21,1.245,-19.854,-19.854,-0.34,-0.9838,0.403,-0.005,move
22,0.0,-14.126,-14.126,-0.921,-0.907,0.6809,-0.005,move
23,11.409,11.409,11.409,-1.0,-0.9045,0.611,-0.005,move
24,0.0,-19.547,-19.547,-0.744,-0.9982,0.1594,-0.005,move
25,17.692,17.692,17.692,-1.0,-0.9049,0.678,-0.005,move
26,6.086,-11.606,-11.606,-0.351,-0.9872,0.1199,-0.005,move
27,25.672,19.586,19.586,-0.975,-0.9302,0.3109,-0.005,move
28,23.116,-2.556,-2.556,0.228,-0.9948,0.112,-0.015,nose_poke
29,20.157,-2.958,-2.958,-0.995,-0.9563,0.2283,-0.005,move
30,9.696,-10.461,-10.461,-0.989,-0.9525,0.233,-0.005,move
31,0.0,-16.116,-16.116,0.278,-0.9191,0.2825,-0.015,nose_poke
32,0.0,-18.51,-18.51,0.891,-0.8574,0.5911,-0.055,lick
33,19.544,19.544,19.544,-1.0,-0.8563,0.619,-0.005,move
34,9.848,-9.696,-9.696,-0.836,-0.9773,0.1044,-0.005,move
35,0.0,-17.573,-17.573,-0.862,-0.9195,0.276,-0.005,move
36,0.0,-19.575,-19.575,-0.914,-0.8356,0.5888,-0.005,move
37,0.0,-13.96,-13.96,-0.713,-0.8359,0.6108,-0.005,move
38,0.0,-17.785,-17.785,0.995,-0.8394,0.5479,-0.055,lick
39,4.312,4.312,4.312,-0.999,-0.8354,0.5911,-0.005,move
40,23.745,19.433,19.433,-0.99,-0.9412,0.1705,-0.005,move
41,25.09,1.345,1.345,0.907,-0.9508,0.082,-0.055,lick
42,39.792,14.702,14.702,-0.079,-0.9381,0.1656,-0.005,move
43,20.717,-19.075,-19.075,0.773,-0.9606,0.0925,-0.055,lick
44,40.524,19.807,19.807,-0.948,-0.9211,0.3327,-0.005,move
45,23.48,-17.045,-17.045,-0.499,-0.9622,0.0766,-0.005,move
46,26.323,2.844,2.844,0.32,-0.91,0.2943,-0.015,nose_poke
47,11.22,-15.103,-15.103,0.823,-0.9391,0.1465,-0.055,lick
48,19.133,7.913,7.913,-0.999,-0.8922,0.2832,-0.005,move
49,30.967,11.833,11.833,-0.933,-0.9434,0.1224,-0.005,move
50,14.026,-16.941,-16.941,0.239,-0.9478,0.0986,-0.015,nose_poke
