Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,99.189,20.0,20.0,1.0,75.8376,2.0,-0.055,lick
2,119.189,20.0,20.0,1.0,77.3126,2.0,-0.055,lick
3,99.21,-19.979,-19.979,1.0,78.0886,0.7388,-0.055,lick
4,79.216,-19.994,-19.994,1.0,78.6807,0.7112,-0.055,lick
5,59.238,-19.979,-19.979,1.0,79.5167,0.7026,-0.055,lick
6,39.269,-19.969,-19.969,1.0,80.2262,0.5706,-0.055,lick
7,19.512,-19.757,-19.757,1.0,81.0116,0.5553,-0.055,lick
8,0.0,-19.744,-19.744,1.0,81.8519,0.5376,9.945,lick
9,20.0,20.0,20.0,1.0,72.7235,2.0,-0.055,lick
10,40.0,20.0,20.0,1.0,73.8318,2.0,-0.055,lick
11,60.0,20.0,20.0,1.0,74.6179,2.0,-0.055,lick
12,80.0,20.0,20.0,1.0,75.412,2.0,-0.055,lick
13,100.0,20.0,20.0,1.0,76.3766,2.0,-0.055,lick
14,120.0,20.0,20.0,1.0,77.1962,2.0,-0.055,lick
15,100.001,-19.999,-19.999,1.0,77.863,0.7383,-0.055,lick
16,80.012,-19.989,-19.989,1.0,78.3113,0.7097,-0.055,lick
17,60.022,-19.991,-19.991,1.0,79.1341,0.7014,-0.055,lick
18,40.074,-19.948,-19.948,1.0,79.9954,0.691,-0.055,lick
19,20.384,-19.69,-19.69,1.0,80.8496,0.5542,-0.055,lick
20,0.428,-19.956,-19.956,1.0,81.6844,0.5368,9.945,lick
21,20.428,20.0,20.0,1.0,72.6966,2.0,-0.055,lick
22,40.428,20.0,20.0,1.0,73.725,2.0,-0.055,lick
23,60.428,20.0,20.0,1.0,74.5271,2.0,-0.055,lick
24,80.428,20.0,20.0,1.0,75.4062,2.0,-0.055,lick
25,100.428,20.0,20.0,1.0,76.222,2.0,-0.055,lick
26,120.0,20.0,20.0,1.0,77.0084,2.0,-0.055,lick
27,100.091,-19.909,-19.909,1.0,77.6236,0.7374,-0.055,lick
28,80.094,-19.998,-19.998,1.0,78.2563,0.7105,-0.055,lick
29,60.101,-19.993,-19.993,1.0,79.091,0.7022,-0.055,lick
30,40.122,-19.979,-19.979,1.0,79.9561,0.6918,-0.055,lick
31,20.283,-19.839,-19.839,1.0,80.8743,0.5547,-0.055,lick
32,1.659,-18.623,-18.623,1.0,81.7379,0.537,9.945,lick
33,21.659,20.0,20.0,1.0,72.6628,2.0,-0.055,lick
34,41.659,20.0,20.0,1.0,73.7224,2.0,-0.055,lick
35,61.659,20.0,20.0,1.0,74.5224,2.0,-0.055,lick
36,81.659,20.0,20.0,1.0,75.2904,2.0,-0.055,lick
