Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,63.895,15.682,15.682,-0.86,0.8616,0.9274,-0.005
2,44.895,-19.0,-19.0,0.856,0.9714,0.8432,-0.055
3,31.404,-13.491,-13.491,0.412,0.6687,0.9567,-0.055
4,34.11,2.706,2.706,-0.831,0.2213,0.9554,-0.005
5,30.786,-3.323,-3.323,0.019,0.234,0.9285,-0.055
6,15.872,-14.915,-14.915,0.511,0.7597,0.9355,-0.055
7,23.559,7.688,7.688,-0.387,0.4312,0.9622,-0.005
8,22.942,-0.617,-0.617,0.529,0.1241,0.927,-0.055
9,3.994,-18.948,-18.948,0.894,0.9544,0.9346,-0.055
10,22.277,18.283,18.283,-0.375,0.9703,0.9679,-0.005
11,29.203,6.926,6.926,-0.854,0.4179,0.9142,-0.005
12,11.195,-18.008,-18.008,0.44,0.9144,0.9261,-0.055
13,4.575,-6.62,-6.62,0.897,0.374,0.9654,-0.055
14,9.881,5.305,5.305,-0.621,0.3308,0.9467,-0.005
15,24.363,14.482,14.482,0.703,0.759,0.9339,-0.055
16,23.346,-1.017,-1.017,0.736,0.1526,0.9206,-0.055
17,9.627,-13.719,-13.719,0.53,0.7105,0.9348,-0.055
18,14.065,4.437,4.437,-0.848,0.302,0.9619,-0.005
19,17.915,3.851,3.851,0.936,0.2318,0.9333,-0.055
20,0.204,-17.712,-17.712,0.264,0.8983,0.9327,-0.055
21,0.0,-10.56,-10.56,0.048,0.5436,0.9075,-0.055
22,0.0,-14.977,-14.977,0.831,0.7377,0.9062,-0.055
23,0.0,-19.405,-19.405,0.907,0.9315,0.906,-0.055
24,9.103,9.103,9.103,0.466,0.4787,0.9088,-0.055
25,25.77,16.667,16.667,0.802,0.8656,0.9166,-0.055
26,42.615,16.845,16.845,-0.862,0.9254,0.9095,-0.005
27,27.151,-15.464,-15.464,0.1,0.7929,0.9057,-0.055
28,15.701,-11.45,-11.45,-0.957,0.5584,0.9282,-0.005
29,33.481,17.78,17.78,-0.501,0.9412,0.9182,-0.005
30,28.466,-5.015,-5.015,0.401,0.34,0.9066,-0.055
31,13.669,-14.797,-14.797,0.691,0.7473,0.9076,-0.055
32,28.006,14.337,14.337,0.359,0.7436,0.9281,-0.055
33,23.205,-4.801,-4.801,0.818,0.3366,0.9111,-0.055
34,41.134,17.929,17.929,-0.214,0.9482,0.9075,-0.005
35,54.562,13.429,13.429,0.078,0.7253,0.905,-0.055
36,45.391,-9.171,-9.171,0.769,0.5093,0.9063,-0.055
37,49.098,3.707,3.707,-0.813,0.2725,0.9116,-0.005
38,49.968,0.87,0.87,-0.508,0.1887,0.9063,-0.005
39,42.507,-7.461,-7.461,0.75,0.4184,0.9042,-0.055
40,25.637,-16.869,-16.869,-0.36,0.8188,0.9093,-0.005
41,18.411,-7.226,-7.226,0.818,0.3957,0.9322,-0.055
42,0.0,-18.521,-18.521,0.85,0.9176,0.9091,-0.055
43,0.0,-17.428,-17.428,0.793,0.8403,0.9081,-0.055
44,0.0,-13.395,-13.395,-0.791,0.6554,0.9072,-0.005
45,15.593,15.593,15.593,0.032,0.835,0.906,-0.055
46,1.304,-14.289,-14.289,-0.745,0.7364,0.9129,-0.005
47,0.0,-11.555,-11.555,-0.094,0.5834,0.9055,-0.005
48,0.0,-19.904,-19.904,-0.408,0.9442,0.9063,-0.005
49,18.918,18.918,18.918,0.81,0.9862,0.9092,-0.055
50,27.362,8.444,8.444,0.356,0.469,0.9094,-0.055
51,27.905,0.543,0.543,-0.539,0.187,0.9123,-0.005
52,8.426,-19.48,-19.48,0.265,0.9617,0.9071,-0.055
53,1.678,-6.748,-6.748,0.89,0.3765,0.941,-0.055
54,0.0,-10.028,-10.028,-0.868,0.5171,0.9052,-0.005
55,0.0,-18.293,-18.293,-0.561,0.8722,0.9061,-0.005
56,0.0,-16.036,-16.036,-0.352,0.7702,0.908,-0.005
57,0.0,-4.344,-4.344,-0.417,0.2953,0.9063,-0.005
58,0.0,-12.332,-12.332,-0.822,0.6174,0.9059,-0.005
59,14.579,14.579,14.579,0.154,0.7798,0.9062,-0.055
60,0.0,-16.149,-16.149,-0.465,0.8223,0.9141,-0.005
61,0.0,-4.539,-4.539,-0.473,0.3022,0.9063,-0.005
62,17.919,17.919,17.919,-0.191,0.9649,0.9059,-0.005
63,0.0,-18.228,-18.228,0.229,0.928,0.91,-0.055
64,0.393,0.393,0.393,-0.465,0.2183,0.9079,-0.005
65,0.0,-3.892,-3.892,-0.533,0.2879,0.9057,-0.005
66,13.266,13.266,13.266,0.436,0.7125,0.906,-0.055
67,30.738,17.472,17.472,0.053,0.9288,0.9151,-0.055
68,39.802,9.063,9.063,0.78,0.4931,0.9076,-0.055
69,34.514,-5.287,-5.287,-0.923,0.3276,0.9099,-0.005
70,19.29,-15.224,-15.224,0.484,0.7633,0.9077,-0.055
71,39.12,19.83,19.83,-0.778,1.0503,0.9286,-0.005
72,32.375,-6.745,-6.745,0.444,0.4148,0.9042,-0.055
73,43.775,11.4,11.4,-0.281,0.6157,0.9087,-0.005
74,24.341,-19.434,-19.434,-0.295,0.9647,0.9083,-0.005
75,41.113,16.772,16.772,-0.21,0.8762,0.938,-0.005
76,43.914,2.801,2.801,0.108,0.2133,0.906,-0.055
77,34.913,-9.001,-9.001,0.08,0.4809,0.9067,-0.055
78,35.971,1.058,1.058,0.181,0.1581,0.9112,-0.055
79,17.945,-18.026,-18.026,0.678,0.8996,0.9064,-0.055
80,27.942,9.997,9.997,-0.338,0.5326,0.9361,-0.005
81,36.777,8.835,8.835,0.936,0.4734,0.9121,-0.055
82,56.183,19.406,19.406,-0.686,1.0455,0.9105,-0.005
83,67.85,11.667,11.667,-0.466,0.6532,0.9017,-0.005
84,68.181,0.331,0.331,-0.544,0.1357,0.868,-0.005
85,55.463,-12.719,-12.719,0.799,0.6632,0.8956,-0.055
86,64.345,8.882,8.882,0.92,0.4504,0.9162,-0.055
87,54.03,-10.315,-10.315,-0.208,0.5667,0.8769,-0.005
88,72.982,18.952,18.952,0.31,0.9835,0.9134,-0.055
89,91.303,18.321,18.321,-0.405,0.9592,0.8433,-0.005
90,86.003,-5.3,-5.3,0.598,0.3722,0.8438,-0.055
91,104.231,18.228,18.228,-0.228,0.9316,0.905,-0.005
92,89.592,-14.639,-14.639,0.516,0.7577,0.842,-0.055
93,70.963,-18.629,-18.629,0.301,0.9009,0.9216,-0.055
94,75.619,4.656,4.656,-0.365,0.2575,0.9355,-0.005
95,56.626,-18.993,-18.993,0.858,0.9504,0.8836,-0.055
96,44.573,-12.054,-12.054,0.802,0.5999,0.9288,-0.055
97,34.495,-10.077,-10.077,0.478,0.5182,0.9167,-0.055
98,17.044,-17.452,-17.452,0.788,0.8609,0.9132,-0.055
99,33.741,16.697,16.697,0.589,0.8582,0.9347,-0.055
100,41.556,7.815,7.815,0.208,0.4413,0.9077,-0.055
101,22.406,-19.15,-19.15,0.484,0.955,0.9093,-0.055
102,38.815,16.41,16.41,-0.295,0.8603,0.938,-0.005
103,31.163,-7.652,-7.652,-0.619,0.4396,0.9068,-0.005
104,14.424,-16.74,-16.74,-0.601,0.8097,0.9094,-0.005
105,3.679,-10.745,-10.745,0.791,0.5535,0.9331,-0.055
106,22.231,18.552,18.552,0.201,0.9653,0.9167,-0.055
107,24.912,2.682,2.682,-0.221,0.218,0.9087,-0.005
108,28.012,3.1,3.1,0.393,0.1944,0.9095,-0.055
109,32.977,4.965,4.965,-0.025,0.2928,0.9094,-0.005
110,16.118,-16.859,-16.859,0.366,0.8475,0.9099,-0.055
111,33.096,16.978,16.978,-0.74,0.9039,0.9332,-0.005
112,22.166,-10.93,-10.93,-0.877,0.5854,0.9075,-0.005
113,31.916,9.751,9.751,0.141,0.5153,0.9163,-0.055
114,45.134,13.218,13.218,0.018,0.7103,0.9113,-0.055
115,28.129,-17.005,-17.005,0.935,0.867,0.9081,-0.055
116,43.777,15.648,15.648,0.568,0.805,0.9323,-0.055
117,59.444,15.667,15.667,0.589,0.8259,0.9066,-0.055
118,76.139,16.694,16.694,0.342,0.8841,0.9044,-0.055
