Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,50.636,-11.464,-11.464,0.437,0.6013,0.9043,-0.055
2,62.198,11.562,11.562,-0.31,0.6253,0.9446,-0.005
3,44.713,-17.485,-17.485,0.676,0.8965,0.8559,-0.055
4,42.701,-2.012,-2.012,-0.513,0.1546,0.9546,-0.005
5,49.578,6.877,6.877,0.734,0.3612,0.9308,-0.055
6,61.505,11.927,11.927,0.671,0.631,0.9199,-0.055
7,70.765,9.26,9.26,0.272,0.4764,0.8549,-0.055
8,72.962,2.196,2.196,0.787,0.1693,0.8611,-0.055
9,89.324,16.363,16.363,0.335,0.8312,0.8903,-0.055
10,94.865,5.541,5.541,-0.574,0.3193,0.8348,-0.005
11,86.986,-7.879,-7.879,-0.191,0.4285,0.8698,-0.005
12,106.643,19.657,19.657,-0.708,1.0204,0.9184,-0.005
13,96.391,-10.252,-10.252,0.012,0.5538,0.8227,-0.055
14,96.28,-0.112,-0.112,-0.41,0.0846,0.9167,-0.005
15,114.255,17.975,17.975,-0.516,0.935,0.8929,-0.005
16,120.0,10.734,10.734,-0.083,0.5655,0.8246,-0.005
17,120.0,1.177,1.177,-0.727,0.1549,0.8292,-0.005
18,105.377,-14.623,-14.623,0.838,0.7255,0.8539,-0.055
19,120.0,17.236,17.236,-0.773,0.8863,0.9157,-0.005
20,120.0,15.366,15.366,-0.464,0.8396,0.8145,-0.005
21,120.0,6.219,6.219,-0.387,0.368,0.818,-0.005
22,104.379,-15.621,-15.621,-0.772,0.7639,0.8402,-0.005
23,94.48,-9.899,-9.899,-0.233,0.4978,0.9167,-0.005
24,112.048,17.568,17.568,-0.749,0.91,0.9172,-0.005
25,120.0,16.097,16.097,0.646,0.8267,0.826,-0.055
26,119.619,-0.381,-0.381,0.548,0.1181,0.8166,-0.055
27,102.998,-16.621,-16.621,0.267,0.8064,0.858,-0.055
28,118.565,15.567,15.567,0.481,0.7702,0.918,-0.055
29,104.116,-14.449,-14.449,0.596,0.7318,0.8181,-0.055
30,120.0,16.495,16.495,-0.794,0.8489,0.9162,-0.005
31,120.0,0.071,0.071,-0.359,0.104,0.8158,-0.005
32,109.731,-10.269,-10.269,0.587,0.5261,0.8568,-0.055
33,95.402,-14.329,-14.329,0.506,0.7017,0.9104,-0.055
34,110.833,15.431,15.431,0.444,0.7662,0.9202,-0.055
35,115.482,4.649,4.649,-0.072,0.264,0.8312,-0.005
36,120.0,12.233,12.233,0.536,0.6152,0.8675,-0.055
37,113.218,-6.782,-6.782,-0.167,0.387,0.8255,-0.005
38,93.579,-19.639,-19.639,0.63,0.9502,0.903,-0.055
39,112.57,18.992,18.992,-0.154,0.9605,0.9236,-0.005
40,103.434,-9.137,-9.137,-0.8,0.5023,0.8227,-0.005
41,119.534,16.1,16.1,-0.897,0.8368,0.9121,-0.005
42,106.676,-12.857,-12.857,-0.872,0.6616,0.8167,-0.005
43,98.63,-8.046,-8.046,-0.227,0.416,0.914,-0.005
44,108.117,9.486,9.486,-0.05,0.4752,0.9131,-0.005
45,90.943,-17.174,-17.174,-0.445,0.8605,0.8502,-0.005
46,108.041,17.099,17.099,0.218,0.8564,0.9239,-0.055
47,103.565,-4.476,-4.476,0.156,0.2924,0.8282,-0.055
48,114.653,11.088,11.088,0.555,0.546,0.9035,-0.055
49,108.379,-6.274,-6.274,0.558,0.3572,0.8428,-0.055
50,110.583,2.204,2.204,0.676,0.1413,0.9046,-0.055
51,108.35,-2.234,-2.234,-0.173,0.1569,0.8786,-0.005
52,103.415,-4.935,-4.935,-0.978,0.2838,0.8966,-0.005
53,88.01,-15.405,-15.405,0.625,0.7612,0.9045,-0.055
54,68.825,-19.185,-19.185,0.234,0.9262,0.9242,-0.055
55,61.51,-7.315,-7.315,-0.323,0.3932,0.9343,-0.005
56,61.066,-0.444,-0.444,-0.843,0.098,0.9271,-0.005
57,44.238,-16.828,-16.828,-0.937,0.8433,0.9067,-0.005
58,28.599,-15.639,-15.639,0.911,0.7743,0.9539,-0.055
59,29.533,0.933,0.933,-0.707,0.139,0.9577,-0.005
60,32.566,3.033,3.033,0.287,0.1838,0.9317,-0.055
61,34.457,1.891,1.891,0.069,0.1415,0.9286,-0.055
62,33.555,-0.902,-0.902,-0.582,0.1304,0.9292,-0.005
63,45.882,12.327,12.327,0.897,0.6417,0.9317,-0.055
64,60.496,14.614,14.614,-0.467,0.7987,0.9161,-0.005
65,60.497,0.001,0.001,-0.688,0.1049,0.8474,-0.005
66,76.987,16.49,16.49,-0.491,0.8598,0.9047,-0.005
67,78.065,1.078,1.078,0.684,0.0979,0.8376,-0.055
68,95.686,17.622,17.622,0.797,0.8844,0.8937,-0.055
69,84.801,-10.886,-10.886,0.339,0.5827,0.8301,-0.055
70,94.03,9.229,9.229,0.713,0.4431,0.9222,-0.055
71,112.655,18.625,18.625,0.901,0.9398,0.8546,-0.055
72,120.0,7.567,7.567,-0.086,0.4064,0.8235,-0.005
73,105.046,-14.954,-14.954,-0.659,0.7364,0.837,-0.005
74,120.0,18.907,18.907,0.757,0.9404,0.916,-0.055
75,120.0,0.262,0.262,-0.826,0.1264,0.8115,-0.005
76,105.784,-14.216,-14.216,0.314,0.698,0.8563,-0.055
77,90.332,-15.452,-15.452,0.35,0.7491,0.9153,-0.055
78,80.409,-9.923,-9.923,0.128,0.5042,0.9231,-0.055
79,94.618,14.209,14.209,-0.51,0.7306,0.9232,-0.005
80,79.105,-15.513,-15.513,0.055,0.7953,0.8393,-0.055
81,62.364,-16.741,-16.741,-0.65,0.8109,0.9281,-0.005
82,63.846,1.482,1.482,-0.227,0.1392,0.9355,-0.005
83,70.382,6.535,6.535,-0.815,0.3667,0.8966,-0.005
84,52.232,-18.15,-18.15,0.832,0.9174,0.8727,-0.055
85,68.533,16.302,16.302,0.121,0.8558,0.9527,-0.055
86,58.673,-9.86,-9.86,-0.556,0.5439,0.8401,-0.005
87,51.507,-7.166,-7.166,-0.674,0.3692,0.9398,-0.005
88,43.386,-8.121,-8.121,-0.664,0.4176,0.9387,-0.005
89,40.5,-2.886,-2.886,-0.192,0.1989,0.942,-0.005
90,41.424,0.923,0.923,-0.234,0.1126,0.9324,-0.005
91,43.255,1.832,1.832,0.894,0.1507,0.9278,-0.055
92,40.178,-3.078,-3.078,-0.466,0.2109,0.9264,-0.005
93,58.288,18.11,18.11,0.644,0.9449,0.9328,-0.055
94,46.759,-11.529,-11.529,0.473,0.6213,0.9084,-0.055
95,54.441,7.682,7.682,0.299,0.4048,0.9462,-0.055
96,50.827,-3.614,-3.614,-0.815,0.2346,0.9173,-0.005
97,52.293,1.467,1.467,0.526,0.1244,0.9319,-0.055
98,64.119,11.826,11.826,-0.012,0.6375,0.9244,-0.005
99,66.442,2.324,2.324,-0.233,0.152,0.8544,-0.005
100,54.491,-11.952,-11.952,-0.991,0.6227,0.8919,-0.005
101,39.379,-15.111,-15.111,-0.832,0.726,0.9438,-0.005
102,50.632,11.253,11.253,-0.183,0.6049,0.9535,-0.005
103,66.174,15.542,15.542,0.965,0.8139,0.9151,-0.055
104,50.452,-15.722,-15.722,-0.046,0.8184,0.8428,-0.005
105,49.069,-1.384,-1.384,-0.623,0.1419,0.9502,-0.005
106,53.955,4.887,4.887,-0.539,0.304,0.929,-0.005
107,65.048,11.092,11.092,0.642,0.5873,0.921,-0.055
108,76.756,11.708,11.708,-0.357,0.6135,0.8567,-0.005
109,59.691,-17.065,-17.065,-0.02,0.8721,0.8509,-0.005
110,66.927,7.236,7.236,0.774,0.3639,0.9484,-0.055
111,60.683,-6.243,-6.243,-0.704,0.3692,0.8704,-0.005
112,79.525,18.842,18.842,-0.155,0.9682,0.9253,-0.005
113,91.919,12.394,12.394,-0.908,0.6681,0.831,-0.005
114,111.782,19.863,19.863,-0.11,1.0283,0.8443,-0.005
115,101.888,-9.894,-9.894,0.766,0.5365,0.8208,-0.055
116,119.433,17.545,17.545,0.707,0.8742,0.9137,-0.055
117,105.712,-13.72,-13.72,0.696,0.7026,0.8141,-0.055
118,86.419,-19.293,-19.293,0.637,0.9273,0.915,-0.055
119,90.585,4.165,4.165,0.927,0.2052,0.9267,-0.055
120,109.886,19.301,19.301,-0.014,0.993,0.8765,-0.005
121,116.03,6.144,6.144,-0.105,0.3402,0.8226,-0.005
122,120.0,12.948,12.948,-0.433,0.6765,0.8615,-0.005
123,120.0,9.62,9.62,-0.168,0.5331,0.8236,-0.005
124,102.971,-17.029,-17.029,-0.026,0.8349,0.8321,-0.005
125,119.836,16.866,16.866,0.302,0.8417,0.9182,-0.055
126,101.893,-17.943,-17.943,-0.286,0.8903,0.8152,-0.005
127,94.091,-7.802,-7.802,0.373,0.4031,0.9191,-0.055
128,95.05,0.959,0.959,-0.259,0.0975,0.9152,-0.005
129,81.968,-13.083,-13.083,-0.631,0.6643,0.8887,-0.005
130,99.21,17.243,17.243,-0.056,0.8734,0.9252,-0.005
131,104.977,5.767,5.767,0.878,0.3293,0.8299,-0.055
132,89.627,-15.35,-15.35,-0.428,0.7716,0.866,-0.005
133,97.717,8.09,8.09,-0.766,0.4244,0.9234,-0.005
134,101.326,3.609,3.609,0.176,0.2083,0.8587,-0.055
135,84.847,-16.479,-16.479,0.239,0.8228,0.8756,-0.055
136,84.6,-0.247,-0.247,-0.238,0.1033,0.9263,-0.005
137,67.784,-16.816,-16.816,-0.311,0.8392,0.8975,-0.005
138,63.598,-4.186,-4.186,0.348,0.2478,0.9335,-0.055
139,44.956,-18.642,-18.642,-0.315,0.9251,0.9198,-0.005
140,61.471,16.515,16.515,0.42,0.8599,0.9562,-0.055
141,67.945,6.474,6.474,-0.529,0.3599,0.8418,-0.005
142,48.97,-18.975,-18.975,0.676,0.9565,0.8736,-0.055
143,67.097,18.127,18.127,0.941,0.9329,0.9552,-0.055
144,85.765,18.668,18.668,0.642,0.9503,0.8359,-0.055
145,89.636,3.871,3.871,0.095,0.2347,0.8302,-0.055
146,101.912,12.276,12.276,-0.567,0.645,0.878,-0.005
