Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,36.785,-6.671,-6.671,0.642,0.3792,0.9285,-0.055
2,20.636,-16.15,-16.15,-0.07,0.8016,0.9404,-0.005
3,32.505,11.869,11.869,0.428,0.6184,0.9612,-0.055
4,25.657,-6.847,-6.847,0.2,0.4042,0.9201,-0.055
5,6.965,-18.692,-18.692,-0.107,0.9197,0.9426,-0.005
6,0.0,-14.098,-14.098,-0.871,0.6898,0.967,-0.005
7,0.0,-9.782,-9.782,0.354,0.5136,0.9353,-0.055
8,0.0,-8.172,-8.172,-0.396,0.4324,0.9329,-0.005
9,0.0,-10.477,-10.477,-0.173,0.5375,0.9322,-0.005
10,4.138,4.138,4.138,0.474,0.2664,0.9331,-0.055
11,0.822,-3.316,-3.316,0.643,0.2528,0.937,-0.055
12,14.764,13.942,13.942,0.449,0.7601,0.9268,-0.055
13,30.58,15.816,15.816,0.377,0.8362,0.9234,-0.055
14,14.209,-16.372,-16.372,0.961,0.8567,0.9176,-0.055
15,0.0,-15.453,-15.453,0.813,0.7736,0.9634,-0.055
16,13.678,13.678,13.678,0.405,0.744,0.9363,-0.055
17,29.861,16.183,16.183,0.905,0.8436,0.924,-0.055
18,33.994,4.133,4.133,0.538,0.2573,0.917,-0.055
19,39.587,5.593,5.593,0.869,0.3089,0.9272,-0.055
20,38.414,-1.173,-1.173,-0.288,0.14,0.9241,-0.005
21,31.78,-6.634,-6.634,0.797,0.3778,0.9308,-0.055
22,30.986,-0.795,-0.795,-0.771,0.1346,0.9412,-0.005
23,23.169,-7.817,-7.817,0.281,0.4368,0.9323,-0.055
24,11.392,-11.777,-11.777,0.749,0.6148,0.945,-0.055
25,2.437,-8.956,-8.956,-0.269,0.4751,0.9578,-0.005
26,0.0,-6.824,-6.824,-0.398,0.3749,0.9318,-0.005
27,16.485,16.485,16.485,0.911,0.8786,0.9305,-0.055
28,0.0,-18.79,-18.79,0.196,0.9651,0.9184,-0.055
29,0.0,-10.812,-10.812,-0.628,0.5354,0.9401,-0.005
30,0.0,-3.571,-3.571,-0.349,0.25,0.9332,-0.005
31,15.414,15.414,15.414,0.616,0.8315,0.9273,-0.055
32,28.687,13.273,13.273,0.444,0.7029,0.9208,-0.055
33,47.788,19.101,19.101,0.78,0.9983,0.9207,-0.055
34,44.241,-3.548,-3.548,0.853,0.2705,0.9083,-0.055
35,30.637,-13.604,-13.604,0.393,0.6944,0.9328,-0.055
36,14.332,-16.306,-16.306,0.545,0.8086,0.9558,-0.055
37,26.552,12.22,12.22,0.902,0.6256,0.9634,-0.055
38,13.452,-13.1,-13.1,0.368,0.6958,0.9217,-0.055
39,22.488,9.036,9.036,0.841,0.4621,0.96,-0.055
40,37.135,14.647,14.647,0.722,0.7684,0.9256,-0.055
41,21.708,-15.427,-15.427,0.484,0.8043,0.9173,-0.055
42,16.263,-5.445,-5.445,0.591,0.3211,0.9602,-0.055
43,1.819,-14.444,-14.444,0.73,0.7417,0.9423,-0.055
44,15.477,13.658,13.658,0.619,0.7356,0.935,-0.055
45,14.213,-1.264,-1.264,-0.417,0.1584,0.9236,-0.005
46,27.12,12.906,12.906,-0.244,0.6975,0.9378,-0.005
47,45.982,18.862,18.862,-0.549,1.0154,0.9213,-0.005
48,47.368,1.386,1.386,0.813,0.1627,0.909,-0.055
49,56.404,9.036,9.036,-0.26,0.5008,0.9256,-0.005
50,39.34,-17.063,-17.063,-0.375,0.858,0.9151,-0.005
51,23.185,-16.155,-16.155,0.736,0.797,0.9558,-0.055
52,26.255,3.07,3.07,0.787,0.1685,0.9602,-0.055
53,43.216,16.961,16.961,-0.698,0.9219,0.9306,-0.005
54,43.051,-0.165,-0.165,-0.039,0.0911,0.913,-0.005
55,53.549,10.498,10.498,0.668,0.5522,0.9288,-0.055
56,65.084,11.535,11.535,0.924,0.609,0.9146,-0.055
57,78.187,13.103,13.103,-0.164,0.6811,0.8551,-0.005
58,94.396,16.21,16.21,0.929,0.8199,0.8463,-0.055
59,86.154,-8.242,-8.242,0.901,0.4639,0.8338,-0.055
60,88.411,2.257,2.257,0.519,0.134,0.9191,-0.055
61,72.252,-16.159,-16.159,0.653,0.8127,0.885,-0.055
62,78.75,6.497,6.497,-0.333,0.3232,0.9315,-0.005
63,66.428,-12.322,-12.322,0.969,0.644,0.8708,-0.055
64,47.265,-19.163,-19.163,-0.01,0.9367,0.931,-0.005
65,37.973,-9.291,-9.291,0.618,0.4818,0.9561,-0.055
66,57.36,19.387,19.387,-0.613,1.0363,0.9454,-0.005
67,68.198,10.838,10.838,-0.166,0.6009,0.9063,-0.005
68,87.363,19.165,19.165,0.72,0.9703,0.8567,-0.055
69,72.067,-15.295,-15.295,-0.824,0.7967,0.8285,-0.005
70,74.214,2.146,2.146,-0.875,0.1743,0.9309,-0.005
71,61.135,-13.079,-13.079,0.741,0.6745,0.89,-0.055
72,63.447,2.312,2.312,-0.03,0.1406,0.9337,-0.005
73,58.155,-5.292,-5.292,0.35,0.3203,0.8928,-0.055
74,63.864,5.709,5.709,-0.366,0.3351,0.9339,-0.005
75,51.692,-12.172,-12.172,0.545,0.639,0.8781,-0.055
76,68.167,16.474,16.474,-0.571,0.8861,0.9452,-0.005
77,85.932,17.765,17.765,-0.917,0.9461,0.8397,-0.005
78,66.882,-19.05,-19.05,-0.86,0.9711,0.8324,-0.005
79,55.854,-11.027,-11.027,-0.111,0.5586,0.9351,-0.005
80,67.497,11.643,11.643,0.473,0.6093,0.942,-0.055
81,52.239,-15.258,-15.258,-0.309,0.7902,0.854,-0.005
82,63.874,11.635,11.635,-0.613,0.6361,0.9488,-0.005
83,80.566,16.693,16.693,0.269,0.8552,0.8552,-0.055
84,93.912,13.346,13.346,-0.052,0.6956,0.8363,-0.005
85,75.674,-18.238,-18.238,-0.229,0.9216,0.8415,-0.005
86,60.607,-15.067,-15.067,-0.622,0.7334,0.931,-0.005
87,50.181,-10.426,-10.426,-0.833,0.5369,0.9351,-0.005
88,66.863,16.682,16.682,0.68,0.8663,0.9435,-0.055
89,63.807,-3.056,-3.056,0.735,0.2367,0.8396,-0.055
90,64.308,0.501,0.501,0.25,0.0775,0.9164,-0.055
91,44.943,-19.365,-19.365,-0.547,0.963,0.9012,-0.005
92,49.176,4.234,4.234,0.018,0.2387,0.9572,-0.055
93,42.909,-6.267,-6.267,-0.71,0.3489,0.9229,-0.005
94,33.652,-9.258,-9.258,0.821,0.4937,0.9385,-0.055
95,53.205,19.554,19.554,-0.138,1.0322,0.9462,-0.005
96,69.97,16.764,16.764,0.317,0.8905,0.9066,-0.055
97,56.626,-13.344,-13.344,-0.173,0.7061,0.8386,-0.005
98,62.565,5.939,5.939,0.726,0.3032,0.9448,-0.055
99,58.671,-3.894,-3.894,0.06,0.2617,0.8774,-0.055
100,77.144,18.473,18.473,0.587,0.9642,0.9312,-0.055
101,60.715,-16.429,-16.429,0.574,0.8499,0.8325,-0.055
102,42.301,-18.414,-18.414,-0.435,0.8935,0.9359,-0.005
103,22.413,-19.889,-19.889,-0.641,0.9411,0.9566,-0.005
104,38.268,15.856,15.856,-0.419,0.8472,0.9638,-0.005
105,54.29,16.021,16.021,0.859,0.8399,0.9159,-0.055
106,52.806,-1.483,-1.483,-0.417,0.1571,0.9117,-0.005
107,36.51,-16.296,-16.296,-0.518,0.8041,0.9284,-0.005
108,17.556,-18.954,-18.954,-0.332,0.9099,0.9556,-0.005
109,0.0,-19.087,-19.087,-0.46,0.9149,0.9639,-0.005
110,0.0,-3.861,-3.861,0.495,0.281,0.9402,-0.055
111,0.0,-13.228,-13.228,0.516,0.674,0.9277,-0.055
112,15.022,15.022,15.022,-0.982,0.8655,0.9346,-0.005
113,19.522,4.5,4.5,-0.944,0.3065,0.9218,-0.005
114,31.589,12.067,12.067,-0.493,0.6653,0.9314,-0.005
115,19.804,-11.785,-11.785,-0.05,0.6294,0.9203,-0.005
116,29.89,10.086,10.086,0.727,0.5213,0.9559,-0.055
117,17.096,-12.794,-12.794,0.517,0.6801,0.9219,-0.055
118,34.555,17.459,17.459,0.964,0.8996,0.9586,-0.055
119,50.948,16.393,16.393,-0.36,0.8853,0.9139,-0.005
120,52.212,1.264,1.264,0.197,0.1451,0.9122,-0.055
121,40.515,-11.697,-11.697,0.387,0.6112,0.9246,-0.055
122,36.925,-3.59,-3.59,0.939,0.2319,0.949,-0.055
123,54.201,17.277,17.277,0.461,0.905,0.9342,-0.055
124,35.694,-18.508,-18.508,-0.429,0.9388,0.9103,-0.005
125,41.958,6.264,6.264,-0.508,0.3626,0.9584,-0.005
126,46.66,4.702,4.702,0.562,0.2681,0.9226,-0.055
127,50.913,4.253,4.253,0.146,0.2468,0.9231,-0.055
128,37.225,-13.688,-13.688,-0.783,0.6871,0.9224,-0.005
129,23.519,-13.706,-13.706,-0.733,0.6668,0.9532,-0.005
130,15.841,-7.678,-7.678,-0.802,0.3985,0.9585,-0.005
131,27.033,11.192,11.192,-0.397,0.6145,0.9462,-0.005
132,9.125,-17.908,-17.908,-0.877,0.8981,0.9219,-0.005
133,20.095,10.97,10.97,0.484,0.5695,0.9659,-0.055
134,31.956,11.861,11.861,-0.336,0.6509,0.9245,-0.005
135,35.142,3.186,3.186,0.699,0.2163,0.9203,-0.055
136,31.032,-4.11,-4.11,0.615,0.2755,0.9277,-0.055
137,38.817,7.784,7.784,0.81,0.4057,0.9366,-0.055
138,27.179,-11.638,-11.638,-0.231,0.6138,0.9221,-0.005
139,36.456,9.277,9.277,0.384,0.4863,0.9538,-0.055
140,39.662,3.206,3.206,-0.803,0.2456,0.9211,-0.005
141,22.597,-17.065,-17.065,0.504,0.8645,0.9263,-0.055
142,34.635,12.038,12.038,0.95,0.6147,0.9612,-0.055
143,25.502,-9.133,-9.133,-0.104,0.5053,0.9194,-0.005
144,20.578,-4.924,-4.924,0.784,0.3012,0.9476,-0.055
145,34.273,13.696,13.696,-0.679,0.7526,0.9406,-0.005
146,52.093,17.82,17.82,-0.184,0.9531,0.9188,-0.005
147,69.974,17.88,17.88,0.664,0.9409,0.9097,-0.055
148,61.471,-8.502,-8.502,-0.211,0.4845,0.8358,-0.005
149,41.998,-19.474,-19.474,0.692,0.9602,0.9293,-0.055
150,41.631,-0.367,-0.367,-0.01,0.1431,0.9582,-0.005
151,39.361,-2.269,-2.269,-0.585,0.1723,0.9293,-0.005
152,42.522,3.161,3.161,0.903,0.1945,0.932,-0.055
153,50.716,8.194,8.194,-0.264,0.4577,0.9255,-0.005
154,66.706,15.991,15.991,0.314,0.8479,0.918,-0.055
155,83.241,16.535,16.535,0.573,0.8427,0.8415,-0.055
156,91.454,8.213,8.213,-0.124,0.435,0.8359,-0.005
157,78.181,-13.273,-13.273,-0.322,0.6841,0.8597,-0.005
158,58.946,-19.235,-19.235,0.937,0.9361,0.9269,-0.055
159,43.252,-15.695,-15.695,-0.584,0.748,0.9515,-0.005
160,46.324,3.072,3.072,-0.146,0.1975,0.9526,-0.005
161,32.95,-13.374,-13.374,0.79,0.6959,0.9244,-0.055
162,13.691,-19.259,-19.259,-0.104,0.9338,0.9547,-0.005
163,9.535,-4.156,-4.156,0.634,0.2677,0.9654,-0.055
164,2.138,-7.397,-7.397,0.724,0.4217,0.942,-0.055
165,3.53,1.392,1.392,-0.518,0.1972,0.9303,-0.005
166,5.34,1.81,1.81,-0.766,0.1759,0.9392,-0.005
167,13.625,8.285,8.285,0.156,0.4495,0.9384,-0.055
168,23.662,10.037,10.037,-0.901,0.576,0.9293,-0.005
169,30.774,7.111,7.111,-0.686,0.4204,0.9239,-0.005
170,20.55,-10.224,-10.224,0.088,0.554,0.9254,-0.055
171,11.547,-9.003,-9.003,-0.744,0.464,0.9515,-0.005
172,24.665,13.118,13.118,0.356,0.6887,0.9505,-0.055
173,38.286,13.621,13.621,0.49,0.7207,0.9219,-0.055
174,22.041,-16.245,-16.245,-0.547,0.8309,0.9178,-0.005
175,3.779,-18.262,-18.262,0.535,0.8958,0.9608,-0.055
176,0.0,-15.171,-15.171,-0.405,0.7474,0.9674,-0.005
177,3.367,3.367,3.367,-0.638,0.2946,0.9361,-0.005
178,0.0,-10.141,-10.141,-0.633,0.5391,0.9379,-0.005
179,0.0,-16.049,-16.049,0.616,0.7957,0.933,-0.055
180,0.0,-17.437,-17.437,0.827,0.8547,0.9369,-0.055
181,18.012,18.012,18.012,-0.969,1.0124,0.9385,-0.005
182,30.921,12.909,12.909,-0.051,0.6976,0.9153,-0.005
183,17.529,-13.392,-13.392,0.921,0.715,0.9202,-0.055
184,12.906,-4.623,-4.623,-0.049,0.2814,0.9596,-0.005
185,3.643,-9.262,-9.262,0.704,0.5068,0.9418,-0.055
186,9.686,6.043,6.043,-0.836,0.3745,0.9529,-0.005
187,0.0,-11.729,-11.729,0.723,0.6349,0.9331,-0.055
188,0.0,-19.684,-19.684,0.821,0.9588,0.9338,-0.055
189,6.141,6.141,6.141,0.434,0.3609,0.9406,-0.055
190,22.162,16.022,16.022,0.315,0.8478,0.934,-0.055
191,32.953,10.791,10.791,-0.639,0.6074,0.9187,-0.005
192,47.349,14.395,14.395,-0.561,0.7892,0.9204,-0.005
193,63.855,16.506,16.506,0.976,0.8638,0.915,-0.055
194,46.88,-16.975,-16.975,0.617,0.8788,0.841,-0.055
195,41.855,-5.024,-5.024,0.595,0.2942,0.9531,-0.055
196,24.741,-17.115,-17.115,-0.038,0.8467,0.9361,-0.005
197,42.655,17.915,17.915,0.057,0.9395,0.9604,-0.055
198,26.381,-16.274,-16.274,-0.036,0.8416,0.9113,-0.005
199,35.879,9.498,9.498,0.014,0.5074,0.959,-0.055
200,21.545,-14.334,-14.334,0.855,0.7523,0.9209,-0.055
201,8.442,-13.103,-13.103,0.21,0.6613,0.9598,-0.055
202,0.0,-13.926,-13.926,0.781,0.71,0.9611,-0.055
203,5.697,5.697,5.697,-0.093,0.3684,0.9351,-0.005
204,23.271,17.575,17.575,-0.829,0.9566,0.9347,-0.005
205,11.147,-12.124,-12.124,-0.434,0.6512,0.9156,-0.005
206,0.0,-14.455,-14.455,0.714,0.7342,0.9587,-0.055
207,18.682,18.682,18.682,-0.081,1.0176,0.9356,-0.005
208,17.127,-1.554,-1.554,0.409,0.1777,0.9137,-0.055
209,30.419,13.291,13.291,-0.43,0.7234,0.9371,-0.005
210,13.134,-17.285,-17.285,0.761,0.8925,0.9202,-0.055
211,29.391,16.257,16.257,0.649,0.8414,0.9644,-0.055
212,22.27,-7.121,-7.121,0.957,0.4315,0.917,-0.055
213,16.738,-5.533,-5.533,-0.607,0.313,0.9438,-0.005
214,3.566,-13.172,-13.172,0.087,0.6762,0.9423,-0.055
215,15.241,11.675,11.675,-0.764,0.6477,0.9624,-0.005
216,33.892,18.651,18.651,-0.392,0.9993,0.9257,-0.005
217,30.507,-3.385,-3.385,0.311,0.2583,0.9117,-0.055
218,27.997,-2.51,-2.51,-0.363,0.1877,0.9357,-0.005
219,8.577,-19.42,-19.42,-0.027,0.9591,0.9353,-0.005
220,19.248,10.671,10.671,0.53,0.5525,0.9671,-0.055
221,6.002,-13.246,-13.246,-0.647,0.6898,0.9249,-0.005
222,0.0,-8.009,-8.009,0.2,0.4382,0.962,-0.055
223,0.0,-6.758,-6.758,-0.271,0.3763,0.9319,-0.005
224,18.312,18.312,18.312,-0.781,1.0232,0.9304,-0.005
225,9.465,-8.848,-8.848,-0.417,0.5007,0.9146,-0.005
226,0.0,-17.544,-17.544,0.871,0.882,0.9505,-0.055
227,3.392,3.392,3.392,0.881,0.2059,0.9386,-0.055
228,14.18,10.788,10.788,0.937,0.5625,0.9379,-0.055
229,11.405,-2.775,-2.775,-0.219,0.2227,0.9266,-0.005
230,19.554,8.149,8.149,0.107,0.4425,0.9401,-0.055
231,39.066,19.511,19.511,-0.362,1.0434,0.9276,-0.005
232,52.648,13.582,13.582,-0.564,0.7501,0.9092,-0.005
233,70.994,18.347,18.347,0.262,0.9725,0.914,-0.055
234,82.102,11.107,11.107,-0.46,0.5895,0.8342,-0.005
235,84.415,2.314,2.314,0.775,0.1774,0.8508,-0.055
236,95.742,11.327,11.327,0.611,0.5668,0.8859,-0.055
237,83.326,-12.416,-12.416,0.144,0.6444,0.8462,-0.055
238,68.063,-15.263,-15.263,0.446,0.7524,0.9241,-0.055
239,68.387,0.324,0.324,0.905,0.1078,0.9325,-0.055
240,57.609,-10.778,-10.778,-0.499,0.5687,0.9008,-0.005
241,65.19,7.581,7.581,0.179,0.4035,0.941,-0.055
242,68.714,3.524,3.524,0.83,0.2174,0.8694,-0.055
243,55.767,-12.947,-12.947,-0.079,0.6728,0.8856,-0.005
244,47.115,-8.652,-8.652,-0.892,0.429,0.9448,-0.005
245,47.24,0.126,0.126,0.82,0.1335,0.9422,-0.055
246,66.282,19.042,19.042,0.647,0.995,0.9274,-0.055
247,82.11,15.828,15.828,-0.314,0.8298,0.8333,-0.005
