Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,70.816,1.144,1.144,-0.756,0.1244,0.902,-0.005
2,54.003,-16.813,-16.813,0.289,0.8467,0.8962,-0.055
3,40.942,-13.062,-13.062,0.43,0.6499,0.9503,-0.055
4,58.768,17.826,17.826,0.011,0.9381,0.9509,-0.055
5,68.205,9.437,9.437,-0.343,0.5327,0.9087,-0.005
6,81.119,12.914,12.914,0.348,0.6594,0.8613,-0.055
7,79.012,-2.106,-2.106,-0.479,0.1645,0.8461,-0.005
8,60.811,-18.202,-18.202,0.095,0.9027,0.9078,-0.055
9,41.679,-19.131,-19.131,0.891,0.9316,0.9372,-0.055
10,33.264,-8.415,-8.415,0.367,0.4417,0.9578,-0.055
11,33.161,-0.103,-0.103,-0.002,0.1169,0.9444,-0.005
12,19.398,-13.763,-13.763,0.235,0.7073,0.9312,-0.055
13,9.596,-9.803,-9.803,0.341,0.5164,0.9598,-0.055
14,0.0,-18.768,-18.768,0.543,0.9321,0.953,-0.055
15,0.0,-0.147,-0.147,0.608,0.1864,0.94,-0.055
16,4.306,4.306,4.306,-0.023,0.2997,0.9261,-0.005
17,0.0,-18.346,-18.346,0.208,0.9311,0.9368,-0.055
18,16.532,16.532,16.532,0.712,0.8804,0.9396,-0.055
19,1.854,-14.678,-14.678,-0.815,0.7631,0.9183,-0.005
20,17.852,15.998,15.998,-0.805,0.9059,0.9352,-0.005
21,25.478,7.625,7.625,0.042,0.4258,0.9193,-0.055
22,36.5,11.022,11.022,0.304,0.5887,0.9265,-0.055
23,30.713,-5.787,-5.787,-0.158,0.347,0.9193,-0.005
24,23.322,-7.391,-7.391,-0.022,0.4088,0.9397,-0.005
25,40.348,17.027,17.027,0.831,0.8831,0.9441,-0.055
26,45.202,4.854,4.854,-0.692,0.3147,0.9136,-0.005
27,31.562,-13.64,-13.64,-0.687,0.6899,0.9233,-0.005
28,43.321,11.76,11.76,0.405,0.6151,0.9554,-0.055
29,30.171,-13.15,-13.15,0.254,0.691,0.917,-0.055
30,31.03,0.86,0.86,0.449,0.1284,0.9556,-0.055
31,32.542,1.512,1.512,0.316,0.1193,0.9313,-0.055
32,14.59,-17.952,-17.952,0.471,0.9044,0.9302,-0.055
33,31.507,16.917,16.917,-0.648,0.9087,0.9643,-0.005
34,49.851,18.343,18.343,0.279,0.9699,0.9156,-0.055
35,58.612,8.761,8.761,0.01,0.4901,0.9092,-0.055
36,73.48,14.868,14.868,0.93,0.7791,0.9148,-0.055
37,69.619,-3.861,-3.861,-0.407,0.2736,0.8425,-0.005
38,88.547,18.928,18.928,-0.887,0.9929,0.9168,-0.005
39,71.801,-16.745,-16.745,-0.223,0.8623,0.8289,-0.005
40,58.263,-13.538,-13.538,0.807,0.6724,0.932,-0.055
41,55.815,-2.448,-2.448,-0.904,0.1582,0.9443,-0.005
42,46.255,-9.561,-9.561,-0.323,0.4996,0.9292,-0.005
43,60.141,13.886,13.886,-0.31,0.747,0.9438,-0.005
44,76.323,16.182,16.182,-0.795,0.8592,0.8495,-0.005
45,78.532,2.208,2.208,0.276,0.1646,0.8384,-0.055
46,83.946,5.415,5.415,-0.168,0.2873,0.8881,-0.005
47,73.244,-10.703,-10.703,-0.871,0.564,0.8735,-0.005
48,63.532,-9.712,-9.712,0.216,0.5051,0.9269,-0.055
49,51.227,-12.304,-12.304,0.805,0.6286,0.93,-0.055
50,55.367,4.14,4.14,0.066,0.2309,0.9456,-0.055
51,55.369,0.002,0.002,0.229,0.1048,0.9213,-0.055
52,42.674,-12.695,-12.695,-0.238,0.646,0.926,-0.005
53,53.105,10.431,10.431,0.367,0.5462,0.9496,-0.055
54,62.023,8.918,8.918,0.487,0.4837,0.9148,-0.055
55,79.942,17.919,17.919,0.113,0.9204,0.8651,-0.055
56,73.661,-6.28,-6.28,0.161,0.3829,0.8334,-0.055
57,90.588,16.927,16.927,-0.569,0.878,0.9215,-0.005
58,103.971,13.383,13.383,0.628,0.6862,0.8331,-0.055
59,90.327,-13.644,-13.644,0.11,0.7019,0.8387,-0.055
60,106.802,16.474,16.474,0.577,0.8185,0.922,-0.055
61,99.729,-7.073,-7.073,0.923,0.409,0.8299,-0.055
62,93.265,-6.463,-6.463,0.625,0.3554,0.911,-0.055
63,100.956,7.691,7.691,-0.225,0.3905,0.9136,-0.005
64,104.851,3.895,3.895,-0.713,0.2292,0.8598,-0.005
65,102.272,-2.579,-2.579,0.645,0.1826,0.8734,-0.055
66,110.196,7.925,7.925,0.568,0.3885,0.9,-0.055
67,99.337,-10.86,-10.86,0.654,0.5633,0.8563,-0.055
68,107.625,8.288,8.288,0.748,0.3971,0.916,-0.055
69,97.279,-10.346,-10.346,0.988,0.5433,0.8554,-0.055
70,114.804,17.524,17.524,0.214,0.8834,0.9164,-0.055
71,103.483,-11.321,-11.321,-0.528,0.5977,0.8254,-0.005
72,117.186,13.703,13.703,-0.867,0.7122,0.9144,-0.005
73,102.688,-14.498,-14.498,0.014,0.7256,0.8226,-0.055
74,86.091,-16.596,-16.596,-0.306,0.7998,0.9169,-0.005
75,97.621,11.529,11.529,-0.782,0.599,0.9258,-0.005
76,106.604,8.983,8.983,0.388,0.4624,0.8452,-0.055
77,116.425,9.82,9.82,0.58,0.4985,0.8527,-0.055
78,120.0,9.949,9.949,0.084,0.5144,0.8471,-0.055
79,104.551,-15.449,-15.449,-0.804,0.7478,0.8528,-0.005
80,85.515,-19.036,-19.036,0.829,0.8818,0.9253,-0.055
81,98.514,12.999,12.999,-0.764,0.6724,0.9373,-0.005
82,108.846,10.331,10.331,-0.762,0.5608,0.841,-0.005
83,118.764,9.918,9.918,-0.794,0.5406,0.8506,-0.005
84,120.0,7.857,7.857,-0.77,0.4614,0.8534,-0.005
85,108.509,-11.491,-11.491,0.076,0.5619,0.8586,-0.055
86,93.467,-15.042,-15.042,-0.972,0.7066,0.9122,-0.005
87,88.682,-4.785,-4.785,0.179,0.2675,0.9267,-0.055
88,79.232,-9.449,-9.449,-0.681,0.4746,0.9017,-0.005
89,69.309,-9.923,-9.923,-0.288,0.4913,0.9155,-0.005
90,72.119,2.81,2.81,-0.047,0.1824,0.9191,-0.005
91,63.672,-8.447,-8.447,-0.901,0.4456,0.8816,-0.005
92,64.545,0.874,0.874,0.581,0.1257,0.9166,-0.055
93,50.443,-14.102,-14.102,0.945,0.7038,0.8887,-0.055
94,68.697,18.253,18.253,-0.137,0.9503,0.9529,-0.005
