Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,45.675,-11.485,-11.485,0.816,0.6003,0.9256,-0.055
2,64.741,19.066,19.066,-0.877,1.0274,0.9466,-0.005
3,53.926,-10.815,-10.815,0.254,0.5944,0.8336,-0.055
4,62.858,8.932,8.932,-0.851,0.5121,0.9424,-0.005
5,63.993,1.136,1.136,0.652,0.0893,0.8647,-0.055
6,75.169,11.176,11.176,-0.78,0.5961,0.8983,-0.005
7,80.97,5.801,5.801,0.831,0.3173,0.8531,-0.055
8,83.28,2.31,2.31,0.935,0.1728,0.8729,-0.055
9,93.953,10.673,10.673,-0.625,0.565,0.8863,-0.005
10,77.413,-16.54,-16.54,0.118,0.8402,0.8487,-0.055
11,57.807,-19.605,-19.605,0.55,0.9492,0.9297,-0.055
12,67.727,9.919,9.919,-0.465,0.5397,0.9525,-0.005
13,60.571,-7.156,-7.156,0.822,0.4136,0.8598,-0.055
14,74.419,13.847,13.847,0.562,0.6888,0.9271,-0.055
15,62.569,-11.85,-11.85,-0.202,0.6308,0.8451,-0.005
16,56.666,-5.902,-5.902,-0.397,0.3372,0.9323,-0.005
17,72.284,15.618,15.618,-0.417,0.8406,0.9353,-0.005
18,55.719,-16.565,-16.565,0.57,0.8547,0.8408,-0.055
19,43.158,-12.561,-12.561,-0.721,0.6059,0.9494,-0.005
20,62.318,19.159,19.159,0.224,1.0026,0.9492,-0.055
21,62.224,-0.094,-0.094,-0.733,0.1114,0.8337,-0.005
22,72.61,10.386,10.386,-0.158,0.5347,0.9047,-0.005
23,82.051,9.441,9.441,-0.823,0.5148,0.8566,-0.005
24,93.206,11.155,11.155,0.398,0.569,0.8573,-0.055
25,104.831,11.625,11.625,0.178,0.599,0.8473,-0.055
26,118.115,13.284,13.284,-0.859,0.7086,0.8433,-0.005
27,100.497,-17.618,-17.618,0.825,0.8771,0.8234,-0.055
28,80.717,-19.781,-19.781,0.848,0.9465,0.9196,-0.055
29,65.838,-14.879,-14.879,-0.847,0.7197,0.9292,-0.005
30,46.45,-19.388,-19.388,-0.643,0.9367,0.9331,-0.005
31,55.6,9.15,9.15,-0.496,0.503,0.9567,-0.005
32,62.729,7.129,7.129,-0.029,0.4005,0.9152,-0.005
33,43.226,-19.503,-19.503,0.272,0.9846,0.8719,-0.055
34,60.451,17.225,17.225,-0.497,0.9189,0.9579,-0.005
35,61.123,0.672,0.672,0.526,0.0775,0.8401,-0.055
36,69.996,8.872,8.872,0.263,0.4477,0.9014,-0.055
