episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-12.55,500,1,241,2,135.0,0.267028,-1.3245,nan
2,1.0,-10.75,500,1,245,4,58.0,0.196862,-0.966169,nan
3,1.0,-10.15,500,1,213,3,74.0,0.135493,-0.780833,nan
4,1.0,-11.6,500,1,242,3,55.333333333333336,0.154375,-0.876179,nan
5,1.0,-10.4,500,1,218,3,41.0,0.109414,-0.607733,nan
6,1.0,-12.75,500,1,245,2,30.0,0.131329,-0.762782,nan
7,1.0,-13.65,500,0,223,0,nan,0.091094,-0.781117,nan
8,1.0,-11.9,500,1,208,1,22.0,0.063017,-0.471551,nan
9,1.0,-13.15,500,0,213,0,nan,0.050552,-0.538146,nan
10,1.0,-13.0,500,0,210,0,nan,0.031442,-0.360109,nan
11,1.0,-9.8,500,1,206,3,21.333333333333332,0.082594,0.132268,nan
12,1.0,-10.95,500,1,189,1,17.0,0.040433,0.03823,nan
13,1.0,-12.6,500,0,202,0,nan,0.015245,-0.063345,nan
14,1.0,-9.95,500,1,189,2,33.5,0.075243,0.353666,nan
15,1.0,-11.35,500,1,197,1,37.0,0.051727,0.253101,nan
16,1.0,-10.35,500,1,177,1,33.0,0.049773,0.341449,nan
17,1.0,-10.45,500,1,179,1,19.0,0.052614,0.383998,nan
18,1.0,-9.0,500,1,170,2,81.0,0.106792,0.608535,nan
19,1.0,-10.75,500,1,185,1,44.0,0.047035,0.312658,nan
20,1.0,-9.15,500,1,153,1,17.0,0.054788,0.41183,nan
21,1.0,-10.4,500,0,158,0,nan,0.021747,0.270014,nan
22,1.0,-9.25,500,1,155,1,28.0,0.063504,0.408551,nan
23,1.0,-9.75,500,0,145,0,nan,0.01844,0.268335,nan
24,1.0,-10.6,500,0,162,0,nan,0.010129,0.113265,nan
25,1.0,-9.35,500,1,157,1,49.0,0.037451,0.210704,nan
26,1.0,-8.5,500,1,140,1,19.0,0.040612,0.295755,nan
27,1.0,-7.3,500,1,156,3,35.333333333333336,0.074093,0.361593,nan
28,1.0,-9.55,500,0,141,0,nan,0.009276,0.024048,nan
29,1.0,-9.85,500,0,147,0,nan,0.00932,-0.020038,nan
30,1.0,-7.95,500,1,129,1,33.0,0.024568,0.126262,nan
31,1.0,-7.9,500,1,128,1,38.0,0.031633,0.074174,nan
32,1.0,-7.1,500,1,112,1,40.0,0.032957,0.182359,nan
33,1.0,-6.3,500,1,116,2,34.5,0.050039,0.222935,nan
34,1.0,-7.1,500,1,112,1,27.0,0.024757,0.067136,nan
35,1.0,-5.7,500,1,104,2,13.5,0.036871,0.209572,nan
36,1.0,-5.45,500,1,119,3,31.333333333333332,0.049824,0.188802,nan
37,1.0,-6.65,500,1,103,1,51.0,0.023994,0.012622,nan
38,1.0,-6.85,500,1,127,2,15.0,0.033029,-0.042828,nan
39,1.0,-5.85,500,1,107,2,46.5,0.034059,0.014547,nan
40,1.0,-7.1,500,1,112,1,49.0,0.023308,-0.145694,nan
41,1.0,-5.5,500,1,100,2,41.0,0.033927,-0.009078,nan
42,1.0,-6.55,500,1,101,1,104.0,0.020203,-0.159063,nan
43,1.0,-6.7,500,1,104,1,15.0,0.023549,-0.159314,nan
44,1.0,-5.4,500,1,98,2,23.5,0.032435,-0.021216,nan
45,1.0,-7.05,500,1,111,1,38.0,0.022869,-0.213142,nan
46,1.0,-4.55,500,1,101,3,31.0,0.041061,0.026582,nan
47,1.0,-5.1,500,1,92,2,17.0,0.02086,-0.006632,nan
48,1.0,-6.7,500,1,104,1,27.0,0.021271,-0.202664,nan
49,1.0,-5.4,500,1,98,2,16.5,0.021971,-0.028252,nan
50,1.0,-6.2,500,1,94,1,46.0,0.015106,-0.144883,nan
51,1.0,-5.35,500,1,97,2,62.5,0.024332,-0.122652,nan
52,1.0,-2.35,500,1,97,5,37.2,0.047285,0.160312,nan
53,1.0,-7.1,500,0,92,0,nan,0.008167,-0.176668,nan
54,1.0,-6.85,500,1,107,1,56.0,0.017188,-0.210945,nan
55,1.0,-6.25,500,1,95,1,31.0,0.011753,-0.070086,nan
56,1.0,-5.05,500,1,91,2,20.0,0.025202,0.069797,nan
57,1.0,-2.05,500,1,91,5,27.0,0.047715,0.270278,nan
58,1.0,-6.35,500,0,77,0,nan,0.003971,-0.066939,nan
59,1.0,-6.05,500,1,91,1,23.0,0.012793,-0.042987,nan
60,1.0,-3.8,500,1,106,4,29.25,0.027015,0.08343,nan
61,1.0,-6.55,500,0,81,0,nan,0.003932,-0.034053,nan
62,1.0,-4.85,500,1,87,2,24.5,0.023745,0.053252,nan
63,1.0,-4.1,500,1,92,3,26.333333333333332,0.023652,0.106335,nan
64,1.0,-3.3,500,1,76,3,14.333333333333334,0.034492,0.249983,nan
65,1.0,-5.7,500,1,84,1,20.0,0.01052,-0.009092,nan
66,1.0,-0.55,500,1,81,6,27.666666666666668,0.035206,0.269657,nan
67,1.0,-3.45,500,1,79,3,33.0,0.018429,0.026966,nan
68,1.0,-3.5,500,1,80,3,39.333333333333336,0.022483,-0.019783,nan
69,1.0,-3.3,500,1,96,4,26.75,0.020334,0.052971,nan
70,1.0,-4.75,500,1,85,2,28.5,0.010116,-0.047545,nan
71,1.0,-0.8,500,1,86,6,34.0,0.028186,0.091621,nan
72,1.0,-2.3,500,1,96,5,19.8,0.031308,0.100325,nan
73,1.0,-0.95,500,1,89,6,27.666666666666668,0.02688,0.056785,nan
74,1.0,-4.55,500,1,101,3,28.333333333333332,0.023995,-0.181576,nan
75,1.0,-1.45,500,1,79,5,28.4,0.02097,-0.028681,nan
76,1.0,-2.3,500,1,76,4,35.25,0.022776,-0.107892,nan
77,1.0,-1.95,500,1,89,5,23.2,0.02354,-0.044261,nan
78,1.0,0.1,500,1,88,7,27.0,0.023752,0.022645,nan
79,1.0,-1.4,500,1,78,5,27.2,0.024521,-0.003246,nan
80,1.0,-1.55,500,1,101,6,21.5,0.032199,0.009404,nan
81,1.0,-1.6,500,1,82,5,20.6,0.032716,-0.049722,nan
82,1.0,0.45,500,1,81,7,29.857142857142858,0.036543,-0.033838,nan
83,1.0,-0.7,500,1,84,6,25.833333333333332,0.015393,0.017571,nan
84,1.0,0.35,500,1,83,7,22.285714285714285,0.037174,0.119174,nan
85,1.0,0.6,500,1,78,7,24.285714285714285,0.029082,0.070904,nan
