episode,phase,total_reward,steps,success,n_licks,n_pokes,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
45,1.0,-10.62,500,0,148,500,0,nan,nan,nan,nan
46,1.0,-0.87,500,1,149,500,1,71.0,nan,nan,nan
47,1.0,-0.99,500,1,150,500,1,302.0,nan,nan,nan
48,1.0,8.82,500,1,156,500,2,106.5,nan,nan,nan
49,1.0,-0.87,500,1,151,500,1,374.0,nan,nan,nan
50,1.0,-0.2,500,1,134,500,1,122.0,nan,nan,nan
51,1.0,-1.18,500,1,156,500,1,395.0,nan,nan,nan
52,1.0,8.63,500,1,159,500,2,160.5,nan,nan,nan
53,1.0,18.6,500,1,161,500,3,120.33333333333333,nan,nan,nan
54,1.0,9.8,500,1,138,500,2,125.0,nan,nan,nan
55,1.0,9.19,500,1,149,500,2,140.5,nan,nan,nan
56,1.0,-0.76,500,1,147,500,1,171.0,nan,nan,nan
57,1.0,-10.9,500,0,148,500,0,nan,nan,nan,nan
58,1.0,18.75,500,1,156,500,3,53.666666666666664,nan,nan,nan
59,1.0,-0.24,500,1,134,500,1,339.0,nan,nan,nan
60,1.0,-1.02,500,1,155,500,1,364.0,nan,nan,nan
61,1.0,-9.93,500,0,128,500,0,nan,nan,nan,nan
62,1.0,-0.87,500,1,151,500,1,125.0,nan,nan,nan
63,1.0,9.62,500,1,140,500,2,93.0,nan,nan,nan
64,1.0,-0.47,500,1,143,500,1,202.0,nan,nan,nan
65,1.0,-0.56,500,1,139,500,1,132.0,nan,nan,nan
66,1.0,-0.94,500,1,150,500,1,281.0,nan,nan,nan
67,2.0,9.72,500,1,140,500,2,59.5,nan,nan,nan
68,2.0,8.81,500,1,156,500,2,76.5,nan,nan,nan
69,2.0,8.55,500,1,160,500,2,159.0,nan,nan,nan
70,2.0,-10.49,500,0,141,500,0,nan,nan,nan,nan
71,2.0,8.93,500,1,150,500,2,37.5,nan,nan,nan
72,2.0,-0.08,500,1,135,500,1,155.0,nan,nan,nan
73,2.0,-10.44,500,0,141,500,0,nan,nan,nan,nan
74,2.0,-0.49,500,1,142,500,1,133.0,nan,nan,nan
75,2.0,9.45,500,1,141,500,2,174.0,nan,nan,nan
76,2.0,-1.3,500,1,158,500,1,171.0,nan,nan,nan
77,2.0,-0.26,500,1,138,500,1,284.0,nan,nan,nan
78,2.0,-0.79,500,1,149,500,1,272.0,nan,nan,nan
79,2.0,-0.8,500,1,150,500,1,132.0,nan,nan,nan
80,2.0,-0.79,500,1,144,500,1,58.0,nan,nan,nan
81,2.0,-1.53,500,1,162,500,1,38.0,nan,nan,nan
82,2.0,-0.42,500,1,143,500,1,331.0,nan,nan,nan
83,2.0,-1.24,500,1,156,500,1,37.0,nan,nan,nan
84,2.0,9.91,500,1,134,500,2,84.5,nan,nan,nan
85,2.0,-0.89,500,1,151,500,1,201.0,nan,nan,nan
86,2.0,9.34,500,1,144,500,2,170.0,nan,nan,nan
87,2.0,-0.76,500,1,148,500,1,59.0,nan,nan,nan
88,2.0,8.82,500,1,155,500,2,114.5,nan,nan,nan
89,2.0,-1.09,500,1,153,500,1,58.0,nan,nan,nan
90,2.0,-1.01,500,1,151,500,1,336.0,nan,nan,nan
91,2.0,9.51,500,1,142,500,2,87.5,nan,nan,nan
92,2.0,-0.46,500,1,142,500,1,264.0,nan,nan,nan
93,2.0,-1.01,500,1,154,500,1,126.0,nan,nan,nan
94,2.0,-0.81,500,1,145,500,1,89.0,nan,nan,nan
95,2.0,-11.19,500,0,151,500,0,nan,nan,nan,nan
96,2.0,-0.95,500,1,148,500,1,208.0,nan,nan,nan
97,2.0,-1.01,500,1,152,500,1,183.0,nan,nan,nan
98,2.0,9.29,500,1,146,500,2,49.5,nan,nan,nan
99,2.0,-0.5,500,1,140,500,1,171.0,nan,nan,nan
100,2.0,-0.1,500,1,134,500,1,222.0,nan,nan,nan
101,2.0,-1.16,500,1,154,500,1,135.0,nan,nan,nan
102,2.0,-11.02,500,0,153,500,0,nan,nan,nan,nan
103,2.0,-1.05,500,1,153,500,1,66.0,nan,nan,nan
104,2.0,8.33,500,1,164,500,2,35.5,nan,nan,nan
105,2.0,-0.4,500,1,139,500,1,256.0,nan,nan,nan
106,2.0,10.02,500,1,131,500,2,53.5,nan,nan,nan
107,2.0,-1.13,500,1,155,500,1,427.0,nan,nan,nan
108,2.0,8.79,500,1,155,500,2,147.5,nan,nan,nan
109,2.0,-0.72,500,1,146,500,1,272.0,nan,nan,nan
110,2.0,-0.24,500,1,137,500,1,88.0,nan,nan,nan
111,2.0,9.54,500,1,140,500,2,61.0,nan,nan,nan
112,2.0,9.46,500,1,143,500,2,107.5,nan,nan,nan
113,2.0,8.35,500,1,167,500,2,142.5,nan,nan,nan
114,2.0,-1.22,500,1,157,500,1,170.0,nan,nan,nan
115,2.0,9.32,500,1,146,500,2,80.5,nan,nan,nan
116,2.0,9.66,500,1,136,500,2,82.5,nan,nan,nan
117,2.0,-0.54,500,1,144,500,1,23.0,nan,nan,nan
118,2.0,-1.22,500,1,157,500,1,70.0,nan,nan,nan
119,2.0,9.38,500,1,144,500,2,170.5,nan,nan,nan
120,2.0,9.62,500,1,141,500,2,228.0,nan,nan,nan
121,2.0,-10.73,500,0,146,500,0,nan,nan,nan,nan
122,2.0,-11.7,500,0,168,500,0,nan,nan,nan,nan
123,2.0,-10.06,500,0,132,500,0,nan,nan,nan,nan
124,2.0,-1.15,500,1,156,500,1,81.0,nan,nan,nan
125,2.0,-0.02,500,1,135,500,1,231.0,nan,nan,nan
126,2.0,9.19,500,1,147,500,2,163.5,nan,nan,nan
127,2.0,9.36,500,1,147,500,2,149.0,nan,nan,nan
128,2.0,-0.4,500,1,140,500,1,358.0,nan,nan,nan
129,2.0,9.14,500,1,150,500,2,211.0,nan,nan,nan
130,2.0,-1.27,500,1,159,500,1,86.0,nan,nan,nan
131,2.0,9.45,500,1,143,500,2,66.5,nan,nan,nan
132,2.0,-11.1,500,0,156,500,0,nan,nan,nan,nan
133,2.0,-10.31,500,0,139,500,0,nan,nan,nan,nan
134,2.0,-1.68,500,1,167,500,1,356.0,nan,nan,nan
135,2.0,-0.13,500,1,135,500,1,81.0,nan,nan,nan
136,2.0,-11.63,500,0,165,500,0,nan,nan,nan,nan
137,2.0,0.09,500,1,129,500,1,309.0,nan,nan,nan
138,2.0,-0.2,500,1,135,500,1,187.0,nan,nan,nan
139,2.0,-0.51,500,1,142,500,1,293.0,nan,nan,nan
140,2.0,-0.72,500,1,146,500,1,280.0,nan,nan,nan
141,2.0,-0.64,500,1,144,500,1,261.0,nan,nan,nan
142,2.0,-10.98,500,0,150,500,0,nan,nan,nan,nan
143,2.0,18.95,500,1,151,500,3,50.666666666666664,nan,nan,nan
144,2.0,-1.08,500,1,156,500,1,255.0,nan,nan,nan
145,2.0,-11.13,500,0,152,500,0,nan,nan,nan,nan
146,2.0,-10.38,500,0,137,500,0,nan,nan,nan,nan
147,2.0,-9.9,500,0,129,500,0,nan,nan,nan,nan
148,2.0,-11.24,500,0,160,500,0,nan,nan,nan,nan
149,2.0,-0.96,500,1,149,500,1,249.0,nan,nan,nan
150,2.0,-1.34,500,1,157,500,1,131.0,nan,nan,nan
151,2.0,-1.4,500,1,162,500,1,134.0,nan,nan,nan
152,2.0,-0.27,500,1,137,500,1,389.0,nan,nan,nan
153,2.0,-1.57,500,1,165,500,1,134.0,nan,nan,nan
154,2.0,9.76,500,1,133,500,2,89.0,nan,nan,nan
155,2.0,-0.4,500,1,137,500,1,117.0,nan,nan,nan
156,2.0,-0.96,500,1,153,500,1,149.0,nan,nan,nan
157,2.0,-0.89,500,1,149,500,1,45.0,nan,nan,nan
158,2.0,9.68,500,1,139,500,2,49.5,nan,nan,nan
159,2.0,-1.01,500,1,151,500,1,304.0,nan,nan,nan
160,2.0,8.51,500,1,162,500,2,98.5,nan,nan,nan
161,2.0,-1.43,500,1,161,500,1,279.0,nan,nan,nan
162,2.0,8.53,500,1,162,500,2,178.5,nan,nan,nan
163,2.0,0.12,500,1,129,500,1,143.0,nan,nan,nan
164,2.0,18.74,500,1,157,500,3,110.66666666666667,nan,nan,nan
165,2.0,19.45,500,1,141,500,3,119.33333333333333,nan,nan,nan
166,2.0,-1.32,500,1,160,500,1,335.0,nan,nan,nan
167,2.0,-0.71,500,1,146,500,1,102.0,nan,nan,nan
168,2.0,8.93,500,1,154,500,2,136.0,nan,nan,nan
169,2.0,9.39,500,1,146,500,2,66.5,nan,nan,nan
170,2.0,-0.94,500,1,149,500,1,242.0,nan,nan,nan
171,2.0,-0.94,500,1,150,500,1,201.0,nan,nan,nan
172,2.0,-10.64,500,0,146,500,0,nan,nan,nan,nan
173,2.0,8.3,500,1,168,500,2,36.0,nan,nan,nan
174,2.0,-0.44,500,1,143,500,1,25.0,nan,nan,nan
175,2.0,9.26,500,1,147,500,2,141.0,nan,nan,nan
176,2.0,8.62,500,1,159,500,2,95.0,nan,nan,nan
177,2.0,-0.77,500,1,147,500,1,31.0,nan,nan,nan
178,2.0,-0.36,500,1,142,500,1,68.0,nan,nan,nan
179,2.0,10.18,500,1,129,500,2,94.5,nan,nan,nan
180,2.0,8.82,500,1,154,500,2,115.5,nan,nan,nan
181,2.0,-1.19,500,1,154,500,1,261.0,nan,nan,nan
182,2.0,-1.84,500,1,170,500,1,271.0,nan,nan,nan
183,2.0,-0.5,500,1,142,500,1,169.0,nan,nan,nan
184,2.0,-0.17,500,1,139,500,1,56.0,nan,nan,nan
185,2.0,0.04,500,1,131,500,1,134.0,nan,nan,nan
186,2.0,-1.33,500,1,159,500,1,163.0,nan,nan,nan
187,2.0,-10.24,500,0,137,500,0,nan,nan,nan,nan
188,2.0,-0.33,500,1,138,500,1,75.0,nan,nan,nan
189,2.0,8.99,500,1,155,500,2,158.0,nan,nan,nan
190,2.0,-1.08,500,1,153,500,1,52.0,nan,nan,nan
191,2.0,-1.25,500,1,158,500,1,14.0,nan,nan,nan
192,2.0,-1.61,500,1,165,500,1,267.0,nan,nan,nan
193,2.0,-10.07,500,0,136,500,0,nan,nan,nan,nan
194,2.0,-0.45,500,1,140,500,1,336.0,nan,nan,nan
195,2.0,-0.46,500,1,141,500,1,38.0,nan,nan,nan
196,2.0,-0.8,500,1,147,500,1,122.0,nan,nan,nan
197,2.0,-0.71,500,1,146,500,1,74.0,nan,nan,nan
198,2.0,-0.22,500,1,135,500,1,179.0,nan,nan,nan
199,2.0,-10.98,500,0,150,500,0,nan,nan,nan,nan
200,2.0,-1.02,500,1,152,500,1,265.0,nan,nan,nan
