episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-11.8,500,1,226,2,77.5,3.580643,-5.141139,nan
2,1.0,-11.4,500,1,218,2,209.5,3.515997,-4.795284,nan
3,1.0,-13.45,500,1,259,2,47.0,4.475682,-5.703476,nan
4,1.0,-14.25,500,1,255,1,266.0,4.78074,-5.59278,nan
5,1.0,-14.3,500,1,256,1,46.0,4.717411,-5.894526,nan
6,1.0,-13.95,500,1,249,1,223.0,4.084577,-5.290449,nan
7,1.0,-13.8,500,1,246,1,43.0,4.108149,-5.371444,nan
8,1.0,-12.8,500,1,246,2,116.0,2.81782,-4.413515,nan
9,1.0,-12.3,500,1,236,2,69.0,2.257453,-3.927875,nan
10,1.0,-12.25,500,1,255,3,47.0,2.059953,-3.652472,nan
11,1.0,-11.25,500,1,235,3,76.33333333333333,1.81178,-3.192397,nan
12,1.0,-10.8,500,1,246,4,24.0,1.416235,-2.666641,nan
13,1.0,-12.4,500,1,238,2,52.0,1.816463,-3.155486,nan
14,1.0,-13.4,500,1,258,2,18.5,2.290822,-3.878425,nan
15,1.0,-9.85,500,1,227,4,47.75,0.720425,-1.824466,nan
16,1.0,-10.4,500,1,238,4,39.5,0.747702,-1.47243,nan
17,1.0,-8.35,500,1,197,4,39.0,0.454645,-0.698999,nan
18,1.0,-10.25,500,1,215,3,59.333333333333336,0.519504,-1.458046,nan
19,1.0,-10.6,500,1,242,4,26.5,0.655367,-1.435582,nan
20,1.0,-12.15,500,1,233,2,36.0,0.94546,-1.96475,nan
21,1.0,-10.2,500,1,214,3,41.333333333333336,0.366238,-0.877452,nan
22,1.0,-12.75,500,1,225,1,139.0,0.805791,-1.856387,nan
23,1.0,-8.05,500,1,211,5,68.6,0.553972,0.181654,nan
24,1.0,-8.85,500,1,207,4,47.0,0.310172,0.156532,nan
25,1.0,-8.6,500,1,202,4,75.25,0.237524,-0.114391,nan
26,1.0,-8.0,500,1,190,4,40.25,0.447878,0.53715,nan
27,1.0,-9.3,500,1,176,2,36.0,0.229644,0.210636,nan
28,1.0,-8.7,500,1,204,4,62.5,0.284149,0.493449,nan
29,1.0,-8.95,500,1,189,3,62.333333333333336,0.334628,0.405789,nan
30,1.0,-7.7,500,1,184,4,48.25,0.3799,0.815769,nan
31,1.0,-9.7,500,1,204,3,45.0,0.323037,0.422715,nan
32,1.0,-6.55,500,1,181,5,34.6,0.752089,1.755324,nan
33,1.0,-8.35,500,1,177,3,69.33333333333333,0.447002,0.924001,nan
34,1.0,-8.35,500,1,197,4,51.0,0.382326,0.878354,nan
35,1.0,-7.65,500,1,163,3,35.666666666666664,0.542561,1.33799,nan
36,1.0,-8.15,500,1,173,3,66.33333333333333,0.789572,0.66955,nan
37,1.0,-8.35,500,1,177,3,58.333333333333336,0.465349,0.809738,nan
38,1.0,-8.75,500,1,165,2,101.5,0.529922,0.629244,nan
39,1.0,-6.05,500,1,171,5,54.6,0.89618,1.851817,nan
40,1.0,-7.15,500,1,153,3,54.333333333333336,0.389423,1.315394,nan
41,1.0,-7.35,500,1,177,4,42.75,0.325627,0.88374,nan
42,1.0,-7.45,500,1,159,3,47.333333333333336,0.280983,0.727263,nan
43,1.0,-6.1,500,1,152,4,37.5,0.374574,1.214054,nan
44,1.0,-5.6,500,1,142,4,64.25,0.674131,1.661818,nan
45,1.0,-6.5,500,1,140,3,31.333333333333332,0.449014,1.462223,nan
46,1.0,-6.7,500,1,164,4,46.0,0.307931,0.870907,nan
47,1.0,-5.8,500,1,146,4,47.5,0.419258,1.082606,nan
48,1.0,-6.3,500,1,156,4,38.75,0.337992,1.135248,nan
49,1.0,-6.45,500,1,139,3,41.333333333333336,0.308306,0.900403,nan
50,1.0,-5.2,500,1,134,4,34.75,0.434155,1.316097,nan
51,1.0,-4.9,500,1,148,5,24.4,0.292257,1.300648,nan
52,1.0,-7.85,500,1,147,2,22.5,0.27897,-0.12931,nan
53,1.0,-7.15,500,1,153,3,66.33333333333333,0.129743,0.088509,nan
54,1.0,-7.05,500,1,151,3,21.333333333333332,0.283802,0.101827,nan
55,1.0,-6.65,500,1,143,3,27.333333333333332,0.273098,0.019942,nan
56,1.0,-7.1,500,1,132,2,23.0,0.181695,0.109426,nan
57,1.0,-7.25,500,1,135,2,45.0,0.319913,0.086813,nan
58,1.0,-5.1,500,1,132,4,33.0,0.422551,1.043814,nan
59,1.0,-4.95,500,1,129,4,29.0,0.150052,0.726438,nan
60,1.0,-4.2,500,1,134,5,24.0,0.245508,0.818296,nan
61,1.0,-7.1,500,1,132,2,24.5,0.215871,-0.490988,nan
62,1.0,-5.55,500,1,141,4,36.75,0.106884,0.145987,nan
63,1.0,-7.9,500,1,128,1,33.0,0.527032,-0.526475,nan
64,1.0,-5.9,500,1,128,3,52.666666666666664,0.113105,-0.223467,nan
65,1.0,-4.95,500,1,129,4,37.75,0.203035,0.746158,nan
66,1.0,-3.0,500,1,130,6,27.166666666666668,0.283079,1.242283,nan
67,1.0,-4.8,500,1,126,4,42.75,0.386913,0.352882,nan
68,1.0,-4.05,500,1,131,5,28.8,0.257419,0.700973,nan
