episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-11.35,500,1,217,2,145.0,0.057043,-0.56238,nan
2,1.0,-11.85,500,1,227,2,142.5,0.045137,-0.390975,nan
3,1.0,-8.65,500,1,203,4,43.0,0.043784,-0.086974,nan
4,1.0,-10.9,500,1,208,2,56.0,0.026566,-0.077302,nan
5,1.0,-8.5,500,1,180,3,74.66666666666667,0.035207,0.176815,nan
6,1.0,-9.8,500,1,186,2,46.0,0.027534,0.107221,nan
7,1.0,-11.05,500,1,191,1,51.0,0.016185,0.05454,nan
8,1.0,-9.55,500,1,181,2,23.5,0.027645,0.182584,nan
9,1.0,-8.75,500,1,165,2,32.0,0.031617,0.218727,nan
10,1.0,-10.45,500,1,179,1,30.0,0.01585,0.087374,nan
11,1.0,-8.65,500,1,163,2,23.5,0.025664,0.185529,nan
12,1.0,-8.25,500,1,155,2,31.5,0.021895,0.158599,nan
13,1.0,-8.55,500,1,161,2,94.0,0.019111,0.075967,nan
14,1.0,-8.2,500,1,154,2,13.0,0.020388,0.065661,nan
15,1.0,-7.2,500,1,154,3,41.0,0.021469,0.031132,nan
16,1.0,-7.8,500,1,146,2,23.0,0.018934,-0.012663,nan
17,1.0,-7.25,500,1,135,2,24.0,0.014178,-0.022241,nan
18,1.0,-10.2,500,0,154,0,nan,0.008559,-0.189364,nan
19,1.0,-8.55,500,1,141,1,17.0,0.010322,-0.129768,nan
20,1.0,-7.1,500,1,112,1,19.0,0.008705,-0.033269,nan
21,1.0,-7.1,500,1,112,1,17.0,0.007264,-0.041325,nan
22,1.0,-7.6,500,0,102,0,nan,0.002368,-0.056806,nan
23,1.0,-9.0,500,0,130,0,nan,0.00403,-0.130088,nan
24,1.0,-8.05,500,0,111,0,nan,0.002091,-0.055177,nan
25,1.0,-8.6,500,0,122,0,nan,0.003107,-0.066967,nan
26,1.0,-7.25,500,1,115,1,18.0,0.008015,0.010861,nan
27,1.0,-7.25,500,0,95,0,nan,0.003023,0.042525,nan
28,1.0,-6.55,500,1,101,1,26.0,0.00748,0.061715,nan
29,1.0,-7.1,500,0,92,0,nan,0.003091,0.073557,nan
30,1.0,-7.55,500,0,101,0,nan,0.00323,0.040808,nan
31,1.0,-8.55,500,0,121,0,nan,0.002304,-0.023571,nan
32,1.0,-6.55,500,0,81,0,nan,0.00322,0.085728,nan
33,1.0,-7.15,500,0,93,0,nan,0.002836,0.034417,nan
34,1.0,-4.9,500,1,88,2,12.5,0.0107,0.112248,nan
35,1.0,-8.1,500,0,112,0,nan,0.004148,-0.063098,nan
36,1.0,-7.05,500,0,91,0,nan,0.002212,-0.021835,nan
37,1.0,-6.65,500,0,83,0,nan,0.001988,-0.015007,nan
38,1.0,-6.95,500,0,89,0,nan,0.002183,-0.040225,nan
39,1.0,-6.55,500,0,81,0,nan,0.001698,-0.013081,nan
40,1.0,-7.25,500,0,95,0,nan,0.002661,-0.065395,nan
41,1.0,-6.7,500,0,84,0,nan,0.002021,-0.026486,nan
42,1.0,-5.8,500,1,86,1,12.0,0.005723,0.026118,nan
43,1.0,-6.45,500,0,79,0,nan,0.001227,-0.001747,nan
44,1.0,-7.75,500,0,105,0,nan,0.004126,-0.074321,nan
45,1.0,-6.75,500,0,85,0,nan,0.002039,-0.001724,nan
46,1.0,-6.95,500,0,89,0,nan,0.002185,-0.000643,nan
47,1.0,-6.95,500,0,89,0,nan,0.00171,0.002037,nan
48,1.0,-6.75,500,0,85,0,nan,0.001827,0.013218,nan
49,1.0,-6.95,500,0,89,0,nan,0.002009,0.004638,nan
50,1.0,-6.75,500,0,85,0,nan,0.001968,0.010321,nan
51,1.0,-6.15,500,0,73,0,nan,0.001776,0.041723,nan
52,1.0,-6.85,500,0,87,0,nan,0.002049,-0.007232,nan
53,1.0,-6.35,500,0,77,0,nan,0.001594,0.006138,nan
54,1.0,-7.25,500,0,95,0,nan,0.002619,-0.05404,nan
55,1.0,-6.45,500,0,79,0,nan,0.001997,-0.016086,nan
56,1.0,-6.4,500,0,78,0,nan,0.002452,-0.009091,nan
57,1.0,-6.8,500,0,86,0,nan,0.002512,-0.036759,nan
58,1.0,-5.55,500,0,61,0,nan,0.001978,0.044235,nan
59,1.0,-6.2,500,0,74,0,nan,0.001523,0.00721,nan
60,1.0,-6.3,500,0,76,0,nan,0.001722,-0.005038,nan
61,1.0,-7.0,500,0,90,0,nan,0.002194,-0.048927,nan
62,1.0,-6.3,500,0,76,0,nan,0.001883,-0.005234,nan
63,1.0,-6.1,500,1,92,1,22.0,0.004739,-0.017892,nan
64,1.0,-5.7,500,1,84,1,35.0,0.006009,-0.00504,nan
65,1.0,-7.05,500,0,91,0,nan,0.002417,-0.029271,nan
66,1.0,-5.3,500,1,76,1,26.0,0.005079,0.034734,nan
67,1.0,-5.45,500,1,79,1,25.0,0.004555,0.02905,nan
68,1.0,-6.6,500,0,82,0,nan,0.001763,-0.000578,nan
69,1.0,-6.8,500,0,86,0,nan,0.001796,-0.020353,nan
70,1.0,-6.25,500,0,75,0,nan,0.001588,0.012221,nan
71,1.0,-6.35,500,0,77,0,nan,0.002022,0.000256,nan
72,1.0,-6.1,500,0,72,0,nan,0.001646,0.012444,nan
73,1.0,-6.55,500,0,81,0,nan,0.00272,-0.026198,nan
74,1.0,-6.55,500,0,81,0,nan,0.002104,-0.03262,nan
75,1.0,-6.8,500,0,86,0,nan,0.002629,-0.045452,nan
76,1.0,-6.1,500,0,72,0,nan,0.001753,0.004024,nan
77,1.0,-7.55,500,0,101,0,nan,0.002965,-0.082039,nan
78,1.0,-6.25,500,0,75,0,nan,0.002781,0.010638,nan
79,1.0,-6.35,500,0,77,0,nan,0.001878,0.021597,nan
80,1.0,-5.7,500,0,64,0,nan,0.002183,0.061527,nan
81,1.0,-6.3,500,0,76,0,nan,0.001794,0.022469,nan
82,1.0,-7.3,500,0,96,0,nan,0.002089,-0.041917,nan
83,1.0,-6.8,500,0,86,0,nan,0.002115,-0.016889,nan
84,1.0,-7.2,500,0,94,0,nan,0.002479,-0.045736,nan
85,1.0,-6.45,500,0,79,0,nan,0.001375,0.002168,nan
86,1.0,-6.25,500,0,75,0,nan,0.001983,0.020093,nan
87,1.0,-6.35,500,0,77,0,nan,0.001403,0.011258,nan
88,1.0,-4.8,500,1,66,1,13.0,0.005341,0.078763,nan
89,1.0,-6.8,500,0,86,0,nan,0.001667,-0.034531,nan
90,1.0,-6.85,500,0,87,0,nan,0.001598,-0.044356,nan
91,1.0,-6.4,500,0,78,0,nan,0.001782,-0.019117,nan
92,1.0,-6.45,500,0,79,0,nan,0.001728,-0.020644,nan
93,1.0,-6.05,500,0,71,0,nan,0.001587,0.016487,nan
94,1.0,-6.35,500,0,77,0,nan,0.002646,-0.003513,nan
95,1.0,-6.55,500,0,81,0,nan,0.001628,-0.006453,nan
96,1.0,-6.05,500,0,71,0,nan,0.001842,0.022861,nan
97,1.0,-6.15,500,0,73,0,nan,0.001759,0.017092,nan
98,1.0,-5.85,500,0,67,0,nan,0.001913,0.026184,nan
99,1.0,-6.1,500,0,72,0,nan,0.002336,-0.002824,nan
100,1.0,-6.3,500,0,76,0,nan,0.002203,-0.030135,nan
101,1.0,-6.65,500,0,83,0,nan,0.002291,-0.056937,nan
102,1.0,-6.9,500,0,88,0,nan,0.00206,-0.059994,nan
103,1.0,-5.8,500,0,66,0,nan,0.001849,0.011546,nan
104,1.0,-6.1,500,0,72,0,nan,0.001882,-2.5e-05,nan
105,1.0,-6.35,500,0,77,0,nan,0.001461,-0.007321,nan
106,1.0,-6.85,500,0,87,0,nan,0.001608,-0.031361,nan
107,1.0,-6.55,500,0,81,0,nan,0.001857,-0.009114,nan
108,1.0,-5.3,500,1,76,1,47.0,0.006188,-0.015402,nan
109,1.0,-6.7,500,0,84,0,nan,0.001293,-0.004107,nan
110,1.0,-5.85,500,0,67,0,nan,0.00198,0.051487,nan
111,1.0,-6.6,500,0,82,0,nan,0.002111,0.003063,nan
112,1.0,-6.55,500,0,81,0,nan,0.001498,-0.005191,nan
113,1.0,-6.4,500,0,78,0,nan,0.001636,0.00696,nan
114,1.0,-6.55,500,0,81,0,nan,0.001954,-0.011356,nan
115,1.0,-6.1,500,0,72,0,nan,0.001582,0.009818,nan
116,1.0,-5.45,500,1,79,1,22.0,0.004223,0.011338,nan
117,1.0,-6.05,500,0,71,0,nan,0.001487,3.8e-05,nan
118,1.0,-5.65,500,0,63,0,nan,0.001736,0.019354,nan
119,1.0,-5.85,500,0,67,0,nan,0.00155,-0.00263,nan
120,1.0,-6.75,500,0,85,0,nan,0.002315,-0.063105,nan
121,1.0,-6.35,500,0,77,0,nan,0.00243,-0.036196,nan
122,1.0,-6.9,500,0,88,0,nan,0.002589,-0.058384,nan
123,1.0,-6.6,500,0,82,0,nan,0.002419,-0.029809,nan
124,1.0,-5.85,500,0,67,0,nan,0.001697,0.030053,nan
125,1.0,-6.5,500,0,80,0,nan,0.001994,0.001195,nan
126,1.0,-5.85,500,0,67,0,nan,0.001817,0.045678,nan
127,1.0,-6.85,500,0,87,0,nan,0.001677,-0.013317,nan
128,1.0,-6.15,500,0,73,0,nan,0.001434,0.019975,nan
129,1.0,-6.2,500,0,74,0,nan,0.001662,0.008763,nan
130,1.0,-5.25,500,1,75,1,13.0,0.004413,0.033815,nan
131,1.0,-6.7,500,0,84,0,nan,0.002154,-0.038385,nan
132,1.0,-6.1,500,0,72,0,nan,0.002504,-0.016919,nan
133,1.0,-5.85,500,0,67,0,nan,0.001417,-0.00302,nan
134,1.0,-6.0,500,0,70,0,nan,0.00143,-0.009848,nan
135,1.0,-6.35,500,0,77,0,nan,0.00212,-0.030871,nan
136,1.0,-6.45,500,0,79,0,nan,0.001819,-0.026559,nan
137,1.0,-6.05,500,0,71,0,nan,0.001682,0.000102,nan
138,1.0,-6.8,500,0,86,0,nan,0.002091,-0.029358,nan
139,1.0,-5.3,500,1,76,1,22.0,0.004249,0.028867,nan
140,1.0,-6.5,500,0,80,0,nan,0.001557,-0.002146,nan
141,1.0,-5.7,500,0,64,0,nan,0.002159,0.038358,nan
142,1.0,-5.9,500,0,68,0,nan,0.006173,-0.02909,nan
