episode,phase,total_reward,steps,success,licked_left,licked_right,n_licks,critic_loss,actor_loss,alpha
231,1.0,99.76,28,0,1,0,20,270.413513,41.181644,nan
232,1.0,99.72,35,0,1,0,21,277.333374,46.243378,nan
233,1.0,99.67,38,0,1,0,28,222.149796,38.864754,nan
234,1.0,99.71,32,0,1,0,26,287.057404,38.333885,nan
235,1.0,99.71,36,0,1,0,22,254.28334,39.297459,nan
236,1.0,99.66,41,0,1,0,27,117.923019,24.169674,nan
237,1.0,99.745,30,0,1,0,21,218.138641,34.948082,nan
238,1.0,99.615,44,0,1,0,33,183.736023,32.911854,nan
239,1.0,99.575,48,0,1,0,37,90.47123,24.34333,nan
240,1.0,99.77,25,0,1,0,21,241.044907,37.724098,nan
241,1.0,99.615,44,0,1,0,33,39.072983,7.85316,nan
242,1.0,99.78,29,0,1,0,15,233.606949,34.073292,nan
243,1.0,99.74,29,0,1,0,23,91.411156,17.559984,nan
244,1.0,99.69,35,0,1,0,27,160.117996,34.383892,nan
245,1.0,99.645,41,0,1,0,30,172.153915,33.498039,nan
246,1.0,99.705,36,0,1,0,23,168.518051,33.259476,nan
247,1.0,99.6,47,0,1,0,33,42.968834,9.411947,nan
248,1.0,99.69,35,0,1,0,27,239.550003,35.214668,nan
249,1.0,99.79,25,0,1,0,17,242.933533,31.067846,nan
250,1.0,99.58,52,0,1,0,32,75.48761,10.676047,nan
251,1.0,99.725,31,0,1,0,24,198.339935,33.346092,nan
252,1.0,99.71,34,0,1,0,24,77.230476,13.989686,nan
253,1.0,99.715,35,0,1,0,22,199.209991,38.221077,nan
254,1.0,99.795,28,0,1,0,13,166.169785,31.321875,nan
255,1.0,99.82,23,0,1,0,13,207.855621,33.34269,nan
256,1.0,99.645,40,0,1,0,31,63.224049,9.75456,nan
257,1.0,99.71,34,0,1,0,24,95.137505,19.140625,nan
258,1.0,99.74,32,0,1,0,20,149.617737,21.667664,nan
259,1.0,99.67,41,0,1,0,25,60.096264,6.592856,nan
260,1.0,99.69,35,0,1,0,27,120.747993,23.778461,nan
261,1.0,99.77,26,0,1,0,20,117.151855,16.244165,nan
262,1.0,99.605,50,0,1,0,29,41.887253,-4.188395,nan
263,1.0,99.775,26,0,1,0,19,211.647141,26.802856,nan
264,1.0,99.695,35,0,1,0,26,66.003296,5.025686,nan
265,1.0,99.695,34,0,1,0,27,74.053429,10.096287,nan
266,1.0,99.51,59,0,1,0,39,42.585224,-3.617076,nan
267,1.0,99.685,36,0,1,0,27,60.741856,10.901056,nan
268,1.0,99.725,33,0,1,0,22,90.293282,15.523813,nan
269,1.0,99.685,36,0,1,0,27,59.308357,13.434944,nan
270,1.0,99.64,43,0,1,0,29,57.61285,0.881678,nan
271,1.0,99.795,23,0,1,0,18,229.976303,30.787205,nan
272,1.0,99.645,44,0,1,0,27,26.785912,2.593997,nan
273,1.0,99.71,34,0,1,0,24,103.633408,16.438343,nan
274,1.0,99.59,49,0,1,0,33,50.936474,-8.802515,nan
275,1.0,99.735,30,0,1,0,23,109.475517,15.898959,nan
276,1.0,99.685,39,0,1,0,24,42.620594,4.749168,nan
277,1.0,99.72,32,0,1,0,24,125.583221,20.392998,nan
278,1.0,99.66,39,0,1,0,29,56.326374,1.477089,nan
279,1.0,99.705,34,0,1,0,25,41.665817,-3.915928,nan
280,1.0,99.73,32,0,1,0,22,103.763664,16.397552,nan
281,1.0,99.715,31,0,1,0,26,83.615456,15.150558,nan
282,1.0,99.78,26,0,1,0,18,114.177902,15.014237,nan
283,1.0,99.735,34,0,1,0,19,57.684063,8.984568,nan
284,1.0,99.7,34,0,1,0,26,61.903694,3.789947,nan
285,1.0,99.73,32,0,1,0,22,196.700562,26.935318,nan
286,1.0,99.705,37,0,1,0,22,85.517288,13.678049,nan
287,1.0,99.65,40,0,1,0,30,98.200539,17.384188,nan
288,1.0,99.63,42,0,1,0,32,52.930561,2.308712,nan
289,1.0,99.72,32,0,1,0,24,59.693935,0.187947,nan
290,1.0,99.745,31,0,1,0,20,54.319874,9.635602,nan
291,1.0,99.725,33,0,1,0,22,164.395126,26.477386,nan
292,1.0,99.76,28,0,1,0,20,109.916061,14.48014,nan
293,1.0,99.755,28,0,1,0,21,109.847046,14.788005,nan
294,1.0,99.685,36,0,1,0,27,54.436115,9.236193,nan
295,1.0,99.6,50,0,1,0,30,68.181793,-10.756449,nan
296,1.0,99.645,40,0,1,0,31,47.174702,3.1342,nan
297,1.0,99.595,46,0,1,0,35,46.780933,-3.633003,nan
298,1.0,99.685,38,0,1,0,25,44.123974,5.822956,nan
299,1.0,99.75,31,0,1,0,19,83.088364,12.557618,nan
300,1.0,99.705,35,0,1,0,24,58.017124,10.186326,nan
301,1.0,99.635,38,0,1,0,35,65.186752,-12.371673,nan
302,1.0,99.68,36,0,1,0,28,44.463615,2.02839,nan
303,1.0,99.72,34,0,1,0,22,73.902534,8.368799,nan
304,1.0,99.725,34,0,1,0,21,36.086685,3.086135,nan
305,1.0,99.665,45,0,1,0,22,53.472179,-4.971827,nan
306,1.0,99.755,29,0,1,0,20,101.80455,13.464476,nan
307,1.0,99.785,25,0,1,0,18,113.493164,17.141973,nan
308,1.0,99.71,33,0,1,0,25,75.44043,5.965252,nan
309,1.0,99.725,31,0,1,0,24,35.439564,7.834249,nan
310,1.0,99.805,22,0,1,0,17,147.691315,17.699364,nan
311,1.0,99.665,38,0,1,0,29,58.878315,-4.634298,nan
312,1.0,99.735,33,0,1,0,20,72.991692,8.568422,nan
313,1.0,99.725,31,0,1,0,24,56.783928,3.244112,nan
314,1.0,99.69,39,0,1,0,23,41.54549,-1.483121,nan
315,1.0,99.605,46,0,1,0,33,78.201561,-20.872204,nan
316,1.0,99.675,37,0,1,0,28,80.100311,15.279584,nan
317,1.0,99.795,22,0,1,0,19,108.579956,15.200437,nan
318,1.0,99.715,33,0,1,0,24,64.735199,9.14556,nan
319,1.0,99.74,33,0,1,0,19,68.111687,9.249636,nan
320,1.0,99.73,33,0,1,0,21,61.62645,13.443575,nan
321,1.0,99.745,30,0,1,0,21,55.101124,7.50454,nan
322,1.0,99.67,38,0,1,0,28,43.25243,-7.877695,nan
323,1.0,99.765,29,0,1,0,18,96.282562,16.498337,nan
324,1.0,99.815,20,0,1,0,17,97.220688,10.591654,nan
325,1.0,99.685,37,0,1,0,26,43.157436,-8.305038,nan
326,1.0,99.725,31,0,1,0,24,71.792,1.036086,nan
327,1.0,99.75,27,0,1,0,23,85.932648,3.381972,nan
328,1.0,99.705,35,0,1,0,24,77.849625,9.635602,nan
329,1.0,99.795,24,0,1,0,17,95.395569,14.18867,nan
330,1.0,99.66,41,0,1,0,27,40.779495,2.975281,nan
331,1.0,99.675,39,0,1,0,26,70.924149,2.184256,nan
332,1.0,99.795,22,0,1,0,19,90.333687,16.311911,nan
333,1.0,99.775,28,0,1,0,17,111.102974,19.568083,nan
334,1.0,99.63,41,0,1,0,33,54.338276,-13.726756,nan
335,1.0,99.71,36,0,1,0,22,54.643379,5.783508,nan
336,1.0,99.75,30,0,1,0,20,58.666763,10.237319,nan
337,1.0,99.605,47,0,1,0,32,139.000244,-26.564173,nan
338,1.0,99.76,29,0,1,0,19,35.876381,2.707899,nan
339,1.0,99.7,35,0,1,0,25,36.395264,0.446388,nan
340,1.0,99.755,29,0,1,0,20,84.078194,11.549561,nan
341,1.0,99.775,28,0,1,0,17,99.009422,15.212777,nan
342,1.0,99.66,43,0,1,0,25,70.393219,11.084186,nan
343,1.0,99.68,36,0,1,0,28,50.626003,-0.000732,nan
344,1.0,99.685,37,0,1,0,26,26.454191,-2.144331,nan
345,1.0,99.655,41,0,1,0,28,33.650982,-4.496128,nan
346,1.0,99.75,29,0,1,0,21,82.260651,8.239855,nan
347,1.0,99.77,26,0,1,0,20,56.413448,-5.526864,nan
348,1.0,99.79,27,0,1,0,15,118.395546,17.199722,nan
349,1.0,99.815,23,0,1,0,14,103.741837,18.015408,nan
350,1.0,99.74,29,0,1,0,23,30.453907,4.385213,nan
351,1.0,99.74,28,0,1,0,24,46.157063,5.261868,nan
352,1.0,99.73,31,0,1,0,23,45.331966,2.253253,nan
353,1.0,99.775,27,0,1,0,18,52.986973,5.601312,nan
354,1.0,99.695,38,0,1,0,23,35.175789,-7.145781,nan
355,1.0,99.79,25,0,1,0,17,73.816818,8.914308,nan
356,1.0,99.71,35,0,1,0,23,45.152218,2.583608,nan
357,1.0,99.705,37,0,1,0,22,73.169792,12.275432,nan
358,1.0,99.765,29,0,1,0,18,79.890846,14.546148,nan
359,1.0,99.725,36,0,1,0,19,37.95182,3.452979,nan
360,1.0,99.78,25,0,1,0,19,53.147537,7.857908,nan
361,1.0,99.66,40,0,1,0,28,28.550467,0.594898,nan
362,1.0,99.69,37,0,1,0,25,20.332554,2.580038,nan
363,1.0,99.71,35,0,1,0,23,66.008301,12.426733,nan
364,1.0,99.78,25,0,1,0,19,42.168442,1.200733,nan
365,1.0,99.81,23,0,1,0,15,69.200417,8.997747,nan
366,1.0,99.695,37,0,1,0,24,52.700378,-4.453091,nan
367,1.0,99.775,25,0,1,0,20,64.750824,4.801164,nan
368,1.0,99.805,22,0,1,0,17,91.637268,15.92888,nan
369,1.0,99.77,27,0,1,0,19,65.947472,7.911768,nan
370,1.0,99.68,36,0,1,0,28,30.619616,-2.410781,nan
371,1.0,99.74,31,0,1,0,21,39.573959,4.418696,nan
372,1.0,99.71,37,0,1,0,21,57.231606,8.960955,nan
373,1.0,99.605,42,0,1,0,37,25.408291,-1.893667,nan
374,1.0,99.7,35,0,1,0,25,32.488243,-4.776893,nan
375,1.0,99.69,35,0,1,0,27,32.854877,-1.868234,nan
376,1.0,99.71,36,0,1,0,22,31.474758,-4.727741,nan
377,1.0,99.71,34,0,1,0,24,40.984116,-6.365519,nan
378,1.0,99.775,26,0,1,0,19,84.222885,13.233797,nan
379,1.0,99.8,25,0,1,0,15,49.822495,7.98105,nan
380,1.0,99.69,34,0,1,0,28,43.67181,7.591725,nan
381,1.0,99.735,32,0,1,0,21,70.506378,13.612044,nan
382,1.0,99.69,39,0,1,0,23,38.458122,-4.579627,nan
383,1.0,99.73,35,0,1,0,19,35.404896,1.186164,nan
384,1.0,99.75,32,0,1,0,18,29.70632,0.815886,nan
385,1.0,99.775,28,0,1,0,17,63.655952,10.024973,nan
386,1.0,99.765,29,0,1,0,18,47.633549,5.849582,nan
387,1.0,99.68,39,0,1,0,25,43.394829,0.085336,nan
388,1.0,99.715,33,0,1,0,24,61.215229,11.539688,nan
389,1.0,99.785,26,0,1,0,17,37.784519,-1.504883,nan
390,1.0,99.625,42,0,1,0,33,44.565456,-18.168118,nan
391,1.0,99.725,32,0,1,0,23,33.943363,-4.733772,nan
392,1.0,99.76,28,0,1,0,20,27.415251,4.259933,nan
393,1.0,99.675,39,0,1,0,26,31.252501,2.634696,nan
394,1.0,99.705,34,0,1,0,25,48.817986,-15.33246,nan
395,1.0,99.7,32,0,1,0,28,25.801893,-6.241927,nan
396,1.0,99.73,32,0,1,0,22,39.861023,3.892422,nan
397,1.0,99.745,30,0,1,0,21,68.533119,13.641596,nan
398,1.0,99.55,52,0,1,0,38,65.257126,-16.264469,nan
399,1.0,99.725,34,0,1,0,21,43.385479,-8.011695,nan
400,1.0,99.665,39,0,1,0,28,51.308773,2.966119,nan
401,1.0,99.695,34,0,1,0,27,25.348557,-4.676499,nan
402,1.0,99.7,36,0,1,0,24,39.176819,7.084613,nan
403,1.0,99.605,47,0,1,0,32,100.54969,-26.648697,nan
404,1.0,99.655,37,0,1,0,32,36.531334,4.877767,nan
405,1.0,99.76,27,0,1,0,21,26.150814,3.178169,nan
406,1.0,99.715,31,0,1,0,26,35.108078,9.593545,nan
407,1.0,99.65,40,0,1,0,30,33.673454,-2.525486,nan
408,1.0,99.755,28,0,1,0,21,31.102909,5.430524,nan
409,1.0,99.77,28,0,1,0,18,32.813404,4.412072,nan
410,1.0,99.67,41,0,1,0,25,46.646885,2.999061,nan
411,1.0,99.805,23,0,1,0,16,59.769798,8.333395,nan
412,1.0,99.79,24,0,1,0,18,81.333855,15.688522,nan
413,1.0,99.7,34,0,1,0,26,19.015953,0.435327,nan
414,1.0,99.73,32,0,1,0,22,54.335548,4.806822,nan
