episode,phase,total_reward,steps,success,licked_left,licked_right,n_licks,critic_loss,actor_loss,alpha
1,1.0,-3.62,500,0,1,0,224,0.344465,-1.489725,nan
2,1.0,96.285,500,0,0,0,243,959.044983,43.470131,nan
3,1.0,96.365,500,0,0,0,227,979.818909,50.256302,nan
4,1.0,96.35,500,0,0,0,230,973.124512,50.189148,nan
5,1.0,96.375,500,0,0,0,225,973.174988,51.207767,nan
6,1.0,196.42,500,0,0,0,216,1926.36084,90.671562,nan
7,1.0,196.5,500,0,0,0,200,1873.186768,87.349472,nan
8,1.0,96.385,500,0,0,0,223,971.636597,53.325748,nan
9,1.0,96.455,500,0,0,0,209,903.428101,39.42646,nan
10,1.0,96.365,500,0,0,0,227,965.782776,51.502392,nan
11,1.0,196.485,500,0,1,0,203,1571.361328,71.588203,nan
12,1.0,296.37,500,0,0,0,226,3325.471436,138.099594,nan
13,1.0,196.505,500,0,0,0,199,2203.523926,101.921913,nan
14,1.0,96.465,500,0,1,0,207,959.866455,52.059811,nan
15,1.0,196.48,500,0,1,0,204,1995.934326,95.417717,nan
16,1.0,196.5,500,0,0,0,200,2234.479004,99.420982,nan
17,1.0,296.515,500,0,1,0,197,3788.503418,130.783661,nan
18,1.0,296.5,500,0,1,0,200,3815.102539,121.768982,nan
19,1.0,396.395,500,0,0,0,221,5844.253906,193.520386,nan
20,1.0,296.415,500,0,0,0,217,3131.921143,127.596405,nan
21,1.0,396.445,500,0,0,0,211,6280.259766,192.143753,nan
22,1.0,396.4,500,0,0,0,220,6287.51709,197.940002,nan
23,1.0,296.49,500,0,0,0,202,4168.829102,152.149368,nan
24,1.0,396.365,500,0,0,0,227,4835.187012,175.054001,nan
25,1.0,296.395,500,0,1,0,221,3806.681641,141.016891,nan
26,1.0,296.365,500,0,0,0,227,3319.303467,131.62529,nan
27,1.0,496.435,500,0,0,0,213,8753.135742,246.977448,nan
28,1.0,396.405,500,0,1,0,219,7069.23584,189.51944,nan
29,1.0,496.355,500,0,0,0,229,7755.499512,229.663193,nan
30,1.0,496.35,500,0,0,0,230,8893.888672,253.110901,nan
31,1.0,496.32,500,0,1,0,236,7897.818359,220.031174,nan
32,1.0,396.305,500,0,1,0,239,6917.222168,191.311295,nan
33,1.0,496.32,500,0,0,0,236,7946.204102,229.85141,nan
34,1.0,396.43,500,0,1,0,214,5222.266602,173.243729,nan
35,1.0,396.315,500,0,0,0,237,5356.898438,178.68277,nan
36,1.0,496.29,500,0,1,0,242,7600.565918,220.621674,nan
37,1.0,596.275,500,0,0,0,245,10981.790039,275.116211,nan
38,1.0,596.3,500,0,0,0,240,12180.091797,292.635284,nan
39,1.0,496.28,500,0,0,0,244,7636.893555,213.038895,nan
40,1.0,496.13,500,0,0,0,274,8519.69043,244.916534,nan
41,1.0,496.325,500,0,1,0,235,8091.097656,239.228317,nan
42,1.0,496.23,500,0,1,0,254,8641.356445,224.962433,nan
43,1.0,596.24,500,0,0,0,252,10759.739258,270.395508,nan
44,1.0,596.27,500,0,1,0,246,10459.100586,255.322632,nan
45,1.0,696.225,500,0,0,0,255,14740.43457,314.778046,nan
46,1.0,496.18,500,0,1,0,264,7411.766113,215.630768,nan
47,1.0,596.215,500,0,0,0,257,10882.530273,282.963593,nan
48,1.0,596.255,500,0,1,0,249,10905.175781,263.437561,nan
