episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-3.45,500,1,219,1,117.0,1.981783,4.274884,nan
2,1.0,-10.4,500,0,158,0,nan,3.218038,6.781774,nan
3,1.0,-7.05,500,0,91,0,nan,1.814003,3.28227,nan
4,1.0,-6.0,500,0,70,0,nan,1.421589,3.048483,nan
5,1.0,-7.9,500,0,108,0,nan,2.831838,5.591759,nan
6,1.0,-6.6,500,0,82,0,nan,1.514007,3.657585,nan
7,1.0,-6.55,500,0,81,0,nan,1.77716,3.736111,nan
8,1.0,-6.3,500,0,76,0,nan,1.492792,5.147524,nan
9,1.0,-6.25,500,0,75,0,nan,1.184497,3.334192,nan
10,1.0,-6.0,500,0,70,0,nan,1.187557,3.44506,nan
11,1.0,-6.25,500,0,75,0,nan,1.258053,3.23384,nan
12,1.0,-6.8,500,0,86,0,nan,1.859374,3.370278,nan
13,1.0,-6.25,500,0,75,0,nan,1.140841,3.569596,nan
14,1.0,-5.4,500,0,58,0,nan,0.870298,2.95941,nan
15,1.0,-7.35,500,0,97,0,nan,1.886493,5.957532,nan
16,1.0,-6.35,500,0,77,0,nan,1.786217,3.392107,nan
17,1.0,-6.45,500,0,79,0,nan,1.925941,2.966268,nan
18,1.0,-6.15,500,0,73,0,nan,2.029525,4.472579,nan
19,1.0,-5.9,500,0,68,0,nan,0.898317,2.788691,nan
20,1.0,-6.9,500,0,88,0,nan,1.940654,4.221277,nan
21,1.0,-6.15,500,0,73,0,nan,1.432986,3.848132,nan
22,1.0,-5.85,500,0,67,0,nan,1.257252,2.440716,nan
23,1.0,-6.05,500,0,71,0,nan,1.554043,3.317076,nan
24,1.0,-5.95,500,0,69,0,nan,0.936584,3.241479,nan
25,1.0,-6.2,500,0,74,0,nan,1.276578,3.19973,nan
26,1.0,-6.85,500,0,87,0,nan,1.583424,4.64619,nan
27,1.0,-6.15,500,0,73,0,nan,1.090194,3.19328,nan
28,1.0,-5.85,500,0,67,0,nan,0.936626,3.268736,nan
29,1.0,-6.2,500,0,74,0,nan,1.35758,3.342112,nan
30,1.0,-5.95,500,0,69,0,nan,1.352025,2.820333,nan
31,1.0,-5.95,500,0,69,0,nan,0.987714,3.454639,nan
32,1.0,-5.25,500,0,55,0,nan,0.92496,2.85574,nan
33,1.0,-6.9,500,0,88,0,nan,1.466393,3.974461,nan
34,1.0,-6.75,500,0,85,0,nan,1.827966,3.536371,nan
35,1.0,-5.95,500,0,69,0,nan,1.072866,3.861954,nan
36,1.0,-6.0,500,0,70,0,nan,1.616052,3.573329,nan
37,1.0,-5.2,500,0,54,0,nan,0.826186,2.773038,nan
38,1.0,-6.65,500,0,83,0,nan,1.402383,3.954046,nan
39,1.0,-6.7,500,0,84,0,nan,2.044804,4.271068,nan
40,1.0,-6.25,500,0,75,0,nan,1.702482,4.131867,nan
41,1.0,3.6,500,1,78,1,45.0,1.066473,2.466959,nan
42,1.0,3.8,500,1,74,1,75.0,0.752546,2.758398,nan
43,1.0,24.05,500,1,69,3,130.33333333333334,1.622297,3.34936,nan
44,1.0,43.9,500,1,72,5,30.8,0.603092,2.110978,nan
45,1.0,44.5,500,1,60,5,18.8,0.001623,-0.100252,nan
46,1.0,34.0,500,1,70,4,57.0,0.224786,1.384309,nan
47,1.0,54.3,500,1,64,6,28.0,0.055273,0.763947,nan
48,1.0,93.6,500,1,78,10,20.3,0.002441,-0.027069,nan
49,1.0,84.35,500,1,63,9,24.22222222222222,0.392796,-1.827812,nan
50,1.0,113.55,500,1,79,12,15.75,0.176973,-1.253612,nan
51,1.0,104.1,500,1,68,11,21.181818181818183,0.493272,-2.784875,nan
52,1.0,113.25,500,1,85,12,22.25,1.377583,-3.75224,nan
53,1.0,103.8,500,1,74,11,20.818181818181817,0.240917,-1.717369,nan
54,1.0,83.5,500,1,80,9,29.333333333333332,0.623213,-2.561254,nan
55,1.0,123.6,500,1,78,13,20.307692307692307,0.977123,-2.436875,nan
56,1.0,122.9,500,1,92,13,17.53846153846154,0.897318,-2.336166,nan
57,1.0,123.45,500,1,81,13,18.384615384615383,0.376988,-2.009413,nan
58,1.0,83.85,500,1,73,9,25.333333333333332,0.785863,-3.295427,nan
59,1.0,113.35,500,1,83,12,21.25,0.837027,-2.622477,nan
60,1.0,83.7,500,1,76,9,23.333333333333332,0.497709,-2.618495,nan
61,1.0,122.6,500,1,98,13,17.0,0.61695,-2.591215,nan
62,1.0,102.95,500,1,91,11,21.90909090909091,0.295434,-1.779036,nan
63,1.0,113.3,500,1,84,12,20.583333333333332,0.309968,-1.976936,nan
64,1.0,131.6,500,1,118,14,18.642857142857142,2.122871,-5.918517,nan
65,1.0,142.15,500,1,107,15,16.066666666666666,0.869464,-2.414304,nan
66,1.0,113.0,500,1,90,12,18.333333333333332,1.151276,-3.197792,nan
67,1.0,112.4,500,1,102,12,21.083333333333332,0.993597,-2.981171,nan
68,1.0,112.65,500,1,97,12,21.166666666666668,0.435255,-1.997246,nan
69,1.0,132.35,500,1,103,14,14.285714285714286,2.782656,-5.697511,nan
70,1.0,122.7,500,1,96,13,18.76923076923077,0.753869,-3.301959,nan
71,1.0,122.6,500,1,98,13,17.23076923076923,2.19631,-5.307466,nan
72,1.0,113.35,500,1,83,12,20.166666666666668,1.693266,-4.093298,nan
73,1.0,112.5,500,1,100,12,20.333333333333332,1.531188,-3.976035,nan
