episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-13.2,500,1,234,1,158.0,5.604186,-6.331907,nan
2,1.0,-10.45,500,1,239,4,61.0,3.472203,-4.795281,nan
3,1.0,-13.35,500,1,237,1,51.0,5.502336,-6.237053,nan
4,1.0,-12.15,500,1,233,2,19.0,4.45191,-5.425796,nan
5,1.0,-9.75,500,1,225,4,55.25,2.570649,-4.06072,nan
6,1.0,-12.1,500,1,212,1,85.0,3.613671,-5.128137,nan
7,1.0,-13.45,500,0,219,0,nan,4.705576,-5.976184,nan
8,1.0,-9.4,500,1,198,3,54.666666666666664,1.979097,-3.65907,nan
9,1.0,-10.5,500,1,200,2,61.0,2.479326,-3.687712,nan
10,1.0,-10.55,500,1,201,2,32.5,2.314169,-3.977274,nan
11,1.0,-9.75,500,1,205,3,37.333333333333336,1.681764,-3.085766,nan
12,1.0,-10.95,500,1,209,2,116.0,2.206532,-3.616635,nan
13,1.0,-9.5,500,1,180,2,74.5,1.592027,-3.23308,nan
14,1.0,-9.8,500,1,206,3,56.333333333333336,1.298392,-2.866094,nan
15,1.0,-9.7,500,1,184,2,50.0,1.206557,-2.832736,nan
16,1.0,-9.0,500,1,190,3,34.333333333333336,1.590752,-2.496335,nan
17,1.0,-9.6,500,1,182,2,38.0,1.387283,-2.873402,nan
18,1.0,-6.75,500,1,165,4,55.75,0.587814,-1.092105,nan
19,1.0,-10.5,500,1,180,1,17.0,1.489766,-3.002128,nan
20,1.0,-7.5,500,1,180,4,37.25,0.439488,-1.432552,nan
21,1.0,-9.1,500,1,192,3,30.0,0.860161,-2.10458,nan
22,1.0,-9.95,500,1,169,1,25.0,1.008206,-2.474488,nan
23,1.0,-8.25,500,1,175,3,30.333333333333332,0.390037,-1.168214,nan
24,1.0,-7.45,500,1,159,3,38.333333333333336,0.645629,-0.630811,nan
25,1.0,-9.05,500,1,171,2,21.5,1.078175,-1.598898,nan
26,1.0,-9.25,500,1,175,2,39.5,0.608577,-1.425813,nan
27,1.0,-10.95,500,0,169,0,nan,1.066204,-2.49156,nan
28,1.0,-7.7,500,1,184,4,33.75,0.370251,-0.644458,nan
29,1.0,-9.85,500,1,187,2,30.0,0.72128,-1.622087,nan
30,1.0,-8.35,500,1,177,3,30.0,0.499679,-0.839963,nan
31,1.0,-7.8,500,1,166,3,23.666666666666668,0.65959,-0.515717,nan
32,1.0,-9.65,500,1,183,2,13.5,0.878178,-1.06923,nan
33,1.0,-8.1,500,1,152,2,35.0,0.478363,-0.407477,nan
34,1.0,-6.7,500,1,164,4,25.75,0.485599,0.517887,nan
35,1.0,-8.4,500,1,158,2,50.5,0.288944,-0.161587,nan
36,1.0,-9.6,500,1,182,2,13.5,0.587331,-0.646448,nan
37,1.0,-6.75,500,1,145,3,28.0,0.394162,0.741127,nan
38,1.0,-10.55,500,1,181,1,32.0,0.440337,-1.079724,nan
39,1.0,-9.2,500,1,154,1,98.0,0.739027,-0.008746,nan
40,1.0,-7.7,500,1,144,2,29.5,0.396455,0.859292,nan
41,1.0,-6.9,500,1,148,3,47.666666666666664,0.813374,1.431663,nan
42,1.0,-4.45,500,1,139,5,35.2,0.849737,2.209452,nan
43,1.0,-3.95,500,1,149,6,28.833333333333332,0.865439,2.227859,nan
44,1.0,-6.15,500,1,153,4,25.0,0.708711,1.617925,nan
45,1.0,-6.85,500,1,147,3,44.0,0.670848,1.209848,nan
46,1.0,-6.4,500,1,138,3,37.333333333333336,0.503271,0.957014,nan
47,1.0,-5.7,500,1,124,3,53.666666666666664,0.524034,1.149096,nan
48,1.0,-7.0,500,1,150,3,63.666666666666664,0.357957,0.944013,nan
49,1.0,-7.9,500,1,168,3,31.666666666666668,0.250468,0.138082,nan
50,1.0,-3.9,500,1,128,5,40.0,0.624674,1.792686,nan
51,1.0,-4.55,500,1,141,5,47.4,0.584944,1.727537,nan
52,1.0,-4.5,500,1,140,5,43.8,0.381279,1.434769,nan
53,1.0,-2.2,500,1,114,6,35.0,0.903017,2.438206,nan
54,1.0,-6.65,500,1,143,3,35.666666666666664,0.22265,0.234444,nan
55,1.0,-1.8,500,1,126,7,27.571428571428573,1.07284,2.54547,nan
56,1.0,-4.95,500,1,129,4,53.25,0.249829,0.624595,nan
57,1.0,-5.85,500,1,127,3,58.0,0.193563,0.363929,nan
58,1.0,-1.85,500,1,127,7,28.285714285714285,0.831921,2.326963,nan
