episode,phase,total_reward,steps,success,n_licks,n_pokes,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-0.09,500,1,134,500,1,70.0,0.719121,3.723125,nan
2,1.0,-8.78,500,0,109,500,0,nan,1.464402,4.601365,nan
3,1.0,1.84,500,1,99,500,1,20.0,1.143116,3.82991,nan
4,1.0,-7.28,500,0,84,500,0,nan,1.052438,4.192483,nan
5,1.0,-4.65,500,0,34,500,0,nan,0.643202,1.588699,nan
6,1.0,-3.16,500,0,9,500,0,nan,0.357046,0.799032,nan
7,1.0,-3.4,500,0,14,500,0,nan,0.264193,-3.359019,nan
8,1.0,-3.87,500,0,24,500,0,nan,0.357286,-4.067248,nan
9,1.0,-3.58,500,0,19,500,0,nan,0.349983,-3.269508,nan
10,1.0,15.35,500,1,40,500,2,43.0,0.008624,0.100305,nan
11,1.0,3.2,500,1,81,500,1,44.0,0.044869,0.109581,nan
12,1.0,25.11,500,1,44,500,3,20.0,0.004051,-0.293638,nan
13,1.0,-0.46,500,1,157,500,1,13.0,73.67421,5.326392,nan
14,1.0,11.86,500,1,110,500,2,18.0,5.881472,20.413706,nan
15,1.0,32.68,500,1,93,500,4,32.25,1.237067,3.220085,nan
16,1.0,52.4,500,1,97,500,6,18.0,2.633065,12.335,nan
17,1.0,77.41,500,1,199,500,9,28.666666666666668,5.444659,26.936214,nan
18,1.0,87.62,500,1,194,500,10,10.0,2.421724,5.603587,nan
19,1.0,117.77,500,1,190,500,13,6.769230769230769,2.370653,15.484202,nan
20,1.0,180.1,500,1,144,500,19,6.842105263157895,55.023327,49.751476,nan
21,1.0,279.91,500,1,148,500,29,7.9655172413793105,448.23114,117.450562,nan
22,1.0,279.2,500,1,163,500,29,7.655172413793103,1045.366089,178.111496,nan
23,1.0,99.67,500,1,148,500,11,6.545454545454546,372.764801,-11.575498,nan
24,1.0,30.36,500,1,131,500,4,7.0,281.009827,185.814285,nan
25,1.0,287.66,500,1,189,500,30,8.133333333333333,391.570984,67.097664,nan
26,1.0,96.01,500,1,220,500,11,9.545454545454545,69.208664,30.630508,nan
27,1.0,-14.26,500,0,227,500,0,nan,5.547221,-12.38938,nan
28,1.0,-11.2,500,0,167,500,0,nan,4.879047,-16.553991,nan
29,1.0,-8.93,500,0,119,500,0,nan,3.594073,-9.23169,nan
30,1.0,-6.32,500,0,69,500,0,nan,2.207064,-11.162734,nan
31,1.0,-4.38,500,0,33,500,0,nan,0.716849,-5.175725,nan
32,1.0,-3.66,500,0,19,500,0,nan,0.624657,-4.674349,nan
33,1.0,-3.2,500,0,12,500,0,nan,0.198534,-2.705242,nan
34,1.0,25.71,500,1,31,500,3,51.0,0.026765,-0.882802,nan
35,1.0,113.98,500,1,65,500,12,9.25,0.756264,1.02662,nan
36,1.0,133.01,500,1,84,500,14,12.5,3.229908,6.100604,nan
37,1.0,171.09,500,1,119,500,18,11.61111111111111,154.734299,-43.35693,nan
38,1.0,169.82,500,1,146,500,18,11.166666666666666,38.910839,-7.012875,nan
39,1.0,177.45,500,1,191,500,19,8.210526315789474,98.74617,35.616165,nan
40,1.0,225.03,500,1,231,500,24,10.875,310.549103,72.781151,nan
41,1.0,216.15,500,1,207,500,23,10.652173913043478,807.140503,-21.384747,nan
42,1.0,185.0,500,1,229,500,20,13.25,816.946289,85.228951,nan
43,1.0,259.88,500,1,343,500,28,9.214285714285714,876.032104,72.019669,nan
44,1.0,243.46,500,1,261,500,26,8.23076923076923,1506.096069,115.180946,nan
45,1.0,160.51,500,1,115,500,17,8.0,1216.149414,147.168762,nan
46,1.0,231.7,500,1,300,500,25,8.92,1544.509277,133.54364,nan
47,1.0,239.32,500,1,357,500,26,9.384615384615385,1766.21582,391.304718,nan
48,1.0,251.12,500,1,312,500,27,8.62962962962963,2671.797852,248.394943,nan
49,1.0,156.12,500,1,200,500,17,10.176470588235293,1778.117432,-41.555721,nan
50,1.0,159.3,500,1,145,500,17,9.294117647058824,878.204407,371.371216,nan
51,1.0,169.95,500,1,143,500,18,7.277777777777778,842.987427,186.568497,nan
52,1.0,180.39,500,1,138,500,19,7.947368421052632,444.29361,204.618668,nan
53,1.0,83.68,500,1,73,500,9,7.333333333333333,180.885406,142.609406,nan
54,1.0,-2.57,500,0,0,500,0,nan,13.971919,54.905636,nan
55,1.0,103.1,500,1,85,500,11,7.636363636363637,19.730711,33.899887,nan
56,1.0,170.11,500,1,146,500,18,8.166666666666666,44.365227,64.899002,nan
57,1.0,179.87,500,1,150,500,19,8.473684210526315,29.597483,32.815277,nan
58,1.0,186.37,500,1,221,500,20,8.0,61.653534,62.128414,nan
59,1.0,137.52,500,1,192,500,15,7.333333333333333,34.033096,19.811775,nan
60,1.0,110.86,500,1,129,500,12,7.25,23.113012,13.792791,nan
61,1.0,118.3,500,1,171,500,13,7.384615384615385,14.541674,-2.706631,nan
62,1.0,192.85,500,1,274,500,21,6.809523809523809,17.92919,33.670361,nan
63,1.0,242.34,500,1,290,500,26,7.653846153846154,287.43634,6.445262,nan
64,1.0,242.57,500,1,285,500,26,8.807692307692308,361.889221,71.189751,nan
65,1.0,250.22,500,1,338,500,27,10.851851851851851,189.750427,21.865606,nan
66,1.0,215.26,500,1,232,500,23,8.91304347826087,309.09726,105.603027,nan
67,1.0,251.66,500,1,303,500,27,9.185185185185185,509.659973,154.688583,nan
68,1.0,240.33,500,1,332,500,26,9.76923076923077,1276.657959,264.094543,nan
69,1.0,265.02,500,1,441,500,29,8.137931034482758,1405.73645,245.039032,nan
70,1.0,254.98,500,1,446,500,28,8.571428571428571,2581.088135,178.129532,nan
71,1.0,264.86,500,1,451,500,29,8.655172413793103,2980.045654,242.101074,nan
72,1.0,265.22,500,1,444,500,29,8.241379310344827,2606.416748,459.972076,nan
73,1.0,274.87,500,1,452,500,30,8.366666666666667,2555.071777,198.144577,nan
74,1.0,276.38,500,1,421,500,30,8.5,3337.644043,568.759583,nan
75,1.0,265.95,500,1,429,500,29,9.310344827586206,3686.203125,197.096527,nan
76,1.0,275.49,500,1,439,500,30,8.866666666666667,3617.11084,917.804138,nan
77,1.0,264.76,500,1,454,500,29,8.551724137931034,2850.381348,552.747437,nan
78,1.0,275.2,500,1,445,500,30,8.666666666666666,2787.274902,652.130554,nan
79,1.0,275.9,500,1,430,500,30,7.966666666666667,3513.125488,589.289734,nan
80,1.0,296.13,500,1,426,500,32,7.21875,3224.398438,509.553986,nan
81,1.0,306.19,500,1,425,500,33,6.848484848484849,3428.696045,357.880066,nan
82,1.0,305.58,500,1,436,500,33,6.181818181818182,4333.478516,420.54071,nan
