episode,phase,total_reward,steps,success,licked_left,licked_right,n_licks,critic_loss,actor_loss,alpha
123,1.0,99.725,35,0,1,0,20,nan,249.426285,nan
124,1.0,99.67,41,0,1,0,25,nan,232.788086,nan
125,1.0,99.72,35,0,1,0,21,nan,221.086395,nan
126,1.0,99.76,27,0,1,0,21,nan,238.465683,nan
127,1.0,99.75,33,0,1,0,17,nan,232.895752,nan
128,1.0,99.765,32,0,1,0,15,nan,215.80748,nan
129,1.0,99.74,35,0,1,0,17,nan,247.923965,nan
130,1.0,99.63,47,0,1,0,27,nan,232.226837,nan
131,1.0,99.805,26,0,1,0,13,nan,240.851318,nan
132,1.0,99.715,37,0,1,0,20,nan,252.113251,nan
133,1.0,99.71,36,0,1,0,22,nan,266.36557,nan
134,1.0,99.605,51,0,1,0,28,nan,208.174667,nan
135,1.0,99.625,45,0,1,0,30,nan,251.245743,nan
136,1.0,99.575,55,0,1,0,30,nan,218.326294,nan
137,1.0,99.695,38,0,1,0,23,nan,214.254745,nan
138,1.0,99.745,31,0,1,0,20,nan,234.456329,nan
139,1.0,99.705,39,0,1,0,20,nan,243.266708,nan
140,1.0,99.755,27,0,1,0,22,nan,251.645142,nan
141,1.0,99.675,40,0,1,0,25,nan,222.496628,nan
142,1.0,99.74,36,0,1,0,16,nan,258.552002,nan
143,1.0,99.67,40,0,1,0,26,nan,228.098877,nan
144,1.0,99.735,35,0,1,0,18,nan,220.969757,nan
145,1.0,99.665,44,0,1,0,23,nan,230.242172,nan
146,1.0,99.55,55,0,1,0,35,nan,219.197906,nan
147,1.0,99.585,56,0,1,0,27,nan,215.106323,nan
148,1.0,99.7,37,0,1,0,23,nan,218.734421,nan
149,1.0,99.71,38,0,1,0,20,nan,217.486298,nan
150,1.0,99.625,46,0,1,0,29,nan,250.626892,nan
151,1.0,99.785,27,0,1,0,16,nan,257.066345,nan
152,1.0,99.655,42,0,1,0,27,nan,215.20459,nan
153,1.0,99.82,22,0,1,0,14,nan,259.396759,nan
154,1.0,99.515,57,0,1,0,40,nan,215.585571,nan
155,1.0,99.68,41,0,1,0,23,nan,236.01825,nan
156,1.0,99.665,39,0,1,0,28,nan,248.983475,nan
157,1.0,99.76,31,0,1,0,17,nan,240.777603,nan
158,1.0,99.68,44,0,1,0,20,nan,225.062637,nan
159,1.0,99.63,46,0,1,0,28,nan,242.233521,nan
160,1.0,99.73,33,0,1,0,21,nan,237.974915,nan
161,1.0,99.715,35,0,1,0,22,nan,245.588364,nan
162,1.0,99.655,42,0,1,0,27,nan,242.180359,nan
163,1.0,99.71,37,0,1,0,21,nan,245.975479,nan
164,1.0,99.555,51,0,1,0,38,nan,202.35144,nan
165,1.0,99.805,25,0,1,0,14,nan,241.204025,nan
166,1.0,99.615,47,0,1,0,30,nan,250.949631,nan
167,1.0,99.805,25,0,1,0,14,nan,230.953476,nan
168,1.0,99.77,28,0,1,0,18,nan,225.088501,nan
169,1.0,99.655,41,0,1,0,28,nan,217.394714,nan
170,1.0,99.58,53,0,1,0,31,nan,216.610825,nan
171,1.0,99.725,36,0,1,0,19,nan,254.051971,nan
172,1.0,99.76,30,0,1,0,18,nan,211.742172,nan
173,1.0,99.755,29,0,1,0,20,nan,235.132095,nan
174,1.0,99.625,46,0,1,0,29,nan,225.249573,nan
175,1.0,99.69,41,0,1,0,21,nan,234.764679,nan
176,1.0,99.685,41,0,1,0,22,nan,234.9767,nan
177,1.0,99.695,38,0,1,0,23,nan,244.985809,nan
178,1.0,99.705,39,0,1,0,20,nan,220.349258,nan
179,1.0,99.74,31,0,1,0,21,nan,243.109528,nan
180,1.0,99.77,28,0,1,0,18,nan,259.229645,nan
181,1.0,99.72,34,0,1,0,22,nan,260.675812,nan
182,1.0,99.755,31,0,1,0,18,nan,255.723618,nan
183,1.0,99.74,37,0,1,0,15,nan,250.144135,nan
184,1.0,99.67,40,0,1,0,26,nan,238.864578,nan
185,1.0,99.79,27,0,1,0,15,nan,247.976639,nan
186,1.0,99.605,48,0,1,0,31,nan,220.351334,nan
187,1.0,99.69,38,0,1,0,24,nan,254.269562,nan
188,1.0,99.74,34,0,1,0,18,nan,241.667252,nan
189,1.0,99.66,43,0,1,0,25,nan,240.384583,nan
190,1.0,99.815,22,0,1,0,15,nan,229.86058,nan
191,1.0,99.705,37,0,1,0,22,nan,231.654541,nan
192,1.0,99.64,50,0,1,0,22,nan,223.980408,nan
193,1.0,99.665,43,0,1,0,24,nan,232.331329,nan
194,1.0,99.74,33,0,1,0,19,nan,249.817169,nan
195,1.0,99.685,41,0,1,0,22,nan,250.071579,nan
196,1.0,99.77,30,0,1,0,16,nan,229.090973,nan
197,1.0,99.72,38,0,1,0,18,nan,246.938843,nan
198,1.0,99.685,44,0,1,0,19,nan,242.807068,nan
199,1.0,99.78,26,0,1,0,18,nan,235.81163,nan
200,1.0,99.8,24,0,1,0,16,nan,262.496918,nan
201,1.0,99.8,27,0,1,0,13,nan,227.443176,nan
202,1.0,99.83,23,0,1,0,11,nan,245.856125,nan
203,1.0,99.75,29,0,1,0,21,nan,218.869904,nan
204,1.0,99.7,41,0,1,0,19,nan,242.719376,nan
205,1.0,99.71,38,0,1,0,20,nan,247.23584,nan
206,1.0,99.735,33,0,1,0,20,nan,242.199402,nan
207,1.0,99.625,53,0,1,0,22,nan,251.170273,nan
208,1.0,99.57,56,0,1,0,30,nan,227.372528,nan
209,1.0,99.62,49,0,1,0,27,nan,211.097733,nan
210,1.0,99.705,38,0,1,0,21,nan,267.699127,nan
211,1.0,99.73,36,0,1,0,18,nan,244.545822,nan
212,1.0,99.625,48,0,1,0,27,nan,222.571426,nan
213,1.0,99.77,30,0,1,0,16,nan,219.920837,nan
214,1.0,99.695,40,0,1,0,21,nan,226.287567,nan
215,1.0,99.755,34,0,1,0,15,nan,226.982025,nan
216,1.0,99.75,33,0,1,0,17,nan,247.423538,nan
217,1.0,99.805,27,0,1,0,12,nan,257.840393,nan
218,1.0,99.775,32,0,1,0,13,nan,212.682831,nan
219,1.0,99.745,31,0,1,0,20,nan,253.680161,nan
220,1.0,99.72,39,0,1,0,17,nan,243.888046,nan
221,1.0,99.675,43,0,1,0,22,nan,250.960831,nan
222,1.0,99.68,39,0,1,0,25,nan,249.417038,nan
223,1.0,99.66,44,0,1,0,24,nan,240.856689,nan
224,1.0,99.7,38,0,1,0,22,nan,251.442505,nan
225,1.0,99.77,31,0,1,0,15,nan,227.767746,nan
226,1.0,99.745,37,0,1,0,14,nan,242.560623,nan
227,1.0,99.65,48,0,1,0,22,nan,239.502609,nan
228,1.0,99.745,36,0,1,0,15,nan,236.047256,nan
229,1.0,99.7,38,0,1,0,22,nan,230.8862,nan
230,1.0,99.835,22,0,1,0,11,nan,239.782486,nan
231,1.0,99.595,57,0,1,0,24,nan,240.553665,nan
232,1.0,99.695,43,0,1,0,18,nan,232.595657,nan
233,1.0,99.72,40,0,1,0,16,nan,224.810883,nan
234,1.0,99.74,33,0,1,0,19,nan,253.505539,nan
235,1.0,99.825,27,0,1,0,8,nan,281.712402,nan
236,1.0,99.78,31,0,1,0,13,nan,235.46904,nan
237,1.0,99.795,28,0,1,0,13,nan,244.491058,nan
238,1.0,99.625,53,0,1,0,22,nan,255.03624,nan
239,1.0,99.69,44,0,1,0,18,nan,248.865616,nan
240,1.0,99.72,39,0,1,0,17,nan,252.561142,nan
241,1.0,99.685,51,0,1,0,12,nan,213.243317,nan
242,1.0,99.725,40,0,1,0,15,nan,234.140411,nan
243,1.0,99.715,42,0,1,0,15,nan,237.971725,nan
244,1.0,99.725,37,0,1,0,18,nan,239.592743,nan
245,1.0,99.655,48,0,1,0,21,nan,245.509338,nan
246,1.0,99.765,31,0,1,0,16,nan,248.738342,nan
247,1.0,99.805,29,0,1,0,10,nan,256.40329,nan
248,1.0,99.715,41,0,1,0,16,nan,232.638916,nan
249,1.0,99.82,27,0,1,0,9,nan,253.326248,nan
250,1.0,99.73,36,0,1,0,18,nan,244.351242,nan
251,1.0,99.66,53,0,1,0,15,nan,231.988754,nan
252,1.0,99.76,38,0,1,0,10,nan,210.491074,nan
253,1.0,99.76,36,0,1,0,12,nan,231.78334,nan
254,1.0,99.75,35,0,1,0,15,nan,231.115295,nan
255,1.0,99.71,41,0,1,0,17,nan,237.141693,nan
256,1.0,99.565,68,0,1,0,19,nan,212.017349,nan
257,1.0,99.745,39,0,1,0,12,nan,222.875198,nan
258,1.0,99.68,47,0,1,0,17,nan,236.287964,nan
259,1.0,99.725,38,0,1,0,17,nan,234.996628,nan
260,1.0,99.72,38,0,1,0,18,nan,236.495804,nan
261,1.0,99.81,27,0,1,0,11,nan,237.796997,nan
262,1.0,99.73,41,0,1,0,13,nan,222.615967,nan
263,1.0,99.78,34,0,1,0,10,nan,228.46521,nan
264,1.0,99.765,36,0,1,0,11,nan,226.068802,nan
265,1.0,99.56,63,0,1,0,25,nan,212.417252,nan
266,1.0,99.725,41,0,1,0,14,nan,245.05954,nan
267,1.0,99.68,52,0,1,0,12,nan,232.329346,nan
268,1.0,99.745,40,0,1,0,11,nan,239.382721,nan
269,1.0,99.81,30,0,1,0,8,nan,234.099136,nan
270,1.0,99.725,42,0,1,0,13,nan,224.942825,nan
271,1.0,99.7,43,0,1,0,17,nan,240.88118,nan
272,1.0,99.7,46,0,1,0,14,nan,222.009705,nan
273,1.0,99.765,33,0,1,0,14,nan,250.743637,nan
274,1.0,99.675,49,0,1,0,16,nan,216.684067,nan
275,1.0,99.705,41,0,1,0,18,nan,229.333908,nan
276,1.0,99.71,43,0,1,0,15,nan,234.700668,nan
277,1.0,99.725,38,0,1,0,17,nan,246.419281,nan
278,1.0,99.66,48,0,1,0,20,nan,225.881638,nan
279,1.0,99.67,48,0,1,0,18,nan,222.858597,nan
280,1.0,99.8,30,0,1,0,10,nan,228.608398,nan
281,1.0,99.795,32,0,1,0,9,nan,223.871445,nan
282,1.0,99.805,28,0,1,0,11,nan,228.439163,nan
283,1.0,99.775,31,0,1,0,14,nan,225.02887,nan
284,1.0,99.725,42,0,1,0,13,nan,238.18541,nan
285,1.0,99.805,26,0,1,0,13,nan,251.07785,nan
286,1.0,99.78,34,0,1,0,10,nan,235.948776,nan
287,1.0,99.825,26,0,1,0,9,nan,277.495361,nan
288,1.0,99.775,32,0,1,0,13,nan,218.535187,nan
289,1.0,99.8,33,0,1,0,7,nan,256.089355,nan
290,1.0,99.715,41,0,1,0,16,nan,220.210266,nan
291,1.0,99.665,48,0,1,0,19,nan,220.108109,nan
292,1.0,99.755,33,0,1,0,16,nan,237.252396,nan
293,1.0,99.785,32,0,1,0,11,nan,248.664963,nan
294,1.0,99.725,41,0,1,0,14,nan,236.420563,nan
295,1.0,99.775,33,0,1,0,12,nan,257.941071,nan
296,1.0,99.745,35,0,1,0,16,nan,223.502014,nan
297,1.0,99.715,43,0,1,0,14,nan,231.011292,nan
298,1.0,99.635,52,0,1,0,21,nan,223.679688,nan
299,1.0,99.715,42,0,1,0,15,nan,238.177597,nan
300,1.0,99.81,27,0,1,0,11,nan,241.757736,nan
301,1.0,99.705,45,0,1,0,14,nan,227.120575,nan
302,1.0,99.77,32,0,1,0,14,nan,261.55719,nan
303,1.0,99.74,36,0,1,0,16,nan,220.380203,nan
304,1.0,99.79,30,0,1,0,12,nan,232.47374,nan
305,1.0,99.74,32,0,1,0,20,nan,236.313324,nan
306,1.0,99.82,27,0,1,0,9,nan,245.02121,nan
307,1.0,99.75,35,0,1,0,15,nan,225.117599,nan
308,1.0,99.76,32,0,1,0,16,nan,259.323212,nan
309,1.0,99.78,34,0,1,0,10,nan,220.699219,nan
310,1.0,99.715,39,0,1,0,18,nan,244.731598,nan
311,1.0,99.73,37,0,1,0,17,nan,241.006836,nan
312,1.0,99.73,39,0,1,0,15,nan,224.255615,nan
313,1.0,99.805,26,0,1,0,13,nan,239.039398,nan
314,1.0,99.72,43,0,1,0,13,nan,216.539291,nan
315,1.0,99.715,46,0,1,0,11,nan,224.26268,nan
316,1.0,99.78,30,0,1,0,14,nan,218.87735,nan
317,1.0,99.68,44,0,1,0,20,nan,247.9543,nan
318,1.0,99.765,31,0,1,0,16,nan,237.879517,nan
319,1.0,99.775,32,0,1,0,13,nan,237.592972,nan
320,1.0,99.735,38,0,1,0,15,nan,230.008301,nan
321,1.0,99.635,50,0,1,0,23,nan,218.40152,nan
322,1.0,99.72,40,0,1,0,16,nan,225.346512,nan
323,1.0,99.77,34,0,1,0,12,nan,226.676071,nan
324,1.0,99.8,29,0,1,0,11,nan,264.445007,nan
325,1.0,99.8,29,0,1,0,11,nan,249.282059,nan
326,1.0,99.73,38,0,1,0,16,nan,243.528702,nan
327,1.0,99.66,46,0,1,0,22,nan,238.001175,nan
328,1.0,99.575,56,0,1,0,29,nan,241.062744,nan
329,1.0,99.71,40,0,1,0,18,nan,235.983475,nan
330,1.0,99.81,25,0,1,0,13,nan,235.782074,nan
331,1.0,99.71,39,0,1,0,19,nan,246.973236,nan
332,1.0,99.745,37,0,1,0,14,nan,210.246429,nan
333,1.0,99.685,48,0,1,0,15,nan,222.600327,nan
334,1.0,99.795,32,0,1,0,9,nan,257.744415,nan
335,1.0,99.83,24,0,1,0,10,nan,236.280411,nan
336,1.0,99.76,36,0,1,0,12,nan,238.856445,nan
337,1.0,99.635,45,0,1,0,28,nan,225.972229,nan
338,1.0,99.795,27,0,1,0,14,nan,264.815063,nan
339,1.0,99.775,32,0,1,0,13,nan,224.865814,nan
340,1.0,99.685,47,0,1,0,16,nan,219.669983,nan
341,1.0,99.795,33,0,1,0,8,nan,272.432251,nan
342,1.0,99.71,48,0,1,0,10,nan,197.605606,nan
343,1.0,99.72,38,0,1,0,18,nan,246.87529,nan
344,1.0,99.785,33,0,1,0,10,nan,238.291779,nan
345,1.0,99.75,36,0,1,0,14,nan,246.548401,nan
346,1.0,99.795,29,0,1,0,12,nan,276.22403,nan
347,1.0,99.72,37,0,1,0,19,nan,228.027023,nan
348,1.0,99.785,32,0,1,0,11,nan,236.848907,nan
349,1.0,99.85,24,0,1,0,6,nan,239.571121,nan
350,1.0,99.81,27,0,1,0,11,nan,233.403503,nan
351,1.0,99.765,35,0,1,0,12,nan,245.647537,nan
352,1.0,99.69,46,0,1,0,16,nan,251.495605,nan
353,1.0,99.79,29,0,1,0,13,nan,252.290207,nan
354,1.0,99.75,37,0,1,0,13,nan,225.870163,nan
355,1.0,99.765,34,0,1,0,13,nan,253.496033,nan
356,1.0,99.69,41,0,1,0,21,nan,238.774963,nan
357,1.0,99.665,48,0,1,0,19,nan,243.528519,nan
358,1.0,99.79,33,0,1,0,9,nan,260.97403,nan
359,1.0,99.715,41,0,1,0,16,nan,238.028732,nan
360,1.0,99.77,30,0,1,0,16,nan,239.472992,nan
361,1.0,99.775,31,0,1,0,14,nan,210.070633,nan
362,1.0,99.795,28,0,1,0,13,nan,228.777054,nan
363,1.0,99.75,34,0,1,0,16,nan,245.713501,nan
364,1.0,99.725,39,0,1,0,16,nan,256.591431,nan
365,1.0,99.695,41,0,1,0,20,nan,232.521561,nan
366,1.0,99.705,38,0,1,0,21,nan,239.80574,nan
367,1.0,99.79,31,0,1,0,11,nan,230.852936,nan
368,1.0,99.74,38,0,1,0,14,nan,244.272049,nan
369,1.0,99.84,24,0,1,0,8,nan,259.394562,nan
370,1.0,99.75,33,0,1,0,17,nan,245.447769,nan
371,1.0,99.81,27,0,1,0,11,nan,232.95433,nan
372,1.0,99.67,43,0,1,0,23,nan,229.249084,nan
373,1.0,99.795,30,0,1,0,11,nan,284.989319,nan
374,1.0,99.77,35,0,1,0,11,nan,220.548019,nan
375,1.0,99.8,29,0,1,0,11,nan,241.05423,nan
376,1.0,99.78,31,0,1,0,13,nan,271.813721,nan
377,1.0,99.79,32,0,1,0,10,nan,225.302109,nan
378,1.0,99.775,32,0,1,0,13,nan,246.889633,nan
379,1.0,99.83,27,0,1,0,7,nan,237.644531,nan
380,1.0,99.745,37,0,1,0,14,nan,250.072586,nan
381,1.0,99.71,38,0,1,0,20,nan,254.002258,nan
382,1.0,99.68,45,0,1,0,19,nan,238.505295,nan
383,1.0,99.795,30,0,1,0,11,nan,238.963623,nan
384,1.0,99.7,41,0,1,0,19,nan,241.343155,nan
385,1.0,99.67,50,0,1,0,16,nan,223.445953,nan
386,1.0,99.76,34,0,1,0,14,nan,244.883301,nan
387,1.0,99.81,29,0,1,0,9,nan,225.782211,nan
388,1.0,99.73,35,0,1,0,19,nan,232.115707,nan
389,1.0,99.715,41,0,1,0,16,nan,246.177902,nan
390,1.0,99.78,31,0,1,0,13,nan,235.121414,nan
391,1.0,99.8,28,0,1,0,12,nan,224.073273,nan
392,1.0,99.73,37,0,1,0,17,nan,247.346603,nan
393,1.0,99.7,42,0,1,0,18,nan,227.185669,nan
394,1.0,99.73,36,0,1,0,18,nan,248.027908,nan
395,1.0,99.77,34,0,1,0,12,nan,264.736359,nan
396,1.0,99.75,35,0,1,0,15,nan,273.940094,nan
397,1.0,99.765,33,0,1,0,14,nan,235.374161,nan
398,1.0,99.655,52,0,1,0,17,nan,215.25058,nan
399,1.0,99.745,39,0,1,0,12,nan,250.172745,nan
400,1.0,99.75,36,0,1,0,14,nan,237.229706,nan
401,1.0,99.78,31,0,1,0,13,nan,241.102875,nan
402,1.0,99.75,38,0,1,0,12,nan,233.699265,nan
403,1.0,99.745,35,0,1,0,16,nan,249.756104,nan
404,1.0,99.755,37,0,1,0,12,nan,229.269577,nan
405,1.0,99.78,30,0,1,0,14,nan,236.076202,nan
406,1.0,99.77,36,0,1,0,10,nan,248.122177,nan
407,1.0,99.78,33,0,1,0,11,nan,225.150375,nan
408,1.0,99.73,41,0,1,0,13,nan,246.533722,nan
409,1.0,99.685,46,0,1,0,17,nan,236.36937,nan
410,1.0,99.695,40,0,1,0,21,nan,234.194412,nan
411,1.0,99.77,36,0,1,0,10,nan,210.720093,nan
412,1.0,99.815,28,0,1,0,9,nan,232.602417,nan
413,1.0,99.78,32,0,1,0,12,nan,238.524628,nan
414,1.0,99.7,41,0,1,0,19,nan,219.163712,nan
415,1.0,99.72,39,0,1,0,17,nan,231.406799,nan
416,1.0,99.76,37,0,1,0,11,nan,226.673431,nan
417,1.0,99.77,34,0,1,0,12,nan,223.29921,nan
418,1.0,99.765,32,0,1,0,15,nan,234.544205,nan
419,1.0,99.735,40,0,1,0,13,nan,228.299316,nan
420,1.0,99.75,34,0,1,0,16,nan,235.410904,nan
421,1.0,99.725,38,0,1,0,17,nan,245.084061,nan
422,1.0,99.735,41,0,1,0,12,nan,222.320068,nan
423,1.0,99.735,38,0,1,0,15,nan,240.721573,nan
424,1.0,99.695,46,0,1,0,15,nan,216.868164,nan
425,1.0,99.775,30,0,1,0,15,nan,243.506943,nan
426,1.0,99.71,46,0,1,0,12,nan,245.619751,nan
427,1.0,99.71,44,0,1,0,14,nan,240.893066,nan
428,1.0,99.76,32,0,1,0,16,nan,261.738159,nan
429,1.0,99.765,39,0,1,0,8,nan,238.337433,nan
430,1.0,99.76,38,0,1,0,10,nan,224.209244,nan
431,1.0,99.78,31,0,1,0,13,nan,257.658783,nan
432,1.0,99.78,31,0,1,0,13,nan,275.596436,nan
433,1.0,99.825,25,0,1,0,10,nan,229.209869,nan
434,1.0,99.84,28,0,1,0,4,nan,233.742905,nan
435,1.0,99.74,38,0,1,0,14,nan,230.545288,nan
436,1.0,99.58,61,0,1,0,23,nan,230.295898,nan
437,1.0,99.8,32,0,1,0,8,nan,233.226486,nan
438,1.0,99.775,34,0,1,0,11,nan,236.125259,nan
439,1.0,99.73,39,0,1,0,15,nan,260.011108,nan
440,1.0,99.735,36,0,1,0,17,nan,250.631805,nan
441,1.0,99.785,33,0,1,0,10,nan,249.842621,nan
442,1.0,99.665,49,0,1,0,18,nan,239.564651,nan
443,1.0,99.785,30,0,1,0,13,nan,249.975357,nan
444,1.0,99.65,44,0,1,0,26,nan,257.657196,nan
445,1.0,99.695,40,0,1,0,21,nan,253.136749,nan
446,1.0,99.8,30,0,1,0,10,nan,246.176193,nan
447,1.0,99.81,28,0,1,0,10,nan,241.88382,nan
