episode,phase,total_reward,steps,success,n_licks,n_pokes,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,10.63,500,1,119,500,2,39.5,0.387751,2.285125,nan
2,1.0,-6.89,500,0,72,500,0,nan,0.847144,3.805959,nan
3,1.0,-4.8,500,0,33,500,0,nan,0.558536,2.375112,nan
4,1.0,-4.69,500,0,36,500,0,nan,0.566912,-0.150016,nan
5,1.0,-3.3,500,0,9,500,0,nan,0.354742,-4.643671,nan
6,1.0,-3.15,500,0,11,500,0,nan,0.314975,-3.253388,nan
7,1.0,-3.43,500,0,16,500,0,nan,0.367963,-5.932322,nan
8,1.0,-2.93,500,0,7,500,0,nan,0.253476,-3.477663,nan
9,1.0,-2.89,500,0,7,500,0,nan,0.302951,-5.250059,nan
10,1.0,-4.26,500,0,32,500,0,nan,0.457476,-6.892313,nan
11,1.0,6.01,500,1,28,500,1,25.0,0.192092,-1.855683,nan
12,1.0,2.04,500,1,107,500,1,28.0,0.735674,-5.814672,nan
13,1.0,0.15,500,1,143,500,1,21.0,1.564744,-5.667863,nan
14,1.0,10.67,500,1,135,500,2,25.5,0.722944,-5.552369,nan
15,1.0,10.4,500,1,139,500,2,55.0,46.624413,-44.800179,nan
16,1.0,10.0,500,1,146,500,2,29.5,0.332258,-5.925771,nan
17,1.0,-1.28,500,1,173,500,1,35.0,0.49506,-5.396345,nan
18,1.0,-1.89,500,1,185,500,1,13.0,0.941031,6.506212,nan
19,1.0,19.39,500,1,159,500,3,19.0,0.014896,-1.004538,nan
20,1.0,7.77,500,1,192,500,2,23.5,0.247074,-4.376307,nan
21,1.0,77.89,500,1,190,500,9,12.777777777777779,52.9151,67.787651,nan
22,1.0,118.04,500,1,185,500,13,12.384615384615385,141.157623,98.055168,nan
23,1.0,127.52,500,1,197,500,14,14.571428571428571,53.802071,76.190117,nan
24,1.0,186.33,500,1,220,500,20,10.05,479.476959,142.482864,nan
25,1.0,194.05,500,1,267,500,21,15.285714285714286,532.504089,237.065323,nan
26,1.0,312.34,500,1,300,500,33,7.363636363636363,979.666199,455.667877,nan
27,1.0,349.98,500,1,349,500,37,6.486486486486487,2721.858887,776.756714,nan
28,1.0,340.44,500,1,339,500,36,6.638888888888889,5004.34668,891.597168,nan
29,1.0,360.46,500,1,339,500,38,6.5,4492.166992,1274.30249,nan
30,1.0,368.72,500,1,373,500,39,6.153846153846154,5728.709473,1336.223877,nan
31,1.0,357.85,500,1,390,500,38,6.447368421052632,5666.538086,1258.872559,nan
32,1.0,367.77,500,1,393,500,39,6.717948717948718,4960.165039,902.682617,nan
33,1.0,367.23,500,1,404,500,39,6.333333333333333,5794.160156,1111.458618,nan
34,1.0,377.21,500,1,404,500,40,6.275,5248.55957,1473.932373,nan
35,1.0,368.07,500,1,387,500,39,6.487179487179487,5226.381348,1368.477295,nan
36,1.0,378.67,500,1,374,500,40,6.3,4335.383789,1129.87915,nan
37,1.0,378.51,500,1,377,500,40,6.175,4885.84082,916.884766,nan
38,1.0,378.23,500,1,383,500,40,6.35,4922.87793,1183.596558,nan
39,1.0,376.12,500,1,426,500,40,6.225,5388.894043,1368.318359,nan
40,1.0,386.05,500,1,427,500,41,6.2439024390243905,4862.217285,1394.75415,nan
41,1.0,375.93,500,1,430,500,40,6.175,6096.106445,1205.186768,nan
42,1.0,384.77,500,1,453,500,41,6.170731707317073,5460.089844,1086.897705,nan
43,1.0,385.58,500,1,437,500,41,6.195121951219512,4985.730469,1480.496704,nan
44,1.0,384.87,500,1,451,500,41,6.195121951219512,4761.500977,1303.647583,nan
45,1.0,375.51,500,1,439,500,40,6.375,5570.786133,1416.547607,nan
46,1.0,384.62,500,1,457,500,41,6.219512195121951,4997.008789,1339.499634,nan
47,1.0,385.35,500,1,442,500,41,6.097560975609756,5084.113281,1311.991089,nan
48,1.0,375.08,500,1,448,500,40,6.15,6127.031738,1521.823853,nan
49,1.0,385.06,500,1,448,500,41,6.073170731707317,5459.4375,1224.448486,nan
50,1.0,384.3,500,1,463,500,41,6.097560975609756,5524.262695,1278.561523,nan
51,1.0,383.82,500,1,473,500,41,6.097560975609756,5544.916992,1507.962891,nan
52,1.0,384.34,500,1,462,500,41,6.097560975609756,5487.945312,1238.300781,nan
53,1.0,383.91,500,1,471,500,41,6.170731707317073,5455.476562,1314.729248,nan
54,1.0,384.08,500,1,468,500,41,6.024390243902439,6093.651367,1598.999634,nan
55,1.0,383.94,500,1,470,500,41,6.048780487804878,5900.523438,1633.210083,nan
56,1.0,383.9,500,1,472,500,41,6.024390243902439,6016.043945,1618.892212,nan
57,1.0,383.6,500,1,477,500,41,6.0,6288.876465,1528.044189,nan
58,1.0,384.22,500,1,465,500,41,6.024390243902439,6005.187012,1376.5271,nan
59,1.0,383.83,500,1,472,500,41,6.073170731707317,5634.757812,1352.761963,nan
60,1.0,383.65,500,1,477,500,41,6.073170731707317,5745.150879,1573.775146,nan
61,1.0,383.02,500,1,489,500,41,6.073170731707317,5661.528809,1341.256592,nan
62,1.0,384.37,500,1,461,500,41,6.170731707317073,5374.682129,1111.132812,nan
63,1.0,383.68,500,1,476,500,41,6.2439024390243905,5027.35791,1502.341797,nan
64,1.0,384.26,500,1,464,500,41,6.048780487804878,6279.266113,1694.076904,nan
65,1.0,384.0,500,1,469,500,41,6.195121951219512,5223.905762,1522.304565,nan
66,1.0,384.51,500,1,459,500,41,6.048780487804878,6195.362305,1654.793579,nan
67,1.0,383.74,500,1,475,500,41,6.024390243902439,6369.122559,1411.233887,nan
68,1.0,383.97,500,1,470,500,41,6.0,6821.51709,1739.671143,nan
69,1.0,384.08,500,1,468,500,41,6.0,6150.971191,1573.198853,nan
70,1.0,383.87,500,1,472,500,41,6.0,5978.763184,1628.329468,nan
71,1.0,384.07,500,1,468,500,41,6.024390243902439,5594.643555,1413.870117,nan
72,1.0,384.29,500,1,463,500,41,6.048780487804878,5856.571777,1616.242554,nan
73,1.0,384.41,500,1,461,500,41,6.024390243902439,6076.662598,1543.630371,nan
74,1.0,383.82,500,1,473,500,41,6.0,6510.663086,1692.386719,nan
75,1.0,384.08,500,1,468,500,41,6.024390243902439,6191.299805,1634.080078,nan
76,1.0,393.75,500,1,473,500,42,6.0,4988.783691,1402.81665,nan
77,1.0,383.99,500,1,469,500,41,6.0,6280.881836,1670.726318,nan
78,1.0,383.18,500,1,486,500,41,6.024390243902439,6288.828613,1696.639404,nan
79,1.0,383.38,500,1,482,500,41,6.0,6412.893066,1711.194092,nan
80,1.0,383.29,500,1,484,500,41,6.0,6308.949219,1631.74353,nan
81,1.0,382.84,500,1,493,500,41,6.0,6414.74707,1683.703857,nan
82,1.0,383.0,500,1,490,500,41,6.0,6265.803711,1597.673584,nan
83,1.0,383.21,500,1,485,500,41,6.0,6550.159668,1694.397705,nan
84,1.0,383.56,500,1,478,500,41,6.0,6150.837891,1608.759155,nan
85,1.0,384.23,500,1,464,500,41,6.0,5986.27002,1502.641235,nan
86,1.0,383.43,500,1,481,500,41,6.0,6241.867676,1642.041382,nan
87,1.0,383.33,500,1,483,500,41,6.0,6429.018066,1684.694092,nan
88,1.0,383.23,500,1,485,500,41,6.0,6142.274414,1610.650391,nan
89,1.0,383.73,500,1,475,500,41,6.0,5937.883789,1418.548096,nan
90,1.0,383.14,500,1,487,500,41,6.0,5845.022949,1563.490601,nan
91,1.0,393.03,500,1,489,500,42,6.0,5175.958008,1474.166626,nan
92,1.0,382.99,500,1,490,500,41,6.0,6654.00293,1726.940063,nan
93,1.0,383.07,500,1,488,500,41,6.0,6467.692871,1700.785522,nan
94,1.0,383.23,500,1,485,500,41,6.0,6293.09082,1639.043701,nan
95,1.0,383.04,500,1,489,500,41,6.0,6497.372559,1644.158813,nan
96,1.0,382.89,500,1,492,500,41,6.0,6336.646973,1693.150635,nan
97,1.0,382.84,500,1,493,500,41,6.0,5841.592773,1432.806274,nan
98,1.0,382.75,500,1,495,500,41,6.0,6512.944824,1670.232178,nan
99,1.0,382.84,500,1,493,500,41,6.0,6600.34375,1619.245728,nan
100,1.0,382.88,500,1,492,500,41,6.0,6079.114258,1646.373291,nan
101,1.0,382.75,500,1,495,500,41,6.0,6196.699219,1683.192017,nan
102,1.0,382.65,500,1,497,500,41,6.0,6145.035156,1590.603638,nan
103,1.0,383.14,500,1,487,500,41,6.0,6072.111816,1598.298096,nan
104,1.0,382.9,500,1,492,500,41,6.0,5724.17334,1435.1427,nan
105,1.0,392.94,500,1,491,500,42,6.0,5079.102539,1500.014404,nan
106,1.0,382.89,500,1,492,500,41,6.0,6510.985352,1697.458252,nan
107,1.0,383.04,500,1,489,500,41,6.0,6347.459961,1705.977539,nan
108,1.0,383.02,500,1,489,500,41,6.0,6332.980469,1679.114014,nan
109,1.0,383.46,500,1,480,500,41,6.0,6348.654785,1663.578491,nan
110,1.0,383.57,500,1,478,500,41,6.0,6306.31543,1452.915894,nan
111,1.0,383.23,500,1,485,500,41,6.0,6313.121094,1509.168823,nan
112,1.0,383.74,500,1,475,500,41,6.0,6273.303223,1641.889404,nan
113,1.0,383.62,500,1,477,500,41,6.0,5797.604004,1372.762451,nan
114,1.0,383.58,500,1,478,500,41,6.0,6184.175293,1666.560913,nan
115,1.0,383.92,500,1,471,500,41,6.048780487804878,5601.821777,1185.443481,nan
116,1.0,383.89,500,1,472,500,41,6.0,6516.947754,1720.574463,nan
117,1.0,383.41,500,1,481,500,41,6.0,6096.031738,1639.276123,nan
