episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
114,1.0,-2.35,500,1,97,5,36.4,0.032594,-0.009393,nan
115,1.0,-2.5,500,1,100,5,50.4,0.057138,-0.085867,nan
116,1.0,-1.25,500,1,95,6,38.166666666666664,0.108924,0.586676,nan
117,1.0,-1.95,500,1,109,6,40.333333333333336,0.066928,0.303847,nan
118,1.0,-2.05,500,1,91,5,36.0,0.092031,0.013749,nan
119,1.0,-1.95,500,1,89,5,43.0,0.032603,0.060934,nan
120,1.0,-1.7,500,1,84,5,46.8,0.046315,-0.034933,nan
121,1.0,-1.2,500,1,94,6,33.666666666666664,0.120178,0.5966,nan
122,1.0,-2.3,500,1,96,5,47.2,0.033648,-0.047116,nan
123,1.0,-0.95,500,1,89,6,38.5,0.056049,0.460891,nan
124,1.0,-0.95,500,1,89,6,39.5,0.071998,0.532203,nan
125,1.0,-0.1,500,1,92,7,34.42857142857143,0.134022,0.891077,nan
126,1.0,0.3,500,1,84,7,35.57142857142857,0.16364,0.852795,nan
127,1.0,-1.35,500,1,77,5,38.0,0.045765,0.202871,nan
128,1.0,-1.05,500,1,91,6,45.666666666666664,0.043961,0.267166,nan
129,1.0,-0.65,500,1,83,6,36.333333333333336,0.088868,0.642588,nan
130,1.0,0.25,500,1,85,7,37.714285714285715,0.183205,0.966812,nan
131,1.0,-0.4,500,1,98,7,37.285714285714285,0.092054,0.662679,nan
132,1.0,-1.65,500,1,103,6,46.833333333333336,0.053429,0.052989,nan
133,1.0,-1.15,500,1,93,6,41.333333333333336,0.044185,0.387612,nan
134,1.0,-0.75,500,1,85,6,31.166666666666668,0.065954,0.436676,nan
135,1.0,-0.95,500,1,89,6,34.666666666666664,0.048953,0.262604,nan
136,1.0,0.05,500,1,69,6,36.833333333333336,0.119833,0.73531,nan
137,1.0,-1.35,500,1,97,6,38.333333333333336,0.049466,0.273006,nan
138,1.0,-0.7,500,1,84,6,40.666666666666664,0.070874,0.482601,nan
139,1.0,0.4,500,1,82,7,39.714285714285715,0.132308,0.915253,nan
140,1.0,1.0,500,1,90,8,29.75,0.225538,1.230875,nan
141,1.0,-0.8,500,1,86,6,35.833333333333336,0.053014,0.270501,nan
142,1.0,0.95,500,1,91,8,29.0,0.175001,1.11177,nan
143,1.0,0.35,500,1,83,7,33.285714285714285,0.110486,0.708557,nan
144,1.0,-0.35,500,1,97,7,34.57142857142857,0.068075,0.450725,nan
