episode,phase,total_reward,steps,success,n_licks,n_pokes,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
50,1.0,-8.67,500,0,104,500,0,nan,0.005911,0.015401,nan
51,1.0,2.81,500,1,78,500,1,14.0,0.768658,0.555193,nan
52,1.0,-7.0,500,0,75,500,0,nan,0.008435,0.110501,nan
53,1.0,-7.57,500,0,87,500,0,nan,0.006881,0.128484,nan
54,1.0,-7.62,500,0,88,500,0,nan,0.009372,0.094954,nan
55,1.0,-7.72,500,0,90,500,0,nan,0.007445,0.074812,nan
56,1.0,-7.82,500,0,93,500,0,nan,0.006531,0.049023,nan
57,1.0,-7.21,500,0,80,500,0,nan,0.006861,0.042933,nan
58,1.0,-7.78,500,0,90,500,0,nan,0.006067,0.021007,nan
59,1.0,2.54,500,1,84,500,1,18.0,0.727982,0.531684,nan
60,1.0,-7.2,500,0,79,500,0,nan,0.002754,0.035684,nan
61,1.0,3.58,500,1,66,500,1,10.0,0.753238,0.510453,nan
62,1.0,-6.97,500,0,77,500,0,nan,0.006266,-0.083074,nan
63,1.0,-6.18,500,0,60,500,0,nan,0.00238,-0.059689,nan
64,1.0,-6.13,500,0,57,500,0,nan,0.003395,-0.097747,nan
65,1.0,3.19,500,1,68,500,1,31.0,0.713086,0.203963,nan
66,1.0,-6.75,500,0,69,500,0,nan,0.013771,-0.242073,nan
67,2.0,-6.56,500,0,69,500,0,nan,0.016337,-0.326192,nan
68,2.0,-7.04,500,0,78,500,0,nan,0.020957,-0.371439,nan
69,2.0,3.57,500,1,67,500,1,71.0,0.995693,0.373507,nan
70,2.0,-6.26,500,0,60,500,0,nan,0.01816,-0.272589,nan
71,2.0,-6.46,500,0,66,500,0,nan,0.006794,-0.166851,nan
72,2.0,13.48,500,1,64,500,2,173.0,1.996114,0.972131,nan
73,2.0,12.45,500,1,88,500,2,70.5,1.97848,0.751066,nan
74,2.0,12.62,500,1,82,500,2,94.5,1.95683,0.538732,nan
75,2.0,22.68,500,1,83,500,3,59.333333333333336,2.87361,1.113322,nan
76,2.0,-7.65,500,0,85,500,0,nan,0.120058,-0.919761,nan
77,2.0,12.39,500,1,87,500,2,47.5,1.886401,0.017537,nan
78,2.0,-7.92,500,0,91,500,0,nan,0.189871,-1.207185,nan
79,2.0,-6.77,500,0,73,500,0,nan,0.16328,-1.143042,nan
80,2.0,-7.64,500,0,86,500,0,nan,0.136965,-1.029283,nan
81,2.0,-7.25,500,0,78,500,0,nan,0.094825,-0.864931,nan
82,2.0,-8.08,500,0,98,500,0,nan,0.057592,-0.658075,nan
83,2.0,-7.51,500,0,87,500,0,nan,0.022642,-0.400613,nan
84,2.0,-7.67,500,0,87,500,0,nan,0.00726,-0.147707,nan
85,2.0,-8.15,500,0,98,500,0,nan,0.005337,0.042712,nan
86,2.0,-6.86,500,0,71,500,0,nan,0.014567,0.277917,nan
87,2.0,-7.5,500,0,89,500,0,nan,0.027879,0.428893,nan
88,2.0,-7.14,500,0,79,500,0,nan,0.04418,0.552214,nan
89,2.0,-7.41,500,0,84,500,0,nan,0.047713,0.575947,nan
90,2.0,-6.37,500,0,62,500,0,nan,0.053642,0.617018,nan
91,2.0,3.34,500,1,70,500,1,31.0,1.020561,1.22089,nan
92,2.0,-6.88,500,0,74,500,0,nan,0.030114,0.476655,nan
93,2.0,-6.63,500,0,71,500,0,nan,0.019864,0.363869,nan
94,2.0,-6.41,500,0,65,500,0,nan,0.010605,0.241473,nan
95,2.0,-5.63,500,0,51,500,0,nan,0.005158,0.15756,nan
96,2.0,-6.06,500,0,59,500,0,nan,0.002663,0.00712,nan
97,2.0,-6.64,500,0,68,500,0,nan,0.005718,-0.136628,nan
98,2.0,-6.27,500,0,61,500,0,nan,0.009068,-0.217533,nan
99,2.0,-5.58,500,0,47,500,0,nan,0.010085,-0.248584,nan
100,2.0,-5.54,500,0,52,500,0,nan,0.012952,-0.285525,nan
101,2.0,-5.43,500,0,49,500,0,nan,0.014535,-0.302895,nan
102,2.0,-5.62,500,0,51,500,0,nan,0.015247,-0.316664,nan
103,2.0,-5.6,500,0,51,500,0,nan,0.014287,-0.292986,nan
104,2.0,-5.93,500,0,57,500,0,nan,0.012816,-0.29276,nan
105,2.0,-5.37,500,0,45,500,0,nan,0.007799,-0.219687,nan
106,2.0,-5.41,500,0,47,500,0,nan,0.005536,-0.169301,nan
107,2.0,-5.38,500,0,47,500,0,nan,0.003582,-0.097354,nan
108,2.0,-5.26,500,0,43,500,0,nan,0.001726,-0.025124,nan
109,2.0,-5.79,500,0,54,500,0,nan,0.001693,0.004574,nan
110,2.0,-5.28,500,0,46,500,0,nan,0.002783,0.080634,nan
111,2.0,-4.93,500,0,40,500,0,nan,0.004142,0.135348,nan
112,2.0,-5.3,500,0,44,500,0,nan,0.004593,0.14651,nan
113,2.0,-5.12,500,0,42,500,0,nan,0.00581,0.173894,nan
114,2.0,-4.86,500,0,39,500,0,nan,0.006526,0.193367,nan
115,2.0,-5.05,500,0,40,500,0,nan,0.004982,0.170204,nan
116,2.0,-5.18,500,0,44,500,0,nan,0.003958,0.137705,nan
117,2.0,-5.01,500,0,39,500,0,nan,0.003375,0.118598,nan
118,2.0,-4.6,500,0,33,500,0,nan,0.002874,0.114796,nan
119,2.0,-4.69,500,0,35,500,0,nan,0.001951,0.066691,nan
120,2.0,-5.41,500,0,48,500,0,nan,0.001402,-0.002944,nan
121,2.0,-4.97,500,0,40,500,0,nan,0.001422,-0.022495,nan
122,2.0,-5.03,500,0,40,500,0,nan,0.001266,-0.052314,nan
123,2.0,-4.75,500,0,36,500,0,nan,0.001533,-0.05854,nan
124,2.0,-4.74,500,0,34,500,0,nan,0.001739,-0.069202,nan
125,2.0,-4.82,500,0,38,500,0,nan,0.002259,-0.095226,nan
126,2.0,-4.82,500,0,37,500,0,nan,0.002337,-0.097468,nan
127,2.0,-5.25,500,0,45,500,0,nan,0.003126,-0.121401,nan
128,2.0,-4.86,500,0,39,500,0,nan,0.002329,-0.091296,nan
129,2.0,-5.31,500,0,47,500,0,nan,0.002387,-0.103923,nan
130,2.0,-4.45,500,0,30,500,0,nan,0.001169,-0.033485,nan
131,2.0,-5.37,500,0,48,500,0,nan,0.00225,-0.07041,nan
132,2.0,-5.01,500,0,40,500,0,nan,0.000915,-0.026004,nan
133,2.0,-4.79,500,0,37,500,0,nan,0.001357,0.008658,nan
134,2.0,-4.49,500,0,29,500,0,nan,0.001198,0.041704,nan
135,2.0,-5.43,500,0,47,500,0,nan,0.001431,0.000587,nan
136,2.0,-4.92,500,0,40,500,0,nan,0.001263,0.041479,nan
137,2.0,-5.39,500,0,48,500,0,nan,0.001634,0.017886,nan
138,2.0,-4.57,500,0,29,500,0,nan,0.001572,0.067761,nan
139,2.0,-4.79,500,0,37,500,0,nan,0.001472,0.063866,nan
140,2.0,-5.09,500,0,42,500,0,nan,0.001308,0.034136,nan
141,2.0,-5.31,500,0,46,500,0,nan,0.001431,0.01275,nan
142,2.0,-5.43,500,0,50,500,0,nan,0.001013,-0.005321,nan
143,2.0,-5.01,500,0,41,500,0,nan,0.001716,0.013864,nan
144,2.0,-5.02,500,0,41,500,0,nan,0.000992,0.001243,nan
145,2.0,-4.87,500,0,37,500,0,nan,0.001024,0.006698,nan
146,2.0,-4.13,500,0,23,500,0,nan,0.000982,0.041322,nan
147,2.0,-4.45,500,0,32,500,0,nan,0.001147,0.01109,nan
148,2.0,-4.41,500,0,30,500,0,nan,0.001226,0.001133,nan
149,2.0,-4.86,500,0,38,500,0,nan,0.001089,-0.036514,nan
150,2.0,-4.92,500,0,40,500,0,nan,0.001275,-0.046408,nan
151,2.0,-4.51,500,0,29,500,0,nan,0.001126,-0.028203,nan
152,2.0,-5.09,500,0,43,500,0,nan,0.0016,-0.058517,nan
153,2.0,-5.18,500,0,44,500,0,nan,0.001885,-0.056911,nan
154,2.0,-4.8,500,0,37,500,0,nan,0.001104,-0.038321,nan
155,2.0,-4.22,500,0,26,500,0,nan,0.000825,0.004883,nan
156,2.0,-5.01,500,0,41,500,0,nan,0.001445,-0.033304,nan
157,2.0,-5.03,500,0,40,500,0,nan,0.001111,-0.024853,nan
158,2.0,-4.97,500,0,39,500,0,nan,0.001452,-0.014094,nan
159,2.0,-4.76,500,0,35,500,0,nan,0.000977,0.006794,nan
160,2.0,-4.84,500,0,37,500,0,nan,0.001186,0.006324,nan
161,2.0,-4.89,500,0,39,500,0,nan,0.000964,0.011284,nan
162,2.0,-5.58,500,0,53,500,0,nan,0.00155,-0.028658,nan
163,2.0,-4.56,500,0,31,500,0,nan,0.001469,0.039875,nan
164,2.0,-4.26,500,0,26,500,0,nan,0.001107,0.051813,nan
165,2.0,-5.0,500,0,38,500,0,nan,0.001077,0.011042,nan
166,2.0,-4.73,500,0,36,500,0,nan,0.000965,0.018486,nan
167,2.0,-4.4,500,0,28,500,0,nan,0.001112,0.03489,nan
168,2.0,-4.58,500,0,33,500,0,nan,0.000718,0.012015,nan
169,2.0,-4.73,500,0,36,500,0,nan,0.001094,-0.004302,nan
170,2.0,-4.98,500,0,39,500,0,nan,0.001616,-0.027196,nan
171,2.0,-4.66,500,0,36,500,0,nan,0.00106,-0.017026,nan
172,2.0,-5.07,500,0,40,500,0,nan,0.001228,-0.04701,nan
173,2.0,-4.48,500,0,29,500,0,nan,0.001001,-0.013874,nan
174,2.0,-4.59,500,0,34,500,0,nan,0.000861,-0.018431,nan
175,2.0,-4.52,500,0,28,500,0,nan,0.000748,-0.013132,nan
176,2.0,-4.75,500,0,35,500,0,nan,0.000856,-0.024544,nan
177,2.0,-4.67,500,0,34,500,0,nan,0.001008,-0.020005,nan
178,2.0,-4.87,500,0,36,500,0,nan,0.000932,-0.022136,nan
179,2.0,-4.75,500,0,36,500,0,nan,0.001117,-0.012545,nan
180,2.0,-4.97,500,0,38,500,0,nan,0.001035,-0.021213,nan
181,2.0,-4.7,500,0,34,500,0,nan,0.000778,0.00168,nan
182,2.0,-5.15,500,0,41,500,0,nan,0.001036,-0.017729,nan
183,2.0,-4.83,500,0,39,500,0,nan,0.001321,0.003144,nan
184,2.0,-4.64,500,0,35,500,0,nan,0.001141,0.017598,nan
185,2.0,-4.71,500,0,37,500,0,nan,0.000979,0.015668,nan
186,2.0,-4.61,500,0,34,500,0,nan,0.00093,0.024461,nan
187,2.0,-4.71,500,0,37,500,0,nan,0.000843,0.019833,nan
188,2.0,-5.18,500,0,44,500,0,nan,0.00121,-0.014584,nan
189,2.0,-4.77,500,0,35,500,0,nan,0.000969,0.007768,nan
190,2.0,-4.63,500,0,32,500,0,nan,0.001069,0.010841,nan
191,2.0,-4.47,500,0,32,500,0,nan,0.001104,0.017806,nan
192,2.0,-5.06,500,0,42,500,0,nan,0.000857,-0.02354,nan
193,2.0,-4.89,500,0,38,500,0,nan,0.001234,-0.024165,nan
194,2.0,-4.81,500,0,37,500,0,nan,0.000829,-0.010829,nan
195,2.0,-5.5,500,0,51,500,0,nan,0.001588,-0.055622,nan
196,2.0,-4.9,500,0,38,500,0,nan,0.000874,-0.01387,nan
197,2.0,-4.92,500,0,39,500,0,nan,0.000932,-0.010884,nan
198,2.0,-4.38,500,0,26,500,0,nan,0.000755,0.019761,nan
199,2.0,-4.71,500,0,36,500,0,nan,0.001271,-0.000451,nan
200,2.0,-4.72,500,0,36,500,0,nan,0.000944,0.00618,nan
