episode,phase,total_reward,steps,success,licked_left,licked_right,n_licks,critic_loss,actor_loss,alpha
1,1.0,-3.68,500,0,0,0,236,0.268438,-1.383898,nan
2,1.0,96.285,500,0,0,0,243,984.264404,55.235344,nan
3,1.0,-3.815,500,0,1,0,263,0.259092,-1.354323,nan
4,1.0,-3.79,500,0,0,0,258,0.261232,-1.32266,nan
5,1.0,96.31,500,0,0,0,238,987.08313,56.30946,nan
6,1.0,96.275,500,0,0,0,245,980.558899,53.935772,nan
7,1.0,-3.76,500,0,0,0,252,0.328694,-1.556165,nan
8,1.0,-3.73,500,0,0,0,246,0.347838,-1.588231,nan
9,1.0,-3.705,500,0,0,0,241,0.393457,-1.673624,nan
10,1.0,-3.67,500,0,0,0,234,0.407076,-1.732962,nan
11,1.0,96.27,500,0,0,0,246,767.267761,28.08066,nan
12,1.0,96.345,500,0,0,0,231,974.951721,55.855938,nan
13,1.0,196.295,500,0,0,0,241,2431.247559,104.026428,nan
14,1.0,96.31,500,0,0,0,238,933.288391,44.67297,nan
15,1.0,-3.7,500,0,0,0,240,0.620868,-2.131913,nan
16,1.0,196.27,500,0,0,0,246,2339.362061,107.269722,nan
17,1.0,96.14,500,0,1,0,272,964.229614,52.061245,nan
18,1.0,96.235,500,0,0,0,253,954.227478,48.564259,nan
19,1.0,196.295,500,0,0,0,241,2073.647949,96.581772,nan
20,1.0,196.13,500,0,0,0,274,1903.068848,74.193497,nan
21,1.0,196.285,500,0,0,0,243,2198.250488,95.78231,nan
22,1.0,96.125,500,0,1,0,275,855.685608,34.652496,nan
23,1.0,196.21,500,0,0,0,258,2595.468506,99.575874,nan
24,1.0,296.115,500,0,0,0,277,4338.058105,158.550888,nan
25,1.0,296.2,500,0,1,0,260,3647.937256,147.157135,nan
26,1.0,296.17,500,0,0,0,266,3377.656738,125.63636,nan
27,1.0,296.085,500,0,1,0,283,3737.686768,128.082153,nan
28,1.0,396.095,500,0,0,0,281,5280.734863,180.29071,nan
29,1.0,396.08,500,0,1,0,284,5521.859375,182.088928,nan
30,1.0,396.15,500,0,0,0,270,5402.554688,184.661331,nan
31,1.0,396.04,500,0,1,0,292,6750.848145,177.83316,nan
32,1.0,396.165,500,0,0,0,267,5303.178223,193.820587,nan
33,1.0,296.12,500,0,1,0,276,3433.103027,126.305283,nan
34,1.0,396.025,500,0,0,0,295,5429.464844,187.48494,nan
35,1.0,496.06,500,0,0,0,288,7929.64209,231.738312,nan
36,1.0,396.09,500,0,0,0,282,5641.804688,186.177628,nan
37,1.0,496.07,500,0,0,0,286,8376.708008,238.185318,nan
38,1.0,396.145,500,0,0,0,271,5779.013184,190.756851,nan
39,1.0,496.025,500,0,1,0,295,8650.296875,234.166809,nan
40,1.0,395.94,500,0,1,0,312,5479.832031,182.068649,nan
41,1.0,296.06,500,0,1,0,288,4754.114258,136.282547,nan
42,1.0,496.095,500,0,0,0,281,8429.491211,236.123489,nan
43,1.0,495.965,500,0,1,0,307,8058.79248,219.687637,nan
44,1.0,396.06,500,0,1,0,288,5485.451172,178.419754,nan
45,1.0,495.975,500,0,0,0,305,8882.234375,247.02095,nan
46,1.0,496.035,500,0,0,0,293,7277.240234,208.543655,nan
47,1.0,596.18,500,0,0,0,264,11576.316406,279.423676,nan
48,1.0,496.075,500,0,1,0,285,9043.90625,243.263489,nan
49,1.0,396.08,500,0,1,0,284,6518.958008,177.956802,nan
50,1.0,495.97,500,0,1,0,306,9534.397461,241.300598,nan
51,1.0,496.085,500,0,1,0,283,8227.750977,225.061996,nan
52,1.0,496.12,500,0,0,0,276,8256.765625,234.80954,nan
53,1.0,496.065,500,0,0,0,287,8959.876953,248.607315,nan
54,1.0,696.095,500,0,0,0,281,14068.010742,325.125183,nan
55,1.0,496.05,500,0,0,0,290,8609.12207,245.167801,nan
56,1.0,596.11,500,0,0,0,278,10816.048828,265.83667,nan
57,1.0,696.12,500,0,0,0,276,14748.049805,330.80069,nan
58,1.0,696.05,500,0,1,0,290,16303.952148,326.307007,nan
59,1.0,696.05,500,0,0,0,290,14387.21875,322.69342,nan
60,1.0,596.08,500,0,1,0,284,11102.333984,274.390625,nan
61,1.0,695.96,500,0,0,0,308,13613.063477,313.128143,nan
62,1.0,796.1,500,0,0,0,280,18630.951172,368.755768,nan
63,1.0,696.11,500,0,1,0,278,14456.015625,311.747223,nan
64,1.0,696.135,500,0,1,0,273,14739.320312,320.474945,nan
65,1.0,696.135,500,0,1,0,273,14515.740234,309.458893,nan
66,1.0,696.125,500,0,0,0,275,14888.433594,313.798584,nan
67,1.0,796.115,500,0,0,0,277,18038.6875,352.340302,nan
68,1.0,696.17,500,0,1,0,266,14998.244141,334.619019,nan
69,1.0,796.17,500,0,0,0,266,17463.994141,344.70993,nan
70,1.0,696.07,500,0,1,0,286,14552.844727,308.78537,nan
71,1.0,796.185,500,0,1,0,263,19175.216797,356.207336,nan
72,1.0,796.15,500,0,1,0,270,20149.882812,379.21756,nan
73,1.0,796.15,500,0,0,0,270,18473.056641,357.634247,nan
74,1.0,796.17,500,0,1,0,266,19148.78125,352.016602,nan
75,1.0,696.065,500,0,1,0,287,15531.165039,319.539154,nan
76,1.0,796.145,500,0,0,0,271,17737.103516,356.523102,nan
77,1.0,796.155,500,0,1,0,269,18841.160156,351.149384,nan
78,1.0,796.12,500,0,0,0,276,16648.638672,343.563232,nan
79,1.0,796.14,500,0,1,0,272,16819.134766,331.802185,nan
80,1.0,796.16,500,0,1,0,268,19771.152344,350.155243,nan
81,1.0,896.165,500,0,0,0,267,21726.855469,393.748322,nan
82,1.0,896.175,500,0,1,0,265,22388.369141,388.204956,nan
83,1.0,896.22,500,0,0,0,256,22216.65625,398.106537,nan
84,1.0,896.1,500,0,0,0,280,21053.412109,399.333252,nan
85,1.0,796.19,500,0,1,0,262,18525.335938,354.759277,nan
86,1.0,796.15,500,0,0,0,270,18379.373047,356.121857,nan
87,1.0,796.06,500,0,1,0,288,17899.078125,340.730408,nan
88,1.0,796.155,500,0,1,0,269,18305.027344,354.154938,nan
89,1.0,796.24,500,0,1,0,252,17798.40625,350.359985,nan
90,1.0,896.155,500,0,0,0,269,20599.613281,386.670624,nan
91,1.0,896.22,500,0,0,0,256,21931.253906,400.736176,nan
92,1.0,796.115,500,0,0,0,277,18411.691406,358.912354,nan
93,1.0,896.1,500,0,0,0,280,20491.667969,387.263184,nan
94,1.0,896.215,500,0,1,0,257,20698.839844,388.666534,nan
95,1.0,896.11,500,0,0,0,278,21312.724609,387.201874,nan
96,1.0,896.155,500,0,1,0,269,21698.894531,393.513184,nan
97,1.0,896.115,500,0,0,0,277,21385.035156,369.714325,nan
98,1.0,796.13,500,0,1,0,274,16502.789062,331.625671,nan
99,1.0,896.185,500,0,0,0,263,20821.242188,382.55188,nan
100,1.0,996.07,500,0,0,0,286,24605.996094,426.860657,nan
101,1.0,896.11,500,0,0,0,278,21817.554688,407.720734,nan
102,1.0,896.135,500,0,0,0,273,21199.794922,389.908905,nan
103,1.0,896.14,500,0,0,0,272,21400.054688,393.648499,nan
104,1.0,896.06,500,0,0,0,288,20679.833984,382.518036,nan
105,1.0,896.135,500,0,0,0,273,19711.451172,366.300171,nan
106,1.0,896.07,500,0,0,0,286,19784.640625,379.386383,nan
107,1.0,896.11,500,0,1,0,278,21052.431641,376.120117,nan
108,1.0,896.115,500,0,1,0,277,20626.140625,362.685883,nan
109,1.0,896.105,500,0,0,0,279,20882.296875,383.708374,nan
110,1.0,996.11,500,0,0,0,278,22357.427734,409.494781,nan
111,1.0,896.195,500,0,0,0,261,20111.427734,385.922424,nan
112,1.0,896.04,500,0,1,0,292,19437.076172,354.537567,nan
113,1.0,795.99,500,0,1,0,302,16109.098633,330.008545,nan
114,1.0,996.115,500,0,0,0,277,24530.923828,424.477692,nan
115,1.0,896.075,500,0,0,0,285,19010.277344,376.221466,nan
116,1.0,896.145,500,0,1,0,271,20610.142578,376.841827,nan
117,1.0,896.145,500,0,0,0,271,20802.390625,381.54834,nan
118,1.0,896.06,500,0,1,0,288,19837.53125,372.470947,nan
119,1.0,896.045,500,0,1,0,291,20705.837891,362.679535,nan
120,1.0,896.04,500,0,1,0,292,19504.693359,362.921295,nan
121,1.0,896.075,500,0,0,0,285,20074.132812,375.301361,nan
122,1.0,896.035,500,0,0,0,293,19038.892578,357.760956,nan
123,1.0,896.04,500,0,0,0,292,19041.255859,380.725494,nan
124,1.0,896.06,500,0,1,0,288,18438.396484,345.967896,nan
125,1.0,896.11,500,0,1,0,278,18502.578125,353.572296,nan
126,1.0,796.0,500,0,0,0,300,13519.545898,303.302368,nan
127,1.0,896.0,500,0,0,0,300,18409.146484,345.282227,nan
128,1.0,896.09,500,0,1,0,282,20053.992188,359.526428,nan
129,1.0,896.01,500,0,1,0,298,19399.851562,340.838745,nan
130,1.0,896.085,500,0,1,0,283,17613.574219,327.172821,nan
131,1.0,895.985,500,0,1,0,303,19976.804688,346.360321,nan
132,1.0,895.92,500,0,1,0,316,19060.527344,359.944763,nan
133,1.0,1095.92,500,0,0,0,316,28737.076172,472.109253,nan
134,1.0,896.0,500,0,0,0,300,18184.015625,343.508545,nan
135,1.0,895.93,500,0,0,0,314,18552.144531,368.165283,nan
136,1.0,995.95,500,0,0,0,310,22322.777344,413.441589,nan
137,1.0,896.015,500,0,0,0,297,17347.568359,353.899506,nan
138,1.0,895.92,500,0,0,0,316,17185.880859,349.306335,nan
139,1.0,895.98,500,0,0,0,304,17788.263672,360.197632,nan
140,1.0,995.835,500,0,1,0,333,21720.203125,379.53244,nan
141,1.0,995.875,500,0,0,0,325,20361.296875,382.301666,nan
142,1.0,995.895,500,0,0,0,321,20353.119141,379.383331,nan
143,1.0,995.87,500,0,0,0,326,20872.822266,381.420563,nan
144,1.0,895.835,500,0,0,0,333,15951.625,345.715637,nan
145,1.0,895.905,500,0,1,0,319,17818.644531,340.581177,nan
146,1.0,895.925,500,0,1,0,315,16344.631836,321.418671,nan
147,1.0,995.8,500,0,1,0,340,21602.724609,373.4711,nan
148,1.0,995.815,500,0,0,0,337,21104.951172,366.321747,nan
149,1.0,795.81,500,0,1,0,338,13787.640625,281.822235,nan
150,1.0,895.9,500,0,0,0,320,16166.566406,317.086273,nan
151,1.0,895.865,500,0,0,0,327,16041.644531,328.434509,nan
152,1.0,995.87,500,0,0,0,326,18012.109375,350.694153,nan
153,1.0,895.88,500,0,1,0,324,15569.055664,310.799011,nan
154,1.0,895.845,500,0,1,0,331,16785.970703,332.420654,nan
155,1.0,795.88,500,0,1,0,324,13119.033203,283.570404,nan
156,1.0,895.935,500,0,0,0,313,17059.607422,340.466187,nan
