episode,phase,total_reward,steps,success,n_licks,n_pokes,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-1.7,500,1,163,500,1,26.0,1.014263,-0.111289,nan
2,1.0,7.86,500,1,173,500,2,24.0,1.895941,0.445409,nan
3,1.0,-11.1,500,0,151,500,0,nan,0.055197,-0.654412,nan
4,1.0,-2.09,500,1,175,500,1,14.0,0.9822,-0.111271,nan
5,1.0,-11.31,500,0,155,500,0,nan,0.0452,-0.589071,nan
6,1.0,-1.78,500,1,163,500,1,16.0,0.979042,0.06583,nan
7,1.0,7.39,500,1,182,500,2,44.5,1.888208,0.397226,nan
8,1.0,-1.7,500,1,163,500,1,16.0,0.938868,0.046265,nan
9,1.0,8.12,500,1,168,500,2,14.0,1.867935,0.59838,nan
10,1.0,6.44,500,1,204,500,2,36.0,1.830495,0.456639,nan
11,1.0,-2.01,500,1,167,500,1,17.0,0.930076,0.081538,nan
12,1.0,-11.34,500,0,156,500,0,nan,0.026262,-0.411768,nan
13,1.0,-2.2,500,1,174,500,1,47.0,0.901725,0.034915,nan
14,1.0,-1.67,500,1,165,500,1,9.0,0.903611,0.080685,nan
15,1.0,-12.31,500,0,176,500,0,nan,0.03328,-0.454722,nan
16,1.0,7.67,500,1,178,500,2,19.5,1.741416,0.546025,nan
17,1.0,-1.89,500,1,171,500,1,12.0,0.907225,0.019071,nan
18,1.0,-1.87,500,1,166,500,1,9.0,0.876291,0.098668,nan
19,1.0,-0.83,500,1,146,500,1,25.0,0.834509,0.195195,nan
20,1.0,-0.75,500,1,145,500,1,18.0,0.842165,0.140106,nan
21,1.0,-11.69,500,0,163,500,0,nan,0.021329,-0.347001,nan
22,1.0,-12.1,500,0,174,500,0,nan,0.021365,-0.333131,nan
23,1.0,-11.5,500,0,159,500,0,nan,0.023461,-0.346099,nan
24,1.0,18.24,500,1,166,500,3,19.666666666666668,2.516043,1.054379,nan
25,1.0,7.4,500,1,181,500,2,18.5,1.611199,0.597462,nan
26,1.0,-11.87,500,0,165,500,0,nan,0.021738,-0.321499,nan
27,1.0,17.39,500,1,186,500,3,14.0,2.372278,1.145607,nan
28,1.0,-11.77,500,0,164,500,0,nan,0.03452,-0.426136,nan
29,1.0,8.7,500,1,155,500,2,12.5,1.568734,0.608402,nan
30,1.0,18.94,500,1,149,500,3,14.0,2.342629,1.03016,nan
31,1.0,8.92,500,1,151,500,2,27.5,1.524575,0.307062,nan
32,1.0,9.12,500,1,149,500,2,19.5,1.447106,0.382181,nan
33,1.0,18.92,500,1,153,500,3,20.0,2.133248,0.724497,nan
34,1.0,28.06,500,1,171,500,4,22.5,2.827218,1.132269,nan
35,1.0,-10.16,500,0,132,500,0,nan,0.06428,-0.648088,nan
36,1.0,-0.56,500,1,142,500,1,14.0,0.753174,-0.28382,nan
37,1.0,18.69,500,1,157,500,3,16.666666666666668,2.084153,0.45248,nan
38,1.0,29.36,500,1,144,500,4,16.75,2.689269,0.866341,nan
39,1.0,19.26,500,1,149,500,3,14.0,1.948437,0.439141,nan
40,1.0,9.44,500,1,144,500,2,14.0,1.325958,0.056851,nan
41,1.0,40.11,500,1,127,500,5,13.8,3.20713,1.381061,nan
42,1.0,39.61,500,1,139,500,5,17.0,3.112571,0.942089,nan
43,1.0,29.24,500,1,146,500,4,13.75,2.318983,0.823545,nan
44,1.0,29.62,500,1,139,500,4,16.0,2.367415,0.46715,nan
45,1.0,40.41,500,1,124,500,5,17.4,2.767532,0.939587,nan
46,1.0,38.7,500,1,156,500,5,18.2,2.830548,0.521027,nan
47,1.0,39.6,500,1,137,500,5,13.4,2.763777,0.542689,nan
48,1.0,39.96,500,1,128,500,5,12.8,2.603639,0.666233,nan
49,1.0,58.56,500,1,160,500,7,17.428571428571427,3.629315,1.041335,nan
50,1.0,37.85,500,1,176,500,5,17.0,2.583798,0.199835,nan
51,1.0,47.76,500,1,177,500,6,18.5,2.756858,0.480617,nan
52,1.0,56.96,500,1,194,500,7,14.571428571428571,3.185463,0.857028,nan
