episode,phase,total_reward,steps,success,n_licks,n_pokes,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
53,1.0,10.25,500,1,127,500,2,154.5,nan,nan,nan
54,1.0,-0.42,500,1,138,500,1,327.0,nan,nan,nan
55,1.0,0.12,500,1,122,500,1,107.0,nan,nan,nan
56,1.0,-9.42,500,0,113,500,0,nan,nan,nan,nan
57,1.0,10.66,500,1,118,500,2,60.5,nan,nan,nan
58,1.0,0.06,500,1,124,500,1,341.0,nan,nan,nan
59,1.0,-9.41,500,0,119,500,0,nan,nan,nan,nan
60,1.0,-0.95,500,1,148,500,1,124.0,nan,nan,nan
61,1.0,9.92,500,1,129,500,2,140.0,nan,nan,nan
62,1.0,10.88,500,1,112,500,2,66.5,nan,nan,nan
63,1.0,-10.2,500,0,132,500,0,nan,nan,nan,nan
64,1.0,0.67,500,1,115,500,1,415.0,nan,nan,nan
65,1.0,-9.9,500,0,125,500,0,nan,nan,nan,nan
66,1.0,10.2,500,1,123,500,2,80.5,nan,nan,nan
67,2.0,-0.26,500,1,132,500,1,22.0,nan,nan,nan
68,2.0,0.09,500,1,129,500,1,235.0,nan,nan,nan
69,2.0,-0.35,500,1,131,500,1,103.0,nan,nan,nan
70,2.0,19.88,500,1,132,500,3,59.666666666666664,nan,nan,nan
71,2.0,-0.91,500,1,147,500,1,71.0,nan,nan,nan
72,2.0,9.81,500,1,132,500,2,40.0,nan,nan,nan
73,2.0,-10.82,500,0,146,500,0,nan,nan,nan,nan
74,2.0,-11.46,500,0,156,500,0,nan,nan,nan,nan
75,2.0,-0.27,500,1,132,500,1,109.0,nan,nan,nan
76,2.0,-0.28,500,1,133,500,1,158.0,nan,nan,nan
77,2.0,9.85,500,1,129,500,2,66.5,nan,nan,nan
78,2.0,10.1,500,1,128,500,2,67.0,nan,nan,nan
79,2.0,-0.91,500,1,146,500,1,242.0,nan,nan,nan
80,2.0,10.05,500,1,129,500,2,31.0,nan,nan,nan
81,2.0,-0.41,500,1,135,500,1,70.0,nan,nan,nan
82,2.0,8.58,500,1,157,500,2,115.0,nan,nan,nan
83,2.0,9.22,500,1,144,500,2,61.0,nan,nan,nan
84,2.0,8.33,500,1,163,500,2,108.5,nan,nan,nan
85,2.0,9.9,500,1,124,500,2,133.5,nan,nan,nan
86,2.0,-9.97,500,0,127,500,0,nan,nan,nan,nan
87,2.0,0.0,500,1,130,500,1,63.0,nan,nan,nan
88,2.0,-10.04,500,0,124,500,0,nan,nan,nan,nan
89,2.0,10.23,500,1,125,500,2,95.5,nan,nan,nan
90,2.0,0.35,500,1,118,500,1,176.0,nan,nan,nan
91,2.0,0.3,500,1,123,500,1,363.0,nan,nan,nan
92,2.0,0.72,500,1,113,500,1,181.0,nan,nan,nan
93,2.0,-0.73,500,1,139,500,1,96.0,nan,nan,nan
94,2.0,-0.58,500,1,141,500,1,245.0,nan,nan,nan
95,2.0,-0.25,500,1,137,500,1,82.0,nan,nan,nan
96,2.0,9.49,500,1,141,500,2,81.0,nan,nan,nan
97,2.0,10.17,500,1,122,500,2,85.0,nan,nan,nan
98,2.0,10.31,500,1,121,500,2,111.0,nan,nan,nan
99,2.0,0.3,500,1,122,500,1,124.0,nan,nan,nan
100,2.0,9.85,500,1,134,500,2,102.5,nan,nan,nan
101,2.0,-0.38,500,1,137,500,1,59.0,nan,nan,nan
102,2.0,-10.92,500,0,147,500,0,nan,nan,nan,nan
103,2.0,-10.02,500,0,128,500,0,nan,nan,nan,nan
104,2.0,-9.86,500,0,123,500,0,nan,nan,nan,nan
105,2.0,0.02,500,1,127,500,1,468.0,nan,nan,nan
106,2.0,10.41,500,1,121,500,2,130.5,nan,nan,nan
107,2.0,0.9,500,1,109,500,1,254.0,nan,nan,nan
108,2.0,9.42,500,1,141,500,2,105.0,nan,nan,nan
109,2.0,-10.25,500,0,134,500,0,nan,nan,nan,nan
110,2.0,9.63,500,1,137,500,2,107.0,nan,nan,nan
111,2.0,-10.73,500,0,145,500,0,nan,nan,nan,nan
112,2.0,-1.03,500,1,148,500,1,53.0,nan,nan,nan
113,2.0,9.79,500,1,136,500,2,74.0,nan,nan,nan
114,2.0,10.29,500,1,123,500,2,94.5,nan,nan,nan
115,2.0,0.38,500,1,120,500,1,159.0,nan,nan,nan
116,2.0,-0.18,500,1,125,500,1,448.0,nan,nan,nan
117,2.0,-0.39,500,1,136,500,1,30.0,nan,nan,nan
118,2.0,9.94,500,1,129,500,2,45.0,nan,nan,nan
119,2.0,-0.57,500,1,137,500,1,120.0,nan,nan,nan
120,2.0,0.28,500,1,124,500,1,255.0,nan,nan,nan
121,2.0,-0.97,500,1,150,500,1,116.0,nan,nan,nan
122,2.0,-0.54,500,1,140,500,1,163.0,nan,nan,nan
123,2.0,-0.25,500,1,132,500,1,60.0,nan,nan,nan
124,2.0,9.65,500,1,136,500,2,104.0,nan,nan,nan
125,2.0,8.6,500,1,156,500,2,45.5,nan,nan,nan
126,2.0,8.88,500,1,153,500,2,43.0,nan,nan,nan
127,2.0,10.47,500,1,119,500,2,30.5,nan,nan,nan
128,2.0,-0.58,500,1,139,500,1,147.0,nan,nan,nan
129,2.0,-1.02,500,1,149,500,1,144.0,nan,nan,nan
130,2.0,0.16,500,1,125,500,1,61.0,nan,nan,nan
131,2.0,-0.29,500,1,134,500,1,185.0,nan,nan,nan
132,2.0,-0.58,500,1,142,500,1,261.0,nan,nan,nan
133,2.0,0.11,500,1,126,500,1,161.0,nan,nan,nan
134,2.0,-9.96,500,0,127,500,0,nan,nan,nan,nan
135,2.0,-10.16,500,0,134,500,0,nan,nan,nan,nan
136,2.0,-0.73,500,1,144,500,1,37.0,nan,nan,nan
137,2.0,-1.37,500,1,157,500,1,69.0,nan,nan,nan
138,2.0,20.3,500,1,122,500,3,108.0,nan,nan,nan
139,2.0,-9.27,500,0,111,500,0,nan,nan,nan,nan
140,2.0,9.29,500,1,144,500,2,36.0,nan,nan,nan
141,2.0,-0.2,500,1,132,500,1,117.0,nan,nan,nan
142,2.0,-10.39,500,0,136,500,0,nan,nan,nan,nan
143,2.0,9.27,500,1,142,500,2,200.0,nan,nan,nan
144,2.0,-0.98,500,1,146,500,1,74.0,nan,nan,nan
145,2.0,-0.12,500,1,130,500,1,51.0,nan,nan,nan
146,2.0,0.12,500,1,126,500,1,222.0,nan,nan,nan
147,2.0,-0.59,500,1,139,500,1,66.0,nan,nan,nan
148,2.0,-10.0,500,0,128,500,0,nan,nan,nan,nan
149,2.0,-10.73,500,0,144,500,0,nan,nan,nan,nan
150,2.0,-9.74,500,0,123,500,0,nan,nan,nan,nan
151,2.0,0.15,500,1,124,500,1,363.0,nan,nan,nan
152,2.0,0.67,500,1,112,500,1,168.0,nan,nan,nan
153,2.0,9.25,500,1,144,500,2,95.0,nan,nan,nan
154,2.0,9.45,500,1,137,500,2,50.0,nan,nan,nan
155,2.0,-0.54,500,1,138,500,1,116.0,nan,nan,nan
156,2.0,-0.08,500,1,132,500,1,114.0,nan,nan,nan
157,2.0,-10.12,500,0,131,500,0,nan,nan,nan,nan
158,2.0,-0.72,500,1,146,500,1,143.0,nan,nan,nan
159,2.0,-10.25,500,0,132,500,0,nan,nan,nan,nan
160,2.0,0.91,500,1,109,500,1,117.0,nan,nan,nan
161,2.0,-0.09,500,1,128,500,1,53.0,nan,nan,nan
162,2.0,9.85,500,1,130,500,2,74.0,nan,nan,nan
163,2.0,-10.69,500,0,143,500,0,nan,nan,nan,nan
164,2.0,-10.05,500,0,129,500,0,nan,nan,nan,nan
165,2.0,-9.31,500,0,114,500,0,nan,nan,nan,nan
166,2.0,-0.83,500,1,146,500,1,70.0,nan,nan,nan
167,2.0,-9.72,500,0,125,500,0,nan,nan,nan,nan
168,2.0,9.4,500,1,142,500,2,133.5,nan,nan,nan
169,2.0,0.23,500,1,126,500,1,73.0,nan,nan,nan
170,2.0,-0.5,500,1,138,500,1,37.0,nan,nan,nan
171,2.0,-0.16,500,1,133,500,1,343.0,nan,nan,nan
172,2.0,-0.25,500,1,132,500,1,184.0,nan,nan,nan
173,2.0,9.85,500,1,130,500,2,55.0,nan,nan,nan
174,2.0,-10.55,500,0,137,500,0,nan,nan,nan,nan
175,2.0,9.26,500,1,145,500,2,132.0,nan,nan,nan
176,2.0,0.05,500,1,125,500,1,33.0,nan,nan,nan
177,2.0,-0.51,500,1,135,500,1,40.0,nan,nan,nan
178,2.0,9.66,500,1,135,500,2,108.0,nan,nan,nan
179,2.0,0.43,500,1,118,500,1,108.0,nan,nan,nan
180,2.0,9.26,500,1,142,500,2,144.5,nan,nan,nan
181,2.0,9.71,500,1,135,500,2,141.5,nan,nan,nan
182,2.0,9.92,500,1,128,500,2,127.0,nan,nan,nan
183,2.0,10.71,500,1,114,500,2,116.0,nan,nan,nan
184,2.0,-1.4,500,1,160,500,1,97.0,nan,nan,nan
185,2.0,10.29,500,1,122,500,2,121.5,nan,nan,nan
186,2.0,-0.01,500,1,130,500,1,132.0,nan,nan,nan
187,2.0,-0.32,500,1,135,500,1,160.0,nan,nan,nan
188,2.0,10.14,500,1,125,500,2,115.0,nan,nan,nan
189,2.0,-0.71,500,1,142,500,1,220.0,nan,nan,nan
190,2.0,-10.56,500,0,141,500,0,nan,nan,nan,nan
191,2.0,-9.41,500,0,115,500,0,nan,nan,nan,nan
192,2.0,0.28,500,1,121,500,1,71.0,nan,nan,nan
193,2.0,0.16,500,1,123,500,1,58.0,nan,nan,nan
194,2.0,-0.29,500,1,129,500,1,67.0,nan,nan,nan
195,2.0,9.64,500,1,136,500,2,182.5,nan,nan,nan
196,2.0,-10.44,500,0,138,500,0,nan,nan,nan,nan
197,2.0,-0.95,500,1,149,500,1,25.0,nan,nan,nan
198,2.0,-9.84,500,0,123,500,0,nan,nan,nan,nan
199,2.0,9.26,500,1,139,500,2,106.5,nan,nan,nan
200,2.0,10.23,500,1,124,500,2,64.5,nan,nan,nan
