episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,1.0,-10.95,500,1,209,2,90.5,0.094354,-0.763,nan
2,1.0,-12.55,500,1,241,2,54.0,0.085278,-0.706681,nan
3,1.0,-11.95,500,1,229,2,31.0,0.058873,-0.521612,nan
4,1.0,-11.1,500,1,232,3,27.0,0.045603,-0.340029,nan
5,1.0,-12.7,500,1,224,1,170.0,0.025808,-0.277382,nan
6,1.0,-10.1,500,1,212,3,34.0,0.037464,-0.03407,nan
7,1.0,-11.0,500,1,190,1,41.0,0.01349,-0.007215,nan
8,1.0,-10.4,500,1,178,1,42.0,0.015673,0.113045,nan
9,1.0,-10.55,500,1,201,2,33.0,0.028338,0.175788,nan
10,1.0,-11.7,500,1,204,1,17.0,0.017306,0.132173,nan
11,1.0,-11.55,500,0,181,0,nan,0.010191,0.154123,nan
12,1.0,-9.95,500,1,189,2,23.5,0.033408,0.282648,nan
13,1.0,-9.1,500,1,172,2,33.0,0.038083,0.307175,nan
14,1.0,-9.9,500,1,168,1,18.0,0.025351,0.25684,nan
15,1.0,-7.65,500,1,143,2,16.0,0.042002,0.40396,nan
16,1.0,-10.7,500,0,164,0,nan,0.006174,0.113093,nan
17,1.0,-9.35,500,1,157,1,28.0,0.02025,0.1621,nan
18,1.0,-8.55,500,1,141,1,19.0,0.016566,0.179717,nan
19,1.0,-8.45,500,1,139,1,18.0,0.014151,0.110555,nan
20,1.0,-9.5,500,0,140,0,nan,0.003987,0.010756,nan
21,1.0,-7.25,500,1,135,2,27.0,0.018137,0.07067,nan
22,1.0,-7.05,500,1,131,2,22.5,0.016128,0.050265,nan
23,1.0,-9.45,500,0,139,0,nan,0.004298,-0.11852,nan
24,1.0,-7.45,500,1,119,1,34.0,0.010189,-0.05977,nan
25,1.0,-7.55,500,1,141,2,16.5,0.0172,-0.076253,nan
26,1.0,-5.3,500,1,116,3,23.0,0.020042,-0.000556,nan
27,1.0,-7.4,500,1,118,1,21.0,0.010996,-0.120634,nan
28,1.0,-5.9,500,1,128,3,22.666666666666668,0.017625,-0.079502,nan
29,1.0,-5.0,500,1,110,3,23.333333333333332,0.019312,-0.025091,nan
30,1.0,-6.0,500,1,110,2,30.0,0.016345,-0.098879,nan
31,1.0,-7.65,500,1,123,1,38.0,0.013423,-0.175345,nan
32,1.0,-5.15,500,1,113,3,30.333333333333332,0.019851,-0.079722,nan
33,1.0,-7.9,500,1,128,1,11.0,0.011531,-0.15864,nan
34,1.0,-4.75,500,1,105,3,27.0,0.018496,-0.0383,nan
35,1.0,-4.45,500,1,99,3,27.0,0.016057,-0.021646,nan
36,1.0,-5.7,500,1,104,2,36.0,0.014104,-0.066991,nan
37,1.0,-4.95,500,1,89,2,21.0,0.010947,0.03562,nan
38,1.0,-5.05,500,1,91,2,29.5,0.012688,-0.021203,nan
39,1.0,-3.15,500,1,73,3,24.333333333333332,0.015627,0.09347,nan
40,1.0,-4.3,500,1,96,3,35.666666666666664,0.014896,-0.020939,nan
41,1.0,-3.65,500,1,83,3,18.0,0.014045,0.086585,nan
42,1.0,-5.15,500,1,93,2,20.0,0.010024,0.025767,nan
43,1.0,-7.55,500,0,101,0,nan,0.003092,-0.064025,nan
44,1.0,-6.0,500,1,90,1,14.0,0.005378,0.0023,nan
45,1.0,-4.6,500,1,82,2,14.0,0.007079,0.060401,nan
46,1.0,-6.25,500,1,95,1,20.0,0.006172,-0.023511,nan
47,1.0,-6.55,500,1,101,1,16.0,0.005763,-0.052867,nan
48,1.0,-6.35,500,1,117,2,13.5,0.007003,-0.048141,nan
49,1.0,-5.35,500,1,77,1,28.0,0.00493,0.003813,nan
50,1.0,-5.05,500,1,91,2,20.0,0.007392,0.017825,nan
51,1.0,-5.15,500,1,93,2,26.5,0.009055,-0.027217,nan
52,1.0,-5.65,500,1,83,1,26.0,0.004007,-0.007873,nan
53,1.0,-5.8,500,1,86,1,8.0,0.00464,0.016269,nan
54,1.0,-5.85,500,1,87,1,16.0,0.002849,-0.005693,nan
55,1.0,-5.1,500,1,92,2,26.5,0.008039,-0.037874,nan
56,1.0,-5.6,500,1,82,1,19.0,0.004397,0.00283,nan
57,1.0,-5.85,500,1,87,1,28.0,0.005181,-0.028809,nan
58,1.0,-4.6,500,1,62,1,12.0,0.00498,0.0812,nan
59,1.0,-5.4,500,1,98,2,19.5,0.006452,-0.032839,nan
60,1.0,-4.9,500,1,88,2,16.0,0.004929,0.00654,nan
61,1.0,-5.75,500,1,85,1,23.0,0.003393,-0.021541,nan
62,1.0,-5.15,500,1,93,2,16.5,0.005048,-0.003639,nan
63,1.0,-4.45,500,1,79,2,18.5,0.006484,0.009538,nan
64,1.0,-4.4,500,1,78,2,37.5,0.014328,-0.076823,nan
65,1.0,-3.75,500,1,85,3,15.666666666666666,0.007505,0.041647,nan
66,1.0,-1.75,500,1,85,5,15.4,0.009613,0.076719,nan
67,1.0,-2.2,500,1,74,4,33.75,0.022457,-0.100847,nan
68,1.0,-3.15,500,1,93,4,30.5,0.018615,-0.104992,nan
69,1.0,-4.15,500,1,73,2,36.5,0.010563,-0.058865,nan
70,1.0,-3.15,500,1,93,4,12.75,0.013122,0.050122,nan
71,1.0,-1.65,500,1,83,5,32.8,0.021964,-0.090479,nan
72,1.0,-3.55,500,1,81,3,22.0,0.00747,0.034694,nan
73,1.0,-3.4,500,1,78,3,30.0,0.01657,0.009217,nan
74,1.0,-1.85,500,1,87,5,16.4,0.013023,0.121394,nan
