Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,97.201,20.0,23.383,-1.378,0.0,0.0,-0.005,move
2,104.331,7.13,7.13,1.348,0.0,0.0,-0.055,lick
3,84.331,-20.0,-24.643,0.287,0.0,0.0,-0.015,nose_poke
4,104.144,19.813,19.813,1.913,0.0,0.0,-0.055,lick
5,120.0,20.0,33.691,-1.98,0.0,0.0,-0.005,move
6,120.0,20.0,45.876,-2.212,0.0,0.0,-0.005,move
7,120.0,16.823,16.823,-1.247,0.0,0.0,-0.005,move
8,120.0,16.553,16.553,-0.456,0.0,0.0,-0.005,move
9,120.0,20.0,52.058,-0.64,0.0,0.0,-0.005,move
10,120.0,16.243,16.243,-0.888,0.0,0.0,-0.005,move
11,120.0,20.0,32.99,-2.176,0.0,0.0,-0.005,move
12,100.0,-20.0,-28.321,-0.119,0.0,0.0,-0.005,move
13,120.0,20.0,27.287,-0.787,0.0,0.0,-0.005,move
14,120.0,5.01,5.01,-1.215,0.0,0.0,-0.005,move
15,117.698,-2.302,-2.302,-2.0,0.0,0.0,-0.005,move
16,120.0,8.096,8.096,-1.517,0.0,0.0,-0.005,move
17,120.0,20.0,35.881,-2.347,0.0,0.0,-0.005,move
18,120.0,20.0,72.96,-0.568,0.0,0.0,-0.005,move
19,120.0,13.574,13.574,-1.523,0.0,0.0,-0.005,move
20,120.0,19.008,19.008,-2.89,0.0,0.0,-0.005,move
21,120.0,9.496,9.496,-0.633,0.0,0.0,-0.005,move
22,120.0,7.914,7.914,-0.156,0.0,0.0,-0.005,move
23,120.0,20.0,29.297,-0.609,0.0,0.0,-0.005,move
24,120.0,20.0,35.192,-2.372,0.0,0.0,-0.005,move
25,120.0,20.0,29.53,-3.391,0.0,0.0,-0.005,move
26,120.0,8.454,8.454,-1.726,0.0,0.0,-0.005,move
27,120.0,11.745,11.745,-2.267,0.0,0.0,-0.005,move
28,120.0,20.0,46.517,-0.033,0.0,0.0,-0.005,move
29,120.0,20.0,27.189,-3.11,0.0,0.0,-0.005,move
30,120.0,7.727,7.727,-0.216,0.0,0.0,-0.005,move
31,120.0,20.0,30.716,-2.641,0.0,0.0,-0.005,move
32,120.0,12.885,12.885,0.036,0.0,0.0,-0.015,nose_poke
33,120.0,20.0,33.417,-0.788,0.0,0.0,-0.005,move
34,120.0,20.0,22.351,-1.013,0.0,0.0,-0.005,move
35,120.0,5.97,5.97,-1.889,0.0,0.0,-0.005,move
36,120.0,20.0,41.4,-1.77,0.0,0.0,-0.005,move
37,120.0,20.0,45.672,-0.463,0.0,0.0,-0.005,move
38,120.0,20.0,27.422,-0.4,0.0,0.0,-0.005,move
39,110.883,-9.117,-9.117,-1.407,0.0,0.0,-0.005,move
40,120.0,14.35,14.35,-1.185,0.0,0.0,-0.005,move
41,120.0,20.0,55.546,-2.23,0.0,0.0,-0.005,move
42,120.0,20.0,24.18,-0.19,0.0,0.0,-0.005,move
43,120.0,20.0,22.927,-0.816,0.0,0.0,-0.005,move
44,120.0,15.116,15.116,-0.042,0.0,0.0,-0.005,move
45,120.0,20.0,37.864,-1.287,0.0,0.0,-0.005,move
46,120.0,17.577,17.577,-2.281,0.0,0.0,-0.005,move
47,120.0,6.539,6.539,-2.619,0.0,0.0,-0.005,move
48,120.0,20.0,28.179,-1.998,0.0,0.0,-0.005,move
49,120.0,20.0,41.044,-0.471,0.0,0.0,-0.005,move
50,120.0,18.138,18.138,-1.524,0.0,0.0,-0.005,move
51,117.593,-2.407,-2.407,-0.74,0.0,0.0,-0.005,move
52,120.0,8.037,8.037,-1.31,0.0,0.0,-0.005,move
53,120.0,18.826,18.826,-0.005,0.0,0.0,-0.005,move
54,120.0,20.0,23.106,-3.579,0.0,0.0,-0.005,move
55,120.0,19.42,19.42,-0.442,0.0,0.0,-0.005,move
56,120.0,20.0,29.568,-2.308,0.0,0.0,-0.005,move
57,120.0,20.0,30.988,-0.269,0.0,0.0,-0.005,move
58,120.0,20.0,23.263,-2.962,0.0,0.0,-0.005,move
59,120.0,14.636,14.636,0.679,0.0,0.0,-0.055,lick
60,120.0,7.094,7.094,-1.371,0.0,0.0,-0.005,move
61,120.0,20.0,24.635,0.078,0.0,0.0,-0.015,nose_poke
62,120.0,11.872,11.872,-0.638,0.0,0.0,-0.005,move
63,120.0,20.0,45.378,-0.632,0.0,0.0,-0.005,move
64,120.0,20.0,30.278,-2.762,0.0,0.0,-0.005,move
65,120.0,20.0,29.149,0.005,0.0,0.0,-0.015,nose_poke
66,120.0,13.765,13.765,0.063,0.0,0.0,-0.015,nose_poke
67,120.0,19.482,19.482,1.34,0.0,0.0,-0.055,lick
68,120.0,20.0,44.658,0.445,0.0,0.0,-0.015,nose_poke
69,120.0,20.0,75.382,-2.055,0.0,0.0,-0.005,move
70,120.0,4.077,4.077,0.583,0.0,0.0,-0.055,lick
71,120.0,20.0,77.033,-0.272,0.0,0.0,-0.005,move
72,120.0,20.0,20.848,-1.144,0.0,0.0,-0.005,move
73,120.0,10.78,10.78,-1.196,0.0,0.0,-0.005,move
74,120.0,20.0,44.941,-1.335,0.0,0.0,-0.005,move
75,120.0,1.94,1.94,-0.458,0.0,0.0,-0.005,move
76,120.0,11.388,11.388,-0.416,0.0,0.0,-0.005,move
77,120.0,20.0,27.751,-1.01,0.0,0.0,-0.005,move
78,116.871,-3.129,-3.129,-0.795,0.0,0.0,-0.005,move
79,120.0,20.0,25.807,-0.245,0.0,0.0,-0.005,move
80,120.0,20.0,56.442,-0.721,0.0,0.0,-0.005,move
81,120.0,16.592,16.592,-0.702,0.0,0.0,-0.005,move
82,120.0,20.0,44.164,-0.442,0.0,0.0,-0.005,move
83,120.0,20.0,37.272,0.526,0.0,0.0,-0.055,lick
84,120.0,14.06,14.06,-1.952,0.0,0.0,-0.005,move
85,110.976,-9.024,-9.024,-0.154,0.0,0.0,-0.005,move
86,120.0,9.163,9.163,-1.499,0.0,0.0,-0.005,move
87,120.0,14.452,14.452,-2.792,0.0,0.0,-0.005,move
88,115.988,-4.012,-4.012,-0.512,0.0,0.0,-0.005,move
