Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,61.822,18.365,18.365,0.121,-0.1196,0.0274,-0.055
2,63.475,1.654,1.654,0.125,0.0835,0.0705,-0.055
3,79.696,16.221,16.221,-0.015,-0.0942,0.0544,-0.005
4,65.461,-14.236,-14.236,-0.072,0.4086,0.0647,-0.005
5,61.313,-4.148,-4.148,0.105,0.1807,0.0507,-0.055
6,53.438,-7.875,-7.875,0.925,0.3083,0.052,-0.055
7,54.043,0.605,0.605,-0.591,0.0483,0.0332,-0.005
8,64.585,10.543,10.543,0.951,-0.0499,0.0262,-0.055
9,65.087,0.501,0.501,-0.515,0.0607,0.064,-0.005
10,49.041,-16.046,-16.046,0.802,0.4718,0.0538,-0.055
11,39.424,-9.617,-9.617,-0.958,0.2296,0.0495,-0.005
12,46.923,7.499,7.499,-0.838,0.0149,0.0357,-0.005
13,30.341,-16.581,-16.581,-0.037,0.45,0.0289,-0.005
14,18.944,-11.397,-11.397,0.86,0.3744,0.0497,-0.055
15,25.072,6.128,6.128,0.754,-0.0351,0.0388,-0.055
16,30.468,5.395,5.395,-0.166,0.0204,0.0338,-0.005
17,12.312,-18.156,-18.156,0.369,0.4928,0.0318,-0.055
18,29.098,16.787,16.787,-0.752,-0.097,0.0541,-0.005
19,23.542,-5.557,-5.557,0.448,0.2434,0.0461,-0.055
20,15.735,-7.806,-7.806,-0.748,0.2006,0.0329,-0.005
21,34.202,18.467,18.467,-0.768,-0.11,0.0359,-0.005
22,26.406,-7.797,-7.797,-0.507,0.2409,0.0473,-0.005
23,14.858,-11.548,-11.548,-0.142,0.3177,0.0345,-0.005
24,25.079,10.221,10.221,0.11,-0.0475,0.04,-0.055
25,8.98,-16.098,-16.098,-0.743,0.3986,0.0361,-0.005
26,11.899,2.918,2.918,-0.973,0.0502,0.05,-0.005
27,23.655,11.757,11.757,-0.686,-0.0341,0.034,-0.005
28,38.805,15.15,15.15,0.086,-0.0825,0.0392,-0.055
29,53.382,14.576,14.576,-0.258,-0.0588,0.0399,-0.005
30,48.217,-5.164,-5.164,-0.782,0.1756,0.0349,-0.005
31,39.11,-9.107,-9.107,-0.601,0.248,0.0301,-0.005
32,25.054,-14.056,-14.056,-0.926,0.3267,0.0351,-0.005
33,22.879,-2.175,-2.175,-0.901,0.0425,0.0431,-0.005
34,24.135,1.256,1.256,-0.065,0.0558,0.031,-0.005
35,17.114,-7.021,-7.021,0.859,0.2768,0.0306,-0.055
36,26.394,9.28,9.28,-0.075,-0.0308,0.0351,-0.005
37,33.9,7.507,7.507,0.082,-0.0049,0.0348,-0.055
38,29.929,-3.971,-3.971,0.967,0.2152,0.0319,-0.055
39,10.818,-19.11,-19.11,-0.412,0.4662,0.0305,-0.005
40,0.0,-17.506,-17.506,-0.205,0.4277,0.0564,-0.005
41,0.0,-15.338,-15.338,0.569,0.4445,0.0624,-0.055
42,0.855,0.855,0.855,-0.978,0.1004,0.0562,-0.005
43,0.0,-14.461,-14.461,-0.062,0.4003,0.0339,-0.005
44,0.0,-11.417,-11.417,0.605,0.3641,0.0541,-0.055
45,9.669,9.669,9.669,0.723,-0.0262,0.0467,-0.055
46,0.0,-11.694,-11.694,0.094,0.3428,0.0408,-0.055
47,16.084,16.084,16.084,0.241,-0.0718,0.0472,-0.055
48,33.832,17.748,17.748,-0.469,-0.0938,0.0488,-0.005
49,29.359,-4.474,-4.474,-0.627,0.1711,0.046,-0.005
50,29.986,0.627,0.627,0.415,0.0503,0.0311,-0.055
51,47.282,17.296,17.296,-0.016,-0.1089,0.0293,-0.005
52,39.391,-7.891,-7.891,0.087,0.2771,0.0408,-0.055
53,56.36,16.97,16.97,0.601,-0.1183,0.0337,-0.055
54,70.51,14.15,14.15,-0.855,-0.0278,0.0379,-0.005
55,71.436,0.926,0.926,-0.573,0.0734,0.0652,-0.005
56,76.553,5.118,5.118,-0.796,0.0518,0.0527,-0.005
57,75.764,-0.79,-0.79,-0.453,0.0476,0.0536,-0.005
58,81.055,5.291,5.291,-0.363,0.0409,0.0524,-0.005
59,92.468,11.414,11.414,-0.728,-0.0107,0.0529,-0.005
60,96.693,4.225,4.225,0.969,0.0228,0.0575,-0.055
61,112.465,15.772,15.772,-0.5,-0.0629,0.0489,-0.005
62,120.0,13.722,13.722,0.018,-0.0333,0.0591,-0.055
63,110.644,-9.356,-9.356,-0.572,0.3382,0.0593,-0.005
64,120.0,19.331,19.331,-0.932,-0.0968,0.041,-0.005
65,120.0,17.761,17.761,0.451,-0.0388,0.0702,-0.055
66,101.169,-18.831,-18.831,-0.766,0.5366,0.0669,-0.005
