Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,76.615,14.516,14.516,-0.952,-0.0587,0.0542,-0.005
2,90.704,14.089,14.089,0.756,-0.0646,0.0637,-0.055
3,83.372,-7.332,-7.332,-0.289,0.2476,0.0607,-0.005
4,70.448,-12.925,-12.925,0.947,0.4257,0.0463,-0.055
5,67.443,-3.005,-3.005,0.795,0.1679,0.049,-0.055
6,82.76,15.318,15.318,0.436,-0.0915,0.0523,-0.055
7,69.773,-12.987,-12.987,0.601,0.4132,0.0631,-0.055
8,82.52,12.747,12.747,-0.995,-0.0434,0.0491,-0.005
9,72.471,-10.049,-10.049,0.95,0.3681,0.0611,-0.055
10,66.172,-6.298,-6.298,-0.114,0.2218,0.0474,-0.005
11,60.233,-5.939,-5.939,-0.804,0.162,0.0498,-0.005
12,50.982,-9.251,-9.251,-0.951,0.2277,0.051,-0.005
13,33.952,-17.03,-17.03,0.305,0.4625,0.0356,-0.055
14,16.351,-17.601,-17.601,0.725,0.4935,0.0513,-0.055
15,2.175,-14.177,-14.177,0.692,0.4169,0.0525,-0.055
16,0.0,-19.217,-19.217,-0.288,0.5366,0.0947,-0.005
17,1.292,1.292,1.292,0.563,0.0403,0.1003,-0.055
18,0.0,-10.256,-10.256,-0.832,0.3296,0.0951,-0.005
19,12.788,12.788,12.788,0.509,-0.1084,0.0942,-0.055
20,0.0,-15.334,-15.334,-0.46,0.463,0.0978,-0.005
21,0.441,0.441,0.441,-0.723,0.0972,0.0961,-0.005
22,0.0,-17.788,-17.788,0.66,0.5691,0.095,-0.055
23,17.053,17.053,17.053,-0.786,-0.1021,0.0987,-0.005
24,30.321,13.268,13.268,-0.228,-0.1043,0.1016,-0.005
25,18.58,-11.741,-11.741,-0.218,0.4023,0.0947,-0.005
26,0.0,-18.942,-18.942,0.185,0.5418,0.0917,-0.055
27,0.0,-12.876,-12.876,-0.701,0.3658,0.0999,-0.005
28,2.44,2.44,2.44,0.545,-0.0161,0.0947,-0.055
29,0.0,-19.413,-19.413,0.871,0.6151,0.0956,-0.055
30,0.44,0.44,0.44,-0.216,0.0913,0.1005,-0.005
31,18.978,18.538,18.538,-0.773,-0.108,0.095,-0.005
32,10.519,-8.459,-8.459,-0.731,0.3136,0.1035,-0.005
33,0.0,-11.666,-11.666,0.117,0.3871,0.0901,-0.055
34,0.0,-16.709,-16.709,-0.854,0.4498,0.0942,-0.005
35,0.0,-3.856,-3.856,-0.984,0.1737,0.0974,-0.005
