Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,67.706,9.549,9.549,-1.0,116531052544.0,0.0,-0.005
2,87.706,20.0,20.0,-1.0,231361019904.0,0.0,-0.005
3,107.706,20.0,20.0,-1.0,238160838656.0,0.0,-0.005
4,120.0,20.0,20.0,-1.0,240029597696.0,0.0,-0.005
5,120.0,20.0,20.0,-0.946,251398258688.0,0.0,-0.005
6,120.0,20.0,20.0,-0.889,250837925888.0,0.0,-0.005
7,120.0,20.0,20.0,-1.0,251936456704.0,0.0,-0.005
8,120.0,20.0,20.0,0.269,239379644416.0,0.0,-0.055
9,120.0,15.693,15.693,-0.79,209312694272.0,0.0,-0.005
10,120.0,13.77,13.77,-1.0,191209930752.0,0.0,-0.005
11,120.0,14.676,14.676,-1.0,198835503104.0,0.0,-0.005
12,120.0,20.0,20.0,-0.821,247678746624.0,0.0,-0.005
13,120.0,20.0,20.0,-1.0,251953463296.0,0.0,-0.005
14,101.792,-18.208,-18.208,0.058,61115297792.0,0.0,-0.055
15,120.0,20.0,20.0,-1.0,221274898432.0,0.0,-0.005
16,120.0,20.0,20.0,-1.0,251962130432.0,0.0,-0.005
17,120.0,16.152,16.152,0.356,202246684672.0,0.0,-0.055
18,113.26,-6.74,-6.74,-0.542,31848800256.0,0.0,-0.005
19,120.0,9.375,9.375,-0.677,124377497600.0,0.0,-0.005
20,120.0,20.0,20.0,-1.0,246959669248.0,0.0,-0.005
21,120.0,20.0,20.0,-1.0,251976744960.0,0.0,-0.005
22,120.0,20.0,20.0,-0.898,250974814208.0,0.0,-0.005
23,110.316,-9.684,-9.684,-1.0,41086062592.0,0.0,-0.005
24,120.0,20.0,20.0,-1.0,226154250240.0,0.0,-0.005
25,120.0,20.0,20.0,-1.0,251988344832.0,0.0,-0.005
26,120.0,20.0,20.0,-1.0,251991195648.0,0.0,-0.005
27,108.029,-11.971,-11.971,-1.0,47118155776.0,0.0,-0.005
28,120.0,20.0,20.0,-1.0,224861421568.0,0.0,-0.005
29,120.0,20.0,20.0,-0.456,246641967104.0,0.0,-0.005
30,120.0,20.0,20.0,-1.0,252002811904.0,0.0,-0.005
31,120.0,20.0,20.0,0.282,239308750848.0,0.0,-0.055
32,120.0,0.984,0.984,-0.25,76438511616.0,0.0,-0.005
33,120.0,18.68,18.68,-0.91,229652791296.0,0.0,-0.005
34,120.0,2.403,2.403,-0.936,93725720576.0,0.0,-0.005
35,120.0,16.913,16.913,-0.568,210254413824.0,0.0,-0.005
36,120.0,20.0,20.0,-0.376,244407042048.0,0.0,-0.005
37,120.0,19.415,19.415,-1.0,246520774656.0,0.0,-0.005
38,120.0,12.22,12.22,-0.534,173780369408.0,0.0,-0.005
39,120.0,20.0,20.0,-1.0,248355913728.0,0.0,-0.005
40,120.0,18.659,18.659,-0.164,231135330304.0,0.0,-0.005
41,120.0,20.0,20.0,-0.763,249067159552.0,0.0,-0.005
42,120.0,20.0,20.0,-1.0,252036972544.0,0.0,-0.005
43,120.0,8.191,8.191,-1.0,140694700032.0,0.0,-0.005
44,120.0,0.132,0.132,-1.0,72882864128.0,0.0,-0.005
45,120.0,11.465,11.465,0.761,144547102720.0,0.0,-0.055
46,120.0,20.0,20.0,-0.691,244964655104.0,0.0,-0.005
47,120.0,20.0,20.0,0.327,238907555840.0,0.0,-0.055
48,107.255,-12.745,-12.745,-1.0,49168527360.0,0.0,-0.005
49,110.26,3.004,3.004,0.045,53687836672.0,0.0,-0.055
50,120.0,20.0,20.0,-0.925,231537819648.0,0.0,-0.005
51,120.0,19.576,19.576,-0.119,239360770048.0,0.0,-0.005
52,120.0,20.0,20.0,-0.909,250973421568.0,0.0,-0.005
