Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,46.805,-7.491,-7.491,-1.0,108016238592.0,0.0,-0.005
2,66.805,20.0,20.0,-1.0,901182586880.0,0.0,-0.005
3,67.963,1.158,1.158,-1.0,279981522944.0,0.0,-0.005
4,87.963,20.0,20.0,1.0,887411507200.0,0.0,-0.055
5,74.885,-13.077,-13.077,0.11,181857026048.0,0.0,-0.055
6,80.267,5.381,5.381,-1.0,350905040896.0,0.0,-0.005
7,100.267,20.0,20.0,-1.0,984391745536.0,0.0,-0.005
8,112.064,11.798,11.798,-0.61,672181911552.0,0.0,-0.005
9,120.0,20.0,20.0,-1.0,1009337106432.0,0.0,-0.005
10,120.0,9.415,9.415,-1.0,643240034304.0,0.0,-0.005
11,101.513,-18.487,-18.487,-0.403,254870765568.0,0.0,-0.005
12,91.152,-10.36,-10.36,0.242,133111857152.0,0.0,-0.055
13,111.152,20.0,20.0,-1.0,956331655168.0,0.0,-0.005
14,98.105,-13.047,-13.047,-1.0,194887647232.0,0.0,-0.005
15,98.805,0.7,0.7,-0.419,166880542720.0,0.0,-0.005
16,118.805,20.0,20.0,-0.316,953127600128.0,0.0,-0.005
17,106.442,-12.363,-12.363,-1.0,199367032832.0,0.0,-0.005
18,120.0,20.0,20.0,-1.0,957962256384.0,0.0,-0.005
19,120.0,0.147,0.147,-0.86,322860941312.0,0.0,-0.005
20,120.0,12.832,12.832,-0.841,734882758656.0,0.0,-0.005
21,120.0,20.0,20.0,-1.0,1058527903744.0,0.0,-0.005
22,104.417,-15.583,-15.583,-0.897,233508929536.0,0.0,-0.005
23,120.0,20.0,20.0,-1.0,950664757248.0,0.0,-0.005
24,120.0,20.0,20.0,-0.172,1038637465600.0,0.0,-0.005
25,120.0,20.0,20.0,-1.0,1073051992064.0,0.0,-0.005
26,120.0,17.482,17.482,-0.773,961571323904.0,0.0,-0.005
27,120.0,20.0,20.0,-1.0,1067975966720.0,0.0,-0.005
28,120.0,17.533,17.533,-0.775,963730407424.0,0.0,-0.005
29,115.52,-4.48,-4.48,-0.827,177258889216.0,0.0,-0.005
30,120.0,20.0,20.0,-1.0,977519968256.0,0.0,-0.005
31,120.0,20.0,20.0,-0.08,1034814619648.0,0.0,-0.005
32,120.0,10.827,10.827,0.381,642852716544.0,0.0,-0.055
33,120.0,20.0,20.0,-1.0,1054559436800.0,0.0,-0.005
34,120.0,20.0,20.0,-1.0,1073117134848.0,0.0,-0.005
35,111.059,-8.941,-8.941,-1.0,162245394432.0,0.0,-0.005
36,120.0,20.0,20.0,-1.0,966788907008.0,0.0,-0.005
37,120.0,20.0,20.0,-0.787,1064287010816.0,0.0,-0.005
38,120.0,6.581,6.581,-0.138,492109692928.0,0.0,-0.005
39,120.0,13.169,13.169,-1.0,768472842240.0,0.0,-0.005
40,120.0,12.031,12.031,-1.0,735703924736.0,0.0,-0.005
41,120.0,8.731,8.731,-1.0,599313874944.0,0.0,-0.005
42,120.0,12.049,12.049,-1.0,727401365504.0,0.0,-0.005
43,117.276,-2.724,-2.724,-0.972,223132975104.0,0.0,-0.005
44,120.0,20.0,20.0,-0.494,1004814467072.0,0.0,-0.005
45,106.36,-13.64,-13.64,-0.483,208216047616.0,0.0,-0.005
46,114.293,7.933,7.933,-1.0,465232003072.0,0.0,-0.005
47,120.0,20.0,20.0,-0.646,987707080704.0,0.0,-0.005
48,120.0,6.582,6.582,-0.09,490196172800.0,0.0,-0.005
49,118.817,-1.183,-1.183,-0.33,221737025536.0,0.0,-0.005
50,120.0,20.0,20.0,-0.425,1005722533888.0,0.0,-0.005
51,113.541,-6.459,-6.459,-1.0,140386467840.0,0.0,-0.005
