Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,97.201,20.0,20.0,0.206,10631714816.0,0.0,-0.055
2,117.201,20.0,20.0,-1.0,11859358720.0,0.0,-0.005
3,120.0,6.517,6.517,-0.927,6622917632.0,0.0,-0.005
4,120.0,20.0,20.0,-1.0,12347305984.0,0.0,-0.005
5,120.0,20.0,20.0,0.93,11637447680.0,0.0,-0.055
6,120.0,16.049,16.049,-0.923,11546064896.0,0.0,-0.005
7,117.719,-2.281,-2.281,-1.0,4708648960.0,0.0,-0.005
8,120.0,5.152,5.152,-1.0,6329345024.0,0.0,-0.005
9,120.0,20.0,20.0,-1.0,12995525632.0,0.0,-0.005
10,120.0,18.962,18.962,0.342,12165317632.0,0.0,-0.055
11,120.0,6.218,6.218,-0.784,7132947456.0,0.0,-0.005
12,120.0,20.0,20.0,-0.876,12955450368.0,0.0,-0.005
13,120.0,20.0,20.0,0.31,12645195776.0,0.0,-0.055
14,120.0,11.303,11.303,-0.462,9189898240.0,0.0,-0.005
15,100.0,-20.0,-20.0,-0.374,4029702144.0,0.0,-0.005
16,120.0,20.0,20.0,-1.0,11616956416.0,0.0,-0.005
17,120.0,5.382,5.382,-0.642,6814987264.0,0.0,-0.005
18,120.0,1.801,1.801,-1.0,5592462336.0,0.0,-0.005
19,120.0,20.0,20.0,-1.0,12920636416.0,0.0,-0.005
20,120.0,20.0,20.0,-0.908,13293236224.0,0.0,-0.005
21,120.0,20.0,20.0,-1.0,13341865984.0,0.0,-0.005
22,120.0,13.824,13.824,-0.124,10132976640.0,0.0,-0.005
23,120.0,20.0,20.0,-0.515,12945692672.0,0.0,-0.005
24,120.0,20.0,20.0,0.805,12384423936.0,0.0,-0.055
25,120.0,20.0,20.0,-0.987,13336729600.0,0.0,-0.005
26,120.0,20.0,20.0,0.203,12707889152.0,0.0,-0.055
27,120.0,17.12,17.12,-1.0,12069109760.0,0.0,-0.005
28,120.0,20.0,20.0,-1.0,13278425088.0,0.0,-0.005
29,120.0,18.822,18.822,-0.962,12803495936.0,0.0,-0.005
30,120.0,20.0,20.0,-1.0,13318403072.0,0.0,-0.005
31,120.0,20.0,20.0,-1.0,13345930240.0,0.0,-0.005
32,119.623,-0.377,-0.377,0.036,4715012608.0,0.0,-0.055
33,120.0,20.0,20.0,-0.307,12501085184.0,0.0,-0.005
34,117.788,-2.212,-2.212,0.305,4011547136.0,0.0,-0.055
35,120.0,13.287,13.287,-0.506,9565419520.0,0.0,-0.005
36,120.0,20.0,20.0,-1.0,13193533440.0,0.0,-0.005
37,120.0,20.0,20.0,-1.0,13348422656.0,0.0,-0.005
38,120.0,3.033,3.033,-0.564,6088341504.0,0.0,-0.005
39,120.0,16.013,16.013,0.244,10514770944.0,0.0,-0.055
40,120.0,3.6,3.6,-1.0,6418590720.0,0.0,-0.005
41,120.0,9.574,9.574,-1.0,8329132032.0,0.0,-0.005
42,120.0,20.0,20.0,-1.0,13110580224.0,0.0,-0.005
43,120.0,20.0,20.0,-0.469,13073291264.0,0.0,-0.005
44,120.0,20.0,20.0,-1.0,13351367680.0,0.0,-0.005
45,120.0,20.0,20.0,-1.0,13351790592.0,0.0,-0.005
46,120.0,19.436,19.436,0.116,12511064064.0,0.0,-0.055
47,120.0,20.0,20.0,-1.0,13339615232.0,0.0,-0.005
48,120.0,11.054,11.054,-0.958,9354797056.0,0.0,-0.005
49,120.0,7.019,7.019,-1.0,7380405760.0,0.0,-0.005
