Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,98.169,20.0,20.0,-1.0,13097606.0,0.0,-0.005
2,96.044,-2.125,-2.125,-0.269,9897905.0,0.0,-0.005
3,116.044,20.0,20.0,-0.874,13612657.0,0.0,-0.005
4,120.0,14.314,14.314,-0.626,13036970.0,0.0,-0.005
5,120.0,20.0,20.0,-0.396,15799912.0,0.0,-0.005
6,117.307,-2.693,-2.693,-1.0,13397608.0,0.0,-0.005
7,120.0,20.0,20.0,-0.391,15779201.0,0.0,-0.005
8,120.0,19.845,19.845,-0.591,15813922.0,0.0,-0.005
9,119.308,-0.692,-0.692,-1.0,13396900.0,0.0,-0.005
10,120.0,20.0,20.0,-1.0,16005519.0,0.0,-0.005
11,120.0,4.04,4.04,-1.0,13398191.0,0.0,-0.005
12,120.0,11.0,11.0,-1.0,14698199.0,0.0,-0.005
13,120.0,20.0,20.0,-1.0,15992056.0,0.0,-0.005
14,120.0,12.61,12.61,-1.0,14922788.0,0.0,-0.005
15,120.0,5.148,5.148,-0.369,13426858.0,0.0,-0.005
16,120.0,20.0,20.0,-1.0,16029986.0,0.0,-0.005
17,120.0,20.0,20.0,0.071,15719823.0,0.0,-0.055
18,120.0,15.483,15.483,-0.209,17861938.0,0.0,-0.005
19,120.0,20.0,20.0,-1.0,18797490.0,0.0,-0.005
20,120.0,20.0,20.0,-1.0,18782240.0,0.0,-0.005
21,120.0,20.0,20.0,-1.0,18789280.0,0.0,-0.005
22,120.0,18.495,18.495,-1.0,18596986.0,0.0,-0.005
23,120.0,6.274,6.274,-1.0,16204550.0,0.0,-0.005
24,120.0,20.0,20.0,0.096,18621512.0,0.0,-0.055
25,117.877,-2.123,-2.123,0.743,15628392.0,0.0,-0.055
26,120.0,7.059,7.059,-1.0,16377048.0,0.0,-0.005
27,120.0,4.701,4.701,-0.115,15905506.0,0.0,-0.005
28,120.0,20.0,20.0,-0.811,18866398.0,0.0,-0.005
29,120.0,4.448,4.448,-0.772,15948744.0,0.0,-0.005
30,120.0,20.0,20.0,-1.0,18925626.0,0.0,-0.005
31,120.0,20.0,20.0,-1.0,18850220.0,0.0,-0.005
32,120.0,20.0,20.0,-1.0,18856890.0,0.0,-0.005
33,120.0,7.721,7.721,-1.0,16476533.0,0.0,-0.005
34,120.0,20.0,20.0,-1.0,18928530.0,0.0,-0.005
35,110.046,-9.954,-9.954,0.854,16249954.0,0.0,-0.055
36,120.0,11.041,11.041,-1.0,14704712.0,0.0,-0.005
37,120.0,20.0,20.0,0.735,18527008.0,0.0,-0.055
38,120.0,20.0,20.0,-1.0,18891466.0,0.0,-0.005
39,120.0,20.0,20.0,-0.365,18754270.0,0.0,-0.005
40,120.0,13.063,13.063,-1.0,17712690.0,0.0,-0.005
41,120.0,20.0,20.0,-0.85,18911842.0,0.0,-0.005
42,100.0,-20.0,-20.0,-0.266,17967814.0,0.0,-0.005
43,120.0,20.0,20.0,-1.0,16814330.0,0.0,-0.005
44,120.0,20.0,20.0,-1.0,18935138.0,0.0,-0.005
45,120.0,17.179,17.179,-1.0,18522124.0,0.0,-0.005
46,120.0,20.0,20.0,-1.0,18957996.0,0.0,-0.005
47,120.0,20.0,20.0,-0.092,18742674.0,0.0,-0.005
48,120.0,20.0,20.0,-0.56,18852906.0,0.0,-0.005
