Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,67.691,-1.981,-1.981,-0.94,0.0,0.0,-0.005
2,47.691,-20.0,-59.754,-1.222,0.0,0.0,-0.005
3,27.691,-20.0,-22.806,-1.153,0.0,0.0,-0.005
4,7.691,-20.0,-20.843,0.017,0.0,0.0,-0.055
5,0.0,-20.0,-22.49,-0.868,0.0,0.0,-0.005
6,20.0,20.0,36.982,-2.234,0.0,0.0,-0.005
7,16.478,-3.522,-3.522,-0.535,0.0,0.0,-0.005
8,11.635,-4.843,-4.843,0.748,0.0,0.0,-0.055
9,0.0,-15.164,-15.164,1.045,0.0,0.0,-0.055
10,10.935,10.935,10.935,-0.773,0.0,0.0,-0.005
11,0.0,-13.732,-13.732,-2.061,0.0,0.0,-0.005
12,0.0,-19.481,-19.481,-1.646,0.0,0.0,-0.005
13,11.58,11.58,11.58,0.009,0.0,0.0,-0.055
14,31.58,20.0,22.281,-1.379,0.0,0.0,-0.005
15,11.58,-20.0,-45.037,-1.331,0.0,0.0,-0.005
16,13.698,2.118,2.118,-1.981,0.0,0.0,-0.005
17,0.0,-20.0,-28.147,-0.232,0.0,0.0,-0.005
18,0.0,-10.126,-10.126,-0.557,0.0,0.0,-0.005
19,10.871,10.871,10.871,-1.423,0.0,0.0,-0.005
20,0.0,-17.239,-17.239,-2.958,0.0,0.0,-0.005
21,0.537,0.537,0.537,0.347,0.0,0.0,-0.055
22,0.0,-10.692,-10.692,-3.819,0.0,0.0,-0.005
23,1.425,1.425,1.425,0.094,0.0,0.0,-0.055
24,0.0,-3.589,-3.589,-0.691,0.0,0.0,-0.005
25,16.887,16.887,16.887,-1.686,0.0,0.0,-0.005
26,9.18,-7.707,-7.707,0.324,0.0,0.0,-0.055
27,29.18,20.0,27.18,-0.176,0.0,0.0,-0.005
28,9.18,-20.0,-24.046,1.2,0.0,0.0,-0.055
29,0.0,-20.0,-34.798,-1.264,0.0,0.0,-0.005
30,0.0,-15.206,-15.206,-1.634,0.0,0.0,-0.005
31,0.0,-1.305,-1.305,0.265,0.0,0.0,-0.055
32,0.0,-20.0,-22.447,-2.028,0.0,0.0,-0.005
33,9.623,9.623,9.623,-1.636,0.0,0.0,-0.005
34,17.424,7.802,7.802,0.452,0.0,0.0,-0.055
35,0.0,-20.0,-20.856,0.6,0.0,0.0,-0.055
36,0.278,0.278,0.278,-1.095,0.0,0.0,-0.005
37,0.0,-18.236,-18.236,-1.409,0.0,0.0,-0.005
38,5.313,5.313,5.313,-0.572,0.0,0.0,-0.005
39,0.0,-19.141,-19.141,-0.856,0.0,0.0,-0.005
40,11.222,11.222,11.222,-1.439,0.0,0.0,-0.005
41,0.0,-19.596,-19.596,-2.333,0.0,0.0,-0.005
42,0.0,-20.0,-39.808,0.192,0.0,0.0,-0.055
43,0.0,-6.44,-6.44,-2.475,0.0,0.0,-0.005
44,0.0,-12.867,-12.867,-1.862,0.0,0.0,-0.005
45,0.0,-20.0,-40.3,-0.999,0.0,0.0,-0.005
46,0.0,-20.0,-29.837,-0.427,0.0,0.0,-0.005
47,0.0,-16.794,-16.794,-1.92,0.0,0.0,-0.005
48,0.0,-20.0,-23.47,-1.467,0.0,0.0,-0.005
49,0.0,-2.55,-2.55,0.644,0.0,0.0,-0.055
50,0.0,-20.0,-42.041,-0.62,0.0,0.0,-0.005
51,0.0,-20.0,-25.772,-0.514,0.0,0.0,-0.005
52,12.129,12.129,12.129,0.305,0.0,0.0,-0.055
53,0.0,-20.0,-27.944,-1.599,0.0,0.0,-0.005
54,0.0,-16.652,-16.652,-0.795,0.0,0.0,-0.005
55,0.0,-0.067,-0.067,-0.875,0.0,0.0,-0.005
56,0.0,-20.0,-59.467,-1.657,0.0,0.0,-0.005
