Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,97.674,18.485,18.485,0.4,0.0,0.0,-0.055
2,117.674,20.0,26.728,-1.905,0.0,0.0,-0.005
3,120.0,17.436,17.436,0.579,0.0,0.0,-0.055
4,103.582,-16.418,-16.418,1.918,0.0,0.0,-0.055
5,83.582,-20.0,-21.255,0.516,0.0,0.0,-0.055
6,67.239,-16.343,-16.343,3.314,0.0,0.0,-0.055
7,50.496,-16.742,-16.742,0.614,0.0,0.0,-0.055
8,33.786,-16.71,-16.71,3.321,0.0,0.0,-0.055
9,13.786,-20.0,-21.07,1.364,0.0,0.0,-0.055
10,0.0,-20.0,-20.698,1.741,0.0,0.0,9.945
11,20.0,20.0,22.838,0.081,0.0,0.0,-0.055
12,40.0,20.0,20.431,-0.116,0.0,0.0,-0.005
13,56.364,16.364,16.364,-1.275,0.0,0.0,-0.005
14,76.364,20.0,21.232,-0.388,0.0,0.0,-0.005
15,93.97,17.606,17.606,0.669,0.0,0.0,-0.055
16,113.97,20.0,22.593,0.706,0.0,0.0,-0.055
17,120.0,20.0,26.913,1.423,0.0,0.0,-0.055
18,100.0,-20.0,-21.3,-0.234,0.0,0.0,-0.005
19,80.0,-20.0,-21.414,-0.876,0.0,0.0,-0.005
20,62.98,-17.02,-17.02,2.269,0.0,0.0,-0.055
21,46.032,-16.947,-16.947,3.24,0.0,0.0,-0.055
22,26.032,-20.0,-24.988,2.327,0.0,0.0,-0.055
23,9.908,-16.124,-16.124,-1.07,0.0,0.0,-0.005
24,0.0,-18.523,-18.523,1.006,0.0,0.0,9.945
25,17.885,17.885,17.885,0.062,0.0,0.0,-0.055
26,32.375,14.49,14.49,0.969,0.0,0.0,-0.055
27,52.375,20.0,22.896,0.954,0.0,0.0,-0.055
28,67.82,15.445,15.445,-3.643,0.0,0.0,-0.005
29,87.82,20.0,24.006,-0.265,0.0,0.0,-0.005
30,107.49,19.67,19.67,-1.198,0.0,0.0,-0.005
31,120.0,20.0,25.057,1.24,0.0,0.0,-0.055
32,100.816,-19.184,-19.184,0.164,0.0,0.0,-0.055
33,84.478,-16.338,-16.338,-0.237,0.0,0.0,-0.005
34,64.478,-20.0,-21.197,-0.492,0.0,0.0,-0.005
35,44.862,-19.616,-19.616,0.215,0.0,0.0,-0.055
36,28.612,-16.25,-16.25,-0.254,0.0,0.0,-0.005
37,8.612,-20.0,-23.373,1.029,0.0,0.0,-0.055
38,0.0,-20.0,-20.373,1.304,0.0,0.0,9.945
39,20.0,20.0,21.851,0.412,0.0,0.0,-0.055
40,40.0,20.0,20.41,0.761,0.0,0.0,-0.055
41,60.0,20.0,21.507,-2.513,0.0,0.0,-0.005
42,80.0,20.0,26.276,-0.525,0.0,0.0,-0.005
43,99.953,19.953,19.953,1.74,0.0,0.0,-0.055
44,118.177,18.223,18.223,2.336,0.0,0.0,-0.055
45,98.177,-20.0,-26.176,0.735,0.0,0.0,-0.055
46,79.469,-18.707,-18.707,0.77,0.0,0.0,-0.055
47,59.469,-20.0,-27.125,-0.514,0.0,0.0,-0.005
48,42.195,-17.274,-17.274,-0.462,0.0,0.0,-0.005
49,22.195,-20.0,-21.44,0.775,0.0,0.0,-0.055
50,4.916,-17.279,-17.279,0.951,0.0,0.0,-0.055
51,0.0,-15.604,-15.604,0.625,0.0,0.0,9.945
