Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,60.442,20.0,1.9934068e+06,-2.277873e+06,0.0,0.0,-0.005
2,40.442,-20.0,-4.528669e+06,6.29078e+06,0.0,0.0,-0.055
3,20.442,-20.0,-5.8427825e+06,-3.5954702e+06,0.0,0.0,-0.005
4,0.442,-20.0,-494788.75,-3.527185e+06,0.0,0.0,-0.005
5,0.0,-20.0,-3.361827e+06,4.249467e+06,0.0,0.0,-0.055
6,20.0,20.0,323.001,-1.0913919e+06,0.0,0.0,-0.005
7,0.0,-20.0,-1.4068974e+06,1.0278989e+06,0.0,0.0,-0.055
8,0.0,-20.0,-1.3708192e+06,-4.2370735e+06,0.0,0.0,-0.005
9,0.0,-20.0,-1.2648201e+06,5.3938645e+06,0.0,0.0,-0.055
10,20.0,20.0,1.7140439e+06,5.485652e+06,0.0,0.0,-0.055
11,0.0,-20.0,-1.3772905e+06,805140.5,0.0,0.0,-0.055
12,20.0,20.0,4.222474e+06,1.699802e+06,0.0,0.0,-0.055
13,0.0,-20.0,-1.1850295e+06,-532797.06,0.0,0.0,-0.005
14,0.0,-20.0,-1.1739129e+06,-1.3451042e+06,0.0,0.0,-0.005
15,20.0,20.0,2.3623675e+06,1.2399578e+06,0.0,0.0,-0.055
16,0.0,-20.0,-2.7817485e+06,-5.069502e+06,0.0,0.0,-0.005
17,0.0,-20.0,-376887.8,-3.3889175e+06,0.0,0.0,-0.005
18,0.0,-20.0,-1.655046e+06,-1.4496958e+06,0.0,0.0,-0.005
19,20.0,20.0,1.7598275e+06,2.6068482e+06,0.0,0.0,-0.055
20,0.0,-20.0,-812443.44,-4.266212e+06,0.0,0.0,-0.005
21,0.0,-20.0,-847669.06,192042.52,0.0,0.0,-0.055
22,20.0,20.0,528809.5,-7.0449515e+06,0.0,0.0,-0.005
23,40.0,20.0,396588.12,-3.6870828e+06,0.0,0.0,-0.005
24,60.0,20.0,1.7851068e+06,730865.8,0.0,0.0,-0.055
25,40.0,-20.0,-570904.25,-1.5773148e+06,0.0,0.0,-0.005
26,60.0,20.0,2.1774002e+06,2.4135232e+06,0.0,0.0,-0.055
27,80.0,20.0,427459.2,4.034959e+06,0.0,0.0,-0.055
28,60.0,-20.0,-2.2823295e+06,-3.0295062e+06,0.0,0.0,-0.005
29,80.0,20.0,2.1068842e+06,1.1731954e+06,0.0,0.0,-0.055
30,60.0,-20.0,-247272.97,1.3588315e+06,0.0,0.0,-0.055
31,40.0,-20.0,-388858.88,-1.6404835e+06,0.0,0.0,-0.005
32,60.0,20.0,503103.47,2.5497208e+06,0.0,0.0,-0.055
33,40.0,-20.0,-3.2057965e+06,-108851.625,0.0,0.0,-0.005
34,60.0,20.0,1.1968502e+06,2.7042675e+06,0.0,0.0,-0.055
35,40.0,-20.0,-333722.56,-2.7896362e+06,0.0,0.0,-0.005
36,20.0,-20.0,-1.6833214e+06,-3.069338e+06,0.0,0.0,-0.005
37,40.0,20.0,1.4021849e+06,285739.3,0.0,0.0,-0.055
38,60.0,20.0,1.883981e+06,-3.63219e+06,0.0,0.0,-0.005
39,80.0,20.0,2.63498e+06,-7.027867e+06,0.0,0.0,-0.005
40,60.0,-20.0,-2.275149e+06,890624.9,0.0,0.0,-0.055
41,80.0,20.0,2.084717e+06,1.0871535e+06,0.0,0.0,-0.055
42,100.0,20.0,2.6111375e+06,-1.1925338e+06,0.0,0.0,-0.005
43,80.0,-20.0,-3.608875e+06,-4.680331e+06,0.0,0.0,-0.005
44,100.0,20.0,2.486892e+06,283492.38,0.0,0.0,-0.055
45,80.0,-20.0,-1.2325798e+06,-3.065693e+06,0.0,0.0,-0.005
46,100.0,20.0,1.9563385e+06,-1.3004689e+06,0.0,0.0,-0.005
47,80.0,-20.0,-277597.88,7.071882e+06,0.0,0.0,-0.055
48,60.0,-20.0,-19337.457,-3.470627e+06,0.0,0.0,-0.005
49,40.0,-20.0,-1.073967e+06,-1.2083516e+06,0.0,0.0,-0.005
50,20.0,-20.0,-2.4666035e+06,-4.779659e+06,0.0,0.0,-0.005
51,40.0,20.0,104366.45,1.779664e+06,0.0,0.0,-0.055
52,60.0,20.0,640614.5,-1.8393256e+06,0.0,0.0,-0.005
53,40.0,-20.0,-2.3204872e+06,-7.6105405e+06,0.0,0.0,-0.005
54,60.0,20.0,3.467052e+06,8.567931e+06,0.0,0.0,-0.055
55,40.0,-20.0,-183694.06,2.3110588e+06,0.0,0.0,-0.055
56,60.0,20.0,803497.8,2.1890458e+06,0.0,0.0,-0.055
57,40.0,-20.0,-1.3106435e+06,1.2803698e+06,0.0,0.0,-0.055
58,60.0,20.0,1.1491748e+06,-1.1643459e+06,0.0,0.0,-0.005
59,40.0,-20.0,-2.6325725e+06,3.1885598e+06,0.0,0.0,-0.055
60,20.0,-20.0,-1.157889e+06,7.2666385e+06,0.0,0.0,-0.055
61,40.0,20.0,1.0859778e+06,-3.8593448e+06,0.0,0.0,-0.005
62,20.0,-20.0,-4.1982005e+06,3.5066475e+06,0.0,0.0,-0.055
63,40.0,20.0,891583.44,1.1660196e+06,0.0,0.0,-0.055
64,60.0,20.0,813278.25,2.8603662e+06,0.0,0.0,-0.055
65,40.0,-20.0,-458830.34,-1.3199185e+06,0.0,0.0,-0.005
66,20.0,-20.0,-1.7878419e+06,8.556759e+06,0.0,0.0,-0.055
67,0.0,-20.0,-257382.2,-3.2719385e+06,0.0,0.0,-0.005
68,0.0,-20.0,-1.1581745e+06,-340399.1,0.0,0.0,-0.005
69,0.0,-20.0,-1.1152661e+06,-6.4173785e+06,0.0,0.0,-0.005
70,0.0,-20.0,-2.0966065e+06,394770.28,0.0,0.0,-0.055
71,20.0,20.0,1.5172662e+06,1.5145188e+06,0.0,0.0,-0.055
72,0.0,-20.0,-1.310895e+06,6.2983765e+06,0.0,0.0,-0.055
73,20.0,20.0,709143.1,-1.3463652e+06,0.0,0.0,-0.005
74,40.0,20.0,884463.7,4.1288802e+06,0.0,0.0,-0.055
75,20.0,-20.0,-4.6580615e+06,-2.2766185e+06,0.0,0.0,-0.005
76,0.0,-20.0,-781436.56,6.6695745e+06,0.0,0.0,-0.055
77,20.0,20.0,211456.94,-796094.06,0.0,0.0,-0.005
78,40.0,20.0,2.570445e+06,-1.0484366e+06,0.0,0.0,-0.005
79,20.0,-20.0,-3.526393e+06,5.257512e+06,0.0,0.0,-0.055
80,40.0,20.0,753843.6,3.6371712e+06,0.0,0.0,-0.055
81,20.0,-20.0,-1.9715748e+06,2.0302088e+06,0.0,0.0,-0.055
82,40.0,20.0,3.592914e+06,-1.9643332e+06,0.0,0.0,-0.005
83,60.0,20.0,313808.78,-905290.7,0.0,0.0,-0.005
84,80.0,20.0,2.0391799e+06,638458.0,0.0,0.0,-0.055
85,60.0,-20.0,-844417.0,-2.9736338e+06,0.0,0.0,-0.005
86,40.0,-20.0,-2.7083915e+06,6.849974e+06,0.0,0.0,-0.055
87,20.0,-20.0,-2.7042672e+06,-4.886831e+06,0.0,0.0,-0.005
88,0.0,-20.0,-5.4077925e+06,6.910966e+06,0.0,0.0,-0.055
89,0.0,-20.0,-4.235779e+06,-5.94299e+06,0.0,0.0,-0.005
90,0.0,-20.0,-83088.04,-3.8750655e+06,0.0,0.0,-0.005
91,0.0,-20.0,-1.4530418e+06,-179939.48,0.0,0.0,-0.005
92,0.0,-20.0,-781898.9,-6.2465115e+06,0.0,0.0,-0.005
93,20.0,20.0,3.7267952e+06,1.6941812e+06,0.0,0.0,-0.055
94,0.0,-20.0,-398740.44,-6.05367e+06,0.0,0.0,-0.005
95,0.0,-20.0,-2.0771012e+06,-5.082973e+06,0.0,0.0,-0.005
96,20.0,20.0,1.6596412e+06,-4.359585e+06,0.0,0.0,-0.005
97,0.0,-20.0,-5.824279e+06,2.054304e+06,0.0,0.0,-0.055
98,20.0,20.0,1.8343361e+06,3.237293e+06,0.0,0.0,-0.055
99,40.0,20.0,2.7319065e+06,4.251029e+06,0.0,0.0,-0.055
100,20.0,-20.0,-141258.06,-1.3708941e+06,0.0,0.0,-0.005
101,0.0,-20.0,-36228.293,-1.6970815e+06,0.0,0.0,-0.005
102,20.0,20.0,82340.4,3.0201545e+06,0.0,0.0,-0.055
103,40.0,20.0,1.2480092e+06,404478.44,0.0,0.0,-0.055
104,60.0,20.0,1.1293585e+06,2.2347982e+06,0.0,0.0,-0.055
105,40.0,-20.0,-960623.75,3.278405e+06,0.0,0.0,-0.055
106,20.0,-20.0,-1.1785341e+06,-160248.61,0.0,0.0,-0.005
107,40.0,20.0,1.283359e+06,-5.7819475e+06,0.0,0.0,-0.005
108,60.0,20.0,1.0702898e+06,3.5386722e+06,0.0,0.0,-0.055
109,80.0,20.0,2.7990515e+06,-1.2084972e+06,0.0,0.0,-0.005
110,60.0,-20.0,-1.4827051e+06,1.6042615e+06,0.0,0.0,-0.055
111,40.0,-20.0,-571110.75,-5.495311e+06,0.0,0.0,-0.005
112,60.0,20.0,71742.31,-4.9114295e+06,0.0,0.0,-0.005
113,80.0,20.0,34405.996,977879.1,0.0,0.0,-0.055
114,100.0,20.0,4.1240278e+06,2.3426382e+06,0.0,0.0,-0.055
115,80.0,-20.0,-5.894385e+06,-1.867321e+06,0.0,0.0,-0.005
116,100.0,20.0,377087.38,-153280.83,0.0,0.0,-0.005
117,80.0,-20.0,-1.2935724e+06,-2.4985805e+06,0.0,0.0,-0.005
