Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,46.452,-7.845,-7.845,-0.106,-0.3201,0.0,-0.005
2,50.765,4.313,4.313,-0.135,-0.2476,0.0,-0.005
3,45.259,-5.505,-5.505,0.058,-0.2345,0.0,-0.055
4,50.068,4.809,4.809,0.808,-0.2755,0.0,-0.055
5,40.256,-9.812,-9.812,0.405,-0.3915,0.0,-0.055
6,36.733,-3.523,-3.523,-0.03,-0.196,0.0,-0.005
7,38.7,1.967,1.967,-0.332,-0.1299,0.0,-0.005
8,36.399,-2.301,-2.301,0.192,-0.1438,0.0,-0.055
9,42.642,6.243,6.243,-0.595,-0.3268,0.0,-0.005
10,39.422,-3.22,-3.22,-0.101,-0.1563,0.0,-0.005
11,28.357,-11.065,-11.065,0.259,-0.4503,0.0,-0.055
12,20.165,-8.192,-8.192,0.445,-0.3653,0.0,-0.055
13,21.029,0.864,0.864,-0.213,-0.1013,0.0,-0.005
14,11.229,-9.8,-9.8,-0.053,-0.3968,0.0,-0.005
15,6.259,-4.97,-4.97,0.25,-0.2561,0.0,-0.055
16,15.242,8.983,8.983,0.285,-0.4691,0.0,-0.055
17,5.179,-10.063,-10.063,-0.38,-0.3806,0.0,-0.005
18,8.334,3.155,3.155,-0.228,-0.1932,0.0,-0.005
19,2.262,-6.072,-6.072,0.119,-0.2714,0.0,-0.055
20,0.782,-1.48,-1.48,0.143,-0.0989,0.0,-0.055
21,2.428,1.647,1.647,0.042,-0.0831,0.0,-0.055
22,0.0,-10.72,-10.72,0.14,-0.3943,0.0,-0.055
23,2.972,2.972,2.972,-0.274,-0.1644,0.0,-0.005
24,12.081,9.109,9.109,0.359,-0.4653,0.0,-0.055
25,20.825,8.744,8.744,-0.443,-0.443,0.0,-0.005
26,19.763,-1.062,-1.062,0.142,-0.0979,0.0,-0.055
27,27.411,7.648,7.648,-0.565,-0.3959,0.0,-0.005
28,26.461,-0.95,-0.95,0.14,-0.095,0.0,-0.055
29,19.389,-7.072,-7.072,0.132,-0.3084,0.0,-0.055
30,20.448,1.058,1.058,-0.032,-0.1059,0.0,-0.005
31,30.092,9.644,9.644,0.354,-0.5027,0.0,-0.055
32,27.041,-3.051,-3.051,0.488,-0.1603,0.0,-0.055
33,32.97,5.929,5.929,0.072,-0.3195,0.0,-0.055
34,34.25,1.28,1.28,-0.275,-0.0822,0.0,-0.005
35,25.731,-8.519,-8.519,-0.085,-0.3477,0.0,-0.005
36,33.549,7.817,7.817,-0.068,-0.4212,0.0,-0.005
37,38.043,4.494,4.494,0.137,-0.2399,0.0,-0.055
38,34.041,-4.002,-4.002,0.331,-0.1943,0.0,-0.055
39,32.509,-1.532,-1.532,-0.034,-0.1304,0.0,-0.005
40,30.469,-2.04,-2.04,-0.327,-0.1374,0.0,-0.005
41,27.463,-3.006,-3.006,-0.027,-0.1719,0.0,-0.005
42,25.506,-1.957,-1.957,0.04,-0.1457,0.0,-0.055
43,19.035,-6.471,-6.471,0.088,-0.2884,0.0,-0.055
44,20.388,1.353,1.353,0.23,-0.1174,0.0,-0.055
45,10.37,-10.018,-10.018,0.233,-0.4111,0.0,-0.055
46,7.58,-2.79,-2.79,-0.142,-0.1865,0.0,-0.005
47,20.889,13.309,13.309,0.186,-0.6923,0.0,-0.055
48,16.34,-4.549,-4.549,0.349,-0.2006,0.0,-0.055
49,10.463,-5.876,-5.876,0.28,-0.2787,0.0,-0.055
50,15.571,5.108,5.108,0.251,-0.2836,0.0,-0.055
51,7.451,-8.12,-8.12,-0.229,-0.3244,0.0,-0.005
52,12.405,4.954,4.954,-0.04,-0.2768,0.0,-0.005
53,14.663,2.258,2.258,0.532,-0.1314,0.0,-0.055
54,22.605,7.943,7.943,0.024,-0.414,0.0,-0.055
55,22.587,-0.019,-0.019,-0.492,-0.0533,0.0,-0.005
56,22.404,-0.182,-0.182,-0.781,-0.0716,0.0,-0.005
57,23.537,1.132,1.132,0.214,-0.0922,0.0,-0.055
58,24.249,0.712,0.712,0.449,-0.0801,0.0,-0.055
59,14.189,-10.06,-10.06,-0.153,-0.4029,0.0,-0.005
60,11.262,-2.927,-2.927,0.077,-0.1909,0.0,-0.055
61,13.028,1.765,1.765,0.667,-0.1299,0.0,-0.055
