Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,81.011,1.822,1.822,-0.157,-0.1253,0.0,-0.005
2,85.383,4.372,4.372,0.321,-0.2487,0.0,-0.055
3,84.824,-0.559,-0.559,-0.051,-0.0798,0.0,-0.005
4,92.003,7.18,7.18,-0.273,-0.3942,0.0,-0.005
5,91.432,-0.571,-0.571,-0.138,-0.0809,0.0,-0.005
6,99.449,8.016,8.016,0.211,-0.4397,0.0,-0.055
7,93.004,-6.445,-6.445,-0.241,-0.2344,0.0,-0.005
8,92.599,-0.404,-0.404,0.441,-0.0738,0.0,-0.055
9,94.619,2.019,2.019,0.36,-0.1379,0.0,-0.055
10,102.122,7.503,7.503,0.068,-0.4107,0.0,-0.055
11,120.0,18.896,18.896,0.29,-1.0156,0.0,-0.055
12,119.241,-0.759,-0.759,0.49,-0.1055,0.0,-0.055
13,120.0,1.829,1.829,0.292,-0.1466,0.0,-0.055
14,107.731,-12.269,-12.269,-0.086,-0.4329,0.0,-0.005
15,111.518,3.787,3.787,0.035,-0.2479,0.0,-0.055
16,118.168,6.65,6.65,0.118,-0.3664,0.0,-0.055
17,118.856,0.688,0.688,0.162,-0.1139,0.0,-0.055
18,117.817,-1.039,-1.039,-0.12,-0.1028,0.0,-0.005
19,120.0,2.492,2.492,-0.639,-0.1773,0.0,-0.005
20,118.625,-1.375,-1.375,0.518,-0.1066,0.0,-0.055
21,110.009,-8.616,-8.616,-0.185,-0.3135,0.0,-0.005
22,108.246,-1.763,-1.763,0.487,-0.1714,0.0,-0.055
23,102.109,-6.137,-6.137,-0.22,-0.2766,0.0,-0.005
24,95.855,-6.254,-6.254,-0.006,-0.292,0.0,-0.005
25,89.41,-6.445,-6.445,-0.437,-0.2933,0.0,-0.005
26,88.555,-0.855,-0.855,0.085,-0.1475,0.0,-0.055
27,86.302,-2.252,-2.252,0.121,-0.1896,0.0,-0.055
28,85.779,-0.523,-0.523,-0.143,-0.1403,0.0,-0.005
29,83.949,-1.831,-1.831,0.043,-0.1748,0.0,-0.055
30,85.912,1.963,1.963,-0.363,-0.1435,0.0,-0.005
31,79.846,-6.066,-6.066,0.067,-0.2903,0.0,-0.055
32,86.079,6.233,6.233,0.224,-0.3489,0.0,-0.055
33,93.399,7.32,7.32,0.353,-0.3958,0.0,-0.055
34,89.092,-4.307,-4.307,0.005,-0.237,0.0,-0.055
35,82.795,-6.297,-6.297,0.611,-0.3075,0.0,-0.055
36,82.112,-0.683,-0.683,-0.249,-0.1439,0.0,-0.005
37,87.447,5.335,5.335,-0.36,-0.2919,0.0,-0.005
38,85.737,-1.71,-1.71,-0.062,-0.1699,0.0,-0.005
39,97.6,11.863,11.863,0.01,-0.6409,0.0,-0.055
40,103.521,5.921,5.921,0.079,-0.3237,0.0,-0.055
41,96.665,-6.856,-6.856,0.416,-0.3093,0.0,-0.055
42,105.327,8.662,8.662,0.408,-0.4793,0.0,-0.055
43,102.049,-3.278,-3.278,-0.096,-0.1959,0.0,-0.005
44,117.892,15.843,15.843,-0.187,-0.8638,0.0,-0.005
45,120.0,8.385,8.385,-0.031,-0.4579,0.0,-0.005
46,110.729,-9.271,-9.271,0.083,-0.3281,0.0,-0.055
47,118.407,7.679,7.679,-0.191,-0.4339,0.0,-0.005
48,115.379,-3.029,-3.029,0.237,-0.1461,0.0,-0.055
49,120.0,14.92,14.92,0.17,-0.8169,0.0,-0.055
50,120.0,3.794,3.794,0.323,-0.2026,0.0,-0.055
51,116.567,-3.433,-3.433,0.434,-0.1644,0.0,-0.055
52,120.0,4.327,4.327,0.167,-0.2611,0.0,-0.055
53,115.706,-4.294,-4.294,-0.182,-0.1737,0.0,-0.005
54,120.0,5.887,5.887,0.028,-0.3349,0.0,-0.055
55,112.387,-7.613,-7.613,-0.076,-0.2757,0.0,-0.005
56,111.993,-0.394,-0.394,-0.193,-0.125,0.0,-0.005
57,103.513,-8.48,-8.48,0.37,-0.3603,0.0,-0.055
58,100.431,-3.082,-3.082,0.356,-0.2114,0.0,-0.055
59,98.016,-2.415,-2.415,0.046,-0.1881,0.0,-0.055
60,108.869,10.852,10.852,0.129,-0.5901,0.0,-0.055
61,112.012,3.143,3.143,0.328,-0.1919,0.0,-0.055
62,107.837,-4.175,-4.175,0.496,-0.2358,0.0,-0.055
63,108.444,0.607,0.607,-0.057,-0.1348,0.0,-0.005
64,112.184,3.74,3.74,0.371,-0.2272,0.0,-0.055
65,120.0,8.732,8.732,0.578,-0.4767,0.0,-0.055
66,120.0,1.694,1.694,-0.018,-0.1241,0.0,-0.005
67,120.0,1.428,1.428,-0.02,-0.1315,0.0,-0.005
68,106.918,-13.082,-13.082,0.299,-0.4691,0.0,-0.055
69,110.544,3.625,3.625,0.657,-0.2379,0.0,-0.055
70,110.561,0.017,0.017,0.208,-0.128,0.0,-0.055
71,114.169,3.608,3.608,0.078,-0.2237,0.0,-0.055
72,108.827,-5.341,-5.341,-0.435,-0.2459,0.0,-0.005
73,106.867,-1.96,-1.96,-0.004,-0.1683,0.0,-0.005
74,116.248,9.381,9.381,0.168,-0.5137,0.0,-0.055
75,116.163,-0.085,-0.085,-0.068,-0.1188,0.0,-0.005
76,120.0,9.655,9.655,0.776,-0.5285,0.0,-0.055
77,116.628,-3.372,-3.372,0.176,-0.1497,0.0,-0.055
78,116.272,-0.356,-0.356,0.166,-0.1307,0.0,-0.055
79,115.905,-0.367,-0.367,0.34,-0.134,0.0,-0.055
80,117.497,1.592,1.592,0.173,-0.1442,0.0,-0.055
81,118.701,1.204,1.204,0.414,-0.1266,0.0,-0.055
82,120.0,3.393,3.393,0.478,-0.1936,0.0,-0.055
83,120.0,6.837,6.837,0.148,-0.3758,0.0,-0.055
84,120.0,1.523,1.523,-0.107,-0.1256,0.0,-0.005
85,120.0,0.194,0.194,0.419,-0.1018,0.0,-0.055
86,118.511,-1.489,-1.489,-0.22,-0.0996,0.0,-0.005
87,120.0,5.515,5.515,-0.144,-0.3124,0.0,-0.005
88,120.0,0.695,0.695,0.123,-0.1161,0.0,-0.055
89,114.963,-5.037,-5.037,-0.022,-0.1964,0.0,-0.005
90,106.641,-8.321,-8.321,0.139,-0.3546,0.0,-0.055
91,105.663,-0.978,-0.978,0.473,-0.1461,0.0,-0.055
92,109.903,4.239,4.239,0.305,-0.253,0.0,-0.055
93,114.891,4.988,4.988,0.736,-0.2819,0.0,-0.055
94,110.802,-4.089,-4.089,0.459,-0.2311,0.0,-0.055
95,117.032,6.23,6.23,-0.225,-0.3493,0.0,-0.005
96,120.0,9.076,9.076,0.079,-0.4985,0.0,-0.055
97,120.0,4.865,4.865,-0.631,-0.2756,0.0,-0.005
98,118.851,-1.149,-1.149,0.46,-0.1035,0.0,-0.055
99,120.0,10.646,10.646,0.092,-0.5859,0.0,-0.055
100,117.403,-2.597,-2.597,0.267,-0.1334,0.0,-0.055
101,115.373,-2.031,-2.031,0.093,-0.12,0.0,-0.055
102,116.986,1.613,1.613,0.396,-0.1519,0.0,-0.055
103,110.745,-6.241,-6.241,0.084,-0.2786,0.0,-0.055
104,111.7,0.955,0.955,-0.357,-0.1433,0.0,-0.005
105,120.0,9.398,9.398,-0.101,-0.5128,0.0,-0.005
106,120.0,0.195,0.195,0.973,-0.0977,0.0,-0.055
107,120.0,3.842,3.842,-0.286,-0.2347,0.0,-0.005
108,120.0,0.769,0.769,0.015,-0.1217,0.0,-0.055
109,115.854,-4.146,-4.146,-0.269,-0.1696,0.0,-0.005
110,116.636,0.782,0.782,0.084,-0.1385,0.0,-0.055
111,111.312,-5.325,-5.325,0.049,-0.2546,0.0,-0.055
112,108.552,-2.76,-2.76,0.422,-0.2009,0.0,-0.055
113,110.834,2.282,2.282,-0.358,-0.165,0.0,-0.005
114,109.366,-1.468,-1.468,0.181,-0.1584,0.0,-0.055
115,107.79,-1.575,-1.575,-0.598,-0.1493,0.0,-0.005
116,100.095,-7.695,-7.695,-0.152,-0.3289,0.0,-0.005
117,98.597,-1.498,-1.498,0.613,-0.1713,0.0,-0.055
118,98.497,-0.1,-0.1,0.296,-0.1356,0.0,-0.055
119,87.172,-11.325,-11.325,0.526,-0.4747,0.0,-0.055
120,94.004,6.832,6.832,0.521,-0.3867,0.0,-0.055
121,87.762,-6.242,-6.242,0.163,-0.2899,0.0,-0.055
122,93.011,5.249,5.249,0.127,-0.3031,0.0,-0.055
123,97.82,4.809,4.809,-0.113,-0.2677,0.0,-0.005
124,99.04,1.22,1.22,-0.021,-0.1194,0.0,-0.005
125,103.071,4.031,4.031,0.719,-0.2383,0.0,-0.055
126,104.229,1.159,1.159,0.198,-0.1233,0.0,-0.055
127,103.147,-1.082,-1.082,0.092,-0.1492,0.0,-0.055
128,106.5,3.353,3.353,-0.001,-0.2143,0.0,-0.005
129,110.164,3.664,3.664,0.307,-0.22,0.0,-0.055
130,109.397,-0.768,-0.768,0.527,-0.1458,0.0,-0.055
131,105.217,-4.179,-4.179,0.241,-0.2328,0.0,-0.055
132,107.894,2.676,2.676,0.062,-0.1889,0.0,-0.055
133,97.063,-10.831,-10.831,0.008,-0.4409,0.0,-0.055
134,87.883,-9.18,-9.18,-0.339,-0.3977,0.0,-0.005
135,88.233,0.35,0.35,-0.091,-0.1346,0.0,-0.005
136,87.39,-0.842,-0.842,0.288,-0.1543,0.0,-0.055
137,85.335,-2.055,-2.055,-0.475,-0.1703,0.0,-0.005
138,83.572,-1.763,-1.763,0.227,-0.1793,0.0,-0.055
139,84.775,1.202,1.202,-0.237,-0.1291,0.0,-0.005
140,84.067,-0.708,-0.708,-0.089,-0.1456,0.0,-0.005
141,90.809,6.743,6.743,-0.271,-0.3647,0.0,-0.005
142,101.856,11.046,11.046,-0.056,-0.5905,0.0,-0.005
143,86.367,-15.488,-15.488,0.667,-0.6069,0.0,-0.055
144,82.933,-3.434,-3.434,0.05,-0.227,0.0,-0.055
145,89.03,6.097,6.097,0.118,-0.3389,0.0,-0.055
146,95.811,6.781,6.781,0.18,-0.3673,0.0,-0.055
147,96.04,0.229,0.229,-0.119,-0.1173,0.0,-0.005
148,96.832,0.791,0.791,-0.069,-0.128,0.0,-0.005
149,96.632,-0.2,-0.2,0.547,-0.1395,0.0,-0.055
150,95.42,-1.212,-1.212,0.322,-0.1609,0.0,-0.055
151,101.566,6.146,6.146,-0.34,-0.3367,0.0,-0.005
152,95.745,-5.821,-5.821,0.444,-0.2773,0.0,-0.055
153,96.025,0.28,0.28,-0.344,-0.128,0.0,-0.005
154,89.137,-6.887,-6.887,0.392,-0.3158,0.0,-0.055
155,85.839,-3.298,-3.298,-0.283,-0.2145,0.0,-0.005
156,83.005,-2.835,-2.835,0.329,-0.2138,0.0,-0.055
157,83.939,0.934,0.934,-0.279,-0.1314,0.0,-0.005
158,88.087,4.148,4.148,0.505,-0.2437,0.0,-0.055
159,98.432,10.345,10.345,0.023,-0.5544,0.0,-0.055
160,98.965,0.533,0.533,0.049,-0.1164,0.0,-0.055
161,84.567,-14.398,-14.398,0.598,-0.5864,0.0,-0.055
162,80.684,-3.883,-3.883,-0.255,-0.2343,0.0,-0.005
163,78.592,-2.092,-2.092,0.133,-0.1906,0.0,-0.055
164,74.051,-4.541,-4.541,-0.302,-0.248,0.0,-0.005
165,91.388,17.337,17.337,-0.142,-0.9373,0.0,-0.005
166,90.864,-0.524,-0.524,0.74,-0.1551,0.0,-0.055
