Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,65.822,-3.85,-3.85,0.064,-0.1815,0.0,-0.055
2,67.48,1.658,1.658,0.213,-0.1299,0.0,-0.055
3,60.504,-6.975,-6.975,0.253,-0.2813,0.0,-0.055
4,46.015,-14.489,-14.489,-0.117,-0.561,0.0,-0.005
5,44.262,-1.753,-1.753,0.257,-0.144,0.0,-0.055
6,44.832,0.57,0.57,-0.343,-0.0769,0.0,-0.005
7,39.218,-5.614,-5.614,0.136,-0.2482,0.0,-0.055
8,39.368,0.15,0.15,-0.095,-0.0786,0.0,-0.005
9,36.761,-2.608,-2.608,0.287,-0.156,0.0,-0.055
10,34.087,-2.674,-2.674,0.053,-0.1614,0.0,-0.055
11,47.534,13.448,13.448,-0.347,-0.712,0.0,-0.005
12,35.987,-11.547,-11.547,0.312,-0.4343,0.0,-0.055
13,32.873,-3.114,-3.114,-0.024,-0.1893,0.0,-0.005
14,28.64,-4.233,-4.233,0.002,-0.2111,0.0,-0.055
15,38.746,10.106,10.106,0.32,-0.5344,0.0,-0.055
16,43.628,4.882,4.882,-0.351,-0.2475,0.0,-0.005
17,36.766,-6.861,-6.861,-0.78,-0.2646,0.0,-0.005
18,32.596,-4.171,-4.171,0.364,-0.2182,0.0,-0.055
19,36.221,3.626,3.626,0.013,-0.2124,0.0,-0.055
20,36.136,-0.085,-0.085,-0.133,-0.0652,0.0,-0.005
21,37.636,1.5,1.5,0.308,-0.1095,0.0,-0.055
22,28.119,-9.516,-9.516,0.166,-0.3874,0.0,-0.055
23,34.544,6.425,6.425,-0.051,-0.3545,0.0,-0.005
24,38.646,4.102,4.102,0.917,-0.222,0.0,-0.055
25,38.068,-0.578,-0.578,0.191,-0.0806,0.0,-0.055
26,33.962,-4.106,-4.106,0.133,-0.2032,0.0,-0.055
27,37.248,3.286,3.286,0.138,-0.1981,0.0,-0.055
28,31.205,-6.043,-6.043,0.136,-0.2608,0.0,-0.055
29,40.611,9.406,9.406,0.212,-0.5011,0.0,-0.055
