Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,68.936,-10.253,-10.253,0.575,0.3122,0.0091,-0.055,lick
2,75.509,6.573,6.573,0.024,-0.0607,0.009,-0.015,nose_poke
3,79.513,4.004,4.004,-0.422,-0.0336,0.01,-0.005,move
4,72.667,-6.846,-6.846,-0.652,0.15,0.0104,-0.005,move
5,60.003,-12.664,-12.664,0.192,0.388,0.0072,-0.015,nose_poke
6,70.468,10.465,10.465,-0.916,-0.0838,0.0078,-0.005,move
7,63.417,-7.051,-7.051,0.552,0.1894,0.0088,-0.055,lick
8,55.428,-7.989,-7.989,0.516,0.2562,0.0071,-0.055,lick
9,61.144,5.716,5.716,-0.879,-0.0748,0.9639,-0.005,move
10,71.201,10.056,10.056,0.986,-0.1146,0.0106,-0.055,lick
11,81.372,10.171,10.171,0.876,-0.1101,0.0089,-0.055,lick
12,81.099,-0.273,-0.273,0.427,0.0115,0.0084,-0.015,nose_poke
13,67.429,-13.67,-13.67,-0.96,0.3595,0.009,-0.005,move
14,53.622,-13.808,-13.808,-0.741,0.4058,0.0081,-0.005,move
15,51.599,-2.023,-2.023,0.945,0.0718,0.9728,-0.055,lick
16,36.548,-15.051,-15.051,0.288,0.4738,0.9606,-0.015,nose_poke
17,46.741,10.193,10.193,0.985,-0.1378,0.975,-0.055,lick
18,61.741,15.0,15.0,0.357,-0.1591,0.9689,-0.015,nose_poke
19,50.778,-10.963,-10.963,0.061,0.2816,0.0074,-0.015,nose_poke
20,61.148,10.37,10.37,0.786,-0.1322,0.9689,-0.055,lick
21,79.251,18.103,18.103,-0.85,-0.1584,0.0098,-0.005,move
22,66.296,-12.955,-12.955,-0.549,0.3132,0.0055,-0.005,move
23,70.519,4.223,4.223,-0.921,-0.0281,0.0085,-0.005,move
24,62.967,-7.552,-7.552,0.836,0.2289,0.0103,-0.055,lick
25,77.06,14.093,14.093,-0.833,-0.1124,0.0073,-0.005,move
26,95.893,18.833,18.833,0.135,-0.1563,0.0065,-0.015,nose_poke
27,108.917,13.024,13.024,0.356,-0.1122,0.0066,-0.015,nose_poke
28,120.0,11.266,11.266,0.888,-0.1123,0.0066,-0.055,lick
29,120.0,10.916,10.916,0.478,-0.0735,1.0007,-0.015,nose_poke
30,115.888,-4.112,-4.112,-0.947,0.0546,1.0003,-0.005,move
31,103.602,-12.286,-12.286,-0.893,0.3277,0.0079,-0.005,move
32,103.713,0.111,0.111,0.831,0.0096,0.0089,-0.055,lick
33,108.446,4.733,4.733,-0.655,-0.0396,0.0084,-0.005,move
34,96.179,-12.267,-12.267,0.911,0.376,0.0095,-0.055,lick
35,84.292,-11.887,-11.887,-0.453,0.3531,0.0085,-0.005,move
36,94.792,10.5,10.5,-0.536,-0.0858,0.0086,-0.005,move
37,111.889,17.097,17.097,0.913,-0.1488,0.0079,-0.055,lick
38,118.936,7.047,7.047,0.027,-0.0686,0.0067,-0.015,nose_poke
39,120.0,2.364,2.364,-0.835,0.0172,0.9963,-0.005,move
40,120.0,8.117,8.117,-0.001,-0.0549,0.9921,-0.005,move
41,111.218,-8.782,-8.782,-0.55,0.1922,0.9977,-0.005,move
42,108.454,-2.764,-2.764,-0.77,0.0722,0.0086,-0.005,move
43,119.666,11.213,11.213,-0.896,-0.0972,0.0075,-0.005,move
44,114.819,-4.847,-4.847,-0.783,0.0751,1.0006,-0.005,move
45,120.0,16.683,16.683,0.257,-0.1346,0.0073,-0.015,nose_poke
46,120.0,16.099,16.099,0.969,-0.1153,0.0082,-0.055,lick
47,120.0,17.591,17.591,0.906,-0.1236,0.007,-0.055,lick
