Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,57.201,-20.0,-20.0,1.0,73.8357,2.0,-0.055,lick
2,37.201,-20.0,-20.0,1.0,76.4043,2.0,-0.055,lick
3,17.201,-20.0,-20.0,1.0,77.2747,2.0,-0.055,lick
4,0.0,-20.0,-20.0,1.0,78.1558,2.0,-0.055,lick
5,20.0,20.0,20.0,1.0,78.8285,2.0,-0.055,lick
6,40.0,20.0,20.0,1.0,78.8133,2.0,-0.055,lick
7,60.0,20.0,20.0,1.0,79.637,2.0,-0.055,lick
8,80.0,20.0,20.0,1.0,80.4804,2.0,-0.055,lick
9,100.0,20.0,20.0,1.0,81.15,2.0,-0.055,lick
10,120.0,20.0,20.0,1.0,81.9998,2.0,9.945,lick
11,100.0,-20.0,-20.0,1.0,72.5709,2.0,-0.055,lick
12,80.0,-20.0,-20.0,1.0,74.4222,2.0,-0.055,lick
13,60.0,-20.0,-20.0,1.0,75.2694,2.0,-0.055,lick
14,40.0,-20.0,-20.0,1.0,76.357,2.0,-0.055,lick
15,20.0,-20.0,-20.0,1.0,77.2114,2.0,-0.055,lick
16,0.0,-20.0,-20.0,1.0,78.1112,2.0,-0.055,lick
17,20.0,20.0,20.0,1.0,78.7882,2.0,-0.055,lick
18,40.0,20.0,20.0,1.0,78.4854,2.0,-0.055,lick
19,60.0,20.0,20.0,1.0,79.3064,2.0,-0.055,lick
20,80.0,20.0,20.0,1.0,80.1483,2.0,-0.055,lick
21,100.0,20.0,20.0,1.0,80.7004,2.0,-0.055,lick
22,120.0,20.0,20.0,1.0,81.5457,2.0,9.945,lick
23,100.0,-20.0,-20.0,1.0,72.4469,2.0,-0.055,lick
24,80.0,-20.0,-20.0,1.0,74.505,2.0,-0.055,lick
25,60.0,-20.0,-20.0,1.0,75.3594,2.0,-0.055,lick
26,40.0,-20.0,-20.0,1.0,76.4224,2.0,-0.055,lick
27,20.0,-20.0,-20.0,1.0,77.2727,2.0,-0.055,lick
28,0.0,-20.0,-20.0,1.0,78.1246,2.0,-0.055,lick
29,20.0,20.0,20.0,1.0,78.7189,2.0,-0.055,lick
30,40.0,20.0,20.0,1.0,78.2328,2.0,-0.055,lick
31,60.0,20.0,20.0,1.0,78.9399,2.0,-0.055,lick
32,80.0,20.0,20.0,1.0,79.7842,2.0,-0.055,lick
33,100.0,20.0,20.0,1.0,80.5551,2.0,-0.055,lick
34,120.0,20.0,20.0,1.0,81.4034,2.0,9.945,lick
35,100.0,-20.0,-20.0,1.0,72.4109,2.0,-0.055,lick
36,80.0,-20.0,-20.0,1.0,74.6198,2.0,-0.055,lick
37,60.0,-20.0,-20.0,1.0,75.4721,2.0,-0.055,lick
38,40.0,-20.0,-20.0,1.0,76.3965,2.0,-0.055,lick
39,20.0,-20.0,-20.0,1.0,77.2408,2.0,-0.055,lick
40,0.0,-20.0,-20.0,1.0,78.0886,2.0,-0.055,lick
41,20.0,20.0,20.0,1.0,78.5645,2.0,-0.055,lick
42,40.0,20.0,20.0,1.0,78.0023,2.0,-0.055,lick
43,60.0,20.0,20.0,1.0,78.828,2.0,-0.055,lick
44,80.0,20.0,20.0,1.0,79.6752,2.0,-0.055,lick
45,100.0,20.0,20.0,1.0,80.5029,2.0,-0.055,lick
46,120.0,20.0,20.0,1.0,81.2738,2.0,9.945,lick
47,100.0,-20.0,-20.0,1.0,72.388,2.0,-0.055,lick
48,80.0,-20.0,-20.0,1.0,74.5429,2.0,-0.055,lick
49,60.0,-20.0,-20.0,1.0,75.3918,2.0,-0.055,lick
50,40.0,-20.0,-20.0,1.0,76.2515,2.0,-0.055,lick
51,20.0,-20.0,-20.0,1.0,77.0375,2.0,-0.055,lick
52,0.0,-20.0,-20.0,1.0,77.8786,2.0,-0.055,lick
53,20.0,20.0,20.0,1.0,78.3411,2.0,-0.055,lick
54,40.0,20.0,20.0,1.0,77.8543,2.0,-0.055,lick
55,60.0,20.0,20.0,1.0,78.6832,2.0,-0.055,lick
56,80.0,20.0,20.0,1.0,79.4648,2.0,-0.055,lick
57,100.0,20.0,20.0,1.0,80.3784,2.0,-0.055,lick
58,120.0,20.0,20.0,1.0,81.2381,2.0,9.945,lick
59,100.0,-20.0,-20.0,1.0,72.4151,2.0,-0.055,lick
60,80.0,-20.0,-20.0,1.0,74.4832,2.0,-0.055,lick
61,60.0,-20.0,-20.0,1.0,75.3121,2.0,-0.055,lick
62,40.0,-20.0,-20.0,1.0,76.0491,2.0,-0.055,lick
63,20.0,-20.0,-20.0,1.0,76.8741,2.0,-0.055,lick
64,0.0,-20.0,-20.0,1.0,77.7079,2.0,-0.055,lick
65,20.0,20.0,20.0,1.0,78.1245,2.0,-0.055,lick
66,40.0,20.0,20.0,1.0,77.7376,2.0,-0.055,lick
67,60.0,20.0,20.0,1.0,78.5741,2.0,-0.055,lick
68,80.0,20.0,20.0,1.0,79.4302,2.0,-0.055,lick
