Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,65.329,-4.343,-4.343,-0.964,-0.6904,0.5467,-0.005,move
2,45.659,-19.67,-19.67,-0.973,-0.6943,0.5406,-0.005,move
3,65.535,19.876,19.876,-0.856,-0.7276,0.5402,-0.005,move
4,85.451,19.915,19.915,-0.769,-0.7041,0.6647,-0.005,move
5,65.451,-20.0,-20.0,-0.982,-0.7125,0.6834,-0.005,move
6,45.451,-20.0,-20.0,0.08,-0.6581,0.6435,-0.015,nose_poke
7,64.063,18.612,18.612,-0.914,-0.6999,0.5306,-0.005,move
8,83.996,19.933,19.933,-0.355,-0.6506,0.6269,-0.005,move
9,63.996,-20.0,-20.0,-0.91,-0.6615,0.658,-0.005,move
10,69.77,5.774,5.774,-0.98,-0.6574,0.6423,-0.005,move
11,49.77,-19.999,-19.999,-0.836,-0.6103,0.5216,-0.005,move
12,66.368,16.597,16.597,-0.568,-0.6765,0.5204,-0.005,move
13,67.999,1.631,1.631,-0.994,-0.6038,0.5891,-0.005,move
14,87.505,19.506,19.506,-0.932,-0.6089,0.5109,-0.005,move
15,68.469,-19.036,-19.036,-0.422,-0.6185,0.636,-0.005,move
16,48.469,-20.0,-20.0,-0.99,-0.5773,0.5993,-0.005,move
17,28.483,-19.986,-19.986,-0.955,-0.6491,0.507,-0.005,move
18,11.308,-17.175,-17.175,-0.785,-0.6336,0.4969,-0.005,move
19,4.9,-6.408,-6.408,-0.962,-0.6188,0.4558,-0.005,move
20,0.0,-11.107,-11.107,-0.357,-0.6412,0.3608,-0.005,move
21,0.0,-19.993,-19.993,-0.941,-0.6303,0.7805,-0.005,move
22,20.0,20.0,20.0,-0.925,-0.6243,0.9081,-0.005,move
23,2.383,-17.617,-17.617,-0.714,-0.6354,0.4864,-0.005,move
24,0.0,-20.0,-20.0,-0.919,-0.6228,0.9092,-0.005,move
25,20.0,20.0,20.0,-0.712,-0.6243,0.9081,-0.005,move
26,39.485,19.485,19.485,-0.985,-0.6176,0.4789,-0.005,move
27,48.507,9.022,9.022,-0.423,-0.6207,0.4879,-0.005,move
28,44.419,-4.087,-4.087,-0.962,-0.6274,0.4008,-0.005,move
29,31.086,-13.334,-13.334,-0.94,-0.6093,0.3601,-0.005,move
30,11.09,-19.995,-19.995,-0.601,-0.5821,0.4002,-0.005,move
31,0.0,-18.96,-18.96,-0.505,-0.5744,0.4694,-0.005,move
32,0.0,-20.0,-20.0,-0.569,-0.5932,0.8947,-0.005,move
33,19.995,19.995,19.995,-0.993,-0.5931,0.8926,-0.005,move
34,0.37,-19.625,-19.625,-0.476,-0.5996,0.4725,-0.005,move
35,0.0,-18.58,-18.58,-0.936,-0.5932,0.8932,-0.005,move
36,0.967,0.967,0.967,-0.964,-0.5797,0.8897,-0.005,move
37,0.0,-18.573,-18.573,-0.388,-0.6151,0.5832,-0.005,move
38,0.0,-20.0,-20.0,-0.987,-0.5797,0.8897,-0.005,move
39,0.0,-18.645,-18.645,-0.89,-0.5791,0.8866,-0.005,move
40,19.976,19.976,19.976,-0.838,-0.5797,0.8896,-0.005,move
41,37.5,17.523,17.523,0.678,-0.5682,0.4617,-0.055,lick
42,39.711,2.212,2.212,-0.961,-0.5671,0.4482,-0.005,move
43,31.722,-7.989,-7.989,-0.246,-0.5843,0.3457,-0.005,move
44,37.892,6.17,6.17,-0.759,-0.5576,0.3478,-0.005,move
45,17.984,-19.908,-19.908,-0.948,-0.5858,0.3615,-0.005,move
46,0.0,-19.98,-19.98,-0.971,-0.5338,0.4493,-0.005,move
47,0.0,-20.0,-20.0,-0.992,-0.5543,0.8773,-0.005,move
48,0.0,-19.998,-19.998,-0.932,-0.5543,0.8773,-0.005,move
49,0.0,-20.0,-20.0,-0.978,-0.5543,0.8773,-0.005,move
50,13.366,13.366,13.366,-0.937,-0.5543,0.8773,-0.005,move
51,31.765,18.4,18.4,-0.746,-0.5568,0.3854,-0.005,move
52,11.824,-19.942,-19.942,-0.95,-0.5392,0.4443,-0.005,move
53,31.365,19.541,19.541,-0.714,-0.5242,0.4469,-0.005,move
54,50.695,19.33,19.33,0.185,-0.5394,0.4559,-0.015,nose_poke
55,30.733,-19.962,-19.962,-0.676,-0.5404,0.4691,-0.005,move
56,10.733,-20.0,-20.0,-0.48,-0.5163,0.4422,-0.005,move
57,30.33,19.597,19.597,-0.988,-0.5155,0.4449,-0.005,move
58,50.32,19.99,19.99,-0.967,-0.5268,0.4525,-0.005,move
59,30.32,-20.0,-20.0,-0.618,-0.5278,0.4723,-0.005,move
60,12.091,-18.229,-18.229,-0.972,-0.5164,0.4426,-0.005,move
61,0.0,-19.921,-19.921,-0.939,-0.5043,0.4193,-0.005,move
62,20.0,20.0,20.0,-0.998,-0.5286,0.8695,-0.005,move
63,0.483,-19.517,-19.517,-0.872,-0.5169,0.4492,-0.005,move
64,0.0,-20.0,-20.0,-0.989,-0.5289,0.8704,-0.005,move
65,0.0,-19.492,-19.492,-0.993,-0.5285,0.8693,-0.005,move
66,0.0,-20.0,-20.0,-0.993,-0.5222,0.8693,-0.005,move
67,0.0,-19.985,-19.985,-0.981,-0.5217,0.868,-0.005,move
68,20.0,20.0,20.0,-0.971,-0.5217,0.8681,-0.005,move
69,38.82,18.82,18.82,-0.765,-0.5066,0.4483,-0.005,move
70,31.808,-7.011,-7.011,0.223,-0.505,0.4487,-0.015,nose_poke
71,21.496,-10.312,-10.312,-0.098,-0.5106,0.3306,-0.005,move
72,41.42,19.924,19.924,-0.929,-0.4999,0.341,-0.005,move
73,61.285,19.865,19.865,-0.835,-0.4956,0.4617,-0.005,move
74,41.285,-19.999,-19.999,-0.937,-0.3339,0.5027,-0.005,move
75,60.533,19.248,19.248,-0.989,-0.4961,0.4404,-0.005,move
76,40.536,-19.997,-19.997,-0.996,-0.3192,0.4959,-0.005,move
77,53.921,13.386,13.386,-0.547,-0.4843,0.4432,-0.005,move
78,40.049,-13.873,-13.873,-0.857,-0.4936,0.4092,-0.005,move
79,20.061,-19.988,-19.988,-0.919,-0.4748,0.3754,-0.005,move
80,13.723,-6.338,-6.338,-0.981,-0.4815,0.4416,-0.005,move
81,33.262,19.539,19.539,-0.928,-0.5056,0.324,-0.005,move
82,42.914,9.653,9.653,-0.909,-0.4755,0.4489,-0.005,move
83,23.119,-19.795,-19.795,-0.257,-0.501,0.3694,-0.005,move
84,3.12,-19.999,-19.999,-0.6,-0.4726,0.4402,-0.005,move
85,0.0,-17.786,-17.786,-0.77,-0.48,0.45,-0.005,move
86,19.963,19.963,19.963,-0.995,-0.4956,0.871,-0.005,move
87,2.629,-17.334,-17.334,-0.797,-0.4719,0.4425,-0.005,move
88,22.629,20.0,20.0,-0.981,-0.4957,0.8662,-0.005,move
89,2.741,-19.888,-19.888,-0.642,-0.4702,0.4442,-0.005,move
90,0.0,-20.0,-20.0,-0.997,-0.4925,0.8648,-0.005,move
91,20.0,20.0,20.0,-0.967,-0.4875,0.8654,-0.005,move
92,31.554,11.554,11.554,-0.536,-0.4669,0.4414,-0.005,move
93,13.945,-17.609,-17.609,-0.805,-0.4882,0.372,-0.005,move
94,0.0,-19.921,-19.921,-0.801,-0.4606,0.4182,-0.005,move
95,0.0,-20.0,-20.0,-0.917,-0.4876,0.8655,-0.005,move
96,0.0,-20.0,-20.0,-0.989,-0.4831,0.8656,-0.005,move
97,20.0,20.0,20.0,-0.995,-0.4831,0.8656,-0.005,move
98,29.765,9.765,9.765,-0.901,-0.463,0.4406,-0.005,move
99,9.958,-19.807,-19.807,-0.447,-0.4911,0.3587,-0.005,move
100,11.391,1.433,1.433,-0.59,-0.4585,0.4517,-0.005,move
101,0.0,-17.024,-17.024,-0.776,-0.5101,0.3228,-0.005,move
102,0.0,-19.992,-19.992,-0.974,-0.4855,0.8716,-0.005,move
103,0.0,-19.999,-19.999,-0.997,-0.4813,0.8664,-0.005,move
104,0.0,-20.0,-20.0,-0.99,-0.4813,0.8664,-0.005,move
105,0.0,-19.971,-19.971,-0.906,-0.4813,0.8664,-0.005,move
106,0.0,-19.936,-19.936,-0.949,-0.4795,0.8676,-0.005,move
107,19.228,19.228,19.228,-0.937,-0.4796,0.8677,-0.005,move
108,18.241,-0.987,-0.987,-0.031,-0.4605,0.4324,-0.005,move
109,4.842,-13.399,-13.399,-0.895,-0.5,0.3223,-0.005,move
110,9.997,5.155,5.155,0.341,-0.4616,0.3784,-0.015,nose_poke
111,14.404,4.407,4.407,-0.924,-0.507,0.332,-0.005,move
112,0.0,-19.459,-19.459,-0.965,-0.5048,0.3305,-0.005,move
113,0.0,-12.877,-12.877,-0.993,-0.4812,0.8701,-0.005,move
114,0.0,-19.975,-19.975,-0.77,-0.4938,0.796,-0.005,move
115,0.0,-20.0,-20.0,-0.292,-0.4804,0.869,-0.005,move
116,20.0,20.0,20.0,-0.995,-0.4808,0.8706,-0.005,move
117,39.067,19.067,19.067,-0.115,-0.4582,0.4431,-0.005,move
118,20.335,-18.732,-18.732,-0.097,-0.4538,0.4467,-0.005,move
119,39.354,19.019,19.019,-0.828,-0.4466,0.4514,-0.005,move
120,44.72,5.366,5.366,-0.919,-0.4538,0.4464,-0.005,move
121,26.561,-18.16,-18.16,0.553,-0.487,0.355,-0.055,lick
122,34.971,8.41,8.41,-0.982,-0.4442,0.4489,-0.005,move
123,26.134,-8.837,-8.837,-0.719,-0.4876,0.3611,-0.005,move
124,19.352,-6.782,-6.782,-0.099,-0.463,0.3537,-0.005,move
125,38.763,19.411,19.411,-0.967,-0.4772,0.3423,-0.005,move
