Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,98.169,20.0,20.0,1.0,74.0445,2.0,-0.055,lick
2,118.169,20.0,20.0,0.886,75.2865,2.0,-0.055,lick
3,98.169,-20.0,-20.0,1.0,76.3858,2.0,-0.055,lick
4,78.169,-20.0,-20.0,1.0,78.4275,2.0,-0.055,lick
5,58.169,-20.0,-20.0,1.0,79.3552,2.0,-0.055,lick
6,38.169,-20.0,-20.0,1.0,80.2495,2.0,-0.055,lick
7,18.169,-20.0,-20.0,1.0,81.1134,2.0,-0.055,lick
8,0.0,-20.0,-20.0,1.0,82.0158,2.0,9.945,lick
9,20.0,20.0,20.0,1.0,72.4539,2.0,-0.055,lick
10,40.0,20.0,20.0,-0.989,72.3055,2.0,-0.005,move
11,60.0,20.0,20.0,1.0,72.9877,2.0,-0.055,lick
12,80.0,20.0,20.0,1.0,73.7992,2.0,-0.055,lick
13,100.0,20.0,20.0,1.0,74.5351,2.0,-0.055,lick
14,120.0,20.0,20.0,1.0,75.3876,2.0,-0.055,lick
15,100.0,-20.0,-20.0,1.0,76.4922,2.0,-0.055,lick
16,80.0,-20.0,-20.0,1.0,78.336,2.0,-0.055,lick
17,60.0,-20.0,-20.0,1.0,79.2024,2.0,-0.055,lick
18,40.0,-20.0,-20.0,1.0,80.0328,2.0,-0.055,lick
19,20.0,-20.0,-20.0,1.0,80.8837,2.0,-0.055,lick
20,0.0,-20.0,-20.0,1.0,81.7749,2.0,9.945,lick
21,20.0,20.0,20.0,1.0,72.2205,2.0,-0.055,lick
22,40.0,20.0,20.0,1.0,72.2119,2.0,-0.055,lick
23,60.0,20.0,20.0,1.0,72.9578,2.0,-0.055,lick
24,80.0,20.0,20.0,1.0,73.7741,2.0,-0.055,lick
25,100.0,20.0,20.0,-0.996,74.5749,2.0,-0.005,move
26,120.0,20.0,20.0,1.0,75.4424,2.0,-0.055,lick
27,100.0,-20.0,-20.0,1.0,76.5378,2.0,-0.055,lick
28,80.0,-20.0,-20.0,1.0,78.1504,2.0,-0.055,lick
29,60.0,-20.0,-20.0,1.0,79.0054,2.0,-0.055,lick
30,40.0,-20.0,-20.0,1.0,79.7771,2.0,-0.055,lick
31,20.0,-20.0,-20.0,1.0,80.5196,2.0,-0.055,lick
32,0.0,-20.0,-20.0,1.0,81.4011,2.0,9.945,lick
33,20.0,20.0,20.0,1.0,71.9281,2.0,-0.055,lick
34,40.0,20.0,20.0,1.0,72.2227,2.0,-0.055,lick
35,60.0,20.0,20.0,1.0,72.9726,2.0,-0.055,lick
36,80.0,20.0,20.0,1.0,73.8011,2.0,-0.055,lick
37,100.0,20.0,20.0,1.0,74.6971,2.0,-0.055,lick
38,120.0,20.0,20.0,1.0,75.5604,2.0,-0.055,lick
39,100.0,-20.0,-20.0,1.0,76.6241,2.0,-0.055,lick
40,80.0,-20.0,-20.0,1.0,77.9838,2.0,-0.055,lick
41,60.0,-20.0,-20.0,1.0,78.7582,2.0,-0.055,lick
42,40.0,-20.0,-20.0,1.0,79.4215,2.0,-0.055,lick
43,20.0,-20.0,-20.0,1.0,80.2571,2.0,-0.055,lick
44,0.0,-20.0,-20.0,1.0,81.13,2.0,9.945,lick
45,20.0,20.0,20.0,-1.0,71.6505,2.0,-0.005,move
46,40.0,20.0,20.0,1.0,72.2963,2.0,-0.055,lick
47,60.0,20.0,20.0,1.0,73.0537,2.0,-0.055,lick
48,80.0,20.0,20.0,0.999,73.8856,2.0,-0.055,lick
49,100.0,20.0,20.0,1.0,74.853,2.0,-0.055,lick
50,120.0,20.0,20.0,1.0,75.7202,2.0,-0.055,lick
51,100.0,-20.0,-20.0,1.0,76.8246,2.0,-0.055,lick
52,80.0,-20.0,-20.0,1.0,77.7425,2.0,-0.055,lick
53,60.0,-20.0,-20.0,1.0,78.5508,2.0,-0.055,lick
54,40.0,-20.0,-20.0,1.0,79.1532,2.0,-0.055,lick
55,20.0,-20.0,-20.0,1.0,79.9828,2.0,-0.055,lick
56,0.0,-20.0,-20.0,1.0,80.6879,2.0,9.945,lick
57,20.0,20.0,20.0,1.0,71.2543,2.0,-0.055,lick
58,40.0,20.0,20.0,1.0,72.4027,2.0,-0.055,lick
59,60.0,20.0,20.0,1.0,73.1641,2.0,-0.055,lick
60,80.0,20.0,20.0,1.0,74.0013,2.0,-0.055,lick
61,100.0,20.0,20.0,1.0,75.1036,2.0,-0.055,lick
62,120.0,20.0,20.0,1.0,75.971,2.0,-0.055,lick
63,100.0,-20.0,-20.0,1.0,76.8907,2.0,-0.055,lick
64,80.0,-20.0,-20.0,1.0,77.5305,2.0,-0.055,lick
65,60.0,-20.0,-20.0,1.0,78.3186,2.0,-0.055,lick
66,40.0,-20.0,-20.0,1.0,78.7708,2.0,-0.055,lick
67,20.0,-20.0,-20.0,1.0,79.5984,2.0,-0.055,lick
68,0.0,-20.0,-20.0,1.0,80.46,2.0,9.945,lick
69,20.0,20.0,20.0,0.936,71.0741,2.0,-0.055,lick
70,40.0,20.0,20.0,1.0,72.496,2.0,-0.055,lick
71,60.0,20.0,20.0,1.0,73.3049,2.0,-0.055,lick
