episode,total_reward,steps,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
217,-2.5,500,0,0,nan,2e-06,0.422877,nan
218,-2.5,500,0,0,nan,7e-06,0.422412,nan
219,-2.5,500,0,0,nan,4e-06,0.42113,nan
220,-2.51,500,2,0,nan,1.9e-05,0.418524,nan
221,-2.5,500,0,0,nan,4.8e-05,0.416921,nan
222,-2.5,500,0,0,nan,0.001354,0.419921,nan
223,-2.5,500,0,0,nan,0.001371,0.41696,nan
224,-2.5,500,0,0,nan,2.2e-05,0.416279,nan
225,-2.5,500,0,0,nan,9e-06,0.419311,nan
226,-2.5,500,0,0,nan,4e-06,0.417672,nan
227,-2.5,500,0,0,nan,8e-06,0.417375,nan
228,-2.505,500,1,0,nan,5e-06,0.417959,nan
229,-2.5,500,0,0,nan,2.2e-05,0.416285,nan
230,-2.5,500,0,0,nan,0.00135,0.418315,nan
231,-2.505,500,1,0,nan,4e-05,0.414262,nan
232,-2.5,500,0,0,nan,0.005293,0.41296,nan
233,-2.505,500,1,0,nan,0.003994,0.414394,nan
234,-2.5,500,0,0,nan,5e-06,0.417482,nan
235,-2.5,500,0,0,nan,6e-06,0.415796,nan
236,-2.5,500,0,0,nan,0.001337,0.420606,nan
237,-2.5,500,0,0,nan,1e-05,0.415873,nan
238,-2.5,500,0,0,nan,3e-06,0.418444,nan
239,-2.505,500,1,0,nan,8e-06,0.417834,nan
240,-2.505,500,1,0,nan,1.4e-05,0.418286,nan
241,-2.5,500,0,0,nan,0.001334,0.414332,nan
242,-2.5,500,0,0,nan,6e-06,0.416511,nan
243,-2.5,500,0,0,nan,0.001327,0.416286,nan
244,-2.5,500,0,0,nan,3e-06,0.415976,nan
245,-2.5,500,0,0,nan,3e-06,0.416601,nan
246,-2.5,500,0,0,nan,3e-06,0.417463,nan
247,-2.5,500,0,0,nan,4e-06,0.416838,nan
248,-2.5,500,0,0,nan,3e-06,0.416157,nan
249,-2.5,500,0,0,nan,4e-06,0.416496,nan
250,-2.5,500,0,0,nan,0.002623,0.412587,nan
251,-2.505,500,1,0,nan,0.001308,0.414287,nan
252,-2.5,500,0,0,nan,0.003938,0.415094,nan
253,-2.5,500,0,0,nan,3e-05,0.413703,nan
254,-2.51,500,2,0,nan,0.001327,0.414753,nan
255,-2.5,500,0,0,nan,3.4e-05,0.413349,nan
256,-2.505,500,1,0,nan,6e-06,0.416561,nan
257,-2.5,500,0,0,nan,0.003912,0.411606,nan
258,-2.5,500,0,0,nan,0.001308,0.414549,nan
259,-2.5,500,0,0,nan,2.9e-05,0.412531,nan
260,-2.505,500,1,0,nan,0.001313,0.413161,nan
261,-2.5,500,0,0,nan,0.001315,0.4145,nan
262,-2.5,500,0,0,nan,6e-06,0.417807,nan
263,-2.505,500,1,0,nan,0.001316,0.416708,nan
264,-2.505,500,1,0,nan,3.1e-05,0.412621,nan
265,-2.505,500,1,0,nan,3e-06,0.417195,nan
266,-2.5,500,0,0,nan,3e-06,0.417406,nan
267,-2.5,500,0,0,nan,1.1e-05,0.415188,nan
268,-2.5,500,0,0,nan,4e-06,0.415922,nan
269,-2.57,500,14,0,nan,2e-06,0.415797,nan
270,-2.58,500,16,0,nan,0.001312,0.411175,nan
271,-2.58,500,16,0,nan,1.8e-05,0.41216,nan
272,-2.595,500,19,0,nan,2.9e-05,0.417306,nan
273,-2.57,500,14,0,nan,2e-06,0.415177,nan
274,-2.545,500,9,0,nan,1.7e-05,0.412963,nan
275,-2.595,500,19,0,nan,0.002655,0.414416,nan
276,-2.605,500,21,0,nan,0.001319,0.414414,nan
277,-2.565,500,13,0,nan,0.00134,0.416939,nan
278,-2.575,500,15,0,nan,0.001324,0.411598,nan
279,-2.55,500,10,0,nan,6e-06,0.414754,nan
280,-2.58,500,16,0,nan,0.001315,0.412497,nan
281,-2.5,500,0,0,nan,0.001319,0.415023,nan
282,-2.52,500,4,0,nan,1.1e-05,0.413132,nan
283,-2.51,500,2,0,nan,4.8e-05,0.412297,nan
284,-2.52,500,4,0,nan,0.002661,0.415885,nan
285,-2.51,500,2,0,nan,0.001324,0.415833,nan
286,-2.5,500,0,0,nan,0.001321,0.411763,nan
287,-2.605,500,21,0,nan,3e-06,0.416043,nan
288,-2.51,500,2,0,nan,3e-06,0.414335,nan
289,-2.505,500,1,0,nan,4.6e-05,0.411921,nan
290,-2.545,500,9,0,nan,2.7e-05,0.412474,nan
291,-2.51,500,2,0,nan,0.001317,0.41099,nan
292,-2.555,500,11,0,nan,7e-06,0.413246,nan
293,-2.51,500,2,0,nan,0.001317,0.413664,nan
294,-2.51,500,2,0,nan,4e-06,0.413447,nan
295,-2.515,500,3,0,nan,0.001313,0.413197,nan
296,-2.51,500,2,0,nan,7e-06,0.414815,nan
297,-2.51,500,2,0,nan,0.001316,0.414704,nan
298,-2.515,500,3,0,nan,1e-05,0.414612,nan
299,-2.505,500,1,0,nan,6e-06,0.415735,nan
300,-2.51,500,2,0,nan,4e-06,0.413396,nan
301,-2.5,500,0,0,nan,0.002612,0.413463,nan
302,-2.525,500,5,0,nan,3.1e-05,0.409947,nan
303,-2.515,500,3,0,nan,3e-06,0.413489,nan
304,-2.51,500,2,0,nan,3e-06,0.412996,nan
305,-2.655,500,31,0,nan,6e-06,0.413213,nan
306,-2.965,500,93,0,nan,5e-06,0.412833,nan
307,-2.97,500,94,0,nan,0.001327,0.411155,nan
308,-2.875,500,75,0,nan,0.001326,0.414709,nan
309,-3.02,500,104,0,nan,0.001312,0.415071,nan
310,-2.94,500,88,0,nan,6e-06,0.418359,nan
311,-2.945,500,89,0,nan,0.002671,0.415891,nan
312,-3.03,500,106,0,nan,0.001336,0.415724,nan
313,-2.94,500,88,0,nan,0.002713,0.418949,nan
314,-2.96,500,92,0,nan,1.5e-05,0.416708,nan
315,-2.895,500,79,0,nan,0.001362,0.418886,nan
316,-3.08,500,116,0,nan,1.8e-05,0.419359,nan
317,-2.95,500,90,0,nan,1.3e-05,0.419155,nan
318,-2.995,500,99,0,nan,9e-06,0.42309,nan
319,-2.99,500,98,0,nan,0.001394,0.424288,nan
320,-3.11,500,122,0,nan,0.001383,0.422879,nan
321,-2.99,500,98,0,nan,8e-06,0.421982,nan
322,-3.075,500,115,0,nan,9e-06,0.428428,nan
323,-2.995,500,99,0,nan,1.1e-05,0.422656,nan
324,-3.15,500,130,0,nan,0.001393,0.426218,nan
325,-3.015,500,103,0,nan,0.002807,0.422094,nan
326,-3.04,500,108,0,nan,8e-06,0.426078,nan
327,-2.965,500,93,0,nan,8e-06,0.428933,nan
328,-3.04,500,108,0,nan,0.00141,0.424264,nan
329,-3.01,500,102,0,nan,0.001421,0.427636,nan
330,-3.045,500,109,0,nan,9e-06,0.427455,nan
331,-2.975,500,95,0,nan,0.001421,0.425654,nan
332,-3.01,500,102,0,nan,1e-05,0.429755,nan
333,-3.0,500,100,0,nan,0.001435,0.431503,nan
334,-2.98,500,96,0,nan,1.2e-05,0.430658,nan
335,-2.985,500,97,0,nan,0.001437,0.43246,nan
336,-3.03,500,106,0,nan,0.001444,0.42931,nan
337,-2.965,500,93,0,nan,0.001458,0.42864,nan
338,-2.96,500,92,0,nan,9e-06,0.434884,nan
339,-2.98,500,96,0,nan,0.00145,0.433529,nan
340,-3.05,500,110,0,nan,1.7e-05,0.432247,nan
341,-3.05,500,110,0,nan,8e-06,0.433947,nan
342,-3.0,500,100,0,nan,0.00147,0.436282,nan
343,-2.83,500,66,0,nan,0.001454,0.430683,nan
344,-2.87,500,74,0,nan,9e-06,0.436568,nan
345,-2.92,500,84,0,nan,1.9e-05,0.433695,nan
346,-3.0,500,100,0,nan,0.00147,0.430692,nan
347,-2.925,500,85,0,nan,1.3e-05,0.434708,nan
348,-3.045,500,109,0,nan,1e-05,0.436114,nan
349,-3.05,500,110,0,nan,0.001465,0.433407,nan
350,-3.035,500,107,0,nan,0.001458,0.435293,nan
351,-2.925,500,85,0,nan,0.00147,0.435102,nan
352,-2.97,500,94,0,nan,1.7e-05,0.434681,nan
353,-2.915,500,83,0,nan,1e-05,0.43723,nan
354,-2.91,500,82,0,nan,1.6e-05,0.434231,nan
355,-3.015,500,103,0,nan,8e-06,0.435309,nan
356,-2.99,500,98,0,nan,1.5e-05,0.435528,nan
357,-2.935,500,87,0,nan,0.001466,0.434059,nan
358,-3.075,500,115,0,nan,1.3e-05,0.436296,nan
359,-3.06,500,112,0,nan,1.9e-05,0.434976,nan
360,-2.93,500,86,0,nan,9e-06,0.439242,nan
361,-2.985,500,97,0,nan,1.2e-05,0.436946,nan
362,-3.08,500,116,0,nan,0.002943,0.436612,nan
363,-2.975,500,95,0,nan,5.4e-05,0.433168,nan
364,-2.985,500,97,0,nan,8e-06,0.438382,nan
365,-3.055,500,111,0,nan,0.001486,0.43705,nan
366,-2.975,500,95,0,nan,0.001486,0.439849,nan
367,-2.93,500,86,0,nan,0.001486,0.439244,nan
368,-2.945,500,89,0,nan,7e-06,0.441149,nan
369,-2.825,500,65,0,nan,0.001477,0.437662,nan
370,-3.035,500,107,0,nan,0.001489,0.437551,nan
371,-3.025,500,105,0,nan,0.001499,0.435144,nan
372,-2.99,500,98,0,nan,0.001494,0.43915,nan
373,-2.985,500,97,0,nan,0.00149,0.439197,nan
374,-3.02,500,104,0,nan,1.1e-05,0.438865,nan
375,-3.06,500,112,0,nan,1.3e-05,0.439199,nan
376,-3.0,500,100,0,nan,0.003015,0.441686,nan
377,-2.955,500,91,0,nan,8e-06,0.440653,nan
378,-3.01,500,102,0,nan,1e-05,0.442306,nan
379,-3.01,500,102,0,nan,5e-05,0.437496,nan
380,-2.945,500,89,0,nan,8e-06,0.441928,nan
381,-2.935,500,87,0,nan,0.001508,0.441515,nan
382,-2.89,500,78,0,nan,0.00151,0.442953,nan
383,-3.015,500,103,0,nan,3.1e-05,0.438416,nan
384,-3.025,500,105,0,nan,9e-06,0.441462,nan
385,-2.955,500,91,0,nan,0.002977,0.43938,nan
386,-2.94,500,88,0,nan,1.8e-05,0.440674,nan
387,-2.95,500,90,0,nan,1.8e-05,0.440383,nan
388,-2.87,500,74,0,nan,5e-06,0.443299,nan
389,-2.595,500,19,0,nan,0.002986,0.4413,nan
390,-2.585,500,17,0,nan,0.00149,0.441799,nan
391,-2.59,500,18,0,nan,6e-06,0.440778,nan
392,-2.615,500,23,0,nan,0.001481,0.439863,nan
393,-2.58,500,16,0,nan,5e-06,0.439813,nan
394,-2.54,500,8,0,nan,1e-05,0.437101,nan
395,-2.5,500,0,0,nan,3e-06,0.439663,nan
396,-2.5,500,0,0,nan,7e-06,0.439324,nan
397,-2.5,500,0,0,nan,0.001478,0.437905,nan
398,-2.505,500,1,0,nan,4e-06,0.438044,nan
399,-2.505,500,1,0,nan,2e-06,0.435183,nan
400,-2.5,500,0,0,nan,0.001447,0.434082,nan
401,-2.505,500,1,0,nan,5e-06,0.437821,nan
402,-2.5,500,0,0,nan,3e-06,0.434991,nan
403,-2.5,500,0,0,nan,3e-06,0.435091,nan
404,-2.5,500,0,0,nan,0.001438,0.435086,nan
405,-2.5,500,0,0,nan,2e-05,0.433073,nan
406,-2.505,500,1,0,nan,1.1e-05,0.431965,nan
407,-2.5,500,0,0,nan,2e-06,0.433905,nan
408,-2.5,500,0,0,nan,4e-06,0.432643,nan
409,-2.5,500,0,0,nan,2e-06,0.433801,nan
410,-2.5,500,0,0,nan,0.001429,0.433752,nan
411,-2.5,500,0,0,nan,4e-06,0.434048,nan
412,-2.5,500,0,0,nan,6e-06,0.432189,nan
413,-2.52,500,4,0,nan,1.6e-05,0.433973,nan
414,-2.545,500,9,0,nan,0.001432,0.432015,nan
415,-2.52,500,4,0,nan,2e-06,0.431857,nan
416,-2.515,500,3,0,nan,4e-06,0.432857,nan
417,-2.535,500,7,0,nan,4e-06,0.430952,nan
418,-2.515,500,3,0,nan,0.002814,0.427107,nan
419,-2.525,500,5,0,nan,4.9e-05,0.424625,nan
420,-2.53,500,6,0,nan,1.9e-05,0.426342,nan
421,-2.53,500,6,0,nan,3e-06,0.429293,nan
422,-2.515,500,3,0,nan,3e-06,0.4282,nan
423,-2.56,500,12,0,nan,2.2e-05,0.425736,nan
424,-2.51,500,2,0,nan,0.001402,0.426582,nan
425,-2.555,500,11,0,nan,1e-05,0.427209,nan
426,-2.55,500,10,0,nan,6e-06,0.42682,nan
427,-2.57,500,14,0,nan,2e-06,0.428555,nan
428,-2.52,500,4,0,nan,2e-06,0.42894,nan
429,-2.52,500,4,0,nan,1.4e-05,0.425073,nan
430,-2.53,500,6,0,nan,2e-06,0.426862,nan
431,-2.525,500,5,0,nan,0.002792,0.426351,nan
432,-2.515,500,3,0,nan,0.001393,0.425049,nan
433,-2.52,500,4,0,nan,4e-06,0.426421,nan
434,-2.525,500,5,0,nan,0.001391,0.423354,nan
435,-2.51,500,2,0,nan,1.2e-05,0.424993,nan
436,-2.515,500,3,0,nan,0.002796,0.425265,nan
437,-2.515,500,3,0,nan,0.002748,0.423302,nan
438,-2.51,500,2,0,nan,0.00137,0.424496,nan
439,-2.505,500,1,0,nan,2e-06,0.425999,nan
440,-2.525,500,5,0,nan,0.002753,0.422505,nan
441,-2.505,500,1,0,nan,0.002764,0.4238,nan
442,-2.515,500,3,0,nan,2e-06,0.424894,nan
443,-2.525,500,5,0,nan,2e-06,0.424624,nan
444,-2.515,500,3,0,nan,2e-06,0.423613,nan
445,-2.535,500,7,0,nan,1.1e-05,0.426059,nan
446,-2.53,500,6,0,nan,0.001383,0.424278,nan
447,-2.51,500,2,0,nan,0.001375,0.42381,nan
448,-2.53,500,6,0,nan,1e-06,0.423864,nan
449,-2.51,500,2,0,nan,0.001376,0.424391,nan
450,-2.51,500,2,0,nan,1.3e-05,0.421097,nan
451,-2.535,500,7,0,nan,0.001367,0.421756,nan
452,-2.525,500,5,0,nan,2e-06,0.42347,nan
453,-2.515,500,3,0,nan,5e-06,0.423959,nan
454,-2.51,500,2,0,nan,5e-06,0.421898,nan
455,-2.51,500,2,0,nan,1e-06,0.42244,nan
456,-2.515,500,3,0,nan,1.4e-05,0.419473,nan
457,-2.52,500,4,0,nan,9e-06,0.420105,nan
458,-2.525,500,5,0,nan,0.00135,0.419565,nan
459,-2.515,500,3,0,nan,0.001375,0.422756,nan
460,-2.515,500,3,0,nan,0.001358,0.421093,nan
461,-2.51,500,2,0,nan,0.002688,0.419776,nan
462,-2.505,500,1,0,nan,0.001353,0.420641,nan
463,-2.515,500,3,0,nan,0.001357,0.421328,nan
464,-2.505,500,1,0,nan,2e-06,0.420667,nan
465,-2.5,500,0,0,nan,0.002697,0.419882,nan
466,-2.515,500,3,0,nan,1.8e-05,0.417535,nan
467,-2.515,500,3,0,nan,0.001354,0.419956,nan
468,-2.535,500,7,0,nan,0.001351,0.418595,nan
469,-2.5,500,0,0,nan,0.001353,0.419489,nan
470,-2.515,500,3,0,nan,0.001354,0.421238,nan
471,-2.54,500,8,0,nan,0.001357,0.420539,nan
