episode,total_reward,steps,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,96.155,500,269,1,35.0,nan,51.421982,nan
2,-3.805,500,261,0,nan,nan,-1.71906,nan
3,-3.835,500,267,0,nan,nan,-1.755291,nan
4,-3.79,500,258,0,nan,nan,-1.777807,nan
5,-3.845,500,269,0,nan,nan,-1.695817,nan
6,96.145,500,271,1,86.0,nan,40.757061,nan
7,-3.795,500,259,0,nan,nan,-1.745337,nan
8,-3.845,500,269,0,nan,nan,-1.752838,nan
9,-3.905,500,281,0,nan,nan,-1.712177,nan
10,-3.78,500,256,0,nan,nan,-1.755372,nan
11,-3.8,500,260,0,nan,nan,-1.752642,nan
12,-3.755,500,251,0,nan,nan,-1.728244,nan
13,196.295,500,241,2,38.5,nan,104.804115,nan
14,96.26,500,248,1,79.0,nan,48.679615,nan
15,96.215,500,257,1,81.0,nan,48.093739,nan
16,96.295,500,241,1,21.0,nan,52.089458,nan
17,196.425,500,215,2,83.0,nan,77.671379,nan
18,196.345,500,231,2,65.5,nan,83.74765,nan
19,296.32,500,236,3,60.666666666666664,nan,150.809677,nan
20,296.385,500,223,3,63.0,nan,155.319351,nan
21,196.28,500,244,2,47.5,nan,95.132843,nan
22,196.345,500,231,2,48.5,nan,106.021339,nan
23,296.525,500,195,3,63.333333333333336,nan,125.351227,nan
24,196.475,500,205,2,73.0,nan,105.385857,nan
25,296.455,500,209,3,45.0,nan,125.557297,nan
26,196.395,500,221,2,65.5,nan,99.60891,nan
27,396.405,500,219,4,34.75,nan,188.808578,nan
28,196.525,500,195,2,55.5,nan,107.542953,nan
29,296.375,500,225,3,59.333333333333336,nan,125.37233,nan
30,396.47,500,206,4,36.75,nan,195.317596,nan
31,196.405,500,219,2,31.5,nan,102.962364,nan
32,296.395,500,221,3,49.333333333333336,nan,136.983368,nan
33,296.525,500,195,3,39.333333333333336,nan,152.283615,nan
34,296.46,500,208,3,31.666666666666668,nan,147.01178,nan
35,396.37,500,226,4,43.5,nan,199.660095,nan
36,296.395,500,221,3,42.0,nan,155.586456,nan
37,396.41,500,218,4,39.0,nan,190.979111,nan
38,296.46,500,208,3,50.333333333333336,nan,144.207245,nan
39,296.34,500,232,3,48.0,nan,127.06572,nan
40,496.475,500,205,5,30.6,nan,244.709503,nan
41,496.375,500,225,5,43.0,nan,234.621689,nan
42,396.415,500,217,4,38.75,nan,205.245346,nan
43,496.395,500,221,5,38.6,nan,229.79863,nan
44,496.41,500,218,5,40.2,nan,229.869308,nan
45,396.45,500,210,4,55.0,nan,186.77829,nan
46,496.405,500,219,5,45.6,nan,233.534103,nan
47,496.34,500,232,5,48.2,nan,223.819611,nan
48,496.405,500,219,5,41.0,nan,224.51358,nan
49,496.445,500,211,5,51.0,nan,235.20018,nan
50,396.44,500,212,4,54.75,nan,178.904846,nan
51,496.44,500,212,5,43.4,nan,243.669235,nan
52,496.37,500,226,5,40.6,nan,230.563583,nan
53,496.385,500,223,5,68.8,nan,245.365845,nan
54,396.53,500,194,4,63.75,nan,203.396255,nan
55,496.37,500,226,5,53.4,nan,252.992126,nan
56,396.405,500,219,4,70.5,nan,189.588669,nan
57,396.42,500,216,4,64.5,nan,192.214417,nan
58,496.425,500,215,5,56.4,nan,246.730209,nan
59,396.435,500,213,4,71.5,nan,188.630569,nan
60,596.495,500,201,6,44.666666666666664,nan,294.328003,nan
61,496.59,500,182,5,53.2,nan,238.391861,nan
62,496.48,500,204,5,51.0,nan,240.843674,nan
63,496.59,500,182,5,57.8,nan,250.959259,nan
64,596.51,500,198,6,47.5,nan,280.161926,nan
65,496.665,500,167,5,57.2,nan,238.683792,nan
66,396.505,500,199,4,78.25,nan,192.266815,nan
67,496.665,500,167,5,63.8,nan,247.900467,nan
68,496.595,500,181,5,59.0,nan,252.925659,nan
69,396.69,500,162,4,62.25,nan,203.659317,nan
70,596.74,500,152,6,51.833333333333336,nan,288.007782,nan
71,396.66,500,168,4,71.0,nan,170.952271,nan
72,296.64,500,172,3,82.33333333333333,nan,133.684097,nan
73,396.695,500,161,4,75.75,nan,206.229584,nan
74,296.79,500,142,3,105.0,nan,157.13324,nan
75,296.715,500,157,3,128.66666666666666,nan,135.44841,nan
76,496.765,500,147,5,60.2,nan,242.576843,nan
77,496.705,500,159,5,53.0,nan,241.776154,nan
78,296.695,500,161,3,83.0,nan,135.52951,nan
79,496.76,500,148,5,56.6,nan,244.653427,nan
80,496.725,500,155,5,60.6,nan,220.282425,nan
81,496.7,500,160,5,69.8,nan,236.056183,nan
82,596.72,500,156,6,52.666666666666664,nan,282.451447,nan
83,496.76,500,148,5,59.0,nan,251.1548,nan
84,496.785,500,143,5,45.0,nan,225.880325,nan
85,596.685,500,163,6,42.333333333333336,nan,280.706268,nan
86,496.745,500,151,5,53.4,nan,235.237137,nan
87,596.8,500,140,6,38.166666666666664,nan,268.675751,nan
88,596.795,500,141,6,39.666666666666664,nan,291.627167,nan
89,596.8,500,140,6,35.666666666666664,nan,291.338684,nan
90,596.73,500,154,6,33.833333333333336,nan,261.052032,nan
91,596.75,500,150,6,38.0,nan,278.061768,nan
92,696.775,500,145,7,31.0,nan,339.239563,nan
93,596.81,500,138,6,26.333333333333332,nan,268.041504,nan
94,496.795,500,141,5,39.0,nan,235.153458,nan
95,596.715,500,157,6,26.0,nan,284.650818,nan
96,696.82,500,136,7,30.714285714285715,nan,333.117706,nan
97,596.815,500,137,6,27.5,nan,298.671265,nan
98,596.825,500,135,6,34.0,nan,282.082306,nan
99,596.695,500,161,6,30.0,nan,303.976715,nan
100,596.755,500,149,6,30.166666666666668,nan,268.802887,nan
101,596.79,500,142,6,26.333333333333332,nan,268.610657,nan
102,596.765,500,147,6,28.333333333333332,nan,292.545227,nan
103,596.74,500,152,6,25.333333333333332,nan,267.528046,nan
104,596.78,500,144,6,30.5,nan,291.720428,nan
105,696.74,500,152,7,31.0,nan,339.596802,nan
106,596.705,500,159,6,29.333333333333332,nan,290.102112,nan
107,696.72,500,156,7,26.571428571428573,nan,323.628113,nan
108,696.615,500,177,7,28.0,nan,322.679413,nan
109,596.74,500,152,6,25.666666666666668,nan,285.971252,nan
110,596.66,500,168,6,26.166666666666668,nan,276.796692,nan
111,596.7,500,160,6,32.166666666666664,nan,309.989441,nan
112,696.765,500,147,7,25.142857142857142,nan,336.934082,nan
113,596.63,500,174,6,30.166666666666668,nan,287.602264,nan
114,596.765,500,147,6,26.5,nan,268.674225,nan
115,596.675,500,165,6,25.0,nan,266.472137,nan
116,696.65,500,170,7,26.0,nan,322.629852,nan
117,696.615,500,177,7,25.857142857142858,nan,338.898285,nan
118,796.635,500,173,8,27.5,nan,397.22287,nan
119,696.69,500,162,7,27.142857142857142,nan,328.845581,nan
120,796.695,500,161,8,26.125,nan,363.161957,nan
121,796.61,500,178,8,23.375,nan,384.279816,nan
122,796.635,500,173,8,26.75,nan,383.120819,nan
123,796.595,500,181,8,25.125,nan,368.289368,nan
124,796.51,500,198,8,29.25,nan,416.407806,nan
125,696.625,500,175,7,27.571428571428573,nan,340.777924,nan
126,796.58,500,184,8,29.5,nan,369.647003,nan
127,796.615,500,177,8,27.375,nan,361.756653,nan
128,796.475,500,205,8,30.125,nan,358.195862,nan
129,796.465,500,207,8,30.5,nan,370.676819,nan
130,896.45,500,210,9,28.11111111111111,nan,414.117065,nan
131,896.435,500,213,9,24.666666666666668,nan,420.48056,nan
132,896.425,500,215,9,23.555555555555557,nan,419.769043,nan
133,896.435,500,213,9,26.333333333333332,nan,424.187622,nan
134,896.45,500,210,9,27.333333333333332,nan,425.587158,nan
135,896.485,500,203,9,22.88888888888889,nan,395.78064,nan
136,796.45,500,210,8,31.75,nan,378.298218,nan
137,896.335,500,233,9,27.333333333333332,nan,425.72403,nan
138,996.355,500,229,10,26.7,nan,469.404724,nan
139,796.365,500,227,8,27.0,nan,377.824066,nan
140,996.305,500,239,10,22.9,nan,473.05484,nan
141,796.33,500,234,8,27.625,nan,367.226898,nan
142,996.395,500,221,10,25.8,nan,473.251312,nan
143,896.4,500,220,9,25.22222222222222,nan,422.708374,nan
144,796.38,500,224,8,26.25,nan,377.109192,nan
145,896.44,500,212,9,24.0,nan,419.799774,nan
146,896.33,500,234,9,27.22222222222222,nan,414.168671,nan
147,796.32,500,236,8,27.375,nan,395.988495,nan
148,996.27,500,246,10,21.9,nan,457.260925,nan
149,896.265,500,247,9,24.11111111111111,nan,454.097076,nan
150,996.29,500,242,10,26.1,nan,476.214325,nan
151,896.235,500,253,9,23.0,nan,426.04306,nan
152,796.255,500,249,8,28.375,nan,373.900818,nan
153,996.31,500,238,10,24.5,nan,457.281738,nan
154,896.175,500,265,9,25.88888888888889,nan,447.063629,nan
155,996.09,500,282,10,21.6,nan,485.987122,nan
156,996.2,500,260,10,23.5,nan,488.421265,nan
157,996.15,500,270,10,23.6,nan,480.199432,nan
158,996.15,500,270,10,23.0,nan,465.098877,nan
159,895.98,500,304,9,23.77777777777778,nan,427.041199,nan
160,1096.09,500,282,11,23.0,nan,495.014038,nan
161,996.045,500,291,10,20.8,nan,463.975769,nan
162,895.98,500,304,9,25.666666666666668,nan,425.704559,nan
163,895.93,500,314,9,24.88888888888889,nan,416.635101,nan
164,895.945,500,311,9,22.555555555555557,nan,429.169708,nan
165,995.96,500,308,10,21.2,nan,453.499756,nan
166,895.98,500,304,9,22.77777777777778,nan,422.736053,nan
167,1095.93,500,314,11,21.0,nan,507.946503,nan
168,995.905,500,319,10,22.8,nan,467.937042,nan
169,895.89,500,322,9,23.0,nan,422.299316,nan
170,995.875,500,325,10,22.3,nan,471.428497,nan
171,895.81,500,338,9,23.666666666666668,nan,421.245117,nan
172,1095.795,500,341,11,20.727272727272727,nan,521.787903,nan
173,1095.75,500,350,11,20.272727272727273,nan,488.914673,nan
174,995.895,500,321,10,19.7,nan,459.897888,nan
175,895.73,500,354,9,20.77777777777778,nan,415.459137,nan
176,995.67,500,366,10,22.0,nan,483.202698,nan
177,995.81,500,338,10,22.2,nan,458.500061,nan
178,995.81,500,338,10,21.4,nan,478.836639,nan
179,895.785,500,343,9,20.22222222222222,nan,420.656555,nan
180,995.765,500,347,10,25.4,nan,461.047333,nan
181,995.675,500,365,10,22.8,nan,459.926331,nan
182,995.805,500,339,10,23.4,nan,482.036102,nan
183,1095.695,500,361,11,21.90909090909091,nan,499.668793,nan
184,1095.72,500,356,11,22.363636363636363,nan,524.415466,nan
185,995.67,500,366,10,23.3,nan,475.492401,nan
186,1095.675,500,365,11,20.636363636363637,nan,490.425293,nan
187,995.735,500,353,10,23.4,nan,488.675598,nan
188,995.68,500,364,10,21.9,nan,445.292816,nan
189,895.81,500,338,9,23.666666666666668,nan,408.177887,nan
190,995.69,500,362,10,22.4,nan,463.007965,nan
191,995.68,500,364,10,21.6,nan,450.293732,nan
192,1095.685,500,363,11,20.272727272727273,nan,496.76474,nan
193,995.735,500,353,10,21.5,nan,462.014618,nan
194,1095.73,500,354,11,21.363636363636363,nan,495.366577,nan
195,1195.685,500,363,12,21.083333333333332,nan,554.418518,nan
196,1095.6,500,380,11,23.636363636363637,nan,486.302185,nan
197,1095.7,500,360,11,21.545454545454547,nan,522.741089,nan
198,995.735,500,353,10,25.3,nan,465.888428,nan
199,995.72,500,356,10,24.7,nan,469.365509,nan
200,1095.72,500,356,11,22.636363636363637,nan,506.405121,nan
201,995.65,500,370,10,22.6,nan,456.122589,nan
202,1195.685,500,363,12,22.166666666666668,nan,563.404175,nan
203,995.77,500,346,10,24.1,nan,471.659302,nan
204,1095.66,500,368,11,22.727272727272727,nan,520.951538,nan
205,1095.67,500,366,11,21.0,nan,506.060242,nan
206,995.765,500,347,10,21.4,nan,464.238098,nan
207,895.69,500,362,9,27.666666666666668,nan,440.709991,nan
208,1095.765,500,347,11,22.363636363636363,nan,499.606995,nan
209,1095.74,500,352,11,21.636363636363637,nan,518.472168,nan
210,1195.635,500,373,12,21.583333333333332,nan,554.479309,nan
211,995.705,500,359,10,24.4,nan,486.283112,nan
212,1195.705,500,359,12,21.25,nan,551.443359,nan
213,995.72,500,356,10,22.3,nan,460.995209,nan
214,1095.73,500,354,11,22.454545454545453,nan,505.524963,nan
215,1195.785,500,343,12,20.0,nan,549.528503,nan
216,1095.675,500,365,11,23.272727272727273,nan,505.519501,nan
217,995.725,500,355,10,22.5,nan,463.825806,nan
218,995.8,500,340,10,24.9,nan,457.063721,nan
219,995.78,500,344,10,23.4,nan,474.045471,nan
220,995.745,500,351,10,24.5,nan,471.395508,nan
221,1195.865,500,327,12,20.75,nan,570.458008,nan
222,1095.845,500,331,11,24.363636363636363,nan,527.850952,nan
223,1195.74,500,352,12,20.666666666666668,nan,554.419312,nan
224,1195.74,500,352,12,21.416666666666668,nan,564.168518,nan
225,1095.725,500,355,11,22.727272727272727,nan,504.764648,nan
226,1095.825,500,335,11,22.636363636363637,nan,517.322937,nan
227,1095.75,500,350,11,19.636363636363637,nan,512.261353,nan
228,1095.8,500,340,11,20.09090909090909,nan,508.823883,nan
229,1195.71,500,358,12,19.583333333333332,nan,560.942017,nan
230,1095.72,500,356,11,22.272727272727273,nan,518.617249,nan
231,1095.665,500,367,11,21.818181818181817,nan,504.906647,nan
232,1095.695,500,361,11,20.727272727272727,nan,527.190552,nan
233,1195.66,500,368,12,21.25,nan,568.787842,nan
234,1195.65,500,370,12,20.0,nan,564.877319,nan
235,1195.635,500,373,12,20.666666666666668,nan,554.551453,nan
236,1095.65,500,370,11,21.09090909090909,nan,501.4617,nan
237,1195.675,500,365,12,18.916666666666668,nan,541.851868,nan
238,1195.705,500,359,12,19.916666666666668,nan,553.201111,nan
239,1095.53,500,394,11,22.272727272727273,nan,513.361816,nan
240,1095.57,500,386,11,21.181818181818183,nan,512.868652,nan
241,1095.61,500,378,11,20.90909090909091,nan,530.056641,nan
242,1095.56,500,388,11,21.90909090909091,nan,503.910828,nan
243,1195.675,500,365,12,19.416666666666668,nan,556.335938,nan
244,1095.625,500,375,11,21.545454545454547,nan,493.364166,nan
245,1195.635,500,373,12,19.583333333333332,nan,539.97052,nan
246,1095.655,500,369,11,20.727272727272727,nan,534.64624,nan
247,1195.57,500,386,12,20.5,nan,528.349854,nan
248,1095.65,500,370,11,21.454545454545453,nan,522.285278,nan
249,1095.625,500,375,11,21.454545454545453,nan,525.629333,nan
250,1095.61,500,378,11,19.363636363636363,nan,497.452545,nan
251,1095.71,500,358,11,20.90909090909091,nan,519.750244,nan
252,1195.565,500,387,12,19.25,nan,538.289185,nan
253,1095.645,500,371,11,23.0,nan,508.526337,nan
254,1095.58,500,384,11,21.90909090909091,nan,523.445435,nan
255,1195.465,500,407,12,18.666666666666668,nan,534.45575,nan
256,1095.59,500,382,11,22.09090909090909,nan,510.135803,nan
257,1095.515,500,397,11,21.90909090909091,nan,504.667175,nan
258,1095.585,500,383,11,21.181818181818183,nan,520.716675,nan
259,1095.605,500,379,11,21.272727272727273,nan,529.912231,nan
260,1195.61,500,378,12,18.666666666666668,nan,537.233398,nan
261,1195.64,500,372,12,19.083333333333332,nan,545.792725,nan
262,1095.61,500,378,11,20.818181818181817,nan,522.820496,nan
263,1095.615,500,377,11,20.636363636363637,nan,505.740021,nan
264,1095.575,500,385,11,21.818181818181817,nan,494.358826,nan
265,1195.665,500,367,12,21.416666666666668,nan,550.6875,nan
266,1195.58,500,384,12,20.416666666666668,nan,543.679504,nan
267,1195.6,500,380,12,21.333333333333332,nan,560.71167,nan
268,1195.61,500,378,12,22.166666666666668,nan,572.416199,nan
269,1295.565,500,387,13,18.384615384615383,nan,583.619629,nan
270,1195.645,500,371,12,19.583333333333332,nan,534.096558,nan
271,1095.65,500,370,11,21.818181818181817,nan,515.830444,nan
272,1095.575,500,385,11,24.818181818181817,nan,522.856934,nan
273,1195.59,500,382,12,20.416666666666668,nan,557.095764,nan
274,1095.535,500,393,11,22.454545454545453,nan,481.975525,nan
275,1095.67,500,366,11,20.454545454545453,nan,492.615417,nan
276,1195.58,500,384,12,19.5,nan,551.694519,nan
277,1195.655,500,369,12,21.333333333333332,nan,546.886963,nan
278,1095.65,500,370,11,22.09090909090909,nan,521.016479,nan
279,1195.545,500,391,12,20.333333333333332,nan,560.439758,nan
280,1095.655,500,369,11,19.636363636363637,nan,518.067139,nan
281,1195.68,500,364,12,18.333333333333332,nan,555.61084,nan
282,1195.725,500,355,12,21.833333333333332,nan,589.78186,nan
283,1195.62,500,376,12,22.083333333333332,nan,555.551514,nan
284,1095.65,500,370,11,21.636363636363637,nan,510.822754,nan
285,1195.545,500,391,12,20.083333333333332,nan,563.697937,nan
286,1095.62,500,376,11,21.727272727272727,nan,506.358551,nan
287,1095.6,500,380,11,23.0,nan,506.323639,nan
288,1195.68,500,364,12,20.666666666666668,nan,566.30011,nan
289,1095.635,500,373,11,21.272727272727273,nan,522.125122,nan
290,1095.67,500,366,11,21.90909090909091,nan,500.812073,nan
291,1095.65,500,370,11,22.09090909090909,nan,522.768677,nan
292,1195.58,500,384,12,20.416666666666668,nan,555.481384,nan
293,1195.66,500,368,12,19.583333333333332,nan,570.275146,nan
294,1195.615,500,377,12,19.666666666666668,nan,569.206299,nan
295,1095.625,500,375,11,23.272727272727273,nan,515.419983,nan
296,1095.66,500,368,11,21.09090909090909,nan,524.184937,nan
297,1195.665,500,367,12,19.666666666666668,nan,547.258362,nan
298,1095.655,500,369,11,23.818181818181817,nan,527.445129,nan
299,1095.595,500,381,11,23.181818181818183,nan,532.094543,nan
300,1095.645,500,371,11,20.636363636363637,nan,507.468079,nan
301,1095.68,500,364,11,23.727272727272727,nan,525.770081,nan
302,1195.585,500,383,12,20.5,nan,537.292603,nan
303,1195.64,500,372,12,20.25,nan,562.263489,nan
304,1095.56,500,388,11,20.181818181818183,nan,505.425201,nan
305,1095.575,500,385,11,23.181818181818183,nan,501.153656,nan
306,1095.62,500,376,11,21.90909090909091,nan,507.687988,nan
307,1195.62,500,376,12,20.416666666666668,nan,557.753784,nan
308,1095.565,500,387,11,22.636363636363637,nan,513.665222,nan
309,1095.685,500,363,11,22.363636363636363,nan,507.588074,nan
310,1195.58,500,384,12,19.583333333333332,nan,569.84021,nan
311,1195.635,500,373,12,20.25,nan,567.467346,nan
312,1095.685,500,363,11,21.181818181818183,nan,513.105652,nan
313,1095.565,500,387,11,21.818181818181817,nan,501.787323,nan
314,1095.605,500,379,11,21.09090909090909,nan,497.256287,nan
315,1195.54,500,392,12,20.416666666666668,nan,553.950623,nan
316,1195.615,500,377,12,19.083333333333332,nan,542.820557,nan
317,1095.655,500,369,11,22.0,nan,505.016815,nan
318,1195.695,500,361,12,18.833333333333332,nan,536.683655,nan
319,1095.565,500,387,11,21.181818181818183,nan,503.966003,nan
320,1195.65,500,370,12,21.416666666666668,nan,555.799438,nan
321,1195.71,500,358,12,18.916666666666668,nan,578.929626,nan
322,1095.7,500,360,11,20.818181818181817,nan,496.12973,nan
323,1095.72,500,356,11,22.363636363636363,nan,511.867645,nan
324,1195.575,500,385,12,23.166666666666668,nan,532.86261,nan
