episode,total_reward,steps,success,licked_left,licked_right,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1173,-4.6,500,0,0,0,42,0,nan,0.002255,0.465284,nan
1174,-5.4,500,0,0,0,58,0,nan,0.000231,0.472607,nan
1175,-4.1,500,0,0,0,32,0,nan,0.000342,0.451259,nan
1176,-2.55,500,0,0,0,1,0,nan,0.000182,0.469236,nan
1177,-2.5,500,0,0,0,0,0,nan,0.000225,0.453075,nan
1178,-2.5,500,0,0,0,0,0,nan,0.002209,0.478225,nan
1179,-2.55,500,0,0,0,1,0,nan,0.000222,0.465017,nan
1180,-2.5,500,0,0,0,0,0,nan,0.001606,0.474727,nan
1181,-2.5,500,0,0,0,0,0,nan,0.000306,0.476244,nan
1182,-2.5,500,0,0,0,0,0,nan,0.000241,0.476201,nan
1183,-2.5,500,0,0,0,0,0,nan,0.00331,0.459084,nan
1184,-2.5,500,0,0,0,0,0,nan,0.002045,0.463758,nan
1185,-2.5,500,0,0,0,0,0,nan,0.002235,0.467798,nan
1186,-2.5,500,0,0,0,0,0,nan,0.000295,0.464627,nan
1187,-2.5,500,0,0,0,0,0,nan,0.000124,0.458685,nan
1188,-2.5,500,0,0,0,0,0,nan,0.000172,0.447198,nan
1189,-2.5,500,0,0,0,0,0,nan,0.001807,0.466409,nan
1190,-2.5,500,0,0,0,0,0,nan,0.000231,0.465011,nan
1191,-2.5,500,0,0,0,0,0,nan,0.000199,0.461482,nan
1192,-2.5,500,0,0,0,0,0,nan,0.000301,0.442054,nan
1193,-2.55,500,0,0,0,1,0,nan,0.000146,0.451621,nan
1194,-2.55,500,0,0,0,1,0,nan,0.001388,0.454887,nan
1195,-2.5,500,0,0,0,0,0,nan,0.000174,0.452401,nan
1196,-2.5,500,0,0,0,0,0,nan,0.001604,0.440388,nan
1197,-2.5,500,0,0,0,0,0,nan,0.000113,0.451015,nan
1198,-2.5,500,0,0,0,0,0,nan,0.000139,0.451879,nan
1199,-2.5,500,0,0,0,0,0,nan,8.2e-05,0.440352,nan
1200,-2.5,500,0,0,0,0,0,nan,0.000159,0.441785,nan
1201,-2.55,500,0,0,0,1,0,nan,0.000162,0.447236,nan
1202,-2.5,500,0,0,0,0,0,nan,0.005719,0.452325,nan
1203,-2.5,500,0,0,0,0,0,nan,0.000149,0.446167,nan
1204,-2.5,500,0,0,0,0,0,nan,9.1e-05,0.449047,nan
1205,-2.5,500,0,0,0,0,0,nan,9.5e-05,0.454176,nan
1206,-2.5,500,0,0,0,0,0,nan,0.003564,0.446722,nan
1207,-2.5,500,0,0,0,0,0,nan,0.0031,0.453244,nan
1208,-2.5,500,0,0,0,0,0,nan,0.001189,0.44918,nan
1209,-2.55,500,0,0,0,1,0,nan,0.001583,0.448678,nan
1210,-2.5,500,0,0,0,0,0,nan,0.001551,0.448269,nan
1211,-2.55,500,0,0,0,1,0,nan,0.001568,0.452393,nan
1212,-2.5,500,0,0,0,0,0,nan,7.5e-05,0.446967,nan
1213,-2.5,500,0,0,0,0,0,nan,4.2e-05,0.449317,nan
1214,-2.5,500,0,0,0,0,0,nan,0.002004,0.449332,nan
1215,-2.5,500,0,0,0,0,0,nan,0.000198,0.445351,nan
1216,-2.5,500,0,0,0,0,0,nan,0.001587,0.445761,nan
1217,-2.5,500,0,0,0,0,0,nan,0.001546,0.44245,nan
1218,-2.5,500,0,0,0,0,0,nan,8.7e-05,0.44359,nan
1219,-2.5,500,0,0,0,0,0,nan,0.001554,0.443376,nan
1220,-2.5,500,0,0,0,0,0,nan,0.000153,0.443011,nan
1221,-2.5,500,0,0,0,0,0,nan,0.000111,0.441357,nan
1222,-2.5,500,0,0,0,0,0,nan,7.4e-05,0.440597,nan
1223,-2.5,500,0,0,0,0,0,nan,0.000119,0.440601,nan
1224,-2.5,500,0,0,0,0,0,nan,6.3e-05,0.442912,nan
1225,-2.5,500,0,0,0,0,0,nan,7.6e-05,0.439385,nan
1226,-2.5,500,0,0,0,0,0,nan,0.001587,0.442992,nan
1227,-2.5,500,0,0,0,0,0,nan,2.8e-05,0.44077,nan
1228,-2.55,500,0,0,0,1,0,nan,2e-05,0.441725,nan
1229,-2.5,500,0,0,0,0,0,nan,0.000113,0.44122,nan
1230,-2.5,500,0,0,0,0,0,nan,9.7e-05,0.440487,nan
1231,-2.5,500,0,0,0,0,0,nan,7.6e-05,0.437691,nan
1232,-2.5,500,0,0,0,0,0,nan,0.001454,0.435979,nan
1233,-2.5,500,0,0,0,0,0,nan,0.003112,0.436492,nan
1234,-2.5,500,0,0,0,0,0,nan,6.8e-05,0.435532,nan
1235,-2.5,500,0,0,0,0,0,nan,4.4e-05,0.434217,nan
1236,-2.5,500,0,0,0,0,0,nan,3.5e-05,0.434101,nan
1237,-2.5,500,0,0,0,0,0,nan,3e-06,0.435776,nan
1238,-2.5,500,0,0,0,0,0,nan,4e-06,0.433121,nan
1239,-2.55,500,0,0,0,1,0,nan,4.8e-05,0.434118,nan
1240,-2.5,500,0,0,0,0,0,nan,0.001478,0.43307,nan
1241,-2.5,500,0,0,0,0,0,nan,0.002885,0.431192,nan
1242,-2.5,500,0,0,0,0,0,nan,2.4e-05,0.431595,nan
1243,-2.5,500,0,0,0,0,0,nan,4e-06,0.43161,nan
1244,-2.55,500,0,0,0,1,0,nan,3e-06,0.430977,nan
1245,-2.5,500,0,0,0,0,0,nan,0.001428,0.431633,nan
1246,-2.5,500,0,0,0,0,0,nan,5e-06,0.43091,nan
1247,-2.5,500,0,0,0,0,0,nan,3e-06,0.433448,nan
1248,-2.5,500,0,0,0,0,0,nan,0.001428,0.431595,nan
1249,-2.55,500,0,0,0,1,0,nan,0.0,0.431981,nan
1250,-2.5,500,0,0,0,0,0,nan,1e-05,0.428588,nan
1251,-2.5,500,0,0,0,0,0,nan,0.002843,0.430644,nan
1252,-2.5,500,0,0,0,0,0,nan,3e-06,0.429542,nan
1253,-2.5,500,0,0,0,0,0,nan,1e-06,0.43049,nan
1254,-2.5,500,0,0,0,0,0,nan,4e-06,0.429385,nan
1255,-2.5,500,0,0,0,0,0,nan,1e-06,0.430291,nan
1256,-2.6,500,0,0,0,2,0,nan,0.001416,0.429671,nan
1257,-2.5,500,0,0,0,0,0,nan,1e-06,0.428681,nan
1258,-2.5,500,0,0,0,0,0,nan,0.001412,0.430193,nan
1259,-2.5,500,0,0,0,0,0,nan,4e-06,0.428504,nan
1260,-2.5,500,0,0,0,0,0,nan,0.004196,0.4273,nan
1261,-2.5,500,0,0,0,0,0,nan,0.001392,0.429347,nan
1262,-2.5,500,0,0,0,0,0,nan,1e-06,0.428408,nan
1263,-2.55,500,0,0,0,1,0,nan,1e-05,0.429372,nan
1264,-2.55,500,0,0,0,1,0,nan,0.001406,0.428371,nan
1265,-2.55,500,0,0,0,1,0,nan,1.4e-05,0.425862,nan
1266,-2.55,500,0,0,0,1,0,nan,3e-06,0.427766,nan
1267,-2.5,500,0,0,0,0,0,nan,2e-06,0.427521,nan
1268,-2.5,500,0,0,0,0,0,nan,5e-06,0.427063,nan
1269,-2.5,500,0,0,0,0,0,nan,5e-06,0.427686,nan
1270,-2.5,500,0,0,0,0,0,nan,0.0,0.427076,nan
1271,-2.5,500,0,0,0,0,0,nan,1e-06,0.427135,nan
1272,-2.6,500,0,0,0,2,0,nan,1e-06,0.426809,nan
1273,-2.5,500,0,0,0,0,0,nan,0.00139,0.425524,nan
1274,-2.5,500,0,0,0,0,0,nan,1e-06,0.42659,nan
1275,-2.5,500,0,0,0,0,0,nan,1e-06,0.426568,nan
1276,-2.5,500,0,0,0,0,0,nan,3e-06,0.426196,nan
1277,-2.55,500,0,0,0,1,0,nan,0.0,0.426932,nan
1278,-2.5,500,0,0,0,0,0,nan,0.002767,0.425037,nan
1279,-2.5,500,0,0,0,0,0,nan,4e-06,0.424981,nan
1280,-2.55,500,0,0,0,1,0,nan,0.00276,0.424344,nan
1281,-2.55,500,0,0,0,1,0,nan,0.001382,0.425754,nan
1282,-2.55,500,0,0,0,1,0,nan,0.0,0.425678,nan
1283,-2.5,500,0,0,0,0,0,nan,1.1e-05,0.423328,nan
1284,-2.5,500,0,0,0,0,0,nan,5e-06,0.423922,nan
1285,-2.55,500,0,0,0,1,0,nan,3e-06,0.424272,nan
1286,-2.5,500,0,0,0,0,0,nan,1e-06,0.424799,nan
1287,-2.5,500,0,0,0,0,0,nan,1e-06,0.424311,nan
1288,-2.55,500,0,0,0,1,0,nan,1e-06,0.425152,nan
1289,-2.5,500,0,0,0,0,0,nan,1e-06,0.424924,nan
1290,-2.55,500,0,0,0,1,0,nan,0.001378,0.424638,nan
1291,-2.5,500,0,0,0,0,0,nan,5e-06,0.423062,nan
1292,-2.5,500,0,0,0,0,0,nan,2e-06,0.423523,nan
1293,-2.5,500,0,0,0,0,0,nan,0.001369,0.422567,nan
1294,-2.5,500,0,0,0,0,0,nan,0.001368,0.423326,nan
1295,-2.5,500,0,0,0,0,0,nan,0.001373,0.423829,nan
1296,-2.5,500,0,0,0,0,0,nan,1e-06,0.42319,nan
1297,-2.5,500,0,0,0,0,0,nan,0.00273,0.422556,nan
1298,-2.5,500,0,0,0,0,0,nan,0.002725,0.422356,nan
1299,-2.6,500,0,0,0,2,0,nan,2e-06,0.422691,nan
1300,-2.5,500,0,0,0,0,0,nan,0.001364,0.421659,nan
1301,-2.5,500,0,0,0,0,0,nan,3e-06,0.421811,nan
1302,-2.5,500,0,0,0,0,0,nan,1e-06,0.421949,nan
1303,-2.5,500,0,0,0,0,0,nan,0.001361,0.421698,nan
1304,-2.5,500,0,0,0,0,0,nan,1e-06,0.422796,nan
1305,-2.5,500,0,0,0,0,0,nan,0.001362,0.422248,nan
1306,-2.5,500,0,0,0,0,0,nan,0.001359,0.420772,nan
1307,-2.5,500,0,0,0,0,0,nan,8e-06,0.420113,nan
1308,-2.5,500,0,0,0,0,0,nan,3e-06,0.420726,nan
1309,-2.5,500,0,0,0,0,0,nan,3e-06,0.420928,nan
1310,-2.5,500,0,0,0,0,0,nan,0.001354,0.420574,nan
1311,-2.5,500,0,0,0,0,0,nan,0.0,0.421836,nan
1312,-2.55,500,0,0,0,1,0,nan,1e-06,0.420796,nan
1313,-2.55,500,0,0,0,1,0,nan,0.0,0.421231,nan
1314,-2.55,500,0,0,0,1,0,nan,4e-06,0.420277,nan
1315,-2.5,500,0,0,0,0,0,nan,2e-06,0.42055,nan
1316,-2.6,500,0,0,0,2,0,nan,5e-06,0.419861,nan
1317,-2.55,500,0,0,0,1,0,nan,2e-06,0.420245,nan
1318,-2.5,500,0,0,0,0,0,nan,0.001349,0.420301,nan
1319,-2.5,500,0,0,0,0,0,nan,0.001354,0.42084,nan
1320,-2.5,500,0,0,0,0,0,nan,1e-06,0.42028,nan
1321,-2.55,500,0,0,0,1,0,nan,0.00135,0.420564,nan
1322,-2.5,500,0,0,0,0,0,nan,2e-06,0.419726,nan
1323,-2.55,500,0,0,0,1,0,nan,1e-06,0.420454,nan
1324,-2.55,500,0,0,0,1,0,nan,3e-06,0.419692,nan
1325,-2.55,500,0,0,0,1,0,nan,2e-06,0.420186,nan
1326,-2.5,500,0,0,0,0,0,nan,1e-06,0.42021,nan
1327,-2.5,500,0,0,0,0,0,nan,7e-06,0.418924,nan
1328,-2.5,500,0,0,0,0,0,nan,0.001345,0.418178,nan
1329,-2.5,500,0,0,0,0,0,nan,1e-06,0.419813,nan
1330,-2.5,500,0,0,0,0,0,nan,0.001344,0.419754,nan
1331,-2.5,500,0,0,0,0,0,nan,4e-06,0.41927,nan
1332,-2.55,500,0,0,0,1,0,nan,1e-06,0.41991,nan
1333,-2.5,500,0,0,0,0,0,nan,0.001349,0.420437,nan
1334,-2.5,500,0,0,0,0,0,nan,2e-06,0.419708,nan
1335,-2.55,500,0,0,0,1,0,nan,1e-06,0.420061,nan
1336,-2.5,500,0,0,0,0,0,nan,2e-06,0.419646,nan
1337,-2.5,500,0,0,0,0,0,nan,0.001343,0.419244,nan
1338,-2.5,500,0,0,0,0,0,nan,0.0,0.420163,nan
1339,-2.5,500,0,0,0,0,0,nan,0.001345,0.41906,nan
1340,-2.5,500,0,0,0,0,0,nan,1e-06,0.419842,nan
1341,-2.55,500,0,0,0,1,0,nan,1e-06,0.419667,nan
1342,-2.5,500,0,0,0,0,0,nan,0.002684,0.419211,nan
1343,-2.5,500,0,0,0,0,0,nan,1e-06,0.419555,nan
1344,-2.5,500,0,0,0,0,0,nan,0.001344,0.419607,nan
1345,-2.5,500,0,0,0,0,0,nan,2e-06,0.419517,nan
1346,-2.5,500,0,0,0,0,0,nan,0.00268,0.418871,nan
1347,-2.5,500,0,0,0,0,0,nan,1e-06,0.419798,nan
1348,-2.5,500,0,0,0,0,0,nan,3e-06,0.419174,nan
1349,-2.55,500,0,0,0,1,0,nan,0.001343,0.419328,nan
1350,-2.5,500,0,0,0,0,0,nan,1e-06,0.419575,nan
1351,-2.5,500,0,0,0,0,0,nan,0.0,0.419671,nan
1352,-2.5,500,0,0,0,0,0,nan,0.0,0.419682,nan
1353,-2.5,500,0,0,0,0,0,nan,2e-06,0.418926,nan
1354,-2.5,500,0,0,0,0,0,nan,2e-06,0.41908,nan
1355,-2.5,500,0,0,0,0,0,nan,1e-06,0.419192,nan
1356,-2.5,500,0,0,0,0,0,nan,0.001342,0.419417,nan
1357,-2.5,500,0,0,0,0,0,nan,1e-06,0.418992,nan
1358,-2.5,500,0,0,0,0,0,nan,1e-06,0.419014,nan
1359,-2.5,500,0,0,0,0,0,nan,2e-06,0.418785,nan
1360,-2.55,500,0,0,0,1,0,nan,0.001339,0.418554,nan
1361,-2.5,500,0,0,0,0,0,nan,2e-06,0.418667,nan
1362,-2.55,500,0,0,0,1,0,nan,1e-06,0.419212,nan
1363,-2.55,500,0,0,0,1,0,nan,2e-06,0.418727,nan
1364,-2.5,500,0,0,0,0,0,nan,2e-06,0.418433,nan
1365,-2.5,500,0,0,0,0,0,nan,2e-06,0.418514,nan
1366,-2.5,500,0,0,0,0,0,nan,0.004009,0.418405,nan
1367,-2.55,500,0,0,0,1,0,nan,2e-06,0.41831,nan
1368,-2.5,500,0,0,0,0,0,nan,3e-06,0.418034,nan
1369,-2.5,500,0,0,0,0,0,nan,0.001336,0.418395,nan
1370,-2.5,500,0,0,0,0,0,nan,0.001335,0.417629,nan
1371,-2.5,500,0,0,0,0,0,nan,1e-06,0.418526,nan
1372,-2.5,500,0,0,0,0,0,nan,4e-06,0.41775,nan
1373,-2.5,500,0,0,0,0,0,nan,2e-06,0.417968,nan
1374,-2.5,500,0,0,0,0,0,nan,3e-06,0.417726,nan
1375,-2.5,500,0,0,0,0,0,nan,7e-06,0.417122,nan
1376,-2.5,500,0,0,0,0,0,nan,0.001334,0.418047,nan
1377,-2.5,500,0,0,0,0,0,nan,0.0,0.418622,nan
1378,-2.5,500,0,0,0,0,0,nan,1e-06,0.418055,nan
1379,-2.5,500,0,0,0,0,0,nan,1e-06,0.418084,nan
1380,-2.5,500,0,0,0,0,0,nan,0.001333,0.417967,nan
1381,-2.5,500,0,0,0,0,0,nan,3e-06,0.417379,nan
1382,-2.55,500,0,0,0,1,0,nan,1e-06,0.417757,nan
1383,-2.5,500,0,0,0,0,0,nan,2e-06,0.417399,nan
1384,-2.5,500,0,0,0,0,0,nan,3e-06,0.417208,nan
1385,-2.5,500,0,0,0,0,0,nan,2e-06,0.417302,nan
1386,-2.5,500,0,0,0,0,0,nan,1e-06,0.417549,nan
1387,-2.55,500,0,0,0,1,0,nan,0.001331,0.417621,nan
1388,-2.5,500,0,0,0,0,0,nan,1e-06,0.417578,nan
1389,-2.6,500,0,0,0,2,0,nan,6e-06,0.416466,nan
1390,-2.5,500,0,0,0,0,0,nan,0.001328,0.416475,nan
1391,-2.5,500,0,0,0,0,0,nan,0.001331,0.417711,nan
1392,-2.5,500,0,0,0,0,0,nan,0.001328,0.416892,nan
1393,-2.55,500,0,0,0,1,0,nan,1e-06,0.417477,nan
1394,-2.5,500,0,0,0,0,0,nan,3e-06,0.417014,nan
1395,-2.5,500,0,0,0,0,0,nan,1e-06,0.417415,nan
1396,-2.5,500,0,0,0,0,0,nan,0.001331,0.417632,nan
1397,-2.55,500,0,0,0,1,0,nan,3e-06,0.416762,nan
1398,-2.5,500,0,0,0,0,0,nan,0.005301,0.416625,nan
1399,-2.5,500,0,0,0,0,0,nan,2e-06,0.417067,nan
1400,-2.5,500,0,0,0,0,0,nan,0.001329,0.417311,nan
1401,-2.5,500,0,0,0,0,0,nan,0.00133,0.417511,nan
1402,-2.6,500,0,0,0,2,0,nan,4e-06,0.416339,nan
1403,-2.5,500,0,0,0,0,0,nan,0.001328,0.417133,nan
1404,-2.55,500,0,0,0,1,0,nan,0.001325,0.416591,nan
1405,-2.55,500,0,0,0,1,0,nan,0.001328,0.417242,nan
1406,-2.5,500,0,0,0,0,0,nan,0.001324,0.416096,nan
1407,-2.5,500,0,0,0,0,0,nan,0.00265,0.416707,nan
1408,-2.5,500,0,0,0,0,0,nan,0.0,0.417139,nan
1409,-2.5,500,0,0,0,0,0,nan,0.001326,0.416757,nan
1410,-2.6,500,0,0,0,2,0,nan,3e-06,0.416175,nan
1411,-2.5,500,0,0,0,0,0,nan,0.001324,0.41634,nan
1412,-2.55,500,0,0,0,1,0,nan,5e-06,0.415815,nan
1413,-2.55,500,0,0,0,1,0,nan,1e-06,0.416931,nan
1414,-2.55,500,0,0,0,1,0,nan,4e-06,0.416028,nan
1415,-2.5,500,0,0,0,0,0,nan,0.001325,0.416611,nan
1416,-2.5,500,0,0,0,0,0,nan,3e-06,0.416461,nan
1417,-2.65,500,0,1,0,3,0,nan,0.001328,0.417075,nan
1418,-3.55,500,0,1,0,21,0,nan,2e-06,0.417306,nan
1419,-3.15,500,0,1,0,13,0,nan,2e-06,0.418437,nan
1420,-3.15,500,0,1,0,13,0,nan,0.001345,0.419519,nan
1421,-3.15,500,0,1,0,13,0,nan,0.002694,0.420206,nan
1422,-2.85,500,0,1,0,7,0,nan,4e-06,0.419142,nan
1423,-2.95,500,0,1,0,9,0,nan,0.001345,0.41973,nan
1424,-2.95,500,0,1,0,9,0,nan,0.001345,0.419576,nan
1425,-3.0,500,0,1,0,10,0,nan,0.001347,0.420038,nan
1426,-2.8,500,0,1,0,6,0,nan,0.001346,0.419472,nan
1427,-2.55,500,0,1,0,1,0,nan,1e-06,0.419786,nan
1428,-2.6,500,0,1,0,2,0,nan,1e-06,0.420018,nan
1429,-2.55,500,0,1,0,1,0,nan,3e-06,0.419936,nan
1430,-2.6,500,0,1,0,2,0,nan,0.001344,0.419343,nan
1431,-2.65,500,0,1,0,3,0,nan,2e-06,0.419395,nan
1432,-2.5,500,0,0,0,0,0,nan,1e-06,0.41984,nan
1433,-2.6,500,0,1,0,2,0,nan,3e-06,0.41918,nan
1434,-2.55,500,0,1,0,1,0,nan,1e-06,0.419758,nan
1435,-2.5,500,0,0,0,0,0,nan,5e-06,0.418996,nan
1436,-2.5,500,0,0,0,0,0,nan,1e-06,0.419831,nan
1437,-2.5,500,0,0,0,0,0,nan,0.0,0.419813,nan
1438,-2.5,500,0,0,0,0,0,nan,1e-06,0.419551,nan
1439,-2.5,500,0,0,0,0,0,nan,1e-06,0.418948,nan
1440,-2.5,500,0,0,0,0,0,nan,2e-06,0.418665,nan
1441,-2.5,500,0,0,0,0,0,nan,1e-06,0.419022,nan
1442,-2.5,500,0,0,0,0,0,nan,2e-06,0.418951,nan
1443,-2.5,500,0,0,0,0,0,nan,0.001352,0.419535,nan
1444,-2.5,500,0,0,0,0,0,nan,1e-06,0.419176,nan
1445,-2.55,500,0,1,0,1,0,nan,3e-06,0.418514,nan
1446,-2.5,500,0,0,0,0,0,nan,4e-06,0.418692,nan
1447,-2.5,500,0,0,0,0,0,nan,0.001339,0.419112,nan
1448,-2.5,500,0,0,0,0,0,nan,4e-06,0.418826,nan
1449,-2.5,500,0,0,0,0,0,nan,4e-06,0.418659,nan
1450,-2.5,500,0,0,0,0,0,nan,4e-06,0.418258,nan
1451,-2.5,500,0,0,0,0,0,nan,1.2e-05,0.417586,nan
1452,-2.55,500,0,1,0,1,0,nan,1e-06,0.419189,nan
1453,-2.5,500,0,0,0,0,0,nan,0.001352,0.418999,nan
1454,-2.5,500,0,0,0,0,0,nan,0.001335,0.418808,nan
1455,-2.5,500,0,0,0,0,0,nan,2e-06,0.418809,nan
1456,-2.5,500,0,0,0,0,0,nan,0.002666,0.418591,nan
1457,-2.5,500,0,0,0,0,0,nan,0.002665,0.417967,nan
1458,-2.55,500,0,1,0,1,0,nan,1e-06,0.418491,nan
1459,-2.5,500,0,0,0,0,0,nan,1e-06,0.418916,nan
1460,-2.5,500,0,0,0,0,0,nan,0.004015,0.41835,nan
1461,-2.5,500,0,0,0,0,0,nan,4e-06,0.41809,nan
1462,-2.5,500,0,0,0,0,0,nan,0.001335,0.418091,nan
1463,-2.5,500,0,0,0,0,0,nan,0.002683,0.418925,nan
1464,-2.5,500,0,0,0,0,0,nan,1e-06,0.41866,nan
1465,-2.5,500,0,0,0,0,0,nan,1e-06,0.419129,nan
1466,-2.55,500,0,1,0,1,0,nan,0.001331,0.418193,nan
1467,-2.5,500,0,0,0,0,0,nan,2e-06,0.418248,nan
1468,-2.5,500,0,0,0,0,0,nan,0.001332,0.418229,nan
1469,-2.5,500,0,0,0,0,0,nan,7e-06,0.417279,nan
1470,-2.55,500,0,1,0,1,0,nan,0.002682,0.419014,nan
1471,-2.5,500,0,0,0,0,0,nan,3e-06,0.418512,nan
1472,-2.5,500,0,0,0,0,0,nan,4e-06,0.418384,nan
1473,-2.5,500,0,0,0,0,0,nan,2e-06,0.41882,nan
1474,-2.5,500,0,0,0,0,0,nan,1e-06,0.41994,nan
1475,-2.5,500,0,0,0,0,0,nan,2e-06,0.419118,nan
1476,-2.5,500,0,0,0,0,0,nan,0.00269,0.418488,nan
1477,-2.55,500,0,1,0,1,0,nan,0.001349,0.418833,nan
1478,-2.5,500,0,0,0,0,0,nan,3e-06,0.417888,nan
1479,-2.5,500,0,0,0,0,0,nan,0.00133,0.418094,nan
1480,-2.5,500,0,0,0,0,0,nan,0.001336,0.417707,nan
1481,-2.55,500,0,0,0,1,0,nan,0.0027,0.418421,nan
1482,-2.5,500,0,0,0,0,0,nan,0.001334,0.418282,nan
1483,-2.5,500,0,0,0,0,0,nan,4e-06,0.417705,nan
1484,-2.5,500,0,0,0,0,0,nan,1e-06,0.41869,nan
1485,-2.5,500,0,0,0,0,0,nan,0.001344,0.418424,nan
1486,-2.5,500,0,0,0,0,0,nan,2e-06,0.418102,nan
1487,-2.55,500,0,0,0,1,0,nan,0.00132,0.417762,nan
1488,-2.5,500,0,0,0,0,0,nan,4e-06,0.41775,nan
1489,-2.5,500,0,0,0,0,0,nan,5e-06,0.41806,nan
1490,-2.55,500,0,0,0,1,0,nan,6e-06,0.417473,nan
1491,-2.5,500,0,0,0,0,0,nan,0.001342,0.418244,nan
1492,-2.5,500,0,0,0,0,0,nan,0.001309,0.417967,nan
1493,-2.55,500,0,0,0,1,0,nan,0.001336,0.416763,nan
1494,-2.5,500,0,0,0,0,0,nan,4e-06,0.417074,nan
1495,-2.5,500,0,0,0,0,0,nan,3e-06,0.416544,nan
1496,-2.55,500,0,0,0,1,0,nan,2e-06,0.416843,nan
1497,-2.5,500,0,0,0,0,0,nan,0.001298,0.417421,nan
1498,-2.5,500,0,0,0,0,0,nan,0.001339,0.416731,nan
1499,-2.5,500,0,0,0,0,0,nan,0.001299,0.417222,nan
1500,-2.5,500,0,0,0,0,0,nan,1e-06,0.417204,nan
1501,-2.5,500,0,0,0,0,0,nan,5e-06,0.41569,nan
1502,-2.5,500,0,0,0,0,0,nan,1e-06,0.416568,nan
1503,-2.5,500,0,0,0,0,0,nan,3e-06,0.415839,nan
1504,-2.5,500,0,0,0,0,0,nan,0.00133,0.416231,nan
1505,-2.5,500,0,0,0,0,0,nan,1e-06,0.417167,nan
1506,-2.5,500,0,0,0,0,0,nan,1e-06,0.416904,nan
1507,-2.5,500,0,0,0,0,0,nan,2e-06,0.415983,nan
1508,-2.5,500,0,0,0,0,0,nan,3e-06,0.416308,nan
1509,-2.5,500,0,0,0,0,0,nan,0.001327,0.415366,nan
1510,-2.55,500,0,0,0,1,0,nan,1.1e-05,0.415045,nan
1511,-2.5,500,0,0,0,0,0,nan,0.002643,0.415606,nan
1512,-2.5,500,0,0,0,0,0,nan,0.00128,0.415977,nan
1513,-2.5,500,0,0,0,0,0,nan,0.003877,0.414967,nan
1514,-2.5,500,0,0,0,0,0,nan,5e-06,0.415176,nan
1515,-2.5,500,0,0,0,0,0,nan,0.001323,0.414873,nan
1516,-2.5,500,0,0,0,0,0,nan,1e-06,0.416132,nan
1517,-2.55,500,0,0,0,1,0,nan,7e-06,0.41496,nan
1518,-2.55,500,0,0,0,1,0,nan,8e-06,0.413924,nan
1519,-2.5,500,0,0,0,0,0,nan,2e-06,0.415289,nan
1520,-2.5,500,0,0,0,0,0,nan,5e-06,0.41439,nan
1521,-2.5,500,0,0,0,0,0,nan,5e-06,0.415154,nan
1522,-2.5,500,0,0,0,0,0,nan,3e-06,0.414526,nan
1523,-2.5,500,0,0,0,0,0,nan,9e-06,0.413633,nan
1524,-2.5,500,0,0,0,0,0,nan,8e-06,0.41409,nan
1525,-2.5,500,0,0,0,0,0,nan,0.001333,0.41538,nan
1526,-2.55,500,0,0,0,1,0,nan,3e-06,0.414837,nan
1527,-2.5,500,0,0,0,0,0,nan,2e-06,0.414437,nan
1528,-2.55,500,0,0,0,1,0,nan,0.002655,0.413927,nan
1529,-2.5,500,0,0,0,0,0,nan,0.001319,0.415471,nan
1530,-2.5,500,0,0,0,0,0,nan,4e-06,0.415745,nan
1531,-2.5,500,0,0,0,0,0,nan,0.001252,0.415609,nan
1532,-2.5,500,0,0,0,0,0,nan,0.001323,0.415593,nan
1533,-2.55,500,0,0,0,1,0,nan,3e-06,0.414971,nan
1534,-2.5,500,0,0,0,0,0,nan,0.002575,0.414916,nan
1535,-2.55,500,0,0,0,1,0,nan,2e-06,0.415735,nan
1536,-2.5,500,0,0,0,0,0,nan,0.001321,0.414295,nan
1537,-2.5,500,0,0,0,0,0,nan,0.001328,0.415738,nan
1538,-2.55,500,0,0,0,1,0,nan,3e-06,0.413348,nan
1539,-2.5,500,0,0,0,0,0,nan,0.002639,0.414611,nan
1540,-2.5,500,0,0,0,0,0,nan,0.001333,0.416758,nan
1541,-2.5,500,0,0,0,0,0,nan,4e-06,0.416844,nan
1542,-2.55,500,0,0,0,1,0,nan,3e-06,0.416163,nan
1543,-2.5,500,0,0,0,0,0,nan,0.001347,0.416229,nan
1544,-2.55,500,0,0,0,1,0,nan,4e-06,0.416797,nan
1545,-2.5,500,0,0,0,0,0,nan,4e-06,0.417673,nan
1546,-2.55,500,0,0,0,1,0,nan,3e-06,0.418136,nan
1547,-2.5,500,0,0,0,0,0,nan,0.001318,0.417068,nan
1548,-2.5,500,0,0,0,0,0,nan,3e-06,0.419585,nan
1549,-2.5,500,0,0,0,0,0,nan,2e-06,0.418566,nan
1550,-2.5,500,0,0,0,0,0,nan,3e-06,0.418518,nan
1551,-2.5,500,0,0,0,0,0,nan,3e-06,0.419669,nan
1552,-2.55,500,0,0,0,1,0,nan,2e-06,0.419098,nan
1553,-2.5,500,0,0,0,0,0,nan,6e-06,0.418125,nan
1554,-2.5,500,0,0,0,0,0,nan,4e-06,0.418871,nan
1555,-2.5,500,0,0,0,0,0,nan,8e-06,0.418204,nan
1556,-2.5,500,0,0,0,0,0,nan,3e-06,0.420755,nan
1557,-2.5,500,0,0,0,0,0,nan,3e-06,0.419358,nan
1558,-2.5,500,0,0,0,0,0,nan,0.00136,0.420244,nan
