episode,total_reward,steps,success,licked_left,licked_right,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
386,-2.55,500,0,1,0,1,0,nan,0.001412,0.433849,nan
387,-2.6,500,0,1,0,2,0,nan,0.001423,0.438617,nan
388,-2.55,500,0,1,0,1,0,nan,5e-06,0.434538,nan
389,-2.55,500,0,1,0,1,0,nan,2e-06,0.435629,nan
390,-2.6,500,0,1,0,2,0,nan,0.00455,0.432228,nan
391,-2.55,500,0,1,0,1,0,nan,4e-06,0.435687,nan
392,-2.6,500,0,1,0,2,0,nan,4e-06,0.434221,nan
393,-2.55,500,0,1,0,1,0,nan,1e-05,0.433527,nan
394,-2.65,500,0,1,0,3,0,nan,6e-06,0.435148,nan
395,-2.55,500,0,1,0,1,0,nan,2.6e-05,0.434759,nan
396,-2.55,500,0,1,0,1,0,nan,0.002776,0.430703,nan
397,-2.55,500,0,1,0,1,0,nan,0.001388,0.43137,nan
398,-2.6,500,0,1,0,2,0,nan,1.2e-05,0.434265,nan
399,-2.6,500,0,1,0,2,0,nan,4e-06,0.433431,nan
400,-2.55,500,0,1,0,1,0,nan,4e-06,0.433761,nan
401,-2.6,500,0,1,0,2,0,nan,2e-06,0.431307,nan
402,-2.55,500,0,1,0,1,0,nan,0.001378,0.434519,nan
403,-2.55,500,0,1,0,1,0,nan,4e-06,0.431771,nan
404,-2.55,500,0,1,0,1,0,nan,2e-06,0.430685,nan
405,-2.6,500,0,1,0,2,0,nan,6e-06,0.431336,nan
406,-2.6,500,0,1,0,2,0,nan,6e-06,0.427648,nan
407,-2.55,500,0,1,0,1,0,nan,4e-06,0.432025,nan
408,-2.55,500,0,1,0,1,0,nan,3e-06,0.430443,nan
409,-2.55,500,0,1,0,1,0,nan,0.001363,0.429885,nan
410,-2.6,500,0,1,0,2,0,nan,2e-06,0.431223,nan
411,-2.65,500,0,1,0,3,0,nan,1.1e-05,0.43014,nan
412,-2.65,500,0,1,0,3,0,nan,0.00136,0.431894,nan
413,-2.6,500,0,1,0,2,0,nan,0.001367,0.430843,nan
414,-2.55,500,0,1,0,1,0,nan,5e-06,0.430541,nan
415,-2.55,500,0,1,0,1,0,nan,9e-06,0.427054,nan
416,-2.6,500,0,1,0,2,0,nan,2e-06,0.430326,nan
417,-2.65,500,0,1,0,3,0,nan,3e-06,0.426758,nan
418,-2.55,500,0,1,0,1,0,nan,3e-06,0.429834,nan
419,-2.6,500,0,1,0,2,0,nan,3e-06,0.429024,nan
420,-2.65,500,0,1,0,3,0,nan,2e-06,0.427421,nan
421,-2.65,500,0,1,0,3,0,nan,0.001354,0.429458,nan
422,-2.6,500,0,1,0,2,0,nan,8e-06,0.429322,nan
423,-2.6,500,0,1,0,2,0,nan,0.00135,0.425611,nan
424,-4.2,500,0,0,0,34,0,nan,6e-06,0.433516,nan
425,-3.1,500,0,0,0,12,0,nan,0.001349,0.427741,nan
426,-3.15,500,0,1,0,13,0,nan,4e-06,0.429281,nan
427,-3.95,500,0,1,0,29,0,nan,1.4e-05,0.429917,nan
428,-2.7,500,0,1,0,4,0,nan,6e-06,0.434226,nan
429,-2.55,500,0,1,0,1,0,nan,2e-06,0.430072,nan
430,-2.55,500,0,1,0,1,0,nan,0.005875,0.430083,nan
431,-2.5,500,0,0,0,0,0,nan,3e-06,0.432191,nan
432,-2.5,500,0,0,0,0,0,nan,0.001348,0.429234,nan
433,-2.5,500,0,0,0,0,0,nan,1.2e-05,0.432178,nan
434,-2.55,500,0,1,0,1,0,nan,4e-06,0.430456,nan
435,-2.5,500,0,0,0,0,0,nan,2e-06,0.429959,nan
436,-2.5,500,0,0,0,0,0,nan,3e-06,0.430963,nan
437,-2.5,500,0,0,0,0,0,nan,1e-06,0.431301,nan
438,-2.55,500,0,0,0,1,0,nan,3e-06,0.433444,nan
439,-2.5,500,0,0,0,0,0,nan,0.001365,0.434486,nan
440,-3.05,500,0,0,0,11,0,nan,0.001615,0.431604,nan
441,-2.95,500,0,0,0,9,0,nan,0.001572,0.432172,nan
442,-2.9,500,0,0,0,8,0,nan,0.001342,0.430966,nan
443,-3.3,500,0,0,0,16,0,nan,9e-06,0.429027,nan
444,-3.15,500,0,0,0,13,0,nan,9e-06,0.431174,nan
445,-3.2,500,0,0,0,14,0,nan,5e-06,0.431226,nan
446,-3.25,500,0,0,0,15,0,nan,1.8e-05,0.43336,nan
447,-3.4,500,0,0,0,18,0,nan,5e-06,0.430472,nan
448,-3.15,500,0,0,0,13,0,nan,0.001556,0.432876,nan
449,-2.85,500,0,0,0,7,0,nan,1.2e-05,0.429675,nan
450,-2.75,500,0,0,0,5,0,nan,0.001338,0.431131,nan
451,-2.9,500,0,0,0,8,0,nan,6e-06,0.43174,nan
452,-2.7,500,0,0,0,4,0,nan,6e-06,0.434378,nan
453,-2.7,500,0,0,0,4,0,nan,1.6e-05,0.430895,nan
454,-2.6,500,0,0,0,2,0,nan,5e-06,0.42917,nan
455,-2.55,500,0,0,0,1,0,nan,6e-06,0.43246,nan
456,-2.65,500,0,0,0,3,0,nan,1.4e-05,0.42915,nan
457,-2.9,500,0,0,0,8,0,nan,0.001384,0.431423,nan
458,-2.7,500,0,0,0,4,0,nan,4.6e-05,0.431437,nan
459,-2.7,500,0,0,0,4,0,nan,0.001357,0.429135,nan
460,-2.8,500,0,0,0,6,0,nan,0.00135,0.430186,nan
461,-2.6,500,0,0,0,2,0,nan,7.8e-05,0.428312,nan
462,-2.5,500,0,0,0,0,0,nan,8.6e-05,0.431374,nan
463,-2.5,500,0,0,0,0,0,nan,0.000146,0.430058,nan
464,-2.5,500,0,0,0,0,0,nan,8e-06,0.430724,nan
465,-2.55,500,0,0,0,1,0,nan,8e-06,0.430937,nan
466,-2.9,500,0,0,0,8,0,nan,2.9e-05,0.432635,nan
467,-2.75,500,0,0,0,5,0,nan,0.000106,0.432711,nan
468,-2.8,500,0,0,0,6,0,nan,0.004249,0.430634,nan
469,-5.05,500,0,0,0,51,0,nan,4.5e-05,0.432176,nan
470,-7.05,500,0,0,0,91,0,nan,0.00148,0.435069,nan
471,-2.5,500,0,0,0,0,0,nan,0.001476,0.431127,nan
472,-2.55,500,0,0,0,1,0,nan,6e-06,0.433717,nan
473,-2.55,500,0,0,0,1,0,nan,5e-06,0.433658,nan
474,-2.55,500,0,0,0,1,0,nan,4e-06,0.433248,nan
475,-2.5,500,0,0,0,0,0,nan,5e-06,0.434247,nan
476,-2.5,500,0,0,0,0,0,nan,6e-06,0.432401,nan
477,-2.55,500,0,0,0,1,0,nan,0.001387,0.433006,nan
478,-2.6,500,0,0,0,2,0,nan,5e-06,0.432049,nan
479,-2.5,500,0,0,0,0,0,nan,7e-06,0.429876,nan
480,-2.75,500,0,0,0,5,0,nan,0.001444,0.428655,nan
481,-2.65,500,0,0,0,3,0,nan,8e-06,0.429983,nan
482,-3.2,500,0,0,0,14,0,nan,6e-06,0.431398,nan
483,-2.5,500,0,0,0,0,0,nan,7e-06,0.430184,nan
484,-2.5,500,0,0,0,0,0,nan,4e-06,0.430031,nan
485,-2.55,500,0,0,0,1,0,nan,0.002886,0.427436,nan
486,-2.5,500,0,0,0,0,0,nan,1e-05,0.428769,nan
487,-2.55,500,0,0,0,1,0,nan,4e-06,0.43134,nan
488,-2.5,500,0,0,0,0,0,nan,4e-06,0.432194,nan
489,-2.55,500,0,0,0,1,0,nan,1.1e-05,0.434081,nan
490,-2.5,500,0,0,0,0,0,nan,3e-06,0.429312,nan
491,-2.6,500,0,0,0,2,0,nan,0.001352,0.429881,nan
492,-2.55,500,0,0,0,1,0,nan,0.002789,0.431081,nan
493,-2.55,500,0,0,0,1,0,nan,2.3e-05,0.431801,nan
494,-2.5,500,0,0,0,0,0,nan,0.002816,0.430386,nan
495,-2.55,500,0,0,0,1,0,nan,3e-06,0.43239,nan
496,-2.55,500,0,0,0,1,0,nan,4.5e-05,0.429626,nan
497,-2.65,500,0,0,0,3,0,nan,0.001458,0.43164,nan
498,-2.5,500,0,0,0,0,0,nan,2.7e-05,0.433041,nan
499,-2.75,500,0,0,0,5,0,nan,4e-05,0.433161,nan
500,-2.8,500,0,0,0,6,0,nan,2.9e-05,0.432185,nan
501,-2.8,500,0,0,0,6,0,nan,7e-06,0.431544,nan
502,-2.85,500,0,0,0,7,0,nan,2e-05,0.430856,nan
503,-2.8,500,0,0,0,6,0,nan,3e-06,0.432045,nan
504,-2.7,500,0,0,0,4,0,nan,5e-06,0.430795,nan
505,-2.6,500,0,0,0,2,0,nan,1.6e-05,0.431081,nan
506,-2.5,500,0,0,0,0,0,nan,0.001459,0.429651,nan
507,-2.6,500,0,0,0,2,0,nan,6e-06,0.429735,nan
508,-2.65,500,0,0,0,3,0,nan,0.001431,0.429435,nan
509,-2.6,500,0,0,0,2,0,nan,5e-06,0.430417,nan
510,-2.6,500,0,0,0,2,0,nan,1e-06,0.429702,nan
511,-2.65,500,0,0,0,3,0,nan,1.3e-05,0.429058,nan
512,-2.6,500,0,0,0,2,0,nan,4e-06,0.428941,nan
513,-2.6,500,0,0,0,2,0,nan,0.001421,0.428294,nan
514,-2.65,500,0,0,0,3,0,nan,9e-06,0.4295,nan
515,-2.5,500,0,0,0,0,0,nan,0.001407,0.428593,nan
516,-2.5,500,0,0,0,0,0,nan,8e-06,0.429367,nan
517,-2.55,500,0,0,0,1,0,nan,0.001403,0.4264,nan
518,-2.7,500,0,0,0,4,0,nan,4e-06,0.426671,nan
519,-2.55,500,0,0,0,1,0,nan,1.3e-05,0.425455,nan
520,-2.6,500,0,0,0,2,0,nan,0.001389,0.42565,nan
521,-2.5,500,0,0,0,0,0,nan,0.00278,0.424646,nan
522,-2.6,500,0,0,0,2,0,nan,6e-06,0.427089,nan
523,-2.65,500,0,0,0,3,0,nan,0.001386,0.425914,nan
524,-2.55,500,0,0,0,1,0,nan,0.002757,0.422706,nan
525,-2.55,500,0,0,0,1,0,nan,1.6e-05,0.42297,nan
526,-2.5,500,0,0,0,0,0,nan,5e-06,0.423758,nan
527,-2.7,500,0,0,0,4,0,nan,6e-06,0.423706,nan
528,-2.65,500,0,0,0,3,0,nan,5e-06,0.423453,nan
529,-2.6,500,0,0,0,2,0,nan,1.3e-05,0.422666,nan
530,-2.65,500,0,0,0,3,0,nan,5e-06,0.423218,nan
531,-2.7,500,0,0,0,4,0,nan,0.001375,0.422855,nan
532,-2.6,500,0,0,0,2,0,nan,5e-06,0.423168,nan
533,-2.55,500,0,0,0,1,0,nan,3e-06,0.422942,nan
534,-2.5,500,0,0,0,0,0,nan,8e-06,0.421894,nan
535,-2.5,500,0,0,0,0,0,nan,1.4e-05,0.421487,nan
536,-2.8,500,0,0,0,6,0,nan,3e-06,0.422399,nan
537,-2.75,500,0,0,0,5,0,nan,2e-06,0.422938,nan
538,-2.65,500,0,0,0,3,0,nan,7e-06,0.420886,nan
539,-2.65,500,0,0,0,3,0,nan,9e-06,0.421236,nan
540,-2.65,500,0,0,0,3,0,nan,0.001366,0.422934,nan
541,-2.7,500,0,0,0,4,0,nan,3e-06,0.420912,nan
542,-2.55,500,0,0,0,1,0,nan,1e-06,0.421452,nan
543,-2.65,500,0,0,0,3,0,nan,0.004053,0.419941,nan
544,-2.65,500,0,0,0,3,0,nan,3e-06,0.420712,nan
545,-2.65,500,0,0,0,3,0,nan,0.00271,0.420194,nan
546,-2.6,500,0,0,0,2,0,nan,5e-06,0.420232,nan
547,-2.6,500,0,0,0,2,0,nan,9e-06,0.419558,nan
548,-2.6,500,0,0,0,2,0,nan,1e-06,0.421278,nan
549,-2.55,500,0,0,0,1,0,nan,2e-06,0.42124,nan
550,-2.7,500,0,0,0,4,0,nan,7e-06,0.419242,nan
551,-2.7,500,0,0,0,4,0,nan,4e-06,0.41944,nan
552,-2.75,500,0,0,0,5,0,nan,6e-06,0.418986,nan
553,-2.6,500,0,0,0,2,0,nan,5e-06,0.420576,nan
554,-2.6,500,0,0,0,2,0,nan,0.002688,0.418178,nan
555,-2.6,500,0,0,0,2,0,nan,2e-06,0.420599,nan
556,-2.65,500,0,0,0,3,0,nan,3e-06,0.418961,nan
557,-2.55,500,0,0,0,1,0,nan,1e-06,0.419842,nan
558,-3.25,500,0,0,0,15,0,nan,0.001344,0.420664,nan
559,-2.5,500,0,0,0,0,0,nan,0.001345,0.421055,nan
560,-2.55,500,0,0,0,1,0,nan,5e-06,0.420244,nan
561,-2.65,500,0,0,0,3,0,nan,3e-06,0.421876,nan
562,-3.15,500,0,0,0,13,0,nan,0.001352,0.418878,nan
563,-2.85,500,0,0,0,7,0,nan,5e-06,0.422132,nan
564,-2.55,500,0,0,0,1,0,nan,6e-06,0.417282,nan
565,-2.5,500,0,0,0,0,0,nan,0.001362,0.420702,nan
566,-2.5,500,0,0,0,0,0,nan,0.001362,0.420302,nan
567,-2.5,500,0,0,0,0,0,nan,4e-06,0.423358,nan
568,-2.65,500,0,0,0,3,0,nan,0.001378,0.4231,nan
569,-3.2,500,0,0,0,14,0,nan,0.001384,0.420777,nan
570,-2.6,500,0,0,0,2,0,nan,0.001356,0.423322,nan
571,-4.4,500,0,0,0,38,0,nan,1.5e-05,0.421357,nan
572,-6.95,500,0,0,0,89,0,nan,0.000427,0.416297,nan
573,-5.6,500,0,0,0,62,0,nan,5.8e-05,0.553863,nan
574,-3.3,500,0,1,0,16,0,nan,0.008823,0.592845,nan
575,-3.65,500,0,1,0,23,0,nan,0.003219,0.634241,nan
576,-3.05,500,0,1,0,11,0,nan,0.000138,0.61284,nan
577,-5.1,500,0,1,0,52,0,nan,0.000121,0.58825,nan
578,-7.4,500,0,1,0,98,0,nan,0.00348,0.557995,nan
579,-10.4,500,0,1,0,158,0,nan,0.000174,0.528108,nan
580,-9.35,500,0,1,0,137,0,nan,8.2e-05,0.538695,nan
581,-10.25,500,0,1,0,155,0,nan,0.008868,0.52787,nan
582,-7.55,500,0,1,0,101,0,nan,0.000123,0.538216,nan
583,-7.1,500,0,1,0,92,0,nan,0.000183,0.534855,nan
584,-6.75,500,0,1,0,85,0,nan,0.00017,0.546608,nan
585,-6.25,500,0,1,0,75,0,nan,0.003257,0.542683,nan
586,-6.6,500,0,1,0,82,0,nan,0.003208,0.542626,nan
587,-6.25,500,0,1,0,75,0,nan,0.00022,0.536764,nan
588,-8.8,500,0,1,0,126,0,nan,0.000215,0.54125,nan
589,-10.65,500,0,1,0,163,0,nan,0.000247,0.550269,nan
590,-10.3,500,0,1,0,156,0,nan,0.000248,0.548716,nan
591,-10.05,500,0,1,0,151,0,nan,0.000347,0.559133,nan
592,-10.95,500,0,1,0,169,0,nan,0.000284,0.559077,nan
593,-10.4,500,0,1,0,158,0,nan,0.003553,0.567531,nan
594,-10.45,500,0,1,0,159,0,nan,0.002178,0.559565,nan
595,-8.75,500,0,1,0,125,0,nan,0.000263,0.572123,nan
596,-10.85,500,0,1,0,167,0,nan,0.003483,0.564685,nan
597,-10.05,500,0,1,0,151,0,nan,0.000414,0.567093,nan
598,-10.3,500,0,1,0,156,0,nan,0.000485,0.586454,nan
599,-10.1,500,0,1,0,152,0,nan,0.000353,0.585155,nan
600,-9.05,500,0,1,0,131,0,nan,0.000331,0.59378,nan
601,-9.3,500,0,1,0,136,0,nan,0.000396,0.598555,nan
602,-8.5,500,0,1,0,120,0,nan,0.002429,0.609115,nan
603,-10.1,500,0,1,0,152,0,nan,0.000318,0.60983,nan
604,-9.35,500,0,1,0,137,0,nan,0.000372,0.60902,nan
605,-8.65,500,0,1,0,123,0,nan,0.004549,0.625648,nan
606,-10.4,500,0,1,0,158,0,nan,0.00402,0.630468,nan
607,-7.8,500,0,1,0,106,0,nan,0.004253,0.633915,nan
608,-7.45,500,0,1,0,99,0,nan,0.000365,0.652054,nan
609,-9.9,500,0,1,0,148,0,nan,0.000244,0.638416,nan
610,-10.0,500,0,1,0,150,0,nan,0.000442,0.659781,nan
611,-10.15,500,0,1,0,153,0,nan,0.000483,0.667108,nan
612,-10.35,500,0,1,0,157,0,nan,0.005624,0.677559,nan
613,-10.85,500,0,1,0,167,0,nan,0.004986,0.681667,nan
614,-11.55,500,0,1,0,181,0,nan,0.00546,0.697432,nan
615,-10.3,500,0,1,0,156,0,nan,0.000676,0.738269,nan
616,-10.95,500,0,1,0,169,0,nan,0.006251,0.728337,nan
617,-10.4,500,0,1,0,158,0,nan,0.000634,0.732374,nan
618,-10.9,500,0,1,0,168,0,nan,0.006663,0.736786,nan
619,-11.55,500,0,1,0,181,0,nan,0.000751,0.741138,nan
620,-10.7,500,0,1,0,164,0,nan,0.001311,0.757259,nan
621,-11.15,500,0,1,0,173,0,nan,0.001245,0.749131,nan
622,-9.35,500,0,1,0,137,0,nan,0.001362,0.763716,nan
623,-10.9,500,0,1,0,168,0,nan,0.001887,0.773748,nan
624,-10.0,500,0,1,0,150,0,nan,0.014144,0.796263,nan
625,-10.75,500,0,1,0,165,0,nan,0.008761,0.810185,nan
626,-10.25,500,0,1,0,155,0,nan,0.001856,0.814485,nan
627,-9.0,500,0,1,0,130,0,nan,0.002267,0.837682,nan
628,-11.0,500,0,1,0,170,0,nan,0.001848,0.834174,nan
629,-11.4,500,0,1,0,178,0,nan,0.00926,0.836068,nan
630,-11.5,500,0,1,0,180,0,nan,0.001906,0.84199,nan
631,-11.35,500,0,1,0,177,0,nan,0.002619,0.835059,nan
632,-10.95,500,0,1,0,169,0,nan,0.009156,0.86873,nan
633,-11.05,500,0,1,0,171,0,nan,0.002255,0.852217,nan
634,-10.3,500,0,1,0,156,0,nan,0.002463,0.861544,nan
635,-10.7,500,0,1,0,164,0,nan,0.001492,0.900063,nan
636,-9.65,500,0,1,0,143,0,nan,0.003681,0.872696,nan
637,-11.0,500,0,1,0,170,0,nan,0.017407,0.902252,nan
638,-9.45,500,0,1,0,139,0,nan,0.002165,0.886187,nan
639,-9.55,500,0,1,0,141,0,nan,0.012248,0.905754,nan
640,-10.4,500,0,1,0,158,0,nan,0.001788,0.899389,nan
641,-10.05,500,0,1,0,151,0,nan,0.01055,0.891394,nan
642,-9.8,500,0,1,0,146,0,nan,0.001353,0.907325,nan
643,-10.05,500,0,1,0,151,0,nan,0.018985,0.876543,nan
644,-2.5,500,0,0,0,0,0,nan,0.000681,0.870186,nan
645,-2.5,500,0,0,0,0,0,nan,0.010058,0.888898,nan
646,-2.5,500,0,0,0,0,0,nan,0.010055,0.855559,nan
647,-2.5,500,0,0,0,0,0,nan,0.001045,0.88422,nan
648,-2.5,500,0,0,0,0,0,nan,0.0008,0.921039,nan
649,-2.5,500,0,0,0,0,0,nan,0.000726,0.875642,nan
650,-2.5,500,0,0,0,0,0,nan,0.000736,0.88835,nan
651,-2.5,500,0,0,0,0,0,nan,0.000718,0.881673,nan
652,-2.5,500,0,0,0,0,0,nan,0.003231,0.917567,nan
653,-2.5,500,0,0,0,0,0,nan,0.000794,0.903701,nan
654,-2.5,500,0,0,0,0,0,nan,0.010999,0.921017,nan
655,-2.5,500,0,0,0,0,0,nan,0.000763,0.956218,nan
656,-2.55,500,0,0,0,1,0,nan,0.011259,0.928885,nan
657,-2.5,500,0,0,0,0,0,nan,0.021843,0.906574,nan
658,-2.55,500,0,0,0,1,0,nan,0.011329,0.912313,nan
659,-2.55,500,0,0,0,1,0,nan,0.02204,0.905269,nan
660,-2.5,500,0,0,0,0,0,nan,0.01133,0.916763,nan
661,-2.5,500,0,0,0,0,0,nan,0.000631,0.927058,nan
662,-2.5,500,0,0,0,0,0,nan,0.000669,0.948918,nan
663,-2.55,500,0,0,0,1,0,nan,0.002526,0.902476,nan
664,-2.5,500,0,0,0,0,0,nan,0.000615,0.950845,nan
665,-2.5,500,0,0,0,0,0,nan,0.000972,0.959534,nan
666,-2.55,500,0,0,0,1,0,nan,0.011828,0.928988,nan
667,-2.5,500,0,0,0,0,0,nan,0.011973,0.981323,nan
668,-2.55,500,0,0,0,1,0,nan,0.000885,0.982337,nan
669,-2.5,500,0,0,0,0,0,nan,0.00072,0.980728,nan
670,-2.55,500,0,0,0,1,0,nan,0.012153,0.949199,nan
671,-2.5,500,0,0,0,0,0,nan,0.012784,0.993218,nan
672,-2.5,500,0,0,0,0,0,nan,0.000699,0.972597,nan
673,-2.5,500,0,0,0,0,0,nan,0.000594,0.977329,nan
674,-2.5,500,0,0,0,0,0,nan,0.01231,0.960077,nan
675,-2.55,500,0,0,0,1,0,nan,0.000957,0.970444,nan
676,-2.5,500,0,0,0,0,0,nan,0.000671,0.979042,nan
677,-2.55,500,0,0,0,1,0,nan,0.001488,0.930571,nan
678,-2.5,500,0,0,0,0,0,nan,0.012617,0.927924,nan
679,-2.55,500,0,0,0,1,0,nan,0.000652,0.962686,nan
680,-2.5,500,0,0,0,0,0,nan,0.000763,0.992577,nan
681,-2.55,500,0,0,0,1,0,nan,0.012577,0.948562,nan
682,-2.5,500,0,0,0,0,0,nan,0.001928,0.930231,nan
683,-2.55,500,0,0,0,1,0,nan,0.000884,0.932751,nan
684,-2.5,500,0,0,0,0,0,nan,0.0006,0.917943,nan
685,-2.5,500,0,0,0,0,0,nan,0.00056,0.927214,nan
686,-2.5,500,0,0,0,0,0,nan,0.000472,0.868843,nan
687,-2.5,500,0,0,0,0,0,nan,0.01295,0.897439,nan
688,-2.5,500,0,0,0,0,0,nan,0.000644,0.890558,nan
689,-2.5,500,0,0,0,0,0,nan,0.000489,0.900782,nan
690,-2.5,500,0,0,0,0,0,nan,0.014661,0.853009,nan
691,-2.6,500,0,0,0,2,0,nan,0.012802,0.869444,nan
692,-2.65,500,0,0,0,3,0,nan,0.000413,0.823968,nan
693,-2.6,500,0,0,0,2,0,nan,0.000417,0.803006,nan
694,-2.5,500,0,0,0,0,0,nan,0.002183,0.832653,nan
695,-2.7,500,0,0,0,4,0,nan,0.002207,0.838567,nan
696,-2.6,500,0,0,0,2,0,nan,0.000479,0.82701,nan
697,-2.55,500,0,0,0,1,0,nan,0.000471,0.838777,nan
698,-2.55,500,0,0,0,1,0,nan,0.000415,0.793226,nan
699,-2.7,500,0,0,0,4,0,nan,0.001601,0.809693,nan
700,-2.55,500,0,0,0,1,0,nan,0.000392,0.796383,nan
701,-2.5,500,0,0,0,0,0,nan,0.001966,0.79139,nan
702,-2.5,500,0,0,0,0,0,nan,0.000237,0.783205,nan
703,-2.7,500,0,0,0,4,0,nan,0.000257,0.759666,nan
704,-2.55,500,0,0,0,1,0,nan,0.002639,0.738963,nan
705,-2.65,500,0,0,0,3,0,nan,0.001977,0.744215,nan
706,-2.75,500,0,0,0,5,0,nan,0.000318,0.757572,nan
707,-2.7,500,0,0,0,4,0,nan,0.002525,0.788629,nan
708,-2.65,500,0,0,0,3,0,nan,0.000309,0.709345,nan
709,-2.65,500,0,0,0,3,0,nan,0.000314,0.686695,nan
710,-2.65,500,0,0,0,3,0,nan,0.002445,0.741761,nan
711,-2.55,500,0,0,0,1,0,nan,0.002469,0.753869,nan
712,-2.65,500,0,0,0,3,0,nan,0.002048,0.697345,nan
713,-2.55,500,0,0,0,1,0,nan,0.015048,0.71512,nan
714,-2.75,500,0,0,0,5,0,nan,0.000712,0.670108,nan
715,-2.7,500,0,0,0,4,0,nan,0.000224,0.679568,nan
716,-2.65,500,0,0,0,3,0,nan,0.000232,0.73404,nan
717,-2.55,500,0,0,0,1,0,nan,0.000416,0.641908,nan
718,-2.5,500,0,0,0,0,0,nan,0.000448,0.639868,nan
719,-2.65,500,0,0,0,3,0,nan,0.00113,0.652587,nan
720,-2.65,500,0,0,0,3,0,nan,0.000312,0.612767,nan
721,-2.7,500,0,0,0,4,0,nan,0.002672,0.633534,nan
722,-2.55,500,0,0,0,1,0,nan,0.010983,0.601123,nan
723,-2.8,500,0,0,0,6,0,nan,0.011204,0.601881,nan
724,-2.7,500,0,0,0,4,0,nan,0.010711,0.610226,nan
725,-2.8,500,0,0,0,6,0,nan,0.000473,0.594374,nan
726,-2.75,500,0,0,0,5,0,nan,0.002748,0.567713,nan
727,-2.5,500,0,0,0,0,0,nan,0.002122,0.582484,nan
728,-2.7,500,0,0,0,4,0,nan,7.9e-05,0.548503,nan
729,-2.85,500,0,0,0,7,0,nan,0.000403,0.556952,nan
730,-3.2,500,0,0,0,14,0,nan,0.001828,0.545314,nan
731,-3.2,500,0,0,0,14,0,nan,0.000154,0.551376,nan
732,-2.85,500,0,0,0,7,0,nan,0.001742,0.536463,nan
733,-2.8,500,0,0,0,6,0,nan,0.000114,0.567257,nan
734,-3.2,500,0,0,0,14,0,nan,0.000135,0.511234,nan
735,-2.75,500,0,0,0,5,0,nan,0.001764,0.523932,nan
736,-2.9,500,0,0,0,8,0,nan,0.001701,0.519626,nan
737,-3.65,500,0,0,0,23,0,nan,0.001777,0.497187,nan
738,-2.95,500,0,0,0,9,0,nan,0.001716,0.498833,nan
739,-2.95,500,0,0,0,9,0,nan,3e-05,0.502124,nan
740,-3.35,500,0,0,0,17,0,nan,0.001753,0.478816,nan
741,-3.1,500,0,0,0,12,0,nan,0.005118,0.474737,nan
742,-3.15,500,0,0,0,13,0,nan,0.008059,0.479733,nan
743,-3.15,500,0,0,0,13,0,nan,0.003533,0.4696,nan
744,-3.05,500,0,0,0,11,0,nan,0.000275,0.470622,nan
745,-3.0,500,0,0,0,10,0,nan,0.004582,0.482168,nan
746,-2.85,500,0,0,0,7,0,nan,0.000657,0.475907,nan
747,-3.3,500,0,0,0,16,0,nan,0.002686,0.482617,nan
748,-3.8,500,0,0,0,26,0,nan,0.002731,0.479176,nan
749,-2.7,500,0,0,0,4,0,nan,1.9e-05,0.474543,nan
750,-3.5,500,0,0,0,20,0,nan,1e-05,0.469816,nan
751,-5.0,500,0,0,0,50,0,nan,0.000152,0.474896,nan
752,-6.15,500,0,0,0,73,0,nan,0.000423,0.47963,nan
753,-6.4,500,0,0,0,78,0,nan,0.000585,0.484197,nan
754,-5.3,500,0,0,0,56,0,nan,0.004835,0.481884,nan
755,-5.45,500,0,0,0,59,0,nan,0.004775,0.491853,nan
756,-5.35,500,0,0,0,57,0,nan,0.004744,0.495309,nan
757,-6.1,500,0,0,0,72,0,nan,0.000729,0.501555,nan
758,-6.1,500,0,0,0,72,0,nan,0.00074,0.500085,nan
759,-5.05,500,0,0,0,51,0,nan,0.002718,0.499633,nan
760,-4.7,500,0,0,0,44,0,nan,0.006678,0.506504,nan
761,-5.6,500,0,0,0,62,0,nan,0.000711,0.504372,nan
762,-7.05,500,0,0,0,91,0,nan,0.000946,0.518635,nan
763,-5.6,500,0,0,0,62,0,nan,0.00221,0.514686,nan
764,-2.6,500,0,0,0,2,0,nan,0.002034,0.505518,nan
765,-2.7,500,0,0,0,4,0,nan,1.8e-05,0.501502,nan
766,-2.6,500,0,0,0,2,0,nan,3.6e-05,0.500607,nan
767,-2.5,500,0,0,0,0,0,nan,0.001912,0.496622,nan
768,-2.5,500,0,0,0,0,0,nan,0.003824,0.495763,nan
769,-2.55,500,0,0,0,1,0,nan,3.1e-05,0.495563,nan
770,-2.5,500,0,0,0,0,0,nan,0.001908,0.490439,nan
771,-2.5,500,0,0,0,0,0,nan,2.3e-05,0.48958,nan
772,-2.55,500,0,0,0,1,0,nan,0.001881,0.492559,nan
773,-2.75,500,0,0,0,5,0,nan,9e-06,0.488703,nan
774,-2.65,500,0,0,0,3,0,nan,9e-06,0.485598,nan
775,-2.85,500,0,0,0,7,0,nan,1.5e-05,0.485577,nan
776,-3.1,500,0,0,0,12,0,nan,0.001804,0.478174,nan
777,-2.95,500,0,0,0,9,0,nan,0.001818,0.475539,nan
778,-2.75,500,0,0,0,5,0,nan,1.8e-05,0.482111,nan
779,-3.15,500,0,0,0,13,0,nan,2.5e-05,0.476506,nan
780,-2.8,500,0,0,0,6,0,nan,0.003517,0.470931,nan
781,-2.65,500,0,0,0,3,0,nan,3.6e-05,0.474186,nan
