episode,total_reward,steps,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,-4.04,500,308,0,nan,nan,nan,nan
2,-4.175,500,335,0,nan,nan,nan,nan
3,-4.12,500,324,0,nan,nan,nan,nan
4,-4.025,500,305,0,nan,nan,nan,nan
5,-4.035,500,307,0,nan,0.059676,0.01546,nan
6,-4.055,500,311,0,nan,nan,nan,nan
7,-4.085,500,317,0,nan,nan,nan,nan
8,-4.08,500,316,0,nan,nan,nan,nan
9,-3.77,500,254,0,nan,0.041993,0.007104,nan
10,-4.1,500,320,0,nan,nan,nan,nan
11,-3.695,500,239,0,nan,nan,nan,nan
12,-3.795,500,259,0,nan,nan,nan,nan
13,-3.645,500,229,0,nan,0.035237,0.008342,nan
14,-3.655,500,231,0,nan,nan,nan,nan
15,-3.67,500,234,0,nan,nan,nan,nan
16,96.43,500,214,1,253.0,nan,nan,nan
17,-3.345,500,169,0,nan,183.607539,0.006289,nan
18,96.29,500,242,1,217.0,nan,nan,nan
19,96.315,500,237,1,268.0,nan,nan,nan
20,-3.59,500,218,0,nan,nan,nan,nan
21,196.47,500,206,2,100.0,449.820393,0.006668,nan
22,96.255,500,249,1,123.0,nan,nan,nan
23,96.37,500,226,1,103.0,nan,nan,nan
24,-3.67,500,234,0,nan,nan,nan,nan
25,96.37,500,226,1,130.0,237.103107,0.001528,nan
26,-3.735,500,247,0,nan,nan,nan,nan
27,-3.765,500,253,0,nan,nan,nan,nan
28,-3.72,500,244,0,nan,nan,nan,nan
29,96.33,500,234,1,69.0,23.052009,-0.00298,nan
30,-3.85,500,270,0,nan,nan,nan,nan
31,-3.905,500,281,0,nan,nan,nan,nan
32,-3.88,500,276,0,nan,nan,nan,nan
33,96.1,500,280,1,28.0,31.607315,0.006292,nan
34,-3.845,500,269,0,nan,nan,nan,nan
35,-3.905,500,281,0,nan,nan,nan,nan
36,-3.895,500,279,0,nan,nan,nan,nan
37,-3.83,500,266,0,nan,0.198418,-0.004514,nan
38,96.27,500,246,1,42.0,nan,nan,nan
39,96.21,500,258,1,44.0,nan,nan,nan
40,-3.74,500,248,0,nan,nan,nan,nan
41,96.3,500,240,1,26.0,40.392202,0.000567,nan
42,-3.75,500,250,0,nan,nan,nan,nan
43,-3.6,500,220,0,nan,nan,nan,nan
44,-3.655,500,231,0,nan,nan,nan,nan
45,96.305,500,239,1,20.0,nan,nan,nan
46,196.32,500,236,2,25.5,31.065898,-0.016009,nan
47,96.3,500,240,1,31.0,nan,nan,nan
48,96.26,500,248,1,33.0,nan,nan,nan
49,96.29,500,242,1,23.0,nan,nan,nan
