episode,total_reward,steps,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1,-3.895,500,279,0,nan,nan,nan,nan
2,-3.74,500,248,0,nan,22.992615,-3.621502,0.9997
3,96.26,500,248,1,343.0,0.092012,-12.238568,0.859271
4,96.3,500,240,1,65.0,0.152767,-17.747946,0.739336
5,-3.705,500,241,0,nan,3.595345,-22.415483,0.636532
6,-3.695,500,239,0,nan,0.333732,-26.657923,0.548306
7,-3.79,500,258,0,nan,0.545491,-30.144026,0.472559
8,-3.8,500,260,0,nan,7.111478,-32.194664,0.407396
9,-3.755,500,251,0,nan,0.468681,-34.555992,0.351467
10,-3.75,500,250,0,nan,0.177918,-36.777008,0.303213
11,-3.7,500,240,0,nan,0.154157,-38.04464,0.261783
12,-3.785,500,257,0,nan,10.892327,-38.513416,0.225743
13,-3.825,500,265,0,nan,21.662123,-39.170509,0.194562
14,-3.745,500,249,0,nan,0.188726,-40.186752,0.167742
15,-3.86,500,272,0,nan,0.149663,-40.89032,0.144645
16,-3.69,500,238,0,nan,0.145905,-40.288841,0.124775
17,-3.685,500,237,0,nan,0.440917,-40.184601,0.107409
18,-3.655,500,231,0,nan,11.115546,-39.762047,0.092487
19,-3.66,500,232,0,nan,0.260297,-40.588589,0.079608
20,-3.76,500,252,0,nan,0.367516,-38.848492,0.068563
21,-3.525,500,205,0,nan,18.433126,-37.268806,0.059244
22,-3.49,500,198,0,nan,0.154766,-37.538006,0.051306
23,-3.405,500,181,0,nan,9.129933,-36.696739,0.044358
24,-3.605,500,221,0,nan,0.210961,-37.495441,0.038241
25,-4.41,500,382,0,nan,8.69916,-35.814354,0.033499
26,-4.505,500,401,0,nan,0.255456,-35.58844,0.029061
27,-4.765,500,453,0,nan,0.187874,-34.399128,0.02527
28,-4.47,500,394,0,nan,0.106472,-32.818615,0.022518
29,-4.93,500,486,0,nan,7.208481,-31.564747,0.020064
30,-5.0,500,500,0,nan,0.233217,-32.781597,0.017895
31,495.265,500,447,5,14.0,42.36792,-32.029659,0.016466
32,1495.95,500,310,15,15.2,6.505668,-33.990845,0.017302
33,1296.565,500,187,13,25.615384615384617,121.772179,-41.689796,0.020191
34,996.675,500,165,10,14.3,9.442549,-51.552692,0.023509
35,496.88,500,124,5,85.2,2.355484,-61.380898,0.02767
36,1596.17,500,266,16,18.6875,2.787457,-71.315048,0.031945
37,1096.48,500,204,11,30.818181818181817,2.290784,-81.476685,0.035116
38,996.435,500,213,10,36.2,6.590016,-92.919678,0.037315
39,696.72,500,156,7,16.142857142857142,159.961639,-102.025223,0.039332
40,-2.525,500,5,0,nan,83.324226,-108.70105,0.042304
41,1296.225,500,255,13,16.307692307692307,1.534528,-115.917404,0.045872
42,1895.99,500,302,19,14.421052631578947,80.851311,-116.942146,0.047462
43,1896.27,500,246,19,13.578947368421053,83.163452,-120.696304,0.049687
44,1996.43,500,214,20,13.1,2.43248,-120.795273,0.051638
45,1896.33,500,234,19,13.789473684210526,0.981587,-134.900742,0.051614
46,1896.225,500,255,19,13.947368421052632,1.32002,-136.906982,0.054635
47,1896.29,500,242,19,14.052631578947368,1.209065,-139.981064,0.058464
48,1896.305,500,239,19,14.31578947368421,243.56395,-147.296707,0.059938
49,1796.15,500,270,18,15.11111111111111,3.065074,-155.322052,0.058151
50,1796.17,500,266,18,15.61111111111111,168.557465,-159.391846,0.057791
51,1796.355,500,229,18,14.61111111111111,298.553528,-163.647797,0.055221
52,1896.44,500,212,19,13.842105263157896,340.617035,-168.230545,0.055665
53,1996.4,500,220,20,13.1,616.236694,-171.13414,0.056715
54,1996.395,500,221,20,12.7,0.851813,-174.247803,0.057681
55,1996.4,500,220,20,12.55,6.491677,-178.464096,0.058942
56,1996.29,500,242,20,12.5,398.755646,-184.311157,0.058056
57,1996.37,500,226,20,12.4,220.372559,-190.315063,0.060382
58,1996.32,500,236,20,12.5,1.385925,-194.178802,0.062192
59,1996.18,500,264,20,12.65,215.730347,-194.852844,0.06453
60,1996.41,500,218,20,12.45,2.184369,-203.078293,0.065746
61,1996.35,500,230,20,12.5,1.234424,-203.45401,0.063643
62,1996.31,500,238,20,12.6,7.186098,-204.952301,0.062703
63,1996.295,500,241,20,12.4,1.210396,-209.356033,0.060472
64,1996.075,500,285,20,12.6,1.175247,-216.803513,0.059473
65,1996.28,500,244,20,12.55,0.74197,-223.319031,0.059775
66,1996.3,500,240,20,12.45,1.375376,-220.220932,0.060291
67,1996.375,500,225,20,12.5,288.695343,-224.841995,0.062825
68,1996.205,500,259,20,12.5,0.974072,-235.125061,0.062791
69,1996.32,500,236,20,12.55,383.968353,-234.768982,0.064207
70,1996.39,500,222,20,12.6,0.901373,-238.422882,0.064618
71,1996.285,500,243,20,12.7,524.417236,-237.516312,0.061084
72,1996.3,500,240,20,12.3,1.754653,-244.07988,0.058904
73,1996.28,500,244,20,12.55,362.531921,-241.326782,0.057183
74,1996.4,500,220,20,12.4,594.557068,-246.970367,0.061069
75,1996.31,500,238,20,12.45,745.308777,-250.207489,0.061073
76,1996.295,500,241,20,12.5,6.606168,-248.667053,0.05714
77,1996.01,500,298,20,12.35,2.230256,-253.578461,0.056402
78,1996.2,500,260,20,12.2,386.600342,-256.798126,0.058973
79,2096.5,500,200,21,12.047619047619047,394.974548,-254.245972,0.063523
80,1996.375,500,225,20,12.25,8.347435,-263.857361,0.064363
81,1996.415,500,217,20,12.15,2.800159,-264.789825,0.06546
82,1996.43,500,214,20,12.15,838.557617,-263.160553,0.065586
83,1996.365,500,227,20,12.4,1120.589111,-266.395416,0.06195
84,1996.27,500,246,20,12.3,428.902649,-269.017639,0.063624
85,1996.39,500,222,20,12.3,1.006768,-268.737335,0.063472
86,1996.46,500,208,20,12.3,0.917266,-280.642151,0.064486
87,1996.375,500,225,20,12.4,3.516062,-275.580383,0.061534
88,1996.23,500,254,20,12.45,449.906006,-277.229584,0.057013
89,1995.945,500,311,20,12.65,919.966309,-278.88385,0.053197
90,1996.255,500,249,20,12.6,7.8641,-284.95401,0.057161
91,1996.335,500,233,20,12.3,3.141588,-281.955017,0.060544
92,1996.365,500,227,20,12.45,794.532593,-279.977539,0.061332
93,1996.46,500,208,20,12.75,909.656982,-285.704834,0.060449
94,1996.21,500,258,20,12.25,3.883823,-290.284271,0.05968
95,1996.15,500,270,20,12.25,1.375909,-291.63855,0.058988
96,1996.335,500,233,20,12.15,513.31366,-288.44574,0.060445
97,2096.2,500,260,21,12.095238095238095,3.841207,-290.695496,0.062472
98,1996.28,500,244,20,12.1,2.866638,-293.899384,0.06316
99,2096.23,500,254,21,12.0,1999.28833,-291.354858,0.062548
100,2096.15,500,270,21,12.095238095238095,762.152588,-296.503815,0.067452
101,2095.915,500,317,21,12.047619047619047,4.316479,-294.684296,0.065515
102,1996.335,500,233,20,12.1,830.276184,-297.397186,0.066843
103,1996.005,500,299,20,12.1,9.634163,-297.391479,0.064165
104,1996.03,500,294,20,12.2,982.869751,-299.989044,0.063979
105,1996.025,500,295,20,12.15,1.697312,-299.209137,0.057265
106,1996.04,500,292,20,12.15,2.21564,-302.639618,0.054809
107,2096.135,500,273,21,12.047619047619047,1.237684,-303.141235,0.055923
108,1996.025,500,295,20,12.3,582.450317,-306.80072,0.057145
109,1996.125,500,275,20,12.55,812.491394,-308.619385,0.054617
110,2095.98,500,304,21,12.095238095238095,2635.702637,-305.649841,0.062635
111,2096.335,500,233,21,12.0,7.320451,-310.165588,0.060841
112,1996.24,500,252,20,12.2,848.718933,-308.628113,0.058801
113,2096.155,500,269,21,12.047619047619047,1.801204,-312.151428,0.05593
114,2096.21,500,258,21,12.047619047619047,1.327168,-311.183289,0.062949
115,2096.32,500,236,21,12.142857142857142,1299.500732,-308.059906,0.063995
116,1996.205,500,259,20,12.05,2.615633,-316.441772,0.066559
117,2096.28,500,244,21,12.0,7.019121,-315.340302,0.069807
118,1996.12,500,276,20,12.15,1617.842163,-315.762634,0.068703
119,2096.065,500,287,21,12.095238095238095,1.704848,-320.818359,0.067794
120,2096.17,500,266,21,12.047619047619047,596.533752,-313.954987,0.069438
121,2096.265,500,247,21,12.047619047619047,827.06665,-319.782196,0.070419
122,2096.12,500,276,21,12.095238095238095,730.204834,-324.740265,0.069179
123,1996.26,500,248,20,12.15,1.253731,-322.496185,0.069554
124,1996.065,500,287,20,12.15,941.725098,-326.074219,0.071069
125,1996.14,500,272,20,12.15,7.151183,-326.877991,0.06954
126,2096.03,500,294,21,12.047619047619047,1.989506,-327.541046,0.07326
127,1996.235,500,253,20,12.2,843.029419,-322.945984,0.069658
128,1996.215,500,257,20,12.2,1.710369,-328.301819,0.068228
129,1996.08,500,284,20,12.2,2.776929,-327.37381,0.076467
130,1995.98,500,304,20,12.35,2.980737,-327.329651,0.068049
131,1995.99,500,302,20,12.4,2.647022,-330.309418,0.066798
132,1996.07,500,286,20,12.55,1068.912476,-329.086609,0.067269
133,1995.9,500,320,20,12.85,1691.015869,-327.776672,0.065536
134,1995.865,500,327,20,12.95,1097.506714,-329.34848,0.066494
135,1995.95,500,310,20,12.95,6.756418,-332.305359,0.07071
136,1995.965,500,307,20,13.0,13.757261,-330.679138,0.072497
137,1995.435,500,413,20,13.0,795.017395,-330.686951,0.079655
138,1995.66,500,368,20,13.0,22.910313,-329.019073,0.070408
139,1995.715,500,357,20,13.05,1404.891968,-331.555573,0.063623
140,1995.685,500,363,20,13.0,2.208844,-330.479065,0.06498
141,1995.825,500,335,20,13.05,7.882186,-333.856903,0.068914
142,1996.015,500,297,20,13.0,4.43558,-328.888611,0.069121
143,1995.775,500,345,20,13.05,1955.350464,-331.08255,0.073872
144,1995.925,500,315,20,13.2,2.581257,-335.406738,0.075062
145,1995.96,500,308,20,13.15,16.735409,-332.788422,0.075515
146,1996.1,500,280,20,13.1,3976.093994,-334.914032,0.07483
147,1995.965,500,307,20,13.1,1090.528564,-330.962402,0.07335
148,1995.97,500,306,20,12.95,2.892641,-332.885437,0.080397
149,1996.015,500,297,20,12.95,4.237675,-330.902863,0.077271
150,1995.835,500,333,20,12.85,2141.602051,-333.86676,0.082488
151,1995.81,500,338,20,12.65,9.856906,-332.863953,0.083488
152,1995.955,500,309,20,12.85,3.053712,-337.291046,0.075437
