Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,68.065,13.768,13.768,-3.374,0.0,0.0,-0.005
2,81.851,13.786,13.786,19.737,0.0,0.0,-0.055
3,100.716,18.865,18.865,-10.898,0.0,0.0,-0.005
4,89.536,-11.18,-11.18,-13.729,0.0,0.0,-0.005
5,101.268,11.732,11.732,1.378,0.0,0.0,-0.055
6,107.22,5.952,5.952,-16.292,0.0,0.0,-0.005
7,120.0,20.0,20.378,4.105,0.0,0.0,-0.055
8,105.43,-14.57,-14.57,12.669,0.0,0.0,-0.055
9,85.43,-20.0,-26.229,-0.339,0.0,0.0,-0.005
10,79.542,-5.888,-5.888,-7.971,0.0,0.0,-0.005
11,64.947,-14.595,-14.595,-4.355,0.0,0.0,-0.005
12,44.947,-20.0,-33.551,22.772,0.0,0.0,-0.055
13,24.947,-20.0,-30.925,-5.542,0.0,0.0,-0.005
14,4.947,-20.0,-35.366,-2.465,0.0,0.0,-0.005
15,0.0,-16.444,-16.444,8.747,0.0,0.0,9.945
16,8.454,8.454,8.454,-4.789,0.0,0.0,-0.005
17,28.454,20.0,28.869,-5.205,0.0,0.0,-0.005
18,48.454,20.0,26.265,-20.126,0.0,0.0,-0.005
19,66.691,18.237,18.237,0.707,0.0,0.0,-0.055
20,80.79,14.099,14.099,10.465,0.0,0.0,-0.055
21,100.79,20.0,34.18,-4.475,0.0,0.0,-0.005
22,114.189,13.399,13.399,3.923,0.0,0.0,-0.055
23,120.0,17.98,17.98,-2.636,0.0,0.0,-0.005
24,120.0,18.267,18.267,-3.249,0.0,0.0,-0.005
25,120.0,12.214,12.214,-30.907,0.0,0.0,-0.005
26,120.0,16.533,16.533,-1.632,0.0,0.0,-0.005
27,120.0,20.0,35.195,-17.62,0.0,0.0,-0.005
28,120.0,20.0,33.178,3.866,0.0,0.0,-0.055
29,100.0,-20.0,-27.914,27.708,0.0,0.0,-0.055
30,80.0,-20.0,-28.007,13.976,0.0,0.0,-0.055
31,60.0,-20.0,-20.461,-8.761,0.0,0.0,-0.005
32,45.241,-14.759,-14.759,-13.011,0.0,0.0,-0.005
33,25.241,-20.0,-25.865,3.923,0.0,0.0,-0.055
34,23.094,-2.147,-2.147,4.682,0.0,0.0,-0.055
35,3.094,-20.0,-29.115,-4.264,0.0,0.0,-0.005
36,0.0,-20.0,-22.953,-10.183,0.0,0.0,-0.005
