Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,64.609,-5.063,-5.063,-0.025,0.0718,0.0,-0.005,move
2,65.132,0.523,0.523,0.124,-0.0277,0.0,-0.034999999999999996,nose_poke
3,57.027,-8.105,-8.105,0.164,0.081,0.0,-0.034999999999999996,nose_poke
4,41.344,-15.683,-15.683,-0.144,0.2051,0.0,-0.005,move
5,38.886,-2.459,-2.459,0.241,0.0426,0.0,-0.034999999999999996,nose_poke
6,39.444,0.558,0.558,-0.383,-0.0065,0.0,-0.005,move
7,33.926,-5.518,-5.518,0.091,0.0452,0.0,-0.034999999999999996,nose_poke
8,33.765,-0.161,-0.161,-0.126,0.029,0.0,-0.005,move
9,31.297,-2.468,-2.468,0.242,0.0052,0.0,-0.034999999999999996,nose_poke
10,28.589,-2.708,-2.708,0.013,0.0387,0.0,-0.034999999999999996,nose_poke
11,41.99,13.402,13.402,-0.386,-0.2749,0.0,-0.005,move
12,30.905,-11.085,-11.085,0.265,0.0495,0.0,-0.034999999999999996,nose_poke
13,27.147,-3.758,-3.758,-0.043,0.0806,0.0,-0.005,move
14,22.806,-4.341,-4.341,-0.033,0.0682,0.0,-0.005,move
15,32.704,9.898,9.898,0.287,-0.2202,0.0,-0.034999999999999996,nose_poke
16,38.168,5.464,5.464,-0.396,-0.0979,0.0,-0.005,move
17,31.59,-6.579,-6.579,-0.822,0.1377,0.0,-0.005,move
18,27.021,-4.569,-4.569,0.337,0.0324,0.0,-0.034999999999999996,nose_poke
19,30.437,3.416,3.416,-0.02,-0.101,0.0,-0.005,move
20,30.706,0.27,0.27,-0.176,0.0028,0.0,-0.005,move
21,32.352,1.645,1.645,0.263,-0.0702,0.0,-0.034999999999999996,nose_poke
22,23.059,-9.292,-9.292,0.121,0.0885,0.0,-0.034999999999999996,nose_poke
23,28.897,5.838,5.838,-0.07,-0.1501,0.0,-0.005,move
24,33.515,4.618,4.618,0.875,-0.1527,0.0,-0.055,lick
25,33.255,-0.259,-0.259,0.149,0.008,0.0,-0.034999999999999996,nose_poke
26,29.246,-4.01,-4.01,0.088,0.0383,0.0,-0.034999999999999996,nose_poke
27,32.351,3.106,3.106,0.103,-0.0998,0.0,-0.034999999999999996,nose_poke
28,26.622,-5.729,-5.729,0.093,0.0406,0.0,-0.034999999999999996,nose_poke
29,35.664,9.042,9.042,0.184,-0.206,0.0,-0.034999999999999996,nose_poke
30,41.716,6.052,6.052,-0.042,-0.1261,0.0,-0.005,move
31,46.497,4.781,4.781,0.113,-0.1162,0.0,-0.034999999999999996,nose_poke
32,41.044,-5.453,-5.453,0.124,0.0205,0.0,-0.034999999999999996,nose_poke
33,35.472,-5.572,-5.572,-0.144,0.0929,0.0,-0.005,move
34,36.934,1.462,1.462,0.137,-0.0598,0.0,-0.034999999999999996,nose_poke
35,30.187,-6.747,-6.747,0.347,0.0266,0.0,-0.034999999999999996,nose_poke
36,33.893,3.707,3.707,-0.161,-0.1081,0.0,-0.005,move
37,25.034,-8.86,-8.86,-0.013,0.089,0.0,-0.005,move
38,22.604,-2.429,-2.429,0.087,0.0512,0.0,-0.034999999999999996,nose_poke
39,20.795,-1.809,-1.809,-0.561,0.0692,0.0,-0.005,move
40,18.853,-1.942,-1.942,-0.052,0.0384,0.0,-0.005,move
41,23.038,4.185,4.185,-0.169,-0.1025,0.0,-0.005,move
42,33.586,10.548,10.548,-0.542,-0.1957,0.0,-0.005,move
43,41.706,8.12,8.12,-0.038,-0.1529,0.0,-0.005,move
44,47.093,5.386,5.386,0.051,-0.1225,0.0,-0.034999999999999996,nose_poke
45,54.17,7.077,7.077,-0.088,-0.1443,0.0,-0.005,move
46,47.712,-6.458,-6.458,0.451,-0.0176,0.0,-0.034999999999999996,nose_poke
47,47.477,-0.236,-0.236,0.112,0.0198,0.0,-0.034999999999999996,nose_poke
48,55.288,7.811,7.811,-0.28,-0.1629,0.0,-0.005,move
49,58.952,3.665,3.665,-0.153,-0.0867,0.0,-0.005,move
50,58.362,-0.59,-0.59,0.046,0.0062,0.0,-0.034999999999999996,nose_poke
51,49.779,-8.583,-8.583,-0.205,0.1061,0.0,-0.005,move
52,58.368,8.589,8.589,0.312,-0.2173,0.0,-0.034999999999999996,nose_poke
53,58.007,-0.361,-0.361,0.095,-0.0119,0.0,-0.034999999999999996,nose_poke
54,56.65,-1.357,-1.357,0.435,-0.0187,0.0,-0.034999999999999996,nose_poke
55,55.905,-0.745,-0.745,0.1,0.0133,0.0,-0.034999999999999996,nose_poke
56,63.209,7.304,7.304,-0.204,-0.1584,0.0,-0.005,move
57,72.096,8.887,8.887,-0.463,-0.2365,0.0,-0.005,move
58,81.26,9.164,9.164,-0.117,-0.2554,0.0,-0.005,move
59,79.16,-2.1,-2.1,-0.576,0.0633,0.0,-0.005,move
60,76.681,-2.479,-2.479,-0.333,0.0797,0.0,-0.005,move
61,73.313,-3.368,-3.368,-0.061,0.0673,0.0,-0.005,move
62,79.401,6.088,6.088,0.042,-0.2183,0.0,-0.034999999999999996,nose_poke
63,80.852,1.451,1.451,-0.339,-0.0654,0.0,-0.005,move
64,75.551,-5.301,-5.301,0.524,-0.0066,0.0,-0.055,lick
65,71.609,-3.942,-3.942,0.474,0.0188,0.0,-0.034999999999999996,nose_poke
66,70.517,-1.092,-1.092,-0.02,0.0328,0.0,-0.005,move
67,77.121,6.604,6.604,0.365,-0.2413,0.0,-0.034999999999999996,nose_poke
68,76.021,-1.1,-1.1,-0.126,0.0091,0.0,-0.005,move
69,75.861,-0.16,-0.16,0.083,-0.0146,0.0,-0.034999999999999996,nose_poke
70,81.325,5.464,5.464,-0.016,-0.1935,0.0,-0.005,move
71,84.692,3.367,3.367,0.48,-0.1589,0.0,-0.034999999999999996,nose_poke
72,86.798,2.106,2.106,0.08,-0.1009,0.0,-0.034999999999999996,nose_poke
73,77.595,-9.204,-9.204,-0.804,0.1891,0.0,-0.005,move
74,80.635,3.04,3.04,-0.055,-0.1371,0.0,-0.005,move
75,77.396,-3.238,-3.238,0.06,0.0299,0.0,-0.034999999999999996,nose_poke
76,77.371,-0.025,-0.025,0.317,-0.034,0.0,-0.034999999999999996,nose_poke
77,77.996,0.624,0.624,-0.242,-0.028,0.0,-0.005,move
78,83.997,6.002,6.002,-0.082,-0.2045,0.0,-0.005,move
79,86.76,2.763,2.763,-0.155,-0.1092,0.0,-0.005,move
80,82.72,-4.04,-4.04,0.011,0.0383,0.0,-0.034999999999999996,nose_poke
81,83.204,0.484,0.484,0.12,-0.0339,0.0,-0.034999999999999996,nose_poke
82,81.646,-1.558,-1.558,-0.568,0.0699,0.0,-0.005,move
83,79.259,-2.386,-2.386,0.218,0.0276,0.0,-0.034999999999999996,nose_poke
84,77.746,-1.513,-1.513,-0.095,0.0442,0.0,-0.005,move
85,83.871,6.124,6.124,-0.233,-0.2048,0.0,-0.005,move
