Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,46.443,-7.853,-7.853,-0.155,0.0928,0.0,-0.005,move
2,50.439,3.996,3.996,-0.163,-0.1177,0.0,-0.005,move
3,45.015,-5.424,-5.424,0.013,0.0347,0.0,-0.034999999999999996,nose_poke
4,49.608,4.594,4.594,0.774,-0.1686,0.0,-0.055,lick
5,39.913,-9.695,-9.695,0.361,0.0451,0.0,-0.034999999999999996,nose_poke
6,35.902,-4.011,-4.011,-0.054,0.0765,0.0,-0.005,move
7,37.751,1.849,1.849,-0.368,-0.0598,0.0,-0.005,move
8,35.668,-2.083,-2.083,0.148,0.0024,0.0,-0.034999999999999996,nose_poke
9,41.916,6.248,6.248,-0.637,-0.1353,0.0,-0.005,move
10,39.015,-2.901,-2.901,-0.145,0.0192,0.0,-0.005,move
11,27.883,-11.132,-11.132,0.219,0.1115,0.0,-0.034999999999999996,nose_poke
12,19.063,-8.82,-8.82,0.426,0.0885,0.0,-0.034999999999999996,nose_poke
13,19.422,0.358,0.358,-0.233,0.0107,0.0,-0.005,move
14,9.959,-9.462,-9.462,-0.097,0.1216,0.0,-0.005,move
15,4.411,-5.548,-5.548,0.233,0.075,0.0,-0.034999999999999996,nose_poke
16,13.197,8.786,8.786,0.256,-0.1967,0.0,-0.034999999999999996,nose_poke
17,4.062,-9.135,-9.135,-0.42,0.1257,0.0,-0.005,move
18,6.66,2.598,2.598,-0.245,-0.09,0.0,-0.005,move
19,1.286,-5.374,-5.374,0.074,0.0549,0.0,-0.034999999999999996,nose_poke
20,0.329,-0.957,-0.957,0.086,0.0925,0.0,-0.034999999999999996,nose_poke
21,2.926,2.597,2.597,-0.026,-0.0214,0.0,-0.005,move
22,0.0,-9.536,-9.536,0.065,0.1694,0.0,-0.034999999999999996,nose_poke
23,3.12,3.12,3.12,-0.321,-0.0569,0.0,-0.005,move
24,13.036,9.916,9.916,0.28,-0.2048,0.0,-0.034999999999999996,nose_poke
25,22.718,9.683,9.683,-0.482,-0.1617,0.0,-0.005,move
