Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,34.983,-5.459,-5.459,0.338,0.0167,0.0,-0.034999999999999996,nose_poke
2,39.345,4.362,4.362,0.413,-0.1394,0.0,-0.034999999999999996,nose_poke
3,36.161,-3.184,-3.184,0.137,0.0012,0.0,-0.034999999999999996,nose_poke
4,31.465,-4.696,-4.696,0.11,0.0505,0.0,-0.034999999999999996,nose_poke
5,37.879,6.415,6.415,0.087,-0.1541,0.0,-0.034999999999999996,nose_poke
6,36.194,-1.686,-1.686,0.374,-0.033,0.0,-0.034999999999999996,nose_poke
7,52.847,16.653,16.653,0.371,-0.3499,0.0,-0.034999999999999996,nose_poke
8,54.105,1.258,1.258,-0.222,-0.0329,0.0,-0.005,move
9,43.927,-10.178,-10.178,0.514,0.0416,0.0,-0.055,lick
10,50.068,6.141,6.141,0.256,-0.173,0.0,-0.034999999999999996,nose_poke
11,41.283,-8.785,-8.785,-0.447,0.116,0.0,-0.005,move
12,30.295,-10.988,-10.988,-0.337,0.1781,0.0,-0.005,move
13,31.529,1.234,1.234,0.04,-0.0514,0.0,-0.034999999999999996,nose_poke
14,31.064,-0.465,-0.465,-0.016,0.0267,0.0,-0.005,move
15,28.563,-2.501,-2.501,0.102,0.0212,0.0,-0.034999999999999996,nose_poke
16,34.751,6.188,6.188,-0.105,-0.1386,0.0,-0.005,move
17,37.505,2.754,2.754,-0.394,-0.064,0.0,-0.005,move
18,45.414,7.909,7.909,0.148,-0.17,0.0,-0.034999999999999996,nose_poke
19,45.016,-0.398,-0.398,0.08,-0.0023,0.0,-0.034999999999999996,nose_poke
20,52.198,7.183,7.183,-0.025,-0.1582,0.0,-0.005,move
21,50.44,-1.758,-1.758,-0.304,0.0153,0.0,-0.005,move
22,56.057,5.617,5.617,0.562,-0.1679,0.0,-0.055,lick
23,59.496,3.439,3.439,-0.248,-0.0827,0.0,-0.005,move
24,61.413,1.917,1.917,0.076,-0.0751,0.0,-0.034999999999999996,nose_poke
25,65.407,3.994,3.994,-0.086,-0.1431,0.0,-0.005,move
26,74.16,8.754,8.754,0.041,-0.262,0.0,-0.034999999999999996,nose_poke
27,76.842,2.682,2.682,0.062,-0.1132,0.0,-0.034999999999999996,nose_poke
28,74.085,-2.757,-2.757,0.021,0.0348,0.0,-0.034999999999999996,nose_poke
29,64.551,-9.535,-9.535,-0.047,0.1291,0.0,-0.005,move
30,63.767,-0.784,-0.784,-0.911,0.0754,0.0,-0.005,move
31,52.96,-10.807,-10.807,0.418,0.0851,0.0,-0.034999999999999996,nose_poke
32,58.557,5.597,5.597,0.171,-0.1648,0.0,-0.034999999999999996,nose_poke
33,55.339,-3.218,-3.218,0.305,-0.0301,0.0,-0.034999999999999996,nose_poke
34,61.586,6.247,6.247,-0.067,-0.1493,0.0,-0.005,move
35,50.616,-10.97,-10.97,0.33,0.0758,0.0,-0.034999999999999996,nose_poke
36,58.201,7.585,7.585,0.197,-0.2019,0.0,-0.034999999999999996,nose_poke
37,55.961,-2.24,-2.24,-0.429,0.0282,0.0,-0.005,move
38,60.086,4.125,4.125,-0.056,-0.1127,0.0,-0.005,move
