Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward
1,55.617,-14.055,-14.055,-0.067,0.0,0.0,-0.005
2,45.552,-10.065,-10.065,-1.713,0.0,0.0,-0.005
3,25.552,-20.0,-34.621,-1.825,0.0,0.0,-0.005
4,5.552,-20.0,-34.143,-1.718,0.0,0.0,-0.005
5,0.0,-20.0,-22.493,-1.331,0.0,0.0,-0.005
6,7.687,7.687,7.687,-1.347,0.0,0.0,-0.005
7,0.0,-20.0,-49.946,-0.552,0.0,0.0,-0.005
8,0.0,-20.0,-32.276,-1.001,0.0,0.0,-0.005
9,0.0,-20.0,-46.79,0.461,0.0,0.0,-0.055
10,0.0,-5.573,-5.573,-0.167,0.0,0.0,-0.005
11,0.0,-8.49,-8.49,-2.166,0.0,0.0,-0.005
12,0.0,-20.0,-24.554,-0.489,0.0,0.0,-0.005
13,0.0,-0.624,-0.624,0.089,0.0,0.0,-0.055
14,0.0,-4.511,-4.511,-0.263,0.0,0.0,-0.005
15,0.0,-9.399,-9.399,-1.101,0.0,0.0,-0.005
16,0.0,-16.784,-16.784,-1.441,0.0,0.0,-0.005
17,0.0,-20.0,-21.018,-0.958,0.0,0.0,-0.005
18,0.0,-20.0,-43.11,-2.584,0.0,0.0,-0.005
19,0.0,-20.0,-30.531,-0.35,0.0,0.0,-0.005
20,0.0,-20.0,-36.803,0.09,0.0,0.0,-0.055
21,10.427,10.427,10.427,-0.374,0.0,0.0,-0.005
22,0.0,-20.0,-25.952,-0.747,0.0,0.0,-0.005
23,0.0,-3.195,-3.195,0.125,0.0,0.0,-0.055
24,0.0,-17.839,-17.839,-0.052,0.0,0.0,-0.005
25,0.0,-19.12,-19.12,-1.452,0.0,0.0,-0.005
26,0.0,-18.045,-18.045,-2.591,0.0,0.0,-0.005
27,0.0,-7.859,-7.859,0.241,0.0,0.0,-0.055
28,7.523,7.523,7.523,-1.385,0.0,0.0,-0.005
29,0.0,-20.0,-20.094,-0.978,0.0,0.0,-0.005
30,0.0,-20.0,-47.701,-2.62,0.0,0.0,-0.005
31,0.0,-19.954,-19.954,-0.316,0.0,0.0,-0.005
32,0.0,-20.0,-27.639,0.809,0.0,0.0,-0.055
33,0.0,-3.731,-3.731,-1.278,0.0,0.0,-0.005
34,0.0,-20.0,-38.643,-1.321,0.0,0.0,-0.005
35,0.0,-9.791,-9.791,-1.986,0.0,0.0,-0.005
36,0.0,-20.0,-29.883,0.101,0.0,0.0,-0.055
37,5.46,5.46,5.46,-0.359,0.0,0.0,-0.005
38,0.0,-16.898,-16.898,-2.596,0.0,0.0,-0.005
39,0.0,-20.0,-41.052,-0.964,0.0,0.0,-0.005
40,20.0,20.0,20.552,-1.072,0.0,0.0,-0.005
41,15.161,-4.839,-4.839,-1.967,0.0,0.0,-0.005
42,19.996,4.835,4.835,0.198,0.0,0.0,-0.055
43,0.0,-20.0,-33.463,-2.213,0.0,0.0,-0.005
44,0.0,-20.0,-27.864,-1.568,0.0,0.0,-0.005
45,0.0,-20.0,-27.31,-2.993,0.0,0.0,-0.005
46,0.0,-20.0,-30.828,-2.219,0.0,0.0,-0.005
47,0.0,-8.03,-8.03,0.481,0.0,0.0,-0.055
48,0.0,-2.695,-2.695,-0.623,0.0,0.0,-0.005
49,0.0,-20.0,-38.319,-1.527,0.0,0.0,-0.005
50,2.981,2.981,2.981,-2.208,0.0,0.0,-0.005
51,0.0,-20.0,-62.59,-1.375,0.0,0.0,-0.005
52,4.856,4.856,4.856,-1.467,0.0,0.0,-0.005
53,0.0,-20.0,-30.708,-1.906,0.0,0.0,-0.005
54,0.0,-20.0,-27.086,-1.391,0.0,0.0,-0.005
55,0.0,-20.0,-32.117,0.201,0.0,0.0,-0.055
56,0.0,-20.0,-30.737,-1.131,0.0,0.0,-0.005
57,0.0,-14.604,-14.604,-2.322,0.0,0.0,-0.005
58,2.364,2.364,2.364,-0.9,0.0,0.0,-0.005
59,0.0,-8.988,-8.988,-2.424,0.0,0.0,-0.005
60,0.0,-20.0,-40.841,0.629,0.0,0.0,-0.055
61,0.0,-4.543,-4.543,-1.757,0.0,0.0,-0.005
62,0.0,-20.0,-25.226,-1.145,0.0,0.0,-0.005
63,0.0,-20.0,-32.495,-1.142,0.0,0.0,-0.005
64,6.0,6.0,6.0,-2.41,0.0,0.0,-0.005
65,18.717,12.717,12.717,-3.673,0.0,0.0,-0.005
66,0.0,-20.0,-20.788,2.193,0.0,0.0,-0.055
67,0.0,-2.323,-2.323,-0.958,0.0,0.0,-0.005
68,0.0,-20.0,-33.449,-2.574,0.0,0.0,-0.005
69,0.0,-4.851,-4.851,-0.599,0.0,0.0,-0.005
70,0.0,-20.0,-21.432,-1.553,0.0,0.0,-0.005
71,0.0,-13.535,-13.535,-0.496,0.0,0.0,-0.005
72,0.0,-19.36,-19.36,-0.146,0.0,0.0,-0.005
73,0.0,-20.0,-48.661,-0.442,0.0,0.0,-0.005
74,0.0,-20.0,-54.505,-2.417,0.0,0.0,-0.005
75,20.0,20.0,30.029,-1.713,0.0,0.0,-0.005
76,0.0,-20.0,-35.313,0.289,0.0,0.0,-0.055
77,0.0,-20.0,-43.808,-1.965,0.0,0.0,-0.005
78,0.809,0.809,0.809,-0.023,0.0,0.0,-0.005
79,0.0,-20.0,-31.598,0.1,0.0,0.0,-0.055
80,0.0,-20.0,-40.757,-0.832,0.0,0.0,-0.005
81,0.0,-20.0,-42.341,-0.981,0.0,0.0,-0.005
82,20.0,20.0,47.805,-1.59,0.0,0.0,-0.005
83,0.0,-20.0,-27.018,-0.046,0.0,0.0,-0.005
84,5.901,5.901,5.901,-0.677,0.0,0.0,-0.005
85,0.0,-16.141,-16.141,-1.032,0.0,0.0,-0.005
86,0.0,-0.558,-0.558,-1.803,0.0,0.0,-0.005
87,0.0,-15.713,-15.713,-0.61,0.0,0.0,-0.005
88,0.0,-20.0,-33.989,-1.632,0.0,0.0,-0.005
89,0.15,0.15,0.15,-0.841,0.0,0.0,-0.005
90,0.0,-20.0,-25.328,-0.832,0.0,0.0,-0.005
91,0.0,-3.681,-3.681,-0.472,0.0,0.0,-0.005
92,6.577,6.577,6.577,-1.258,0.0,0.0,-0.005
93,0.0,-14.89,-14.89,-0.074,0.0,0.0,-0.005
94,5.384,5.384,5.384,-0.793,0.0,0.0,-0.005
95,0.0,-19.679,-19.679,-0.019,0.0,0.0,-0.005
96,0.0,-9.279,-9.279,-1.96,0.0,0.0,-0.005
97,0.0,-3.77,-3.77,-2.047,0.0,0.0,-0.005
98,0.0,-20.0,-39.96,0.189,0.0,0.0,-0.055
99,0.0,-6.31,-6.31,-1.158,0.0,0.0,-0.005
100,4.028,4.028,4.028,-0.012,0.0,0.0,-0.005
101,0.0,-6.232,-6.232,-1.057,0.0,0.0,-0.005
102,0.0,-20.0,-20.849,-1.789,0.0,0.0,-0.005
103,10.791,10.791,10.791,-2.415,0.0,0.0,-0.005
104,18.959,8.168,8.168,-0.964,0.0,0.0,-0.005
105,18.315,-0.645,-0.645,-0.64,0.0,0.0,-0.005
106,3.03,-15.284,-15.284,0.827,0.0,0.0,-0.055
107,0.0,-20.0,-48.957,-1.438,0.0,0.0,-0.005
108,0.0,-20.0,-25.371,-0.732,0.0,0.0,-0.005
109,0.0,-20.0,-40.849,-0.364,0.0,0.0,-0.005
110,0.507,0.507,0.507,-0.466,0.0,0.0,-0.005
111,0.0,-2.852,-2.852,0.364,0.0,0.0,-0.055
112,0.0,-10.637,-10.637,0.223,0.0,0.0,-0.055
113,0.0,-16.416,-16.416,-0.776,0.0,0.0,-0.005
114,0.0,-20.0,-55.322,-0.981,0.0,0.0,-0.005
115,0.0,-10.833,-10.833,-0.894,0.0,0.0,-0.005
116,0.0,-4.579,-4.579,-0.234,0.0,0.0,-0.005
117,7.453,7.453,7.453,-0.598,0.0,0.0,-0.005
118,0.0,-19.903,-19.903,0.197,0.0,0.0,-0.055
119,0.0,-20.0,-28.136,-0.272,0.0,0.0,-0.005
120,0.0,-19.201,-19.201,-0.483,0.0,0.0,-0.005
121,0.0,-20.0,-22.481,-0.879,0.0,0.0,-0.005
122,0.0,-10.679,-10.679,-1.409,0.0,0.0,-0.005
123,0.0,-20.0,-30.959,-2.472,0.0,0.0,-0.005
124,20.0,20.0,26.55,-2.743,0.0,0.0,-0.005
125,11.198,-8.802,-8.802,-1.991,0.0,0.0,-0.005
126,16.913,5.714,5.714,-1.629,0.0,0.0,-0.005
127,0.0,-20.0,-36.294,-1.165,0.0,0.0,-0.005
128,0.0,-6.289,-6.289,-0.475,0.0,0.0,-0.005
129,0.0,-14.055,-14.055,-0.088,0.0,0.0,-0.005
130,0.0,-18.191,-18.191,-0.605,0.0,0.0,-0.005
131,0.0,-11.817,-11.817,-1.372,0.0,0.0,-0.005
132,0.0,-20.0,-38.567,-0.921,0.0,0.0,-0.005
133,0.0,-20.0,-20.515,-1.12,0.0,0.0,-0.005
134,6.35,6.35,6.35,-0.427,0.0,0.0,-0.005
135,0.0,-14.256,-14.256,0.421,0.0,0.0,-0.055
136,0.0,-20.0,-43.086,-0.888,0.0,0.0,-0.005
137,9.048,9.048,9.048,-0.97,0.0,0.0,-0.005
138,0.0,-15.976,-15.976,0.012,0.0,0.0,-0.055
139,0.0,-20.0,-58.321,-1.272,0.0,0.0,-0.005
140,0.0,-19.68,-19.68,-0.84,0.0,0.0,-0.005
141,0.0,-7.942,-7.942,0.404,0.0,0.0,-0.055
142,0.0,-20.0,-35.215,-0.595,0.0,0.0,-0.005
143,0.0,-15.275,-15.275,-1.132,0.0,0.0,-0.005
144,0.0,-4.695,-4.695,-1.768,0.0,0.0,-0.005
145,0.0,-20.0,-28.793,-2.243,0.0,0.0,-0.005
146,0.0,-20.0,-36.418,-1.788,0.0,0.0,-0.005
147,0.0,-16.991,-16.991,-0.949,0.0,0.0,-0.005
148,0.0,-15.417,-15.417,-0.115,0.0,0.0,-0.005
149,15.543,15.543,15.543,-0.31,0.0,0.0,-0.005
150,0.0,-20.0,-50.56,-1.333,0.0,0.0,-0.005
151,0.0,-9.358,-9.358,-1.287,0.0,0.0,-0.005
152,0.0,-12.294,-12.294,-1.068,0.0,0.0,-0.005
153,0.0,-16.377,-16.377,-0.25,0.0,0.0,-0.005
154,0.0,-20.0,-28.81,1.014,0.0,0.0,-0.055
155,0.0,-8.892,-8.892,-0.324,0.0,0.0,-0.005
156,19.999,19.999,19.999,-1.084,0.0,0.0,-0.005
157,22.318,2.32,2.32,-0.392,0.0,0.0,-0.005
158,2.318,-20.0,-23.856,-3.026,0.0,0.0,-0.005
159,0.0,-4.906,-4.906,-0.843,0.0,0.0,-0.005
160,0.0,-13.4,-13.4,-0.5,0.0,0.0,-0.005
161,0.0,-20.0,-32.794,-1.778,0.0,0.0,-0.005
162,0.0,-20.0,-46.596,-0.96,0.0,0.0,-0.005
163,0.544,0.544,0.544,-1.518,0.0,0.0,-0.005
164,0.0,-18.999,-18.999,-2.212,0.0,0.0,-0.005
165,0.0,-7.723,-7.723,1.464,0.0,0.0,-0.055
166,0.0,-20.0,-41.252,-1.456,0.0,0.0,-0.005
167,0.0,-20.0,-36.006,-0.488,0.0,0.0,-0.005
168,0.0,-20.0,-22.942,-2.045,0.0,0.0,-0.005
169,0.0,-20.0,-67.481,-0.083,0.0,0.0,-0.005
170,16.442,16.442,16.442,0.618,0.0,0.0,-0.055
171,0.0,-20.0,-52.0,-0.353,0.0,0.0,-0.005
172,0.0,-20.0,-32.68,-0.127,0.0,0.0,-0.005
173,12.446,12.446,12.446,-1.803,0.0,0.0,-0.005
174,0.0,-20.0,-29.069,-2.489,0.0,0.0,-0.005
175,0.0,-20.0,-57.694,-0.163,0.0,0.0,-0.005
176,0.0,-15.587,-15.587,-1.57,0.0,0.0,-0.005
177,0.0,-20.0,-31.171,0.272,0.0,0.0,-0.055
178,20.0,20.0,22.092,-2.679,0.0,0.0,-0.005
179,9.909,-10.091,-10.091,-1.263,0.0,0.0,-0.005
180,4.964,-4.944,-4.944,-2.74,0.0,0.0,-0.005
181,0.0,-20.0,-26.849,-0.347,0.0,0.0,-0.005
182,0.0,-16.2,-16.2,-0.347,0.0,0.0,-0.005
183,0.0,-15.903,-15.903,-0.369,0.0,0.0,-0.005
184,20.0,20.0,25.204,-1.311,0.0,0.0,-0.005
185,11.906,-8.094,-8.094,-0.198,0.0,0.0,-0.005
186,0.0,-20.0,-50.892,-0.667,0.0,0.0,-0.005
187,13.591,13.591,13.591,-0.334,0.0,0.0,-0.005
188,0.0,-15.083,-15.083,-1.581,0.0,0.0,-0.005
189,0.0,-15.18,-15.18,-2.81,0.0,0.0,-0.005
190,0.0,-9.087,-9.087,0.757,0.0,0.0,-0.055
191,0.596,0.596,0.596,-0.487,0.0,0.0,-0.005
192,8.381,7.785,7.785,0.607,0.0,0.0,-0.055
193,24.436,16.055,16.055,-0.439,0.0,0.0,-0.005
194,28.061,3.625,3.625,-1.582,0.0,0.0,-0.005
195,30.351,2.29,2.29,-0.231,0.0,0.0,-0.005
196,36.191,5.839,5.839,-1.024,0.0,0.0,-0.005
197,56.191,20.0,26.783,-1.41,0.0,0.0,-0.005
198,41.536,-14.655,-14.655,0.707,0.0,0.0,-0.055
199,23.087,-18.449,-18.449,-2.5,0.0,0.0,-0.005
200,13.834,-9.253,-9.253,-1.08,0.0,0.0,-0.005
201,0.0,-20.0,-36.865,-1.055,0.0,0.0,-0.005
202,0.0,-1.039,-1.039,-1.321,0.0,0.0,-0.005
203,0.0,-20.0,-25.633,-1.778,0.0,0.0,-0.005
204,0.0,-20.0,-25.371,0.264,0.0,0.0,-0.055
205,0.0,-20.0,-22.262,-1.089,0.0,0.0,-0.005
206,0.0,-19.16,-19.16,-1.652,0.0,0.0,-0.005
207,0.0,-20.0,-35.224,-2.301,0.0,0.0,-0.005
208,0.0,-15.009,-15.009,-1.318,0.0,0.0,-0.005
209,1.551,1.551,1.551,0.026,0.0,0.0,-0.055
210,0.0,-20.0,-28.336,-1.625,0.0,0.0,-0.005
211,0.0,-20.0,-49.045,-1.034,0.0,0.0,-0.005
212,0.0,-11.557,-11.557,-1.708,0.0,0.0,-0.005
213,0.0,-7.041,-7.041,-2.877,0.0,0.0,-0.005
214,0.0,-20.0,-32.544,-2.077,0.0,0.0,-0.005
215,0.0,-11.153,-11.153,-0.891,0.0,0.0,-0.005
216,8.341,8.341,8.341,-0.613,0.0,0.0,-0.005
217,0.0,-20.0,-44.58,-1.098,0.0,0.0,-0.005
218,14.721,14.721,14.721,-1.192,0.0,0.0,-0.005
219,0.0,-20.0,-65.082,-1.583,0.0,0.0,-0.005
220,0.0,-20.0,-35.483,-1.097,0.0,0.0,-0.005
221,0.0,-20.0,-21.16,-2.363,0.0,0.0,-0.005
222,0.0,-20.0,-43.447,-0.509,0.0,0.0,-0.005
223,0.0,-20.0,-32.16,-0.262,0.0,0.0,-0.005
224,0.0,-8.818,-8.818,-1.307,0.0,0.0,-0.005
225,0.0,-10.848,-10.848,-1.105,0.0,0.0,-0.005
226,5.578,5.578,5.578,-0.331,0.0,0.0,-0.005
227,0.0,-20.0,-34.771,-2.917,0.0,0.0,-0.005
228,0.0,-15.565,-15.565,0.511,0.0,0.0,-0.055
