Step,Position,Velocity,Action_Vel_Cmd,Action_Lick_Cmd,Critic_Value,Policy_StdDev,Reward,Behaviour
1,83.485,9.245,9.245,0.852,0.0333,0.0531,-0.055,lick
2,101.287,17.802,17.802,0.237,-0.0068,0.0511,-0.015,nose_poke
3,95.818,-5.469,-5.469,-0.909,-0.0476,0.0482,-0.005,move
4,111.089,15.271,15.271,-0.578,-0.0179,0.0604,-0.005,move
5,99.241,-11.848,-11.848,-0.966,-0.1054,0.0564,-0.005,move
6,89.126,-10.115,-10.115,-0.374,-0.1549,0.0451,-0.005,move
7,92.915,3.789,3.789,0.057,0.0639,0.046,-0.015,nose_poke
8,94.726,1.811,1.811,-0.608,0.0344,0.0613,-0.005,move
9,102.368,7.642,7.642,0.78,0.0437,0.0635,-0.055,lick
10,116.595,14.227,14.227,-0.54,-0.004,0.0614,-0.005,move
11,96.953,-19.642,-19.642,-0.28,-0.1774,0.0606,-0.005,move
12,115.605,18.652,18.652,-0.324,-0.0328,0.0247,-0.005,move
13,97.548,-18.057,-18.057,-0.816,-0.1494,0.0541,-0.005,move
14,108.887,11.339,11.339,-0.895,-0.0065,0.0287,-0.005,move
15,120.0,17.463,17.463,-0.943,-0.0109,0.0609,-0.005,move
16,114.839,-5.161,-5.161,0.907,-0.012,0.0627,-0.055,lick
17,97.027,-17.812,-17.812,0.827,-0.2237,0.0698,-0.055,lick
18,82.027,-15.0,-15.0,0.938,-0.2249,0.0291,-0.055,lick
19,95.773,13.747,13.747,0.341,-0.0016,0.0307,-0.015,nose_poke
20,97.552,1.779,1.779,0.146,0.0583,0.0513,-0.015,nose_poke
21,101.535,3.983,3.983,0.573,0.0662,0.0649,-0.055,lick
22,97.27,-4.265,-4.265,-0.656,-0.079,0.0655,-0.005,move
23,93.365,-3.906,-3.906,0.216,-0.1155,0.0633,-0.015,nose_poke
24,76.556,-16.808,-16.808,0.031,-0.1901,0.062,-0.015,nose_poke
25,67.238,-9.319,-9.319,0.678,-0.1744,0.0245,-0.055,lick
26,61.548,-5.689,-5.689,0.713,-0.1425,0.0374,-0.055,lick
27,48.059,-13.489,-13.489,-0.902,-0.1551,0.039,-0.005,move
28,42.861,-5.198,-5.198,-0.927,-0.0865,0.0152,-0.005,move
29,48.949,6.088,6.088,-0.842,-0.0422,0.0209,-0.005,move
30,53.495,4.547,4.547,0.783,-0.0225,0.0315,-0.055,lick
31,60.348,6.852,6.852,0.556,-0.0319,0.0341,-0.055,lick
32,72.637,12.289,12.289,-0.984,0.0082,0.0398,-0.005,move
33,63.308,-9.328,-9.328,-0.039,-0.084,0.0403,-0.005,move
34,82.143,18.835,18.835,0.97,-0.0096,0.0353,-0.055,lick
35,64.182,-17.961,-17.961,-0.471,-0.1405,0.0359,-0.005,move
36,50.404,-13.778,-13.778,-0.5,-0.1863,0.0172,-0.005,move
37,63.452,13.048,13.048,0.495,-0.0752,0.0157,-0.015,nose_poke
38,44.167,-19.285,-19.285,-0.795,-0.1566,0.0328,-0.005,move
39,44.755,0.588,0.588,0.878,-0.0352,0.012,-0.055,lick
40,52.626,7.871,7.871,-0.847,-0.0388,0.0277,-0.005,move
41,46.039,-6.587,-6.587,-0.978,-0.0425,0.0309,-0.005,move
42,32.819,-13.22,-13.22,-0.979,-0.1225,0.0208,-0.005,move
43,28.892,-3.927,-3.927,-0.919,-0.0703,0.0116,-0.005,move
44,25.232,-3.66,-3.66,-0.122,-0.0503,0.0167,-0.005,move
45,30.373,5.14,5.14,-0.446,-0.0384,0.0156,-0.005,move
46,46.823,16.451,16.451,0.84,-0.0496,0.0245,-0.055,lick
47,53.006,6.182,6.182,0.79,-0.0082,0.0107,-0.055,lick
48,55.831,2.826,2.826,-0.161,-0.0218,0.0333,-0.005,move
49,68.244,12.412,12.412,0.576,-0.0501,0.0334,-0.055,lick
50,77.256,9.012,9.012,-0.973,0.0289,0.0372,-0.005,move
51,79.729,2.473,2.473,-0.965,0.0355,0.0483,-0.005,move
52,84.661,4.932,4.932,0.465,0.0544,0.0554,-0.015,nose_poke
53,73.903,-10.757,-10.757,0.452,-0.1282,0.0555,-0.015,nose_poke
54,73.813,-0.091,-0.091,0.422,0.0047,0.0377,-0.015,nose_poke
55,59.685,-14.128,-14.128,-0.903,-0.1495,0.0527,-0.005,move
56,60.435,0.75,0.75,0.462,-0.0291,0.0186,-0.015,nose_poke
57,78.37,17.934,17.934,-0.233,-0.0156,0.0426,-0.005,move
58,94.224,15.855,15.855,0.022,0.0128,0.035,-0.015,nose_poke
59,79.662,-14.562,-14.562,-0.972,-0.1174,0.0471,-0.005,move
60,86.893,7.231,7.231,0.087,0.0258,0.0311,-0.015,nose_poke
61,77.514,-9.378,-9.378,-0.866,-0.0996,0.055,-0.005,move
62,64.288,-13.227,-13.227,0.719,-0.1823,0.0427,-0.055,lick
63,64.566,0.278,0.278,-0.876,-0.0092,0.029,-0.005,move
64,74.909,10.344,10.344,0.819,0.0263,0.0459,-0.055,lick
65,80.854,5.944,5.944,0.33,0.0545,0.0451,-0.015,nose_poke
66,84.075,3.221,3.221,0.848,0.0736,0.0531,-0.055,lick
67,85.056,0.981,0.981,-0.259,0.0254,0.0571,-0.005,move
68,87.698,2.642,2.642,-0.991,0.0331,0.0591,-0.005,move
69,74.462,-13.236,-13.236,0.1,-0.1451,0.0595,-0.015,nose_poke
70,62.316,-12.146,-12.146,-0.655,-0.1679,0.0323,-0.005,move
71,52.396,-9.92,-9.92,-0.254,-0.1422,0.0306,-0.005,move
72,53.355,0.959,0.959,0.625,-0.0293,0.0196,-0.055,lick
73,50.345,-3.01,-3.01,-0.09,-0.0429,0.0311,-0.005,move
74,42.48,-7.865,-7.865,0.483,-0.0996,0.0275,-0.015,nose_poke
75,61.407,18.927,18.927,-0.826,-0.087,0.0174,-0.005,move
76,42.404,-19.003,-19.003,-0.923,-0.139,0.0236,-0.005,move
77,60.454,18.049,18.049,0.95,-0.0873,0.0116,-0.055,lick
78,46.957,-13.496,-13.496,0.439,-0.1149,0.024,-0.015,nose_poke
79,66.124,19.167,19.167,-0.795,-0.1007,0.0149,-0.005,move
80,55.495,-10.629,-10.629,-0.802,-0.0696,0.0263,-0.005,move
81,73.855,18.359,18.359,0.511,-0.0916,0.0201,-0.055,lick
82,89.447,15.592,15.592,0.889,0.0276,0.0318,-0.055,lick
83,85.244,-4.202,-4.202,0.543,-0.0656,0.045,-0.055,lick
84,90.697,5.453,5.453,0.41,0.046,0.0567,-0.015,nose_poke
85,99.216,8.519,8.519,-0.233,0.0304,0.058,-0.005,move
86,98.3,-0.916,-0.916,-0.761,-0.0391,0.0593,-0.005,move
87,107.348,9.047,9.047,-0.753,0.0083,0.0663,-0.005,move
88,120.0,14.986,14.986,0.922,0.0204,0.0625,-0.055,lick
89,113.689,-6.311,-6.311,-0.538,-0.0019,0.0526,-0.005,move
90,120.0,7.683,7.683,-0.95,-0.0151,0.0362,-0.005,move
91,108.934,-11.066,-11.066,-0.045,-0.0415,0.0506,-0.005,move
92,100.504,-8.43,-8.43,-0.278,-0.13,0.0241,-0.005,move
93,113.092,12.588,12.588,-0.687,-0.0457,0.026,-0.005,move
94,120.0,13.136,13.136,0.775,0.001,0.0513,-0.055,lick
95,120.0,13.154,13.154,-0.167,0.0023,0.0524,-0.005,move
96,120.0,1.259,1.259,0.948,0.0719,0.0524,-0.055,lick
97,120.0,18.971,18.971,-0.715,-0.0453,0.0487,-0.005,move
98,111.735,-8.265,-8.265,-0.203,-0.0037,0.0503,-0.005,move
99,120.0,11.089,11.089,-0.837,-0.0376,0.0318,-0.005,move
100,118.906,-1.094,-1.094,0.278,0.0393,0.0521,-0.015,nose_poke
101,120.0,10.621,10.621,0.679,0.0027,0.0455,-0.055,lick
102,120.0,10.042,10.042,0.999,0.0264,0.052,-0.055,lick
103,111.67,-8.33,-8.33,-0.671,-0.0157,0.052,-0.005,move
104,100.129,-11.542,-11.542,-0.177,-0.1441,0.0316,-0.005,move
105,115.139,15.01,15.01,0.557,-0.0356,0.0183,-0.055,lick
106,113.426,-1.713,-1.713,0.654,0.0384,0.0501,-0.055,lick
107,115.657,2.231,2.231,-0.608,0.0012,0.0424,-0.005,move
108,97.608,-18.049,-18.049,-0.24,-0.1717,0.0484,-0.005,move
109,82.997,-14.61,-14.61,-0.889,-0.1884,0.0003,-0.005,move
110,99.823,16.825,16.825,0.277,-0.0499,0.0015,-0.015,nose_poke
111,88.824,-10.999,-10.999,-0.357,-0.0756,0.0425,-0.005,move
112,101.621,12.797,12.797,-0.374,-0.0423,0.0139,-0.005,move
113,120.0,18.849,18.849,0.966,-0.0256,0.0465,-0.055,lick
114,114.226,-5.774,-5.774,0.816,0.0076,0.0504,-0.055,lick
115,120.0,14.934,14.934,0.983,-0.0232,0.0373,-0.055,lick
116,104.767,-15.233,-15.233,-0.041,-0.0568,0.0526,-0.005,move
117,103.548,-1.219,-1.219,-0.285,-0.0279,0.0108,-0.005,move
118,117.63,14.082,14.082,0.44,-0.0263,0.0391,-0.015,nose_poke
119,105.563,-12.067,-12.067,-0.954,-0.0277,0.0514,-0.005,move
120,118.672,13.109,13.109,-0.356,-0.0445,0.0199,-0.005,move
121,120.0,19.601,19.601,-0.408,-0.0288,0.0517,-0.005,move
122,120.0,11.069,11.069,-0.421,0.0198,0.0496,-0.005,move
123,120.0,5.16,5.16,0.931,0.0578,0.0521,-0.055,lick
124,120.0,13.337,13.337,-0.975,-0.0167,0.0502,-0.005,move
125,117.843,-2.157,-2.157,0.957,0.0528,0.0524,-0.055,lick
126,120.0,9.235,9.235,-0.96,-0.0027,0.0433,-0.005,move
127,118.295,-1.705,-1.705,0.971,0.0465,0.0517,-0.055,lick
128,120.0,12.376,12.376,0.052,-0.016,0.0443,-0.015,nose_poke
129,103.141,-16.859,-16.859,-0.246,-0.0744,0.0522,-0.005,move
130,120.0,19.193,19.193,-0.408,-0.0718,0.0056,-0.005,move
131,120.0,5.372,5.372,-0.569,0.0381,0.05,-0.005,move
132,120.0,7.512,7.512,0.444,0.0288,0.0502,-0.015,nose_poke
133,102.222,-17.778,-17.778,-0.788,-0.0902,0.0505,-0.005,move
134,101.492,-0.73,-0.73,-0.819,-0.0359,0.003,-0.005,move
135,83.938,-17.555,-17.555,0.962,-0.1853,0.0388,-0.055,lick
136,89.381,5.443,5.443,0.448,0.0239,1.0013,-0.015,nose_poke
137,89.159,-0.222,-0.222,0.345,0.043,0.042,-0.015,nose_poke
138,90.774,1.614,1.614,0.097,0.0289,0.0337,-0.015,nose_poke
139,78.053,-12.721,-12.721,0.801,-0.1321,0.0377,-0.055,lick
140,83.463,5.41,5.41,-0.552,0.0055,0.0041,-0.005,move
141,75.604,-7.859,-7.859,-0.524,-0.0763,0.0388,-0.005,move
142,74.787,-0.817,-0.817,0.448,-0.0004,0.014,-0.015,nose_poke
143,56.565,-18.221,-18.221,-0.834,-0.166,0.0265,-0.005,move
144,72.719,16.154,16.154,-0.914,-0.1342,0.9775,-0.005,move
145,55.822,-16.897,-16.897,-0.925,-0.1075,0.0306,-0.005,move
146,41.89,-13.932,-13.932,-0.817,-0.1406,0.9778,-0.005,move
147,59.097,17.207,17.207,0.99,-0.1169,0.9734,-0.055,lick
148,64.323,5.226,5.226,0.123,-0.0466,0.9899,-0.015,nose_poke
149,68.924,4.601,4.601,0.977,0.0358,0.0258,-0.055,lick
150,57.192,-11.732,-11.732,0.394,-0.1012,0.0288,-0.015,nose_poke
151,51.768,-5.424,-5.424,0.632,-0.0723,0.9779,-0.055,lick
152,63.076,11.308,11.308,-0.579,-0.0971,0.9792,-0.005,move
153,75.313,12.238,12.238,-0.796,-0.0146,0.0278,-0.005,move
154,61.325,-13.989,-13.989,-0.199,-0.0971,0.0346,-0.005,move
155,61.971,0.646,0.646,0.452,0.0314,0.9993,-0.015,nose_poke
156,65.436,3.465,3.465,0.976,0.0348,0.0215,-0.055,lick
157,48.221,-17.216,-17.216,0.653,-0.1578,0.0256,-0.055,lick
158,30.488,-17.732,-17.732,0.08,-0.1741,0.9745,-0.015,nose_poke
159,34.97,4.482,4.482,-0.497,-0.072,0.9682,-0.005,move
160,36.377,1.407,1.407,0.329,-0.0251,0.9841,-0.015,nose_poke
161,54.896,18.518,18.518,0.828,-0.096,0.9815,-0.055,lick
162,57.167,2.271,2.271,-0.081,-0.0204,0.986,-0.005,move
163,42.238,-14.928,-14.928,0.097,-0.1064,0.9904,-0.015,nose_poke
164,61.358,19.12,19.12,-0.853,-0.1352,0.9731,-0.005,move
165,75.987,14.629,14.629,-0.161,-0.005,0.021,-0.005,move
166,68.61,-7.377,-7.377,-0.743,-0.0445,0.0335,-0.005,move
167,79.593,10.983,10.983,0.946,-0.0111,0.0113,-0.055,lick
168,98.538,18.945,18.945,0.986,-0.0261,0.0374,-0.055,lick
169,82.771,-15.766,-15.766,0.949,-0.1282,0.039,-0.055,lick
170,89.43,6.659,6.659,-0.678,-0.0063,1.0048,-0.005,move
171,88.322,-1.108,-1.108,-0.718,0.0304,0.042,-0.005,move
172,75.835,-12.487,-12.487,-0.861,-0.1314,0.0321,-0.005,move
173,81.574,5.739,5.739,-0.51,0.0037,0.0037,-0.005,move
174,88.915,7.341,7.341,-0.777,0.0014,0.0377,-0.005,move
175,75.002,-13.913,-13.913,0.069,-0.1178,0.0418,-0.015,nose_poke
176,90.575,15.573,15.573,-0.806,-0.0598,1.0061,-0.005,move
177,75.984,-14.59,-14.59,0.906,-0.1231,0.0401,-0.055,lick
178,71.016,-4.968,-4.968,-0.223,-0.1058,1.0048,-0.005,move
179,87.926,16.909,16.909,0.413,-0.0406,0.0177,-0.015,nose_poke
180,93.395,5.469,5.469,0.107,0.0375,0.0373,-0.015,nose_poke
181,104.856,11.46,11.46,0.914,-0.0001,0.044,-0.055,lick
182,91.562,-13.294,-13.294,0.482,-0.1156,0.0488,-0.015,nose_poke
183,80.721,-10.84,-10.84,0.627,-0.1467,0.0092,-0.055,lick
184,96.624,15.902,15.902,0.827,-0.0333,0.0101,-0.055,lick
185,109.83,13.207,13.207,-0.885,-0.0135,0.0421,-0.005,move
186,105.682,-4.148,-4.148,-0.939,-0.0266,0.0495,-0.005,move
187,104.354,-1.328,-1.328,0.944,0.0097,0.0359,-0.055,lick
188,108.425,4.07,4.07,0.919,0.0436,0.0394,-0.055,lick
189,120.0,18.227,18.227,0.688,-0.0377,0.0478,-0.055,lick
190,111.759,-8.241,-8.241,-0.816,0.0011,0.0511,-0.005,move
191,120.0,14.774,14.774,-0.967,-0.0599,0.0319,-0.005,move
192,105.214,-14.786,-14.786,-0.989,-0.0466,0.0526,-0.005,move
193,108.059,2.845,2.845,0.525,0.026,0.0124,-0.055,lick
194,120.0,18.57,18.57,0.786,-0.0386,0.0463,-0.055,lick
195,113.729,-6.271,-6.271,0.15,0.0019,0.0507,-0.015,nose_poke
