episode,total_reward,steps,success,licked_left,licked_right,n_licks,critic_loss,actor_loss,alpha
976,0.545,21,0,0,1,7,0.000104,nan,nan
977,0.43,24,0,0,1,9,0.000132,nan,nan
978,0.475,25,0,0,1,8,8.6e-05,-0.753552,nan
979,0.495,21,0,0,1,8,0.003551,nan,nan
980,0.385,23,0,0,1,10,0.004123,-0.747198,nan
981,0.435,23,0,0,1,9,0.000254,nan,nan
982,0.44,22,0,0,1,9,0.000105,nan,nan
983,0.605,19,0,0,1,6,0.000105,-0.741384,nan
984,0.385,23,0,0,1,10,0.00025,nan,nan
985,0.315,27,0,0,1,11,0.000142,-0.740133,nan
986,0.605,19,0,0,1,6,0.000325,nan,nan
987,0.595,21,0,0,1,6,0.003269,-0.752512,nan
988,0.44,22,0,0,1,9,0.007858,-0.748606,nan
989,0.495,21,0,0,1,8,0.000157,nan,nan
990,0.61,18,0,0,1,6,7.5e-05,nan,nan
991,0.55,20,0,0,1,7,8.5e-05,nan,nan
992,0.655,19,0,0,1,5,0.000106,-0.755079,nan
993,0.435,23,0,0,1,9,0.000223,nan,nan
994,0.37,26,0,0,1,10,0.004205,nan,nan
995,0.49,22,0,0,1,8,0.000127,nan,nan
996,0.435,23,0,0,1,9,0.000183,-0.752436,nan
997,0.6,20,0,0,1,6,0.000183,-0.741543,nan
998,0.545,21,0,0,1,7,0.000116,nan,nan
999,0.605,19,0,0,1,6,0.000112,-0.746475,nan
1000,0.435,23,0,0,1,9,0.000112,nan,nan
1001,0.38,24,0,0,1,10,0.000136,nan,nan
1002,0.32,26,0,0,1,11,0.004178,nan,nan
1003,0.55,20,0,0,1,7,5.7e-05,nan,nan
1004,0.385,23,0,0,1,10,0.000152,-0.752273,nan
1005,0.485,23,0,0,1,8,9.8e-05,nan,nan
1006,0.545,21,0,0,1,7,0.004238,-0.73451,nan
1007,0.44,22,0,0,1,9,0.00021,-0.755214,nan
1008,0.49,22,0,0,1,8,0.000122,-0.762273,nan
1009,0.545,21,0,0,1,7,0.000207,nan,nan
1010,0.44,22,0,0,1,9,0.003884,nan,nan
1011,0.545,21,0,0,1,7,0.000145,-0.755734,nan
1012,0.325,25,0,0,1,11,0.000157,nan,nan
1013,0.55,20,0,0,1,7,0.000171,nan,nan
1014,0.595,21,0,0,1,6,9.8e-05,-0.758257,nan
1015,0.49,22,0,0,1,8,0.000125,-0.756893,nan
1016,0.325,25,0,0,1,11,0.00016,nan,nan
1017,0.49,22,0,0,1,8,0.000115,nan,nan
1018,0.605,19,0,0,1,6,0.000155,-0.748001,nan
1019,0.545,21,0,0,1,7,0.000122,nan,nan
1020,0.545,21,0,0,1,7,0.000269,-0.727835,nan
1021,0.54,22,0,0,1,7,0.000118,-0.748685,nan
1022,0.435,23,0,0,1,9,0.00023,nan,nan
1023,0.655,19,0,0,1,5,0.00012,-0.753707,nan
1024,0.435,23,0,0,1,9,0.002628,nan,nan
1025,0.6,20,0,0,1,6,0.000131,nan,nan
1026,0.605,19,0,0,1,6,0.000182,-0.745137,nan
1027,0.65,20,0,0,1,5,0.000104,-0.758135,nan
1028,0.325,25,0,0,1,11,8.5e-05,nan,nan
1029,0.49,22,0,0,1,8,0.000118,nan,nan
1030,0.48,24,0,0,1,8,0.000239,nan,nan
1031,0.435,23,0,0,1,9,0.000156,-0.748036,nan
1032,0.655,19,0,0,1,5,0.000205,nan,nan
1033,0.54,22,0,0,1,7,0.00013,nan,nan
1034,0.495,21,0,0,1,8,0.000118,-0.748798,nan
1035,0.605,19,0,0,1,6,0.000206,nan,nan
1036,0.545,21,0,0,1,7,0.000205,-0.756293,nan
1037,0.6,20,0,0,1,6,0.000117,-0.742997,nan
1038,0.6,20,0,0,1,6,0.000162,-0.740874,nan
1039,0.435,23,0,0,1,9,9.5e-05,nan,nan
1040,0.605,19,0,0,1,6,0.000137,-0.733878,nan
1041,0.495,21,0,0,1,8,0.000153,nan,nan
1042,0.55,20,0,0,1,7,0.000132,nan,nan
1043,0.6,20,0,0,1,6,0.000118,nan,nan
1044,0.545,21,0,0,1,7,9.7e-05,-0.731916,nan
1045,0.43,24,0,0,1,9,8.5e-05,-0.7486,nan
1046,0.495,21,0,0,1,8,0.000142,nan,nan
1047,0.38,24,0,0,1,10,0.000211,nan,nan
1048,0.6,20,0,0,1,6,8.3e-05,nan,nan
1049,0.38,24,0,0,1,10,9.6e-05,nan,nan
1050,0.385,23,0,0,1,10,0.000206,-0.751279,nan
1051,0.545,21,0,0,1,7,0.000107,nan,nan
1052,0.61,18,0,0,1,6,0.000113,nan,nan
1053,0.485,23,0,0,1,8,7.4e-05,-0.752958,nan
1054,0.605,19,0,0,1,6,0.000106,nan,nan
1055,0.495,21,0,0,1,8,0.004219,-0.733855,nan
1056,0.49,22,0,0,1,8,0.000162,-0.742434,nan
1057,0.435,23,0,0,1,9,9.1e-05,nan,nan
1058,0.44,22,0,0,1,9,9.5e-05,nan,nan
1059,0.605,19,0,0,1,6,0.004217,-0.741746,nan
1060,0.495,21,0,0,1,8,0.000148,nan,nan
1061,0.435,23,0,0,1,9,0.000189,-0.730512,nan
1062,0.385,23,0,0,1,10,0.000134,nan,nan
1063,0.495,21,0,0,1,8,0.000138,-0.74432,nan
1064,0.54,22,0,0,1,7,0.004086,-0.728148,nan
1065,0.545,21,0,0,1,7,0.00012,nan,nan
1066,0.375,25,0,0,1,10,0.003805,-0.729435,nan
1067,0.435,23,0,0,1,9,8.2e-05,nan,nan
1068,0.495,21,0,0,1,8,0.0001,-0.741315,nan
1069,0.6,20,0,0,1,6,0.000145,-0.743336,nan
1070,0.49,22,0,0,1,8,0.000156,-0.7421,nan
1071,0.655,19,0,0,1,5,0.000149,nan,nan
1072,0.375,25,0,0,1,10,0.000194,-0.737455,nan
1073,0.435,23,0,0,1,9,9e-05,nan,nan
1074,0.605,19,0,0,1,6,5.2e-05,-0.748401,nan
1075,0.54,22,0,0,1,7,7.4e-05,-0.759138,nan
1076,0.485,23,0,0,1,8,0.000103,nan,nan
1077,0.55,20,0,0,1,7,0.00014,nan,nan
1078,0.435,23,0,0,1,9,8.3e-05,-0.755237,nan
1079,0.38,24,0,0,1,10,8.3e-05,-0.736733,nan
1080,0.66,18,0,0,1,5,8.9e-05,-0.749418,nan
1081,0.49,22,0,0,1,8,0.000105,-0.751247,nan
1082,0.435,23,0,0,1,9,9.4e-05,nan,nan
1083,0.55,20,0,0,1,7,0.000197,nan,nan
1084,0.43,24,0,0,1,9,0.004254,nan,nan
1085,0.49,22,0,0,1,8,0.000135,nan,nan
1086,0.6,20,0,0,1,6,5.6e-05,nan,nan
1087,0.49,22,0,0,1,8,0.000196,nan,nan
1088,0.43,24,0,0,1,9,0.004136,nan,nan
1089,0.54,22,0,0,1,7,0.000117,nan,nan
1090,0.435,23,0,0,1,9,0.000106,-0.745222,nan
1091,0.495,21,0,0,1,8,0.000125,nan,nan
1092,0.485,23,0,0,1,8,0.000121,-0.743864,nan
1093,0.545,21,0,0,1,7,0.000113,nan,nan
1094,0.605,19,0,0,1,6,0.000155,-0.740675,nan
1095,0.435,23,0,0,1,9,0.000119,nan,nan
1096,0.49,22,0,0,1,8,9.5e-05,nan,nan
1097,0.435,23,0,0,1,9,6.3e-05,-0.74772,nan
1098,0.38,24,0,0,1,10,0.000113,-0.718727,nan
1099,0.435,23,0,0,1,9,0.000109,nan,nan
1100,0.385,23,0,0,1,10,0.000114,-0.736236,nan
1101,0.6,20,0,0,1,6,0.000128,-0.755468,nan
1102,0.6,20,0,0,1,6,0.000111,-0.741441,nan
1103,0.495,21,0,0,1,8,8.7e-05,nan,nan
1104,0.44,22,0,0,1,9,0.000223,nan,nan
1105,0.55,20,0,0,1,7,7.7e-05,nan,nan
1106,0.595,21,0,0,1,6,9.9e-05,-0.75075,nan
1107,0.49,22,0,0,1,8,9.1e-05,-0.741161,nan
1108,0.545,21,0,0,1,7,0.002862,nan,nan
1109,0.605,19,0,0,1,6,0.000159,-0.733684,nan
1110,0.44,22,0,0,1,9,0.004033,-0.752746,nan
1111,0.43,24,0,0,1,9,0.000106,-0.744116,nan
1112,0.49,22,0,0,1,8,0.000137,-0.740877,nan
1113,0.495,21,0,0,1,8,0.000122,nan,nan
1114,0.6,20,0,0,1,6,8.7e-05,nan,nan
1115,0.55,20,0,0,1,7,0.000112,nan,nan
1116,0.33,24,0,0,1,11,0.000139,nan,nan
1117,0.6,20,0,0,1,6,0.000241,nan,nan
1118,0.385,23,0,0,1,10,0.000197,-0.747075,nan
1119,0.55,20,0,0,1,7,0.000128,-0.759369,nan
1120,0.49,22,0,0,1,8,8.3e-05,-0.733777,nan
1121,0.435,23,0,0,1,9,0.000119,nan,nan
1122,0.545,21,0,0,1,7,8.9e-05,-0.750815,nan
1123,0.545,21,0,0,1,7,9.9e-05,nan,nan
1124,0.61,18,0,0,1,6,0.004086,nan,nan
1125,0.545,21,0,0,1,7,8.1e-05,-0.740435,nan
1126,0.43,24,0,0,1,9,9.1e-05,-0.771712,nan
1127,0.44,22,0,0,1,9,8.7e-05,-0.739242,nan
1128,0.435,23,0,0,1,9,0.00015,nan,nan
1129,0.49,22,0,0,1,8,0.000127,nan,nan
1130,0.6,20,0,0,1,6,8.9e-05,nan,nan
1131,0.545,21,0,0,1,7,0.000137,-0.740113,nan
1132,0.495,21,0,0,1,8,0.000144,nan,nan
1133,0.555,19,0,0,1,7,0.000106,-0.754211,nan
1134,0.6,20,0,0,1,6,0.000997,-0.734859,nan
1135,0.375,25,0,0,1,10,0.000108,nan,nan
1136,0.38,24,0,0,1,10,9.2e-05,nan,nan
1137,0.435,23,0,0,1,9,0.000157,-0.745329,nan
1138,0.545,21,0,0,1,7,7.7e-05,nan,nan
1139,0.43,24,0,0,1,9,0.000138,nan,nan
1140,0.545,21,0,0,1,7,0.002628,-0.7575,nan
1141,0.43,24,0,0,1,9,0.000152,-0.749873,nan
1142,0.54,22,0,0,1,7,0.000157,-0.739952,nan
1143,0.545,21,0,0,1,7,0.000116,nan,nan
1144,0.54,22,0,0,1,7,0.006524,nan,nan
1145,0.6,20,0,0,1,6,8e-05,nan,nan
1146,0.38,24,0,0,1,10,0.000144,nan,nan
1147,0.54,22,0,0,1,7,0.00011,nan,nan
1148,0.49,22,0,0,1,8,0.000103,nan,nan
1149,0.385,23,0,0,1,10,6.4e-05,-0.752822,nan
1150,0.55,20,0,0,1,7,0.000114,-0.743763,nan
1151,0.44,22,0,0,1,9,0.000126,-0.735125,nan
1152,0.495,21,0,0,1,8,0.000117,nan,nan
1153,0.6,20,0,0,1,6,0.000302,nan,nan
1154,0.435,23,0,0,1,9,7.6e-05,-0.754162,nan
1155,0.545,21,0,0,1,7,0.000137,nan,nan
1156,0.445,21,0,0,1,9,0.000154,-0.739006,nan
1157,0.6,20,0,0,1,6,0.008595,-0.738171,nan
1158,0.495,21,0,0,1,8,0.000109,nan,nan
1159,0.495,21,0,0,1,8,0.00019,-0.748636,nan
1160,0.385,23,0,0,1,10,0.000223,nan,nan
1161,0.38,24,0,0,1,10,0.000146,nan,nan
1162,0.545,21,0,0,1,7,0.000136,-0.739112,nan
1163,0.605,19,0,0,1,6,5.8e-05,nan,nan
1164,0.38,24,0,0,1,10,0.000104,nan,nan
1165,0.44,22,0,0,1,9,0.000431,nan,nan
1166,0.5,20,0,0,1,8,0.0001,nan,nan
1167,0.44,22,0,0,1,9,0.000175,nan,nan
1168,0.49,22,0,0,1,8,0.00016,nan,nan
1169,0.49,22,0,0,1,8,0.000142,nan,nan
1170,0.38,24,0,0,1,10,0.000176,nan,nan
1171,0.545,21,0,0,1,7,8.8e-05,-0.73596,nan
1172,0.54,22,0,0,1,7,0.000117,-0.741243,nan
1173,0.38,24,0,0,1,10,6.8e-05,-0.730433,nan
1174,0.325,25,0,0,1,11,0.000128,nan,nan
1175,0.435,23,0,0,1,9,0.006512,-0.746918,nan
1176,0.49,22,0,0,1,8,0.000144,-0.748062,nan
1177,0.55,20,0,0,1,7,0.000192,-0.735531,nan
1178,0.545,21,0,0,1,7,0.000154,nan,nan
1179,0.605,19,0,0,1,6,0.000214,-0.744987,nan
1180,0.39,22,0,0,1,10,8.9e-05,-0.761933,nan
1181,0.33,24,0,0,1,11,7.3e-05,-0.748654,nan
1182,0.495,21,0,0,1,8,8.3e-05,nan,nan
1183,0.55,20,0,0,1,7,0.000131,nan,nan
1184,0.375,25,0,0,1,10,0.000185,-0.740242,nan
1185,0.495,21,0,0,1,8,7.9e-05,nan,nan
1186,0.485,23,0,0,1,8,0.000104,-0.739562,nan
1187,0.495,21,0,0,1,8,0.000118,nan,nan
1188,0.39,22,0,0,1,10,8.3e-05,nan,nan
1189,0.65,20,0,0,1,5,8.8e-05,nan,nan
1190,0.6,20,0,0,1,6,0.000222,nan,nan
1191,0.49,22,0,0,1,8,0.00012,nan,nan
1192,0.605,19,0,0,1,6,9.3e-05,-0.734351,nan
1193,0.44,22,0,0,1,9,8e-05,-0.731396,nan
1194,0.54,22,0,0,1,7,0.000123,-0.750542,nan
1195,0.49,22,0,0,1,8,0.000187,-0.758922,nan
1196,0.59,22,0,0,1,6,0.000105,-0.751141,nan
1197,0.435,23,0,0,1,9,8.4e-05,nan,nan
1198,0.33,24,0,0,1,11,0.000129,nan,nan
1199,0.55,20,0,0,1,7,9.5e-05,nan,nan
1200,0.435,23,0,0,1,9,9.6e-05,-0.738217,nan
1201,0.38,24,0,0,1,10,0.001212,-0.748931,nan
1202,0.6,20,0,0,1,6,8.9e-05,-0.741409,nan
1203,0.54,22,0,0,1,7,0.000283,-0.74602,nan
1204,0.495,21,0,0,1,8,0.00022,nan,nan
1205,0.44,22,0,0,1,9,0.00012,nan,nan
1206,0.44,22,0,0,1,9,0.000109,nan,nan
1207,0.385,23,0,0,1,10,0.000164,-0.755426,nan
1208,0.55,20,0,0,1,7,0.000138,-0.747519,nan
1209,0.44,22,0,0,1,9,8.3e-05,-0.737407,nan
1210,0.32,26,0,0,1,11,0.000147,-0.732629,nan
1211,0.54,22,0,0,1,7,0.000138,-0.755736,nan
1212,0.435,23,0,0,1,9,7.7e-05,nan,nan
1213,0.435,23,0,0,1,9,0.000139,-0.745943,nan
1214,0.435,23,0,0,1,9,7.9e-05,nan,nan
1215,0.38,24,0,0,1,10,9.2e-05,nan,nan
1216,0.55,20,0,0,1,7,8.6e-05,nan,nan
1217,0.32,26,0,0,1,11,0.000129,nan,nan
1218,0.44,22,0,0,1,9,0.000126,nan,nan
1219,0.385,23,0,0,1,10,0.004107,-0.747112,nan
1220,0.555,19,0,0,1,7,0.0001,nan,nan
1221,0.49,22,0,0,1,8,0.000124,nan,nan
1222,0.6,20,0,0,1,6,8.6e-05,nan,nan
1223,0.43,24,0,0,1,9,0.004329,nan,nan
1224,0.49,22,0,0,1,8,9.5e-05,nan,nan
1225,0.33,24,0,0,1,11,0.000135,nan,nan
1226,0.6,20,0,0,1,6,0.000108,nan,nan
1227,0.43,24,0,0,1,9,0.000164,nan,nan
1228,0.6,20,0,0,1,6,9.7e-05,nan,nan
1229,0.6,20,0,0,1,6,0.000141,nan,nan
1230,0.545,21,0,0,1,7,8.5e-05,-0.75288,nan
1231,0.595,21,0,0,1,6,0.000115,nan,nan
1232,0.49,22,0,0,1,8,0.0002,nan,nan
1233,0.385,23,0,0,1,10,0.001763,-0.75035,nan
1234,0.43,24,0,0,1,9,0.000156,-0.750719,nan
1235,0.43,24,0,0,1,9,0.000228,-0.739715,nan
1236,0.495,21,0,0,1,8,0.000268,nan,nan
1237,0.545,21,0,0,1,7,0.000112,-0.765775,nan
1238,0.595,21,0,0,1,6,0.000157,nan,nan
1239,0.6,20,0,0,1,6,0.000144,nan,nan
1240,0.605,19,0,0,1,6,9.9e-05,-0.750162,nan
1241,0.54,22,0,0,1,7,0.004042,-0.725009,nan
1242,0.44,22,0,0,1,9,0.000104,-0.735793,nan
1243,0.38,24,0,0,1,10,9.8e-05,-0.728194,nan
1244,0.38,24,0,0,1,10,8.7e-05,-0.754666,nan
1245,0.49,22,0,0,1,8,0.000126,-0.762038,nan
1246,0.495,21,0,0,1,8,0.000125,nan,nan
1247,0.435,23,0,0,1,9,0.000107,-0.770688,nan
1248,0.545,21,0,0,1,7,9.9e-05,nan,nan
1249,0.445,21,0,0,1,9,0.000147,-0.720557,nan
1250,0.495,21,0,0,1,8,0.000146,nan,nan
1251,0.595,21,0,0,1,6,6.3e-05,-0.752722,nan
1252,0.38,24,0,0,1,10,0.004028,-0.738565,nan
1253,0.43,24,0,0,1,9,0.000102,-0.742706,nan
1254,0.445,21,0,0,1,9,8.7e-05,nan,nan
1255,0.43,24,0,0,1,9,6.4e-05,nan,nan
1256,0.49,22,0,0,1,8,9.1e-05,nan,nan
1257,0.495,21,0,0,1,8,7.5e-05,-0.759119,nan
1258,0.595,21,0,0,1,6,9.4e-05,nan,nan
1259,0.38,24,0,0,1,10,0.000111,nan,nan
1260,0.55,20,0,0,1,7,9.3e-05,nan,nan
1261,0.55,20,0,0,1,7,7.5e-05,nan,nan
1262,0.435,23,0,0,1,9,0.000139,-0.741449,nan
1263,0.59,22,0,0,1,6,0.000164,-0.747274,nan
1264,0.435,23,0,0,1,9,0.004239,nan,nan
1265,0.545,21,0,0,1,7,0.000176,-0.748847,nan
1266,0.6,20,0,0,1,6,0.000104,-0.747096,nan
1267,0.325,25,0,0,1,11,0.000124,nan,nan
1268,0.38,24,0,0,1,10,0.000139,nan,nan
1269,0.545,21,0,0,1,7,0.00037,-0.738855,nan
1270,0.44,22,0,0,1,9,0.00011,-0.752654,nan
1271,0.44,22,0,0,1,9,0.000135,-0.748367,nan
1272,0.435,23,0,0,1,9,0.004102,nan,nan
1273,0.6,20,0,0,1,6,0.00012,nan,nan
1274,0.49,22,0,0,1,8,8.8e-05,nan,nan
1275,0.44,22,0,0,1,9,5.4e-05,nan,nan
1276,0.605,19,0,0,1,6,7.9e-05,-0.757548,nan
1277,0.385,23,0,0,1,10,0.000251,nan,nan
1278,0.435,23,0,0,1,9,0.000112,-0.744263,nan
1279,0.55,20,0,0,1,7,0.00388,-0.74527,nan
1280,0.495,21,0,0,1,8,0.000183,nan,nan
1281,0.5,20,0,0,1,8,0.004047,nan,nan
1282,0.495,21,0,0,1,8,0.000112,-0.748185,nan
1283,0.6,20,0,0,1,6,0.000115,-0.73394,nan
1284,0.495,21,0,0,1,8,9.3e-05,nan,nan
1285,0.385,23,0,0,1,10,0.004043,-0.745427,nan
1286,0.44,22,0,0,1,9,0.000114,-0.764966,nan
1287,0.385,23,0,0,1,10,0.000137,nan,nan
1288,0.49,22,0,0,1,8,0.000337,nan,nan
1289,0.55,20,0,0,1,7,0.000151,nan,nan
1290,0.6,20,0,0,1,6,0.000118,nan,nan
1291,0.49,22,0,0,1,8,9.3e-05,nan,nan
1292,0.6,20,0,0,1,6,0.002034,nan,nan
1293,0.49,22,0,0,1,8,0.000133,nan,nan
1294,0.495,21,0,0,1,8,7.5e-05,-0.739941,nan
1295,0.605,19,0,0,1,6,8.7e-05,nan,nan
1296,0.545,21,0,0,1,7,0.000109,-0.735062,nan
1297,0.55,20,0,0,1,7,9.2e-05,-0.729956,nan
1298,0.49,22,0,0,1,8,0.000117,-0.739723,nan
1299,0.38,24,0,0,1,10,8.4e-05,-0.754401,nan
1300,0.605,19,0,0,1,6,8.5e-05,nan,nan
1301,0.385,23,0,0,1,10,9.7e-05,-0.735484,nan
1302,0.435,23,0,0,1,9,0.000101,nan,nan
1303,0.545,21,0,0,1,7,0.000157,-0.741077,nan
1304,0.545,21,0,0,1,7,0.000144,nan,nan
1305,0.44,22,0,0,1,9,0.000206,nan,nan
1306,0.605,19,0,0,1,6,0.000113,-0.751541,nan
1307,0.43,24,0,0,1,9,0.000227,-0.752461,nan
1308,0.49,22,0,0,1,8,0.000131,-0.756458,nan
1309,0.435,23,0,0,1,9,0.000146,nan,nan
1310,0.545,21,0,0,1,7,9.8e-05,-0.740673,nan
1311,0.49,22,0,0,1,8,0.000203,-0.729149,nan
1312,0.435,23,0,0,1,9,0.000215,nan,nan
1313,0.485,23,0,0,1,8,0.00026,-0.73552,nan
1314,0.385,23,0,0,1,10,0.000166,nan,nan
1315,0.44,22,0,0,1,9,0.000132,nan,nan
1316,0.55,20,0,0,1,7,0.001659,nan,nan
1317,0.49,22,0,0,1,8,0.000183,nan,nan
1318,0.33,24,0,0,1,11,0.000107,nan,nan
1319,0.495,21,0,0,1,8,6.2e-05,-0.74149,nan
1320,0.55,20,0,0,1,7,0.000102,-0.746753,nan
1321,0.49,22,0,0,1,8,0.000113,-0.731112,nan
1322,0.545,21,0,0,1,7,0.000207,nan,nan
1323,0.38,24,0,0,1,10,0.00019,nan,nan
1324,0.55,20,0,0,1,7,9.6e-05,nan,nan
1325,0.44,22,0,0,1,9,0.000165,nan,nan
1326,0.49,22,0,0,1,8,0.000108,nan,nan
1327,0.33,24,0,0,1,11,7.4e-05,nan,nan
1328,0.385,23,0,0,1,10,0.000114,-0.743994,nan
1329,0.43,24,0,0,1,9,0.000106,-0.745051,nan
1330,0.385,23,0,0,1,10,9.2e-05,nan,nan
1331,0.38,24,0,0,1,10,0.000112,nan,nan
1332,0.6,20,0,0,1,6,0.000113,nan,nan
1333,0.435,23,0,0,1,9,0.000122,-0.760794,nan
1334,0.495,21,0,0,1,8,0.000154,nan,nan
1335,0.495,21,0,0,1,8,8e-05,-0.74808,nan
1336,0.44,22,0,0,1,9,9.3e-05,-0.758766,nan
1337,0.49,22,0,0,1,8,0.000109,-0.735403,nan
1338,0.6,20,0,0,1,6,0.000145,-0.745337,nan
1339,0.605,19,0,0,1,6,8e-05,nan,nan
1340,0.65,20,0,0,1,5,0.00015,nan,nan
1341,0.55,20,0,0,1,7,0.000185,nan,nan
1342,0.44,22,0,0,1,9,9.9e-05,nan,nan
1343,0.495,21,0,0,1,8,0.0001,-0.745822,nan
1344,0.43,24,0,0,1,9,7.6e-05,-0.7633,nan
1345,0.325,25,0,0,1,11,8.1e-05,nan,nan
1346,0.425,25,0,0,1,9,0.000136,-0.728774,nan
1347,0.6,20,0,0,1,6,0.000262,-0.74592,nan
1348,0.59,22,0,0,1,6,0.000127,-0.744448,nan
1349,0.435,23,0,0,1,9,0.000219,nan,nan
1350,0.435,23,0,0,1,9,8e-05,-0.747026,nan
1351,0.55,20,0,0,1,7,9.5e-05,-0.742354,nan
1352,0.49,22,0,0,1,8,6.1e-05,-0.747517,nan
1353,0.435,23,0,0,1,9,8.4e-05,nan,nan
1354,0.495,21,0,0,1,8,5.5e-05,-0.725488,nan
1355,0.55,20,0,0,1,7,7.4e-05,-0.749043,nan
1356,0.385,23,0,0,1,10,0.000208,nan,nan
1357,0.49,22,0,0,1,8,0.000114,nan,nan
1358,0.385,23,0,0,1,10,0.000126,-0.74958,nan
1359,0.545,21,0,0,1,7,6.7e-05,nan,nan
1360,0.49,22,0,0,1,8,0.000115,nan,nan
1361,0.435,23,0,0,1,9,0.00344,-0.758952,nan
1362,0.435,23,0,0,1,9,7e-05,nan,nan
1363,0.44,22,0,0,1,9,8.8e-05,nan,nan
1364,0.43,24,0,0,1,9,9e-05,nan,nan
1365,0.545,21,0,0,1,7,8.2e-05,-0.753638,nan
1366,0.485,23,0,0,1,8,0.000107,nan,nan
1367,0.545,21,0,0,1,7,8.8e-05,-0.747907,nan
1368,0.43,24,0,0,1,9,0.000133,-0.734336,nan
1369,0.605,19,0,0,1,6,0.000214,nan,nan
1370,0.385,23,0,0,1,10,0.00013,-0.742369,nan
1371,0.6,20,0,0,1,6,0.003195,-0.75663,nan
1372,0.545,21,0,0,1,7,7.8e-05,nan,nan
1373,0.44,22,0,0,1,9,8.8e-05,nan,nan
1374,0.49,22,0,0,1,8,0.00416,nan,nan
1375,0.44,22,0,0,1,9,5.5e-05,nan,nan
1376,0.55,20,0,0,1,7,8.2e-05,nan,nan
1377,0.545,21,0,0,1,7,8.9e-05,-0.75701,nan
1378,0.435,23,0,0,1,9,0.000119,nan,nan
1379,0.6,20,0,0,1,6,0.000101,nan,nan
1380,0.435,23,0,0,1,9,0.000124,-0.767802,nan
1381,0.555,19,0,0,1,7,7.6e-05,nan,nan
1382,0.44,22,0,0,1,9,0.00021,nan,nan
1383,0.485,23,0,0,1,8,0.000162,-0.738452,nan
1384,0.6,20,0,0,1,6,8.2e-05,-0.750338,nan
1385,0.385,23,0,0,1,10,9.3e-05,nan,nan
1386,0.6,20,0,0,1,6,0.000109,nan,nan
1387,0.545,21,0,0,1,7,8.3e-05,-0.741302,nan
1388,0.38,24,0,0,1,10,0.000126,-0.746343,nan
1389,0.54,22,0,0,1,7,8.1e-05,-0.747044,nan
1390,0.605,19,0,0,1,6,7.9e-05,nan,nan
1391,0.32,26,0,0,1,11,0.000142,nan,nan
1392,0.44,22,0,0,1,9,0.00124,nan,nan
1393,0.485,23,0,0,1,8,8.1e-05,-0.743605,nan
1394,0.33,24,0,0,1,11,0.000151,-0.736753,nan
1395,0.385,23,0,0,1,10,0.000107,nan,nan
1396,0.6,20,0,0,1,6,9.4e-05,nan,nan
1397,0.545,21,0,0,1,7,7.1e-05,-0.739486,nan
1398,0.55,20,0,0,1,7,0.000133,-0.753881,nan
1399,0.44,22,0,0,1,9,0.000209,-0.763057,nan
1400,0.55,20,0,0,1,7,0.000112,-0.756522,nan
1401,0.6,20,0,0,1,6,7.3e-05,-0.766906,nan
1402,0.435,23,0,0,1,9,0.000104,nan,nan
1403,0.385,23,0,0,1,10,0.003057,-0.739612,nan
1404,0.495,21,0,0,1,8,0.010768,nan,nan
1405,0.385,23,0,0,1,10,9.5e-05,-0.747678,nan
1406,0.485,23,0,0,1,8,0.000123,nan,nan
1407,0.435,23,0,0,1,9,0.004056,-0.749194,nan
1408,0.495,21,0,0,1,8,0.004265,nan,nan
1409,0.555,19,0,0,1,7,0.000182,-0.740396,nan
1410,0.38,24,0,0,1,10,0.000137,-0.724883,nan
1411,0.545,21,0,0,1,7,0.000191,nan,nan
1412,0.38,24,0,0,1,10,9.7e-05,nan,nan
1413,0.39,22,0,0,1,10,0.000101,nan,nan
1414,0.435,23,0,0,1,9,9.4e-05,-0.753012,nan
1415,0.435,23,0,0,1,9,0.003809,nan,nan
1416,0.435,23,0,0,1,9,0.00013,-0.75159,nan
1417,0.545,21,0,0,1,7,0.0037,nan,nan
1418,0.54,22,0,0,1,7,0.000141,nan,nan
1419,0.37,26,0,0,1,10,0.003947,nan,nan
1420,0.6,20,0,0,1,6,0.004276,nan,nan
1421,0.38,24,0,0,1,10,0.0001,nan,nan
1422,0.38,24,0,0,1,10,0.000121,nan,nan
1423,0.485,23,0,0,1,8,7.3e-05,-0.758971,nan
1424,0.375,25,0,0,1,10,8.3e-05,nan,nan
1425,0.435,23,0,0,1,9,0.000107,-0.731198,nan
1426,0.49,22,0,0,1,8,0.000111,-0.738956,nan
1427,0.385,23,0,0,1,10,9e-05,nan,nan
1428,0.495,21,0,0,1,8,0.000129,-0.755523,nan
1429,0.605,19,0,0,1,6,9.8e-05,nan,nan
1430,0.5,20,0,0,1,8,0.000134,nan,nan
1431,0.605,19,0,0,1,6,0.0001,-0.733136,nan
1432,0.37,26,0,0,1,10,0.000337,-0.741521,nan
1433,0.38,24,0,0,1,10,0.000134,-0.743495,nan
1434,0.485,23,0,0,1,8,8.5e-05,nan,nan
1435,0.495,21,0,0,1,8,9.2e-05,-0.760622,nan
1436,0.54,22,0,0,1,7,0.000112,-0.747888,nan
1437,0.55,20,0,0,1,7,0.004372,-0.74223,nan
1438,0.6,20,0,0,1,6,0.00012,-0.772207,nan
1439,0.49,22,0,0,1,8,8.5e-05,-0.758226,nan
1440,0.44,22,0,0,1,9,0.000138,-0.76173,nan
1441,0.49,22,0,0,1,8,8.8e-05,-0.748676,nan
