episode,total_reward,steps,success,licked_left,licked_right,n_licks,critic_loss,actor_loss,alpha
486,0.605,19,0,0,1,6,0.000193,-0.747089,nan
487,0.43,24,0,0,1,9,0.000306,-0.744206,nan
488,0.545,21,0,0,1,7,0.00029,nan,nan
489,0.535,23,0,0,1,7,0.000198,-0.721257,nan
490,0.44,22,0,0,1,9,0.000285,-0.733069,nan
491,0.44,22,0,0,1,9,0.004155,-0.756038,nan
492,0.495,21,0,0,1,8,0.00032,nan,nan
493,0.66,18,0,0,1,5,0.000259,nan,nan
494,0.495,21,0,0,1,8,0.000267,-0.734553,nan
495,0.48,24,0,0,1,8,0.00019,-0.737558,nan
496,0.545,21,0,0,1,7,0.000209,nan,nan
497,0.38,24,0,0,1,10,0.003944,nan,nan
498,0.435,23,0,0,1,9,0.004248,-0.729563,nan
499,0.605,19,0,0,1,6,0.000179,nan,nan
500,0.6,20,0,0,1,6,0.000248,nan,nan
501,0.49,22,0,0,1,8,0.004188,nan,nan
502,0.495,21,0,0,1,8,0.003741,-0.744664,nan
503,0.44,22,0,0,1,9,0.000188,-0.736373,nan
504,0.55,20,0,0,1,7,0.000235,-0.743661,nan
505,0.435,23,0,0,1,9,0.000263,nan,nan
506,0.44,22,0,0,1,9,0.000228,nan,nan
507,0.33,24,0,0,1,11,0.000224,nan,nan
508,0.435,23,0,0,1,9,0.000199,-0.736064,nan
509,0.59,22,0,0,1,6,0.00025,-0.727387,nan
510,0.44,22,0,0,1,9,0.000283,-0.749662,nan
511,0.6,20,0,0,1,6,0.000222,-0.746916,nan
512,0.6,20,0,0,1,6,0.000346,-0.734709,nan
513,0.435,23,0,0,1,9,0.000246,nan,nan
514,0.605,19,0,0,1,6,0.000231,-0.752588,nan
515,0.595,21,0,0,1,6,0.000248,nan,nan
516,0.495,21,0,0,1,8,0.00021,-0.730586,nan
517,0.59,22,0,0,1,6,0.000241,-0.731816,nan
518,0.495,21,0,0,1,8,0.000195,nan,nan
519,0.49,22,0,0,1,8,0.000251,nan,nan
520,0.54,22,0,0,1,7,0.000181,nan,nan
521,0.38,24,0,0,1,10,0.000189,nan,nan
522,0.545,21,0,0,1,7,0.000266,-0.729865,nan
523,0.49,22,0,0,1,8,0.000294,-0.757567,nan
524,0.605,19,0,0,1,6,0.000462,nan,nan
525,0.55,20,0,0,1,7,0.000297,nan,nan
526,0.605,19,0,0,1,6,0.000232,-0.749027,nan
527,0.54,22,0,0,1,7,0.004321,-0.751245,nan
528,0.545,21,0,0,1,7,0.002514,nan,nan
529,0.55,20,0,0,1,7,0.000186,nan,nan
530,0.545,21,0,0,1,7,0.000249,-0.746558,nan
531,0.435,23,0,0,1,9,0.000253,nan,nan
532,0.475,25,0,0,1,8,0.004007,-0.74347,nan
533,0.385,23,0,0,1,10,0.000216,nan,nan
534,0.595,21,0,0,1,6,0.000255,-0.722562,nan
535,0.54,22,0,0,1,7,0.004019,-0.746876,nan
536,0.43,24,0,0,1,9,0.000196,-0.747922,nan
537,0.435,23,0,0,1,9,0.000288,nan,nan
538,0.44,22,0,0,1,9,0.000175,nan,nan
539,0.385,23,0,0,1,10,0.000169,-0.758497,nan
540,0.43,24,0,0,1,9,0.000193,-0.744649,nan
541,0.435,23,0,0,1,9,0.000334,nan,nan
542,0.605,19,0,0,1,6,0.000179,-0.747147,nan
543,0.435,23,0,0,1,9,0.000169,nan,nan
544,0.435,23,0,0,1,9,0.000203,-0.73299,nan
545,0.38,24,0,0,1,10,0.000244,-0.735517,nan
546,0.545,21,0,0,1,7,0.000215,nan,nan
547,0.55,20,0,0,1,7,0.00025,nan,nan
548,0.545,21,0,0,1,7,0.000241,-0.730288,nan
549,0.435,23,0,0,1,9,0.000422,nan,nan
550,0.435,23,0,0,1,9,0.00017,-0.739508,nan
551,0.545,21,0,0,1,7,0.000239,nan,nan
552,0.435,23,0,0,1,9,0.000289,-0.735016,nan
553,0.545,21,0,0,1,7,0.000237,nan,nan
554,0.54,22,0,0,1,7,0.000174,nan,nan
555,0.55,20,0,0,1,7,0.00025,nan,nan
556,0.605,19,0,0,1,6,0.00022,-0.746168,nan
557,0.545,21,0,0,1,7,0.000249,nan,nan
558,0.44,22,0,0,1,9,0.004346,nan,nan
559,0.6,20,0,0,1,6,0.000244,nan,nan
560,0.44,22,0,0,1,9,0.000226,nan,nan
561,0.435,23,0,0,1,9,0.000269,-0.725995,nan
562,0.44,22,0,0,1,9,0.004202,-0.735796,nan
563,0.385,23,0,0,1,10,0.000182,nan,nan
564,0.495,21,0,0,1,8,0.000181,-0.74987,nan
565,0.55,20,0,0,1,7,0.000195,-0.739395,nan
566,0.495,21,0,0,1,8,0.004172,nan,nan
567,0.545,21,0,0,1,7,0.008176,-0.750688,nan
568,0.43,24,0,0,1,9,0.000268,-0.744332,nan
569,0.59,22,0,0,1,6,0.000159,-0.732691,nan
570,0.44,22,0,0,1,9,0.000233,-0.730046,nan
571,0.55,20,0,0,1,7,0.000165,-0.755796,nan
572,0.38,24,0,0,1,10,0.000255,-0.747814,nan
573,0.605,19,0,0,1,6,0.000208,nan,nan
574,0.495,21,0,0,1,8,0.000263,-0.739663,nan
575,0.325,25,0,0,1,11,0.004327,nan,nan
576,0.55,20,0,0,1,7,0.000236,nan,nan
577,0.43,24,0,0,1,9,0.000221,nan,nan
578,0.6,20,0,0,1,6,0.000196,nan,nan
579,0.485,23,0,0,1,8,0.000311,-0.7431,nan
580,0.38,24,0,0,1,10,0.000201,-0.73646,nan
581,0.38,24,0,0,1,10,0.000263,-0.7364,nan
582,0.44,22,0,0,1,9,0.000147,-0.750784,nan
583,0.495,21,0,0,1,8,0.000283,nan,nan
584,0.49,22,0,0,1,8,0.000221,nan,nan
585,0.385,23,0,0,1,10,0.000357,-0.772061,nan
586,0.66,18,0,0,1,5,0.00024,-0.740332,nan
587,0.6,20,0,0,1,6,0.000213,-0.755556,nan
588,0.55,20,0,0,1,7,0.000295,-0.762331,nan
589,0.6,20,0,0,1,6,0.004,-0.721815,nan
590,0.44,22,0,0,1,9,0.000212,-0.736639,nan
591,0.32,26,0,0,1,11,0.000231,-0.742938,nan
592,0.605,19,0,0,1,6,0.000177,nan,nan
593,0.595,21,0,0,1,6,0.004375,-0.742748,nan
594,0.49,22,0,0,1,8,0.000203,-0.730575,nan
595,0.44,22,0,0,1,9,0.000223,-0.722899,nan
596,0.44,22,0,0,1,9,0.000309,-0.749355,nan
597,0.61,18,0,0,1,6,0.000215,-0.740955,nan
598,0.49,22,0,0,1,8,0.000269,-0.760259,nan
599,0.37,26,0,0,1,10,0.000275,-0.736687,nan
600,0.495,21,0,0,1,8,0.000278,nan,nan
601,0.38,24,0,0,1,10,0.000276,nan,nan
602,0.495,21,0,0,1,8,0.000202,-0.740572,nan
603,0.44,22,0,0,1,9,0.000249,-0.745117,nan
604,0.49,22,0,0,1,8,0.000175,-0.752372,nan
605,0.49,22,0,0,1,8,0.000224,-0.7436,nan
606,0.54,22,0,0,1,7,0.000203,-0.754711,nan
607,0.545,21,0,0,1,7,0.000171,nan,nan
608,0.49,22,0,0,1,8,0.000233,nan,nan
609,0.385,23,0,0,1,10,0.000317,-0.755597,nan
610,0.54,22,0,0,1,7,0.000212,-0.749303,nan
611,0.495,21,0,0,1,8,0.000191,nan,nan
612,0.44,22,0,0,1,9,0.000176,nan,nan
613,0.49,22,0,0,1,8,0.000249,nan,nan
614,0.33,24,0,0,1,11,0.000359,nan,nan
615,0.54,22,0,0,1,7,0.004341,nan,nan
616,0.385,23,0,0,1,10,0.000443,-0.74375,nan
617,0.375,25,0,0,1,10,0.000258,nan,nan
618,0.385,23,0,0,1,10,0.000246,-0.729024,nan
619,0.435,23,0,0,1,9,0.000194,nan,nan
620,0.38,24,0,0,1,10,0.000191,nan,nan
621,0.33,24,0,0,1,11,0.000267,nan,nan
622,0.61,18,0,0,1,6,0.000254,nan,nan
623,0.43,24,0,0,1,9,0.00035,nan,nan
624,0.55,20,0,0,1,7,0.000276,nan,nan
625,0.375,25,0,0,1,10,0.000229,-0.732649,nan
626,0.495,21,0,0,1,8,0.000274,nan,nan
627,0.325,25,0,0,1,11,0.000194,-0.73525,nan
628,0.44,22,0,0,1,9,0.000186,-0.749851,nan
629,0.495,21,0,0,1,8,0.000155,nan,nan
630,0.495,21,0,0,1,8,0.000218,-0.735625,nan
631,0.655,19,0,0,1,5,0.000192,nan,nan
632,0.49,22,0,0,1,8,0.0002,nan,nan
633,0.435,23,0,0,1,9,0.003499,-0.748872,nan
634,0.385,23,0,0,1,10,0.00016,nan,nan
635,0.375,25,0,0,1,10,0.000225,-0.744782,nan
636,0.495,21,0,0,1,8,0.000205,nan,nan
637,0.495,21,0,0,1,8,0.000223,-0.733478,nan
638,0.33,24,0,0,1,11,0.004111,-0.743531,nan
639,0.435,23,0,0,1,9,0.000567,nan,nan
640,0.38,24,0,0,1,10,0.000204,nan,nan
641,0.55,20,0,0,1,7,0.000267,nan,nan
642,0.44,22,0,0,1,9,0.000169,nan,nan
643,0.44,22,0,0,1,9,0.000158,nan,nan
644,0.485,23,0,0,1,8,0.0003,-0.727857,nan
645,0.33,24,0,0,1,11,0.000275,-0.742879,nan
646,0.375,25,0,0,1,10,0.000309,nan,nan
647,0.38,24,0,0,1,10,0.000261,nan,nan
648,0.6,20,0,0,1,6,0.000231,nan,nan
649,0.55,20,0,0,1,7,0.000257,nan,nan
650,0.365,27,0,0,1,10,0.00016,-0.734784,nan
651,0.605,19,0,0,1,6,0.004323,nan,nan
652,0.55,20,0,0,1,7,0.000264,nan,nan
653,0.275,25,0,0,1,12,0.00032,-0.753171,nan
654,0.545,21,0,0,1,7,0.00439,nan,nan
655,0.375,25,0,0,1,10,0.000191,-0.739091,nan
656,0.49,22,0,0,1,8,0.000239,-0.741135,nan
657,0.495,21,0,0,1,8,0.004054,nan,nan
658,0.44,22,0,0,1,9,0.004259,nan,nan
659,0.6,20,0,0,1,6,0.000208,nan,nan
660,0.385,23,0,0,1,10,0.000209,-0.727906,nan
661,0.545,21,0,0,1,7,0.000182,nan,nan
662,0.495,21,0,0,1,8,0.000214,-0.752331,nan
663,0.44,22,0,0,1,9,0.000177,-0.745993,nan
664,0.325,25,0,0,1,11,0.000206,nan,nan
665,0.49,22,0,0,1,8,0.004224,nan,nan
666,0.495,21,0,0,1,8,0.004304,-0.732997,nan
667,0.55,20,0,0,1,7,0.00022,-0.737423,nan
668,0.435,23,0,0,1,9,0.002461,nan,nan
669,0.545,21,0,0,1,7,0.000291,-0.725361,nan
670,0.5,20,0,0,1,8,0.003924,-0.735589,nan
671,0.49,22,0,0,1,8,0.004259,-0.745771,nan
672,0.545,21,0,0,1,7,0.000179,nan,nan
673,0.44,22,0,0,1,9,0.000298,nan,nan
674,0.605,19,0,0,1,6,0.000177,-0.749344,nan
675,0.54,22,0,0,1,7,0.004118,-0.746979,nan
676,0.605,19,0,0,1,6,0.000294,nan,nan
677,0.54,22,0,0,1,7,0.000237,nan,nan
678,0.44,22,0,0,1,9,0.000337,nan,nan
679,0.435,23,0,0,1,9,0.000205,-0.7264,nan
680,0.485,23,0,0,1,8,0.000473,nan,nan
681,0.38,24,0,0,1,10,0.0034,nan,nan
682,0.435,23,0,0,1,9,0.000252,-0.715385,nan
683,0.485,23,0,0,1,8,0.000289,nan,nan
684,0.43,24,0,0,1,9,0.000227,nan,nan
685,0.495,21,0,0,1,8,0.000236,-0.740929,nan
686,0.605,19,0,0,1,6,0.000207,nan,nan
687,0.545,21,0,0,1,7,0.000255,-0.752931,nan
688,0.435,23,0,0,1,9,0.00023,nan,nan
689,0.49,22,0,0,1,8,0.000178,nan,nan
690,0.545,21,0,0,1,7,0.000217,-0.739766,nan
691,0.375,25,0,0,1,10,0.000213,nan,nan
692,0.495,21,0,0,1,8,0.000247,-0.754761,nan
693,0.49,22,0,0,1,8,0.003826,-0.735157,nan
694,0.54,22,0,0,1,7,0.000214,-0.745337,nan
695,0.49,22,0,0,1,8,0.000285,-0.748651,nan
696,0.545,21,0,0,1,7,0.000213,nan,nan
697,0.55,20,0,0,1,7,0.003405,nan,nan
698,0.44,22,0,0,1,9,0.000209,nan,nan
699,0.435,23,0,0,1,9,0.000167,-0.757505,nan
700,0.55,20,0,0,1,7,0.004244,-0.744846,nan
701,0.385,23,0,0,1,10,0.00038,nan,nan
702,0.485,23,0,0,1,8,0.00023,-0.74119,nan
703,0.495,21,0,0,1,8,0.003412,nan,nan
704,0.49,22,0,0,1,8,0.000293,nan,nan
705,0.545,21,0,0,1,7,0.000217,-0.737312,nan
706,0.54,22,0,0,1,7,0.000289,-0.742369,nan
707,0.605,19,0,0,1,6,0.000261,nan,nan
708,0.55,20,0,0,1,7,0.000166,nan,nan
709,0.43,24,0,0,1,9,0.000167,nan,nan
710,0.49,22,0,0,1,8,0.000208,nan,nan
711,0.435,23,0,0,1,9,0.000165,-0.746852,nan
712,0.495,21,0,0,1,8,0.00413,nan,nan
713,0.6,20,0,0,1,6,0.007216,nan,nan
714,0.44,22,0,0,1,9,0.000207,nan,nan
715,0.55,20,0,0,1,7,0.000269,nan,nan
716,0.6,20,0,0,1,6,0.000205,nan,nan
717,0.435,23,0,0,1,9,0.000176,-0.738658,nan
718,0.605,19,0,0,1,6,0.000268,nan,nan
719,0.485,23,0,0,1,8,0.000134,-0.724178,nan
720,0.385,23,0,0,1,10,0.000196,nan,nan
721,0.6,20,0,0,1,6,0.000188,nan,nan
722,0.655,19,0,0,1,5,0.000275,-0.724245,nan
723,0.55,20,0,0,1,7,0.000287,-0.748064,nan
724,0.49,22,0,0,1,8,0.000232,-0.745034,nan
725,0.55,20,0,0,1,7,0.000215,-0.741927,nan
726,0.6,20,0,0,1,6,0.000176,-0.740729,nan
727,0.605,19,0,0,1,6,0.000156,nan,nan
728,0.6,20,0,0,1,6,0.004164,nan,nan
729,0.55,20,0,0,1,7,0.000418,nan,nan
730,0.375,25,0,0,1,10,0.000201,-0.750284,nan
731,0.38,24,0,0,1,10,0.000192,-0.732065,nan
732,0.435,23,0,0,1,9,0.000216,nan,nan
733,0.44,22,0,0,1,9,0.000201,nan,nan
734,0.39,22,0,0,1,10,0.002615,nan,nan
735,0.55,20,0,0,1,7,0.000172,nan,nan
736,0.44,22,0,0,1,9,0.000237,nan,nan
737,0.49,22,0,0,1,8,0.000194,nan,nan
738,0.49,22,0,0,1,8,0.000165,nan,nan
739,0.555,19,0,0,1,7,0.000196,-0.74531,nan
740,0.385,23,0,0,1,10,0.000211,nan,nan
741,0.435,23,0,0,1,9,0.000358,-0.734095,nan
742,0.435,23,0,0,1,9,0.000179,nan,nan
743,0.495,21,0,0,1,8,0.00018,-0.738442,nan
744,0.595,21,0,0,1,6,0.00424,nan,nan
745,0.44,22,0,0,1,9,0.000156,nan,nan
746,0.38,24,0,0,1,10,0.000303,nan,nan
747,0.44,22,0,0,1,9,0.000218,nan,nan
748,0.545,21,0,0,1,7,0.000293,-0.737933,nan
749,0.605,19,0,0,1,6,0.000167,nan,nan
750,0.545,21,0,0,1,7,0.000198,-0.739588,nan
751,0.49,22,0,0,1,8,0.000143,-0.741306,nan
752,0.495,21,0,0,1,8,0.000181,nan,nan
753,0.55,20,0,0,1,7,0.000338,nan,nan
754,0.435,23,0,0,1,9,0.000222,-0.757046,nan
755,0.49,22,0,0,1,8,0.000319,-0.738722,nan
756,0.44,22,0,0,1,9,0.000229,-0.733917,nan
757,0.49,22,0,0,1,8,0.000232,-0.753462,nan
758,0.49,22,0,0,1,8,0.000173,-0.741659,nan
759,0.385,23,0,0,1,10,0.0002,nan,nan
760,0.605,19,0,0,1,6,0.000248,-0.73332,nan
761,0.435,23,0,0,1,9,0.000169,nan,nan
762,0.6,20,0,0,1,6,0.000155,nan,nan
763,0.375,25,0,0,1,10,0.000163,-0.753549,nan
764,0.435,23,0,0,1,9,0.000221,nan,nan
765,0.545,21,0,0,1,7,0.000239,-0.727661,nan
766,0.495,21,0,0,1,8,0.000143,nan,nan
767,0.55,20,0,0,1,7,0.000214,nan,nan
768,0.435,23,0,0,1,9,0.000177,-0.742438,nan
769,0.61,18,0,0,1,6,0.00018,-0.728493,nan
770,0.445,21,0,0,1,9,0.000254,nan,nan
771,0.425,25,0,0,1,9,0.003674,-0.748199,nan
772,0.54,22,0,0,1,7,0.003746,-0.721586,nan
773,0.545,21,0,0,1,7,0.000212,nan,nan
774,0.545,21,0,0,1,7,0.000186,-0.743302,nan
775,0.38,24,0,0,1,10,0.000208,-0.740226,nan
776,0.44,22,0,0,1,9,0.00017,-0.726587,nan
777,0.435,23,0,0,1,9,0.000182,nan,nan
778,0.605,19,0,0,1,6,0.003751,-0.73024,nan
779,0.605,19,0,0,1,6,0.003946,nan,nan
780,0.49,22,0,0,1,8,0.004371,nan,nan
781,0.49,22,0,0,1,8,0.006589,nan,nan
782,0.545,21,0,0,1,7,0.004196,-0.756398,nan
783,0.435,23,0,0,1,9,0.004006,nan,nan
784,0.44,22,0,0,1,9,0.000211,nan,nan
785,0.605,19,0,0,1,6,0.004017,-0.745325,nan
786,0.325,25,0,0,1,11,0.000289,nan,nan
787,0.485,23,0,0,1,8,0.000207,-0.74409,nan
788,0.44,22,0,0,1,9,0.000231,-0.75896,nan
789,0.55,20,0,0,1,7,0.000192,-0.738048,nan
790,0.655,19,0,0,1,5,0.00021,nan,nan
791,0.495,21,0,0,1,8,0.000202,-0.737096,nan
792,0.435,23,0,0,1,9,0.004041,nan,nan
793,0.6,20,0,0,1,6,0.00026,nan,nan
794,0.325,25,0,0,1,11,0.000211,-0.740722,nan
795,0.545,21,0,0,1,7,0.00417,nan,nan
796,0.595,21,0,0,1,6,0.000238,-0.741627,nan
797,0.48,24,0,0,1,8,0.000228,-0.734513,nan
798,0.605,19,0,0,1,6,0.000136,nan,nan
799,0.44,22,0,0,1,9,0.000274,nan,nan
800,0.545,21,0,0,1,7,0.000183,-0.748814,nan
801,0.605,19,0,0,1,6,0.000156,nan,nan
802,0.55,20,0,0,1,7,0.000188,nan,nan
803,0.49,22,0,0,1,8,0.000178,nan,nan
804,0.55,20,0,0,1,7,0.000141,nan,nan
805,0.435,23,0,0,1,9,0.000176,-0.731687,nan
806,0.49,22,0,0,1,8,0.00025,-0.729466,nan
807,0.545,21,0,0,1,7,0.000147,nan,nan
808,0.44,22,0,0,1,9,0.004358,nan,nan
809,0.55,20,0,0,1,7,0.000218,nan,nan
810,0.54,22,0,0,1,7,0.000143,nan,nan
811,0.485,23,0,0,1,8,0.000211,-0.740896,nan
812,0.595,21,0,0,1,6,0.000342,nan,nan
813,0.6,20,0,0,1,6,0.000192,nan,nan
814,0.32,26,0,0,1,11,0.000208,nan,nan
815,0.49,22,0,0,1,8,0.000169,nan,nan
816,0.66,18,0,0,1,5,0.000171,nan,nan
817,0.38,24,0,0,1,10,0.000216,nan,nan
818,0.595,21,0,0,1,6,0.000189,-0.748968,nan
819,0.6,20,0,0,1,6,0.003985,-0.73385,nan
820,0.605,19,0,0,1,6,0.000159,nan,nan
821,0.54,22,0,0,1,7,0.004011,nan,nan
822,0.44,22,0,0,1,9,0.000199,nan,nan
823,0.6,20,0,0,1,6,0.000642,nan,nan
824,0.44,22,0,0,1,9,0.004196,nan,nan
825,0.49,22,0,0,1,8,0.000292,nan,nan
826,0.495,21,0,0,1,8,0.000232,-0.724065,nan
827,0.44,22,0,0,1,9,0.004153,-0.744823,nan
828,0.375,25,0,0,1,10,0.00022,nan,nan
829,0.375,25,0,0,1,10,0.000234,-0.722704,nan
830,0.6,20,0,0,1,6,0.000233,-0.733707,nan
831,0.595,21,0,0,1,6,0.004233,nan,nan
832,0.49,22,0,0,1,8,0.000173,nan,nan
833,0.435,23,0,0,1,9,0.000199,-0.7502,nan
834,0.49,22,0,0,1,8,0.004017,-0.739738,nan
835,0.49,22,0,0,1,8,0.000342,-0.724855,nan
836,0.495,21,0,0,1,8,0.00404,nan,nan
837,0.445,21,0,0,1,9,0.000192,-0.726382,nan
838,0.44,22,0,0,1,9,0.000343,-0.731838,nan
839,0.435,23,0,0,1,9,0.000323,nan,nan
840,0.55,20,0,0,1,7,0.000208,nan,nan
841,0.49,22,0,0,1,8,0.002906,nan,nan
842,0.49,22,0,0,1,8,0.000151,nan,nan
843,0.6,20,0,0,1,6,0.004174,nan,nan
844,0.555,19,0,0,1,7,0.000171,-0.746219,nan
845,0.55,20,0,0,1,7,0.000313,-0.754853,nan
846,0.49,22,0,0,1,8,0.000219,-0.737879,nan
847,0.435,23,0,0,1,9,0.000301,nan,nan
848,0.44,22,0,0,1,9,0.000193,nan,nan
849,0.605,19,0,0,1,6,0.003308,-0.736754,nan
850,0.425,25,0,0,1,9,0.000167,nan,nan
851,0.49,22,0,0,1,8,0.000144,nan,nan
852,0.435,23,0,0,1,9,0.000155,-0.747877,nan
853,0.545,21,0,0,1,7,0.000271,nan,nan
854,0.6,20,0,0,1,6,0.000165,nan,nan
855,0.495,21,0,0,1,8,0.000316,-0.745195,nan
856,0.605,19,0,0,1,6,0.000579,nan,nan
857,0.6,20,0,0,1,6,0.000207,nan,nan
858,0.385,23,0,0,1,10,0.000181,-0.745727,nan
859,0.545,21,0,0,1,7,0.000223,nan,nan
860,0.38,24,0,0,1,10,0.000254,nan,nan
861,0.38,24,0,0,1,10,0.000275,nan,nan
862,0.385,23,0,0,1,10,0.000212,-0.747593,nan
863,0.605,19,0,0,1,6,0.000278,nan,nan
864,0.6,20,0,0,1,6,0.0002,nan,nan
865,0.54,22,0,0,1,7,0.000221,nan,nan
866,0.49,22,0,0,1,8,0.000218,nan,nan
867,0.545,21,0,0,1,7,0.000147,-0.721387,nan
868,0.37,26,0,0,1,10,0.00024,-0.737907,nan
869,0.54,22,0,0,1,7,0.000183,-0.753726,nan
870,0.605,19,0,0,1,6,0.000266,nan,nan
871,0.435,23,0,0,1,9,0.000185,-0.73588,nan
872,0.55,20,0,0,1,7,0.000248,-0.726441,nan
873,0.33,24,0,0,1,11,0.000277,-0.745931,nan
874,0.435,23,0,0,1,9,0.003783,nan,nan
875,0.33,24,0,0,1,11,0.000243,nan,nan
876,0.435,23,0,0,1,9,0.00021,-0.727969,nan
877,0.595,21,0,0,1,6,0.000312,nan,nan
878,0.495,21,0,0,1,8,0.00017,-0.747165,nan
879,0.44,22,0,0,1,9,0.000126,-0.738171,nan
880,0.435,23,0,0,1,9,0.00016,nan,nan
881,0.605,19,0,0,1,6,0.000208,-0.7465,nan
882,0.605,19,0,0,1,6,0.000239,nan,nan
883,0.605,19,0,0,1,6,0.003831,-0.746644,nan
884,0.49,22,0,0,1,8,0.002803,-0.759115,nan
885,0.54,22,0,0,1,7,0.000196,-0.733415,nan
886,0.44,22,0,0,1,9,0.000283,-0.721721,nan
887,0.44,22,0,0,1,9,0.00019,-0.743855,nan
888,0.49,22,0,0,1,8,0.00041,-0.752798,nan
889,0.49,22,0,0,1,8,0.000176,-0.74235,nan
890,0.545,21,0,0,1,7,0.000157,nan,nan
891,0.325,25,0,0,1,11,0.000158,-0.735932,nan
892,0.435,23,0,0,1,9,0.003304,nan,nan
893,0.435,23,0,0,1,9,0.000186,-0.751602,nan
894,0.44,22,0,0,1,9,0.000139,-0.761885,nan
895,0.495,21,0,0,1,8,0.000125,nan,nan
896,0.55,20,0,0,1,7,0.000272,nan,nan
897,0.655,19,0,0,1,5,0.000255,-0.748995,nan
898,0.49,22,0,0,1,8,0.000176,-0.741834,nan
899,0.435,23,0,0,1,9,0.000203,nan,nan
900,0.435,23,0,0,1,9,0.000157,-0.731941,nan
901,0.6,20,0,0,1,6,0.003526,-0.737922,nan
902,0.485,23,0,0,1,8,0.000206,nan,nan
903,0.485,23,0,0,1,8,0.000168,-0.749269,nan
904,0.44,22,0,0,1,9,0.00012,-0.760213,nan
905,0.435,23,0,0,1,9,0.000198,nan,nan
906,0.485,23,0,0,1,8,0.000326,-0.734081,nan
907,0.49,22,0,0,1,8,0.000282,-0.747497,nan
908,0.44,22,0,0,1,9,0.000138,-0.741131,nan
909,0.595,21,0,0,1,6,0.000197,nan,nan
910,0.44,22,0,0,1,9,0.000155,nan,nan
911,0.435,23,0,0,1,9,0.000166,-0.755813,nan
912,0.49,22,0,0,1,8,0.000153,-0.750057,nan
913,0.435,23,0,0,1,9,0.000253,nan,nan
914,0.435,23,0,0,1,9,0.000264,-0.735327,nan
915,0.495,21,0,0,1,8,0.000386,nan,nan
916,0.43,24,0,0,1,9,0.003883,nan,nan
917,0.54,22,0,0,1,7,0.000218,nan,nan
918,0.385,23,0,0,1,10,0.000176,-0.748447,nan
919,0.43,24,0,0,1,9,0.000164,-0.724263,nan
920,0.38,24,0,0,1,10,0.000167,-0.745326,nan
921,0.5,20,0,0,1,8,0.000151,-0.763197,nan
922,0.38,24,0,0,1,10,0.004029,-0.745229,nan
923,0.375,25,0,0,1,10,0.004464,nan,nan
924,0.44,22,0,0,1,9,0.000183,nan,nan
925,0.44,22,0,0,1,9,0.00014,nan,nan
926,0.54,22,0,0,1,7,0.000237,nan,nan
927,0.6,20,0,0,1,6,0.000176,nan,nan
928,0.655,19,0,0,1,5,0.00015,-0.742378,nan
929,0.375,25,0,0,1,10,0.000172,nan,nan
930,0.55,20,0,0,1,7,0.000113,nan,nan
931,0.49,22,0,0,1,8,0.000143,nan,nan
932,0.54,22,0,0,1,7,0.000209,nan,nan
933,0.435,23,0,0,1,9,0.000196,-0.734559,nan
934,0.595,21,0,0,1,6,0.000163,nan,nan
935,0.55,20,0,0,1,7,0.000185,nan,nan
936,0.54,22,0,0,1,7,0.000253,nan,nan
937,0.435,23,0,0,1,9,0.003425,-0.735629,nan
938,0.545,21,0,0,1,7,0.003937,nan,nan
939,0.49,22,0,0,1,8,0.004009,nan,nan
940,0.485,23,0,0,1,8,0.000134,-0.736842,nan
941,0.495,21,0,0,1,8,0.000127,nan,nan
942,0.38,24,0,0,1,10,0.000228,nan,nan
943,0.435,23,0,0,1,9,0.000224,-0.743826,nan
944,0.385,23,0,0,1,10,0.000142,nan,nan
945,0.54,22,0,0,1,7,0.000193,nan,nan
946,0.55,20,0,0,1,7,0.004072,nan,nan
947,0.48,24,0,0,1,8,0.00017,nan,nan
948,0.435,23,0,0,1,9,0.000196,-0.739181,nan
949,0.555,19,0,0,1,7,0.000803,nan,nan
950,0.545,21,0,0,1,7,0.004175,-0.749946,nan
951,0.44,22,0,0,1,9,0.000131,-0.737044,nan
952,0.495,21,0,0,1,8,0.000261,nan,nan
953,0.375,25,0,0,1,10,0.000228,-0.750856,nan
954,0.43,24,0,0,1,9,0.000171,-0.753091,nan
955,0.545,21,0,0,1,7,0.000204,nan,nan
956,0.545,21,0,0,1,7,0.004034,-0.742736,nan
957,0.535,23,0,0,1,7,0.000127,nan,nan
958,0.49,22,0,0,1,8,0.00022,nan,nan
959,0.495,21,0,0,1,8,0.000217,-0.74172,nan
960,0.49,22,0,0,1,8,0.000148,-0.733507,nan
961,0.38,24,0,0,1,10,0.000136,-0.744332,nan
962,0.43,24,0,0,1,9,0.000131,-0.743283,nan
963,0.385,23,0,0,1,10,0.004078,nan,nan
964,0.44,22,0,0,1,9,0.000224,nan,nan
965,0.44,22,0,0,1,9,0.000152,nan,nan
966,0.43,24,0,0,1,9,0.000118,nan,nan
967,0.325,25,0,0,1,11,0.000123,-0.747546,nan
968,0.385,23,0,0,1,10,0.003432,nan,nan
969,0.375,25,0,0,1,10,0.000164,-0.735754,nan
970,0.43,24,0,0,1,9,8.6e-05,-0.743158,nan
971,0.605,19,0,0,1,6,0.000127,nan,nan
972,0.435,23,0,0,1,9,0.000223,-0.75444,nan
973,0.425,25,0,0,1,9,0.000113,nan,nan
974,0.44,22,0,0,1,9,0.00022,nan,nan
975,0.605,19,0,0,1,6,0.00031,-0.752309,nan
